SITE_ID,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,TPtoTN
NLA06608-1323,32.755987,-86.3831082,3.12,233,9,25.88888889,0.038626609
NLA06608-1326,46.7013376,-95.7477164,8.51,854,24,35.58333333,0.028103044
NLA06608-1329,45.0681281,-116.1697398,2.33,181,9,20.11111111,0.049723757
NLA06608-1332,36.9862549,-87.2057004,6.49,932,148,6.297297297,0.158798283
NLA06608-1333,43.4546224,-73.5900746,3.13,166,3,55.33333333,0.018072289
NLA06608-1334,45.4145452,-84.8037082,3.475,351,7,50.14285715,0.01994302
NLA06608-1336,36.3872718,-96.8232407,6.51,1136,94,12.08510638,0.082746479
NLA06608-1338,46.0115595,-109.1798402,43.21,4316,182,23.71428571,0.042168675
NLA06608-1339,40.2229236,-104.9523623,15.91,3372,184,18.32608696,0.054567023
NLA06608-1342,47.7425587,-92.0408419,12.86,279,12,23.25,0.043010753
NLA06608-1344,48.3924775,-112.5192316,5.87,419,27,15.51851852,0.064439141
NLA06608-1346,39.4691994,-79.4991133,2.19,125,3,41.66666667,0.024
NLA06608-1347,47.0693612,-92.0010507,7.68,551,12,45.91666667,0.021778584
NLA06608-1348,36.5797927,-81.9970148,2.37,396,5,79.2,0.012626263
NLA06608-1349,28.6321433,-81.3553407,8.16,804,30,26.8,0.037313433
NLA06608-1354,45.1817762,-108.1327104,3.51,480,6,80,0.0125
NLA06608-1355,41.2045164,-86.4055439,5.305,523,4.5,116.15,0.008609557
NLA06608-1356,35.5204336,-94.9704606,4.98,416,21,19.80952381,0.050480769
NLA06608-1358,46.471362,-89.57932,5.78,323.5,9,38.73376624,0.025817267
NLA06608-1359,40.1885355,-83.9654922,4.53,1166,108,10.7962963,0.092624357
NLA06608-1360,40.4303194,-101.5543964,4.41,734,60,12.23333333,0.081743869
NLA06608-1364,35.3713365,-86.3816758,4.08,2072,213,9.727699531,0.102799228
NLA06608-1365,42.9743017,-76.0688846,2.42,257,13,19.76923077,0.050583658
NLA06608-1367,44.824534,-96.6148878,22.08,5338,242,22.05785124,0.045335332
NLA06608-1368,33.7304441,-96.7758031,6.68,1180,110,10.72727273,0.093220339
NLA06608-1369,36.1583049,-79.8531667,3.57,679,50,13.58,0.073637703
NLA06608-1370,43.704972,-86.4262233,9.67,1063,39,27.25641026,0.036688617
NLA06608-1372,35.1985871,-98.491308,4.17,878,113,7.769911504,0.128701595
NLA06608-1375,40.4382121,-82.9790331,5.73,2169,79,27.4556962,0.036422314
NLA06608-1376,37.9382315,-90.92376,2.69,346,18,19.22222222,0.052023121
NLA06608-1377,45.8679627,-113.5499319,2.99,101,8,12.625,0.079207921
NLA06608-1380,36.574461,-104.6630512,5.7,524,21,24.95238095,0.040076336
NLA06608-1383,45.3010786,-95.1180545,12.4,1444,35,41.25714286,0.024238227
NLA06608-1387,42.1866851,-85.5734717,7.03,994,25,39.76,0.025150905
NLA06608-1389,38.3803876,-75.5966144,3.34,2712.5,68.5,43.1874145,0.023154894
NLA06608-1390,45.916763,-95.3965508,7.24,553,15,36.86666667,0.027124774
NLA06608-1391,41.3286788,-81.3860772,8.09,1360,172,7.906976744,0.126470588
NLA06608-1396,36.0828954,-87.2885577,2.2,255,19,13.42105263,0.074509804
NLA06608-1397,33.2414503,-116.7467274,15.57,3559,367,9.697547684,0.103118854
NLA06608-1398,46.4316369,-87.0822826,19.39,624,24,26,0.038461538
NLA06608-1401,40.8037356,-77.17856,3.5,494,29,17.03448276,0.058704453
NLA06608-1403,40.4332788,-105.0337077,5.02,389,7,55.57142857,0.017994859
NLA06608-1413,28.9161695,-81.738985,14.8,1614,25,64.56,0.015489467
NLA06608-1414,41.9240046,-72.219219,5.08,319,17,18.76470588,0.053291536
NLA06608-1417,38.3383223,-121.0935467,2.64,251,7,35.85714286,0.027888446
NLA06608-1420,35.1386532,-96.2306472,8.8,1154,112,10.30357143,0.097053726
NLA06608-1421,39.5539032,-75.7187945,9.45,1100,41,26.82926829,0.037272727
NLA06608-1425,47.192047,-122.9725593,9.02,468,22,21.27272727,0.047008547
NLA06608-1426,43.4522048,-124.2460047,7.87,557,35,15.91428571,0.062836625
NLA06608-1432,34.5675465,-96.879379,8.17,754,91,8.285714286,0.120689655
NLA06608-1434,45.1650643,-84.9776048,5.36,458,5,91.6,0.010917031
NLA06608-1435,42.1969208,-88.1034248,7.51,1260,50,25.2,0.03968254
NLA06608-1436,32.0372968,-99.5143887,4.75,478,20,23.9,0.041841004
NLA06608-1439,40.297894,-110.2260262,3.48,273,12,22.75,0.043956044
NLA06608-1445,42.9183539,-118.8521689,31.07,5009,2670,1.876029963,0.533040527
NLA06608-1446,43.796302,-122.0175362,2.14,228,4,57,0.01754386
NLA06608-1447,45.0736385,-93.1265767,7.36,760,13,58.46153846,0.017105263
NLA06608-1450,43.6199955,-85.2822443,4.65,469,10,46.9,0.021321962
NLA06608-1454,45.849918,-95.7139059,16.43,2341,125,18.728,0.053395985
NLA06608-1455,39.044084,-107.9174634,6.82,429,37,11.59459459,0.086247086
NLA06608-1460,40.7574735,-93.2387996,7.79,781,22,35.5,0.028169014
NLA06608-1461,37.5993464,-118.7415562,3.42,708,47,15.06382979,0.066384181
NLA06608-1462,46.5383568,-106.0071156,13.49,1404,450,3.12,0.320512821
NLA06608-1465,40.8735823,-75.5809069,1.73,497,5,99.4,0.010060362
NLA06608-1469,33.2994397,-81.8926761,12.85,576,112,5.142857143,0.194444444
NLA06608-1473,47.8908523,-116.8933801,2.79,181,8,22.625,0.044198895
NLA06608-1476,39.7485803,-105.0447684,7.57,1891,183,10.33333333,0.096774194
NLA06608-1481,40.4943852,-121.1629233,1.55,135,3,45,0.022222222
NLA06608-1482,30.961131,-83.6556566,9.5,1099,80,13.7375,0.072793449
NLA06608-1483,40.0555584,-105.7469295,5.96,274,13,21.07692308,0.047445255
NLA06608-1484,35.5634426,-93.6379263,1.34,105,11,9.545454545,0.104761905
NLA06608-1487,42.2159216,-83.5849229,6.22,1071,61,17.55737705,0.056956116
NLA06608-1488,34.7342892,-99.6953051,12.25,3409,160,21.30625,0.046934585
NLA06608-1489,46.9863029,-122.5690307,7.11,721,18,40.05555556,0.024965326
NLA06608-1492,39.2716668,-85.1902147,5.92,758,41,18.48780488,0.05408971
NLA06608-1496,33.6693045,-97.5854726,4.36,356,16,22.25,0.04494382
NLA06608-1499,41.2457519,-85.4301129,5.61,483,17,28.41176471,0.035196687
NLA06608-1504,36.9705509,-90.3531342,4.37,1199,68,17.63235294,0.056713928
NLA06608-1508,36.4256473,-103.6053539,18.22,1680,313,5.367412141,0.186309524
NLA06608-1510,47.8211744,-105.0491133,25.67,2440,653,3.736600306,0.267622951
NLA06608-1511,45.5350499,-98.6152118,12.87,1446,373,3.876675603,0.257952974
NLA06608-1515,42.4782951,-86.0668418,6.58,845,33,25.60606061,0.039053254
NLA06608-1517,38.5428163,-77.3967354,3.47,339,14,24.21428571,0.041297935
NLA06608-1521,42.2331753,-111.8535786,6.56,1351,113,11.95575221,0.083641747
NLA06608-1524,34.3737044,-98.3393052,6.37,968,157,6.165605096,0.162190083
NLA06608-1527,43.459134,-94.9477451,9.67,5191,587,8.843270869,0.113080331
NLA06608-1529,40.6936796,-118.2702746,5.49,649,55,11.8,0.084745763
NLA06608-1532,40.9864121,-90.3967678,4.05,6203,59,105.1355932,0.009511527
NLA06608-1537,48.1617266,-116.6384102,3.96,138,8,17.25,0.057971014
NLA06608-1538,39.7038049,-78.6519753,3.46,252,1,252,0.003968254
NLA06608-1544,42.2701212,-93.6362862,14.74,2228,69,32.28985507,0.030969479
NLA06608-1556,39.0035645,-87.1833567,3.32,474,19,24.94736842,0.040084388
NLA06608-1558,44.8790685,-68.2264994,4.4,280,8,35,0.028571429
NLA06608-1560,32.7623079,-94.6052304,9.54,852,42,20.28571429,0.049295775
NLA06608-1561,37.671005,-81.0700081,2.89,263,10,26.3,0.038022814
NLA06608-1562,42.5977303,-110.2208282,2.82,348,16,21.75,0.045977011
NLA06608-1564,35.1688954,-99.0734978,6.04,1159,161,7.198757764,0.138912856
NLA06608-1568,36.531873,-99.5683601,6.34,760,115,6.608695652,0.151315789
NLA06608-1569,27.741985,-81.4993316,5.66,978,22,44.45454545,0.022494888
NLA06608-1572,37.2690553,-87.5228772,3.83,420,26,16.15384615,0.061904762
NLA06608-1575,45.1845604,-97.7859975,16.71,2503,215,11.64186047,0.085896924
NLA06608-1576,38.3067683,-93.9527628,5.34,1344,255,5.270588235,0.189732143
NLA06608-1577,34.1807465,-110.0007541,7.4,484,16,30.25,0.033057851
NLA06608-1578,45.182924,-104.9019583,12.53,1062,110,9.654545455,0.103578154
NLA06608-1579,41.6884042,-85.0306464,5.94,501,7,71.57142857,0.013972056
NLA06608-1586,41.6889871,-71.643322,4.76,369,7,52.71428571,0.01897019
NLA06608-1593,34.5872144,-112.4185161,10.17,746,126,5.920634921,0.168900804
NLA06608-1595,40.1809249,-105.0386785,5.65,392,18,21.77777778,0.045918367
NLA06608-1596,41.7527459,-102.414217,114.16,26100,1491,17.50503018,0.057126437
NLA06608-1600,48.3113235,-109.0848391,9.86,1011,63,16.04761905,0.06231454
NLA06608-1602,33.5814721,-111.2821257,3.84,474,18,26.33333333,0.037974684
NLA06608-1608,32.4016942,-93.3870037,13.45,498,64,7.78125,0.128514056
NLA06608-1610,45.0862612,-109.7887823,0.65,48,3,16,0.0625
NLA06608-1617,47.5717722,-122.7050326,2.98,239,45,5.311111111,0.188284519
NLA06608-1623,30.2405212,-96.811485,13.64,1231,134,9.186567164,0.10885459
NLA06608-1626,43.9294318,-86.4346475,2.37,623,30,20.76666667,0.048154093
NLA06608-1630,28.5755551,-100.125119,8.13,806,57,14.14035088,0.070719603
NLA06608-1631,40.7655023,-109.297264,9.37,1209,130,9.3,0.107526882
NLA06608-1633,44.9542065,-112.8818444,3.23,366,19,19.26315789,0.051912568
NLA06608-1637,41.6951699,-75.1314221,4.46,440,32,13.75,0.072727273
NLA06608-1638,44.3717814,-121.8732089,0.7,50,6,8.333333333,0.12
NLA06608-1640,38.1667527,-92.9659749,5.01,777,90,8.633333333,0.115830116
NLA06608-1641,35.0198046,-111.4026965,6.51,845,185,4.567567568,0.218934911
NLA06608-1643,42.4714799,-85.5257029,5.5,488,5,97.6,0.010245902
NLA06608-1652,36.2505711,-87.1919588,2.45,848,99,8.565656566,0.116745283
NLA06608-1654,46.5740343,-87.460652,6.46,354,6,59,0.016949153
NLA06608-1655,45.2748819,-99.2074476,43.59,12241,896,13.66183036,0.073196634
NLA06608-1668,35.9394268,-83.3650283,2.28,269,18,14.94444444,0.066914498
NLA06608-1672,32.9449568,-96.4533351,6.64,510,15,34,0.029411765
NLA06608-1674,44.5439988,-110.8356239,10.07,1043,35,29.8,0.033557047
NLA06608-1675,40.7073292,-106.4529904,6.26,521,16,32.5625,0.030710173
NLA06608-1679,42.2759991,-84.2180407,10.03,366,8,45.75,0.021857923
NLA06608-1684,39.7264869,-86.7140735,3.85,475,35,15.71476138,0.063634437
NLA06608-1687,44.9287974,-97.2098473,7.23,918,441,2.081632653,0.480392157
NLA06608-1690,44.6394333,-85.7865216,4.12,317,7,45.28571429,0.022082019
NLA06608-1695,40.8070508,-110.4052879,1.18,216,19,11.36842105,0.087962963
NLA06608-1703,44.5683904,-98.129482,10.88,1949,304,6.411184211,0.155977424
NLA06608-1704,37.6681289,-94.4107345,5.98,749,42,17.83333333,0.056074766
NLA06608-1706,43.8526781,-84.7721479,5.65,563,6,93.83333333,0.010657194
NLA06608-1707,41.9088658,-85.8943697,4.6,723,8,90.375,0.011065007
NLA06608-1711,34.4520125,-84.2878312,1.93,190,12,15.83333333,0.063157895
NLA06608-1715,29.1748811,-100.6327156,4.87,582,27,21.55555556,0.046391753
NLA06608-1717,37.6623577,-120.2096368,1.37,79,3,26.33333333,0.037974684
NLA06608-1719,45.6946984,-99.3614482,38.6,8803,441,19.96145125,0.050096558
NLA06608-1723,41.1263524,-104.6435242,10.81,3516,1537,2.287573195,0.437144482
NLA06608-1724,40.6317324,-89.7497474,6.61,1282,55,23.30909091,0.042901716
NLA06608-1733,28.8252964,-81.8367232,17.81,3516,45,78.13333333,0.012798635
NLA06608-1735,30.8348446,-93.4365481,9.32,679,60,11.31666667,0.088365243
NLA06608-1736,42.4854139,-94.6303282,7.21,1453,53,27.41509434,0.036476256
NLA06608-1739,39.9649178,-105.4935103,1.97,157,7,22.42857143,0.044585987
NLA06608-1740,38.9396061,-93.5934168,5.62,949,67,14.1641791,0.070600632
NLA06608-1741,38.9884837,-75.5176369,4.82,2156,124,17.38709677,0.057513915
NLA06608-1742,46.6138166,-88.5757029,3.48,244,7,34.85714286,0.028688525
NLA06608-1748,39.2710843,-106.3934507,2.82,131,4,32.75,0.030534351
NLA06608-1753,37.5242014,-112.7840699,2.88,267,6,44.5,0.02247191
NLA06608-1755,41.2268021,-85.6500061,6.25,646,30,21.53333333,0.046439628
NLA06608-1758,47.4572505,-88.0997857,12.03,892,8,111.5,0.00896861
NLA06608-1771,42.3830026,-86.0498602,8.29,603,10,60.3,0.016583748
NLA06608-1775,38.7132817,-84.2755008,5.05,548,74,7.405405405,0.135036496
NLA06608-1781,38.076824,-122.730427,4.15,789,58,13.60344828,0.073510773
NLA06608-1782,42.5169137,-83.7958246,6.34,606,32,18.9375,0.052805281
NLA06608-1789,40.3538577,-78.6233689,1.71,501,1,501,0.001996008
NLA06608-1791,36.0071281,-84.8974387,3.64,401,5,80.2,0.012468828
NLA06608-1793,47.5207301,-116.5643475,1.69,139,9,15.44444444,0.064748201
NLA06608-1800,32.6701753,-94.0771956,11.69,604,50,12.08,0.082781457
NLA06608-1802,42.724557,-83.0854123,6.03,536,18,29.77777778,0.03358209
NLA06608-1804,35.5635129,-97.5946966,5.43,699,120,5.825,0.17167382
NLA06608-1808,34.5393737,-92.2737511,11.86,628,48,13.08333333,0.076433121
NLA06608-1810,41.3756183,-112.0878211,3.24,611,69,8.855072464,0.112929624
NLA06608-1811,45.8504338,-99.2644085,16.47,1558,27,57.7037037,0.01732991
NLA06608-1812,35.4130752,-88.0746774,2.44,303,61,4.967213115,0.201320132
NLA06608-1818,42.9253509,-109.5044313,1.49,90,7,12.85714286,0.077777778
NLA06608-1821,39.2164175,-76.8537467,5.69,2709,255,10.62352941,0.094130676
NLA06608-1824,37.3853335,-99.785148,4.35,824,56,14.71428571,0.067961165
NLA06608-1825,27.9401884,-81.6512677,12.15,839,45,18.64444444,0.05363528
NLA06608-1835,41.5802833,-84.9230909,6.31,531,16,33.1875,0.030131827
NLA06608-1836,42.4071258,-102.4533862,13.93,2766,246,11.24390244,0.088937093
NLA06608-1839,32.4841859,-83.6507837,2.93,420,20,21,0.047619048
NLA06608-1840,38.9459917,-89.3546945,7.03,1361,216,6.300925926,0.158706833
NLA06608-1851,40.0782396,-105.2232407,3.15,228,23,9.913043478,0.100877193
NLA06608-1856,48.966064,-109.75936,29.9,3159,1129,2.798051373,0.35739158
NLA06608-1857,48.2461517,-114.1200149,3.31,198,1,198,0.005050505
NLA06608-1861,29.4553133,-81.4955786,11.31,1216,75,16.21333333,0.061677632
NLA06608-1862,41.9306954,-119.1737894,5.71,1058,520,2.034615385,0.491493384
NLA06608-1863,31.1038678,-92.4701548,4.77,506,32,15.8125,0.063241107
NLA06608-1866,44.7874829,-109.2607748,2.36,232,11,21.09090909,0.047413793
NLA06608-1867,41.0414955,-85.9790516,25.76,2091,74,28.25675676,0.035389766
NLA06608-1868,34.9536492,-96.7183024,6.23,676,21,32.19047619,0.031065089
NLA06608-1871,33.3211137,-85.8149094,1.3,139,5,27.8,0.035971223
NLA06608-1873,47.4879947,-123.2647195,0.76,37,1,37,0.027027027
NLA06608-1874,40.955443,-111.4149738,3.62,374,26,14.38461538,0.069518717
NLA06608-1879,44.5373565,-97.1548708,18.99,4075,328,12.42378049,0.080490798
NLA06608-1884,41.7916129,-91.5353278,4.01,2334,39,59.84615385,0.016709512
NLA06608-1893,41.4050068,-117.1542995,5.9,581,302,1.92384106,0.519793459
NLA06608-1894,44.0266545,-121.7456252,0.59,162,36,4.5,0.222222222
NLA06608-1906,41.8621338,-71.5531782,3.7,368,14,26.28571429,0.038043478
NLA06608-1908,38.0635657,-86.6622935,2.62,185,10,18.5,0.054054054
NLA06608-1910,45.8733973,-87.8006757,18.15,830,37,22.43243243,0.044578313
NLA06608-1930,44.1005119,-111.4734759,1.35,178,31,5.741935484,0.174157303
NLA06608-1936,38.7932018,-90.7818077,5.61,788,89,8.853932584,0.112944162
NLA06608-1948,42.5334733,-100.645836,26.21,2981,486,6.133744856,0.163032539
NLA06608-1953,47.0994565,-113.4075253,2.91,226,15,15.06666667,0.066371681
NLA06608-1958,43.6629763,-122.4216059,0.98,18,10,1.8,0.555555556
NLA06608-1959,45.7426415,-98.2734575,13.84,1494,493,3.030425963,0.329986613
NLA06608-1960,36.8906821,-95.9526502,4.53,403,108,3.731481481,0.267990074
NLA06608-1968,48.1339957,-108.1899505,10.49,2076,255,8.141176471,0.12283237
NLA06608-1975,43.3411448,-95.1264533,5.83,739,18,41.05555556,0.02435724
NLA06608-1985,47.4486876,-116.7986927,1.28,27,3,9,0.111111111
NLA06608-1989,42.2028995,-114.8909997,3.72,658,71,9.267605634,0.107902736
NLA06608-1992,32.4527502,-96.0612113,9.37,2041,108,18.89814815,0.052915238
NLA06608-1998,46.60064,-88.1172553,7.51,378,10.5,36.91346154,0.027090388
NLA06608-2005,42.2973738,-116.1124743,6.14,1398,276,5.065217391,0.197424893
NLA06608-2007,45.7569901,-97.3201786,12.23,1331,59,22.55932203,0.044327573
NLA06608-2010,31.1963324,-89.3033561,4.21,494,24,20.58333333,0.048582996
NLA06608-2027,42.2397974,-105.6303731,8.12,551,49,11.24489796,0.08892922
NLA06608-2036,41.4383916,-93.5509726,3.48,278,11,25.27272727,0.039568345
NLA06608-2037,39.5889214,-118.6723206,6.53,1190,175,6.8,0.147058824
NLA06608-2039,43.1041162,-94.8984756,14.6,4691,277,16.93501805,0.059049243
NLA06608-2049,48.0202525,-115.0345388,4.19,276,5,55.2,0.018115942
NLA06608-2056,41.4695003,-93.9203725,6.92,2082,572,3.63986014,0.274735831
NLA06608-2072,32.2540409,-95.800768,12.33,1134,78,14.53846154,0.068783069
NLA06608-2074,30.4325237,-84.544497,7.02,1004,72,13.94444444,0.071713147
NLA06608-2076,35.1513865,-93.4266202,2.08,124,11,11.27272727,0.088709677
NLA06608-2078,46.2550344,-88.0899724,6.04,569,7,81.28571429,0.012302285
NLA06608-2082,42.151396,-122.6008217,3.07,496,17,29.17647059,0.034274194
NLA06608-2086,44.7620444,-71.9536241,2.78,276,5,55.2,0.018115942
NLA06608-2087,45.5571538,-97.4170706,16.74,2859,197,14.51269036,0.068905212
NLA06608-2091,32.3526923,-86.4904329,2.55,401,53,7.566037736,0.132169576
NLA06608-2092,32.7121565,-91.7015752,7.22,1804,135,13.36296296,0.074833703
NLA06608-2094,29.0929425,-97.0874112,6.55,438,35,12.51428571,0.079908676
NLA06608-2095,42.2494978,-109.4410083,3.02,316,48,6.583333333,0.151898734
NLA06608-2103,44.8372406,-99.9050015,25.25,3503,170,20.60588235,0.048529832
NLA06608-2114,39.6853177,-79.2303327,1.78,402,1,402,0.002487562
NLA06608-2117,28.6209734,-81.6219948,25.11,5572,169,32.9704142,0.030330223
NLA06608-2120,32.5930071,-98.3156902,12.66,869,28,31.03571429,0.032220944
NLA06608-2123,44.3279402,-97.1167168,13.47,3009,613,4.908646003,0.203722167
NLA06608-2131,45.8962492,-99.1016191,22.46,1820,14,130,0.007692308
NLA06608-2134,45.8926632,-122.7435687,1.51,211,21,10.04761905,0.099526066
NLA06608-2135,44.7083878,-96.4778892,10.04,1117,24,46.54166667,0.021486124
NLA06608-2152,37.8592563,-93.3259702,4.34,535,29,18.44827586,0.054205607
NLA06608-2154,31.267842,-86.9477558,5.93,1007,112,8.991071429,0.11122145
NLA06608-2155,41.627105,-85.0236485,7.9,644,1,644,0.001552795
NLA06608-2162,41.5113427,-71.5731802,4.52,295,21,14.04761905,0.071186441
NLA06608-2170,47.3058769,-112.4310378,74.59,5109,65,78.6,0.012722646
NLA06608-2177,48.671943,-114.7318229,3.22,334,3,111.3333333,0.008982036
NLA06608-2185,38.6608662,-119.5263528,2.31,188,15,12.53333333,0.079787234
NLA06608-2187,33.4537398,-87.3544169,2.52,366,20,18.3,0.054644809
NLA06608-2193,46.4195063,-124.0354961,7.13,294,15,19.6,0.051020408
NLA06608-2196,39.2938843,-86.4607073,3.71,407,15,27.13333333,0.036855037
NLA06608-2217,34.4202345,-111.0896969,6.93,300,9,33.33333333,0.03
NLA06608-2219,41.2997762,-86.4084566,8.11,634,33,19.21212121,0.052050473
NLA06608-2241,48.1540212,-117.3189991,4.06,256,9,28.44444444,0.03515625
NLA06608-2250,44.3017541,-110.6285367,1.81,140,11,12.72727273,0.078571429
NLA06608-2253,38.9668818,-75.5004885,3.09,3591,86,41.75581395,0.023948761
NLA06608-2257,47.4093078,-122.7843969,3.3,214,6,35.66666667,0.028037383
NLA06608-2266,44.1842148,-106.7589307,8.13,350,21,16.66666667,0.06
NLA06608-2267,41.5178589,-85.300575,8.37,793,25,31.72,0.031525851
NLA06608-2283,41.2836211,-85.7896975,5.48,559,7,79.85714286,0.012522361
NLA06608-2305,48.18443,-116.5279847,6.2,329,9,36.55555556,0.027355623
NLA06608-2322,41.5055322,-111.3273337,3.92,388,31,12.51612903,0.079896907
NLA06608-2332,40.0313793,-99.3040658,6.5,779,318,2.449685535,0.408215661
NLA06608-2333,38.6438266,-75.5474204,2.26,2311,75,30.81333333,0.032453483
NLA06608-2345,39.3481268,-110.9481455,3.77,391,15,26.06666667,0.038363171
NLA06608-2354,41.7054484,-71.4588945,3.14,331,12,27.58333333,0.036253776
NLA06608-2372,36.2742405,-109.2028896,5.91,439,54,8.12962963,0.123006834
NLA06608-2379,41.247774,-105.7229345,33.93,2076,12,173,0.005780347
NLA06608-2418,41.5597706,-71.4790807,3.61,366,35,10.45714286,0.095628415
NLA06608-2426,47.6347722,-110.4842973,252.19,25663,1697,15.12256924,0.06612633
NLA06608-2429,40.3437782,-111.0606041,3.15,133,9,14.77777778,0.067669173
NLA06608-2438,42.0668051,-119.5634013,13,1674,636,2.632075472,0.379928315
NLA06608-2450,43.6316437,-124.1790441,2.28,148,3,49.33333333,0.02027027
NLA06608-2453,41.8041848,-116.2369826,5.65,765,283,2.703180212,0.369934641
NLA06608-2457,37.4372374,-113.0490711,3.91,314,16,19.625,0.050955414
NLA06608-2463,40.1754746,-110.4849079,3.07,183,6,30.5,0.032786885
NLA06608-2477,37.5693613,-115.2249025,17.11,1238,32,38.6875,0.025848142
NLA06608-2481,43.9886284,-119.3927622,4.79,421,36,11.69444444,0.085510689
NLA06608-2492,34.4761711,-89.6689764,2.89,337,33,10.21212121,0.097922849
NLA06608-2497,48.0082196,-116.9701212,4.17,868,64,13.5625,0.073732719
NLA06608-2507,40.0751952,-86.0555008,3.76,1101,34,32.38235294,0.030881017
NLA06608-2513,47.1328558,-122.5619208,3.15,259,5,51.8,0.019305019
NLA06608-2523,41.3468866,-85.428864,10.02,1259,56,22.48214286,0.044479746
NLA06608-2524,31.9553701,-91.220466,4.43,580,33,17.57575758,0.056896552
NLA06608-2565,28.3232011,-81.2272522,4.55,410,19,21.57894737,0.046341463
NLA06608-2566,41.3798599,-71.7947977,10.51,376,9,41.77777778,0.02393617
NLA06608-2593,28.092104,-81.7071327,14.23,1337,41,32.6097561,0.030665669
NLA06608-2629,28.8421823,-81.2730717,11.72,1188,66,18,0.055555556
NLA06608-2634,44.9411674,-109.5249202,2.42,278,16,17.375,0.057553957
NLA06608-2640,40.3617015,-100.7051997,5.73,1113,48,23.1875,0.043126685
NLA06608-2644,39.0793803,-85.2418964,5.84,1240,121,10.24793388,0.097580645
NLA06608-2655,40.7249618,-109.1845335,16.59,2286,102,22.41176471,0.044619423
NLA06608-2657,28.1666372,-81.8327235,5.13,488,6,81.33333333,0.012295082
NLA06608-2663,29.2056573,-95.3591772,6.26,561,13,43.15384615,0.023172906
NLA06608-2673,44.3065817,-118.6850367,2.31,423,72,5.875,0.170212766
NLA06608-2685,40.683637,-110.9547924,4.29,169,7,24.14285714,0.041420118
NLA06608-2696,32.8366626,-96.7195609,3.43,733,75,9.773333333,0.102319236
NLA06608-2704,35.8844838,-100.1852787,10.95,1672,105,15.92380952,0.062799043
NLA06608-2708,39.5421765,-86.4953308,3.86,388,12,32.33333333,0.030927835
NLA06608-2714,43.8278019,-104.1093535,73.71,216,8,27,0.037037037
NLA06608-2715,41.990756,-103.61424,5.13,369,36,10.25,0.097560976
NLA06608-2726,43.7137868,-121.7665432,2.45,191,5,38.2,0.02617801
NLA06608-2740,41.2941994,-98.9022068,2.25,359,121,2.966942149,0.337047354
NLA06608-2753,47.5706872,-117.6889884,19.01,1496,16,93.5,0.010695187
NLA06608-2759,30.7559282,-98.6839128,2.36,206,9,22.88888889,0.04368932
NLA06608-2776,33.4958451,-96.959367,6.09,1144,36,31.77777778,0.031468531
NLA06608-2779,41.2797647,-85.7051758,7.7,713,21,33.95238095,0.029453015
NLA06608-2797,37.9086935,-114.264347,6.33,664,24,27.66666667,0.036144578
NLA06608-2800,47.6780803,-112.4771506,2.74,235,11,21.36363636,0.046808511
NLA06608-2801,42.0856629,-112.689224,1.47,339,36,9.416666667,0.10619469
NLA06608-2807,31.9066925,-97.4186166,5.69,660,32,20.625,0.048484848
NLA06608-2823,31.2934506,-92.7414345,5.75,751,31,24.22580645,0.041278296
NLA06608-2824,41.7646173,-98.6608346,2.24,794,208,3.817307692,0.261964736
NLA06608-2831,34.1474929,-85.7918613,3.13,738,107,6.897196262,0.14498645
NLA06608-2833,47.9188042,-120.164879,6.62,640,16,40,0.025
NLA06608-2874,46.9308348,-111.9632243,3.12,487,76,6.407894737,0.156057495
NLA06608-2881,48.4550928,-114.388,1.52,50,1,50,0.02
NLA06608-2889,38.7035977,-118.7179736,44.65,1476,577,2.558058925,0.390921409
NLA06608-2891,41.2322491,-85.9852578,8.38,790,8,98.75,0.010126582
NLA06608-2916,38.2129552,-87.1160224,3.92,324,15,21.6,0.046296296
NLA06608-2924,32.2370622,-101.3181565,5.74,693,13,53.30769231,0.018759019
NLA06608-2954,44.0236132,-111.6037333,8.58,7684,876,8.771689498,0.114003123
NLA06608-2955,33.5568092,-86.1438461,2.9,513,58,8.844827586,0.113060429
NLA06608-2972,42.4532572,-100.649942,15.93,5350,347,15.41786744,0.064859813
NLA06608-2987,41.6786323,-86.3695021,11.28,1336,29,46.06896552,0.021706587
NLA06608-2996,33.9804795,-98.7099336,8.82,1440,130,11.07692308,0.090277778
NLA06608-3032,33.8415669,-97.2508279,8.21,1543,94,16.41489362,0.060920285
NLA06608-3035,41.5509969,-85.2868168,8.19,738,7,105.4285714,0.009485095
NLA06608-3083,30.853677,-95.3422617,6.77,685,96,7.135416667,0.140145985
NLA06608-3096,32.1165996,-96.1491807,7.61,559,17,32.88235294,0.030411449
NLA06608-3121,44.9645267,-116.4623588,3.39,455,46,9.891304348,0.101098901
NLA06608-3147,41.077102,-86.4635628,8.97,999,46,21.7173913,0.046046046
NLA06608-3153,48.6602893,-122.81678,2.02,116,1,116,0.00862069
NLA06608-3157,43.5494252,-115.7987142,1.16,70,8,8.75,0.114285714
NLA06608-3160,41.036917,-96.8398134,9.75,2655,237,11.20253165,0.089265537
NLA06608-3169,26.9362317,-80.8663011,13.26,1200,105,11.42857143,0.0875
NLA06608-3228,32.570246,-99.6826183,5.14,658,74,8.891891892,0.112462006
NLA06608-3265,48.0564798,-117.40861,4.05,338,7,48.28571429,0.020710059
