SITE_ID,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,TPtoTN
NLA06608-0611,42.9654707,-89.2518517,5.96,903,53,17.03773585,0.058693245
NLA06608-0614,43.3786445,-123.2686178,2.82,259,8,32.375,0.030888031
NLA06608-0616,36.7248092,-98.8888812,6.09,483,14,34.5,0.028985507
NLA06608-0617,35.06361,-111.4965509,6.36,513,40,12.825,0.07797271
NLA06608-0618,31.4484229,-86.4372834,4.49,257,23,11.17391304,0.089494163
NLA06608-0619,42.3238266,-85.4673404,4.58,733,7,104.7142857,0.009549795
NLA06608-0622,45.8817409,-95.3323426,6.51,508,16,31.75,0.031496063
NLA06608-0623,41.0622713,-81.3173002,4.75,628,43,14.60465116,0.068471338
NLA06608-0624,39.3768334,-89.0274353,6.13,1274,49,26,0.038461538
NLA06608-0625,44.9542938,-118.185992,1.46,55,1,55,0.018181818
NLA06608-0627,44.8867517,-88.4801185,7.61,616,11,56,0.017857143
NLA06608-0628,35.7595614,-105.1444706,7.37,793,40,19.825,0.050441362
NLA06608-0630,46.3005836,-87.7793582,8.23,771,8,96.375,0.010376135
NLA06608-0632,38.3572353,-94.6351418,6.06,746,44,16.95454545,0.058981233
NLA06608-0634,47.9249493,-101.229344,44.7,6800,288,23.61111111,0.042352941
NLA06608-0635,40.3364973,-105.1268527,3.33,224,18,12.44444444,0.080357143
NLA06608-0637,40.133912,-111.0580729,3.99,454,21,21.61904762,0.046255507
NLA06608-0641,48.4187734,-117.6640499,6.27,737,49,15.04081633,0.066485753
NLA06608-0648,42.2677009,-99.2483213,73.44,8603,349,24.6504298,0.040567244
NLA06608-0649,38.4760354,-119.9997761,2.01,95,9,10.55555556,0.094736842
NLA06608-0650,44.6420992,-111.3963618,4.27,466,23,20.26086957,0.049356223
NLA06608-0651,33.4683515,-86.6444545,2.78,290,12,24.16666667,0.04137931
NLA06608-0654,45.9873823,-89.3504654,9.06,698,22,31.72727273,0.031518625
NLA06608-0657,46.1679098,-69.0020605,7.43,559,20,27.95,0.035778175
NLA06608-0658,44.0238351,-124.0796101,1.82,110,5,22,0.045454545
NLA06608-0659,48.1880738,-98.0662251,12.8,1593,432,3.6875,0.271186441
NLA06608-0660,39.7157192,-86.2116285,4,1546,8,193.25,0.005174644
NLA06608-0661,41.5554953,-75.7070487,3.86,601,22,27.31818182,0.036605657
NLA06608-0662,45.0802966,-71.3518879,2.88,256,12,21.33333333,0.046875
NLA06608-0663,44.927213,-97.4398273,27.7,6603,618,10.68446602,0.093593821
NLA06608-0665,35.052465,-79.2086726,2.8,86,1,86,0.011627907
NLA06608-0671,40.6897493,-110.3847622,1.21,380,19,20,0.05
NLA06608-0672,38.7017979,-90.0950275,7.51,2273,213,10.6713615,0.093708755
NLA06608-0674,42.5419878,-72.9577882,3.33,243,3,81,0.012345679
NLA06608-0677,42.7723941,-118.446839,17.86,1864,150,12.42666667,0.080472103
NLA06608-0678,43.9635871,-121.7804825,2.2,462,52,8.884615385,0.112554113
NLA06608-0679,44.9072412,-93.2423725,6.19,635,13,48.84615385,0.020472441
NLA06608-0681,38.8234993,-80.6140785,1.74,249,9,27.66666667,0.036144578
NLA06608-0686,45.9929459,-95.6876061,18.17,1343,122,11.00819672,0.0908414
NLA06608-0687,38.9969194,-108.0510627,1.97,198,13,15.23076923,0.065656566
NLA06608-0690,41.9894309,-71.5975535,3.795,415.5,16,26.31960784,0.037994487
NLA06608-0692,40.6714141,-99.0555221,5.14,631,23,27.43478261,0.036450079
NLA06608-0693,37.1472775,-119.5155897,1.59,79,4,19.75,0.050632911
NLA06608-0696,34.9458216,-97.4757382,9.29,829,252,3.28968254,0.3039807
NLA06608-0707,46.8926988,-99.4166504,37.93,4034,127,31.76377953,0.0314824
NLA06608-0709,28.8665437,-81.6824558,15.81,2492,202,12.33663366,0.08105939
NLA06608-0710,41.7602691,-70.6579212,2.94,302,21,14.38095238,0.069536424
NLA06608-0711,30.7510733,-93.1114026,6.76,523,74,7.067567568,0.141491396
NLA06608-0712,32.0298559,-97.6256671,6.54,417,14,29.78571429,0.033573141
NLA06608-0713,39.4038492,-120.0976296,2.01,138,7,19.71428571,0.050724638
NLA06608-0715,40.2184857,-105.3784913,2.77,123,4,30.75,0.032520325
NLA06608-0717,39.175339,-75.5321724,7.43,2030,225,9.022222222,0.110837438
NLA06608-0718,46.4774677,-103.2176549,27.63,1869,616,3.034090909,0.329588015
NLA06608-0720,39.7836805,-99.9636085,9.53,1435,195,7.358974359,0.135888502
NLA06608-0721,46.4972866,-122.4056376,3.71,441,21,21,0.047619048
NLA06608-0723,42.9225599,-102.0383947,28.51,1433,24,59.70833333,0.016748081
NLA06608-0724,39.189471,-85.9822018,3.07,273,9,30.33333333,0.032967033
NLA06608-0726,43.8349508,-71.0933514,2.76,202,6,33.66666667,0.02970297
NLA06608-0727,45.6387335,-97.3418736,21.55,3722,191,19.48691099,0.051316497
NLA06608-0731,41.3374411,-85.5985517,6.51,1221,17,71.82352941,0.013923014
NLA06608-0733,37.3016569,-115.1266278,9.7,993,28,35.46428571,0.028197382
NLA06608-0734,47.1297626,-88.3164319,12.5,364,16,22.75,0.043956044
NLA06608-0738,43.1776559,-72.0661623,3.75,223,3,74.33333333,0.013452915
NLA06608-0743,45.2836503,-93.8470378,6.07,406,5,81.2,0.012315271
NLA06608-0744,37.5072843,-96.2295225,5.83,1243,100,12.43,0.080450523
NLA06608-0749,38.2177787,-77.6696387,5.47,464,50,9.28,0.107758621
NLA06608-0751,35.0950623,-84.6095574,1.34,99,1,99,0.01010101
NLA06608-0753,42.3442113,-79.3203861,3.06,367,15,24.46666667,0.040871935
NLA06608-0754,42.0000821,-71.7688937,2.77,251,3,83.66666667,0.011952191
NLA06608-0755,45.1719858,-100.0637661,16.6,2216,1104,2.007246377,0.498194946
NLA06608-0756,34.5199591,-97.818894,5.75,326,3,108.6666667,0.009202454
NLA06608-0759,43.4963585,-94.5856475,8.69,4153,360,11.53611111,0.086684325
NLA06608-0761,40.7626328,-74.2859718,5.25,403,12,33.58333333,0.029776675
NLA06608-0762,47.614866,-100.8270609,16.29,3940,264,14.92424242,0.067005076
NLA06608-0764,41.2144338,-101.6522363,3.78,1386,58,23.89655172,0.041847042
NLA06608-0765,40.1615512,-79.0529665,2.51,507,29,17.48275862,0.057199211
NLA06608-0766,47.0738877,-98.5868204,14.63,1673,40,41.825,0.023909145
NLA06608-0769,47.4656168,-116.6021502,3.61,384,16,24,0.041666667
NLA06608-0770,33.3764843,-111.9196013,4.05,1455,28,51.96428571,0.019243986
NLA06608-0771,46.436781,-93.9577837,9.2,622,20,31.1,0.032154341
NLA06608-0775,31.7784485,-99.4868048,6.57,569,18,31.61111111,0.031634446
NLA06608-0779,43.7415581,-97.6032137,14.18,3916,1543,2.537913156,0.394024515
NLA06608-0781,40.9524461,-74.780736,4.39,729,34,21.44117647,0.046639232
NLA06608-0782,47.9749001,-90.7458998,10.04,443,7,63.28571429,0.015801354
NLA06608-0783,40.3812155,-84.3240025,9.58,1896,819,2.315018315,0.431962025
NLA06608-0785,46.8713894,-119.5708717,2.52,2621,15,174.7333333,0.005723006
NLA06608-0792,33.0658611,-96.9871549,5.33,760,47,16.17021277,0.061842105
NLA06608-0793,37.6255695,-81.099879,2.72,340,19,17.89473684,0.055882353
NLA06608-0794,42.9429594,-109.8067241,1.155,80,2,49.66666667,0.020134228
NLA06608-0797,39.4672764,-114.854418,5.12,418,24,17.41666667,0.057416268
NLA06608-0802,42.7054837,-71.9242731,6.9,361,18,20.05555556,0.049861496
NLA06608-0804,37.0649656,-87.663392,4.98,335,13,25.76923077,0.03880597
NLA06608-0805,41.8970603,-73.4471959,4.07,755,51,14.80392157,0.067549669
NLA06608-0806,44.3260473,-72.3330375,7.26,427,20,21.35,0.046838407
NLA06608-0807,45.4544983,-97.6708423,21.43,1505,511,2.945205479,0.339534884
NLA06608-0808,37.8085025,-94.206305,7.98,1748,126,13.87301587,0.07208238
NLA06608-0809,34.2751141,-110.0619092,8.72,546,13,42,0.023809524
NLA06608-0811,41.5850365,-84.930755,12.06,1224,51,24,0.041666667
NLA06608-0812,31.8921391,-90.6009389,7.29,357,11,32.45454545,0.030812325
NLA06608-0815,32.0700364,-84.2970026,3.16,269,39,6.897435897,0.144981413
NLA06608-0820,36.0419557,-85.5890908,3.38,2841,323,8.795665635,0.113692362
NLA06608-0823,45.5021281,-92.427586,5.92,331,7,47.28571429,0.021148036
NLA06608-0824,36.7028594,-96.4201914,3.39,309,22,14.04545455,0.071197411
NLA06608-0825,37.6502261,-113.5241332,5.65,1001,88,11.375,0.087912088
NLA06608-0827,39.9951256,-105.1124639,5.35,543,23,23.60869565,0.042357274
NLA06608-0828,33.1455783,-90.3550848,10.74,1510,114,13.24561404,0.075496689
NLA06608-0830,47.3145341,-99.4057224,79.82,15563,1617,9.624613482,0.103900276
NLA06608-0831,35.0624231,-82.6873799,1.21,44,4,11,0.090909091
NLA06608-0833,48.9006629,-113.79482,0.48,104,1,104,0.009615385
NLA06608-0834,33.5565848,-111.5104323,5.24,583,23,25.34782609,0.039451115
NLA06608-0836,35.737081,-109.5195801,15.53,1184,51,23.21568627,0.043074324
NLA06608-0837,43.3253592,-113.9237405,9.05,1460,109,13.39449541,0.074657534
NLA06608-0842,44.9825956,-109.5385322,0.79,71,13,5.461538462,0.183098592
NLA06608-0843,33.2882806,-87.1410494,2.32,196,8,24.5,0.040816327
NLA06608-0846,45.7055829,-89.8912314,9.17,875,39,22.43589744,0.044571429
NLA06608-0847,40.5282114,-84.496928,7.91,3572,395,9.043037975,0.110582307
NLA06608-0849,48.0904008,-124.6325273,4.03,189,5,37.8,0.026455026
NLA06608-0850,40.7640087,-111.3907566,3.75,486,19,25.57894737,0.03909465
NLA06608-0851,45.7732901,-99.6410085,8.84,1104,44,25.09090909,0.039855072
NLA06608-0856,34.2849049,-97.1711264,4.58,483,31,15.58064516,0.064182195
NLA06608-0857,36.1765247,-79.7610508,3.38,469,31,15.12903226,0.066098081
NLA06608-0859,42.7887771,-88.2197921,7.4,913,33,27.66666667,0.036144578
NLA06608-0860,41.7755557,-91.584579,3.455,4191,227,18.71237185,0.05344058
NLA06608-0862,46.1395931,-90.2094374,11.28,654,11,59.45454545,0.016819572
NLA06608-0863,40.5515739,-81.2379527,2.66,446,36,12.38888889,0.080717489
NLA06608-0864,38.2993371,-102.7554334,11.22,973,11,88.45454545,0.011305242
NLA06608-0865,28.0262635,-81.9096937,9.63,1489,100,14.89,0.067159167
NLA06608-0868,37.6157872,-87.8583561,7.14,1184,61,19.40983607,0.05152027
NLA06608-0869,41.4139341,-75.0253588,7.03,479,44,10.88636364,0.091858038
NLA06608-0870,44.3166864,-122.0463775,0.34,87,43,2.023255814,0.494252874
NLA06608-0871,45.3918493,-96.0937218,18.51,5378,407,13.21375921,0.075678691
NLA06608-0872,37.7052385,-97.055929,7.58,1129,276,4.09057971,0.244464128
NLA06608-0873,34.7875447,-111.2309008,6.39,433,141,3.070921986,0.325635104
NLA06608-0874,43.4998469,-86.0236327,3.97,3441,29,118.6551724,0.008427783
NLA06608-0875,42.426005,-84.9395227,8.71,720,16,45,0.022222222
NLA06608-0877,33.3933943,-114.7186101,7.27,878,14,62.71428571,0.01594533
NLA06608-0878,46.4127901,-95.4920248,7.32,630,18,35,0.028571429
NLA06608-0880,39.6134945,-102.1976293,9.73,1463,134,10.91791045,0.091592618
NLA06608-0881,44.6802987,-118.0456408,3.34,513,42,12.21428571,0.081871345
NLA06608-0885,33.7473298,-117.4401855,5.96,865,1386,0.624098124,1.602312139
NLA06608-0889,41.2183979,-116.5205894,4.11,404,204,1.980392157,0.504950495
NLA06608-0890,48.0423761,-90.4120638,9.11,449,8,56.125,0.017817372
NLA06608-0891,41.2273976,-103.8250886,5.61,1137,133,8.54887218,0.116974494
NLA06608-0893,40.4600301,-81.1628318,2.91,303,14,21.64285714,0.04620462
NLA06608-0895,34.3602432,-109.3628312,6.17,520,237,2.194092827,0.455769231
NLA06608-0899,46.6496238,-99.4213905,36.83,4472,495,9.034343434,0.11068873
NLA06608-0900,38.7232253,-88.7625553,5.89,700,48,14.58333333,0.068571429
NLA06608-0904,42.3071251,-96.3316497,5.96,1603,135,11.87407407,0.084217093
NLA06608-0905,39.171602,-119.9011897,2.46,358,12,29.83333333,0.033519553
NLA06608-0906,43.643345,-110.796597,1.19,111,1,111,0.009009009
NLA06608-0913,46.3689519,-69.2277475,11.67,697,10,69.7,0.014347202
NLA06608-0914,44.7665922,-67.6993025,3.57,171,10,17.1,0.058479532
NLA06608-0915,47.5788475,-96.2353185,16.83,1410,102,13.82352941,0.072340426
NLA06608-0916,38.7913328,-105.1064368,0.92,237,16,14.8125,0.067510549
NLA06608-0918,45.6353649,-70.3547825,6.29,244,4,61,0.016393443
NLA06608-0921,35.9544319,-78.5780997,6.99,340,7,48.57142857,0.020588235
NLA06608-0922,44.4668072,-106.7540577,3.4,226,12,18.83333333,0.053097345
NLA06608-0924,42.5326387,-100.5912717,2.44,14400,447,32.2147651,0.031041667
NLA06608-0925,36.1120438,-114.4484101,2.71,1160,1,1160,0.000862069
NLA06608-0926,46.278362,-91.0361196,4.01,252,4,63,0.015873016
NLA06608-0927,40.1926207,-109.6839624,7.47,498,18,27.66666667,0.036144578
NLA06608-0929,46.1796755,-113.2957121,3.43,354,14,25.28571429,0.039548023
NLA06608-0930,43.5342474,-71.50525,2.84,174,4,43.5,0.022988506
NLA06608-0933,43.9276275,-118.1504274,3.38,775,136,5.698529412,0.175483871
NLA06608-0934,43.7361272,-122.0382458,0.6,5,1,5,0.2
NLA06608-0935,44.6510154,-93.4604842,8.43,1198,36,33.27777778,0.030050083
NLA06608-0938,43.2310607,-86.2884379,5.61,519,34,15.26470588,0.065510597
NLA06608-0940,41.9574059,-103.5255076,8.39,866,37,23.40540541,0.042725173
NLA06608-0942,47.0714362,-94.6024727,4.63,306,6,51,0.019607843
NLA06608-0943,34.8073112,-84.2659692,1.24,93,5,18.6,0.053763441
NLA06608-0944,48.206536,-108.0879027,7.34,1419,523,2.713193117,0.368569415
NLA06608-0946,41.8399634,-72.196127,5.32,552,30,18.4,0.054347826
NLA06608-0950,43.1677407,-108.1947009,3.28,234,20,11.7,0.085470085
NLA06608-0955,41.1763129,-105.2328863,4.67,288,10,28.8,0.034722222
NLA06608-0957,39.3013998,-80.5600871,3.79,276,8,34.5,0.028985507
NLA06608-0958,47.5916096,-93.3916489,8.23,511,18,28.38888889,0.035225049
NLA06608-0961,47.4893946,-116.6865573,2.26,189,11,17.18181818,0.058201058
NLA06608-0962,41.5181689,-111.7317,1.93,190,6,31.66666667,0.031578947
NLA06608-0967,43.8008911,-99.2377129,16.89,1998,1016,1.966535433,0.508508509
NLA06608-0968,42.7317429,-94.9005843,24.21,3553,145,24.50344828,0.040810583
NLA06608-0970,43.0004446,-109.8706018,2.53,140,3,46.66666667,0.021428571
NLA06608-0971,40.1169315,-85.2840692,4.19,787,54,14.57407407,0.068614994
NLA06608-0972,35.5285738,-98.025785,5.47,938,619,1.515347334,0.659914712
NLA06608-0974,46.4756852,-88.1918862,4.36,101,4,25.25,0.03960396
NLA06608-0979,43.7680287,-103.5206581,7.52,952,68,14,0.071428571
NLA06608-0980,37.3956474,-88.6847527,7.54,923,176,5.244318182,0.190682557
NLA06608-0982,44.4465147,-71.8113302,5.36,248,6,41.33333333,0.024193548
NLA06608-0984,33.8853612,-94.9395246,6.25,878,115,7.634782609,0.130979499
NLA06608-0986,31.3004608,-89.434728,3.14,186,7,26.57142857,0.037634409
NLA06608-0987,41.5778835,-85.6635443,12.8,1800,40,45,0.022222222
NLA06608-0989,37.1226973,-77.6360547,6.04,856,56,15.28571429,0.065420561
NLA06608-0990,46.2366797,-94.3398118,7.29,960,40,24,0.041666667
NLA06608-0993,44.1540395,-74.4447578,3.21,551,1,551,0.001814882
NLA06608-0994,43.100635,-72.0886159,4.28,214,5,42.8,0.023364486
NLA06608-0996,36.4775135,-104.8975432,6.61,449,9,49.88888889,0.020044543
NLA06608-0997,43.7347358,-73.1843614,2.64,204,4,51,0.019607843
NLA06608-1001,34.3205603,-80.6282663,5.81,416,24,17.33333333,0.057692308
NLA06608-1002,47.6435577,-109.1837945,17.81,1536,378,4.063492063,0.24609375
NLA06608-1003,42.0811801,-86.2102903,5.62,524,12,43.66666667,0.022900763
NLA06608-1005,37.957157,-77.8815881,4.28,425,40,10.625,0.094117647
NLA06608-1006,47.2330995,-100.0594809,26.51,3391,278,12.19784173,0.081981716
NLA06608-1007,38.934359,-83.7764875,5.45,479,30,15.96666667,0.06263048
NLA06608-1008,47.8800834,-112.3069538,1.8,86,4,21.5,0.046511628
NLA06608-1010,41.4498596,-73.2891578,2.88,901,38,23.71052632,0.042175361
NLA06608-1012,40.3920289,-93.8532315,8.47,880,41,21.46341463,0.046590909
NLA06608-1014,42.581981,-83.8459894,7.65,568,15,37.86666667,0.026408451
NLA06608-1015,43.1396464,-94.6604902,7.47,1704,77,22.12987013,0.045187793
NLA06608-1016,35.8734491,-96.5565563,10.75,749,69,10.85507246,0.09212283
NLA06608-1018,47.6672568,-90.9897002,12.42,1174,36,32.61111111,0.030664395
NLA06608-1022,47.1364529,-99.0594063,28.58,5003,553,9.047016275,0.11053368
NLA06608-1024,48.8960231,-99.7139221,24.01,439,19,23.10526316,0.043280182
NLA06608-1034,42.7449612,-83.3105724,8.91,563,5,112.6,0.008880995
NLA06608-1035,43.3058035,-94.6902385,14.71,4348,160,27.175,0.036798528
NLA06608-1036,39.014845,-95.2899994,5.09,856,94,9.106382979,0.109813084
NLA06608-1037,40.306501,-74.1372052,3.28,441,25,17.64,0.056689342
NLA06608-1038,47.7628537,-91.6087447,13.3,561,20,28.05,0.035650624
NLA06608-1039,33.2923101,-84.4750231,7.46,1454,81,17.95061728,0.055708391
NLA06608-1041,47.7286971,-119.5926045,18.41,1878,190,9.884210526,0.101171459
NLA06608-1044,34.8384064,-87.9467017,2.19,344,54,6.37037037,0.156976744
NLA06608-1045,42.4935326,-77.1403747,2.65,236,6,39.33333333,0.025423729
NLA06608-1047,31.1935952,-94.3072733,5.14,285,3,95,0.010526316
NLA06608-1052,39.6145697,-99.1824015,10.19,1329,295,4.505084746,0.221971407
NLA06608-1055,39.9208141,-81.4692824,5.57,1477,88,16.78409091,0.05958023
NLA06608-1056,38.0883745,-91.4520107,4.47,464,22,21.09090909,0.047413793
NLA06608-1057,47.2669021,-121.094003,0.92,28,1,28,0.035714286
NLA06608-1058,42.3649156,-122.2142097,2.18,171,1,171,0.005847953
NLA06608-1059,44.0055158,-88.4158331,7.72,1406,161,8.732919255,0.114509246
NLA06608-1060,37.6679416,-88.8396827,9.16,2292.5,244.5,9.378625916,0.106625428
NLA06608-1070,46.0972678,-97.2373177,14.18,1183,774,1.528423773,0.654268808
NLA06608-1073,45.2293638,-117.2723703,1.22,68,3,22.66666667,0.044117647
NLA06608-1075,45.3526489,-89.4724038,7.79,406,8,50.75,0.019704433
NLA06608-1083,39.9937406,-104.5793379,6.03,2784,530,5.252830189,0.190373563
NLA06608-1086,47.3443775,-100.0458254,41.47,3950,92,42.93478261,0.023291139
NLA06608-1087,35.0563642,-82.3396067,2.68,273,14,19.5,0.051282051
NLA06608-1089,47.9261558,-114.4032969,7.2,293,8,36.625,0.027303754
NLA06608-1091,46.6455476,-99.5662283,26.4,2503,90,27.81111111,0.035956852
NLA06608-1096,42.8028323,-98.6667271,2.08,665,171,3.888888889,0.257142857
NLA06608-1100,39.0361826,-94.7692285,3.1,262,8,32.75,0.030534351
NLA06608-1101,41.1692142,-74.4640996,5.53,1713,109,15.71559633,0.063631057
NLA06608-1102,48.0427271,-91.8024377,4.97,230,4,57.5,0.017391304
NLA06608-1103,40.2092553,-83.1403996,8.17,6469,224,28.87946429,0.034626681
NLA06608-1107,45.8905697,-99.0392551,63.37,7750,733,10.57298772,0.094580645
NLA06608-1108,39.3479549,-88.4681896,4.705,1205.5,114,10.5786648,0.094529888
NLA06608-1111,44.430652,-96.2903006,11.85,1500,193,7.772020725,0.128666667
NLA06608-1113,35.7984722,-81.2984032,1.93,118,9,13.11111111,0.076271186
NLA06608-1114,30.4715862,-88.612594,5.07,558,63,8.857142857,0.112903226
NLA06608-1115,41.6389731,-87.5295974,10.45,1041,19,54.78947368,0.018251681
NLA06608-1119,40.7577555,-109.6229151,4.99,265,16,16.5625,0.060377358
NLA06608-1120,37.1468942,-90.7908663,1.1,165,144,1.145833333,0.872727273
NLA06608-1122,42.2585591,-71.8917556,4.11,318,9,35.33333333,0.028301887
NLA06608-1124,36.6037968,-104.6397618,6.5,433,9,48.11111111,0.020785219
NLA06608-1125,41.9375191,-73.4545047,3.68,315,17,18.52941176,0.053968254
NLA06608-1129,34.5380785,-111.2044517,4.97,336,12,28,0.035714286
NLA06608-1130,42.6164425,-85.2016853,4.8,634,65,9.753846154,0.102523659
NLA06608-1131,41.6715821,-85.0498935,6.76,504,1,504,0.001984127
NLA06608-1134,46.9728502,-95.6552124,9.74,826,24,34.41666667,0.02905569
NLA06608-1141,34.5506376,-118.1208238,3.23,824,45,18.31111111,0.05461165
NLA06608-1143,45.7235156,-92.1679386,2.08,768,59,13.01694915,0.076822917
NLA06608-1145,40.1114616,-75.86457,4.29,724,60,12.06666667,0.082872928
NLA06608-1147,40.4840638,-104.9010317,4.52,1414,775,1.824516129,0.548090523
NLA06608-1148,42.1499431,-101.8384538,68.06,6934,242,28.65289256,0.03490049
NLA06608-1150,48.1652,-92.1073,8.29,500,11,45.45454545,0.022
NLA06608-1151,34.0332132,-109.4367421,4.03,648,129,5.023255814,0.199074074
NLA06608-1153,48.5777513,-113.9310021,0.96,224,3,74.66666667,0.013392857
NLA06608-1155,47.074282,-99.6306881,26.14,3069,122,25.1557377,0.039752362
NLA06608-1162,44.430809,-83.9204875,9.26,541,8,67.625,0.014787431
NLA06608-1163,40.9115267,-86.3383715,10.23,778,11,70.72727273,0.014138817
NLA06608-1164,35.2054432,-96.5549335,6.74,424,23,18.43478261,0.054245283
NLA06608-1166,46.0021852,-89.6129861,2.05,197,1,197,0.005076142
NLA06608-1167,42.1212185,-84.3230409,3.83,461,5,92.2,0.010845987
NLA06608-1170,41.1883313,-111.3838226,2.61,240,6,40,0.025
NLA06608-1172,39.2775035,-86.2117997,3.51,241,4,60.25,0.01659751
NLA06608-1174,45.3366714,-70.6674859,6.07,298,4,74.5,0.013422819
NLA06608-1175,45.0015796,-94.3324054,10.58,1328,69,19.24637681,0.051957831
NLA06608-1177,35.0325194,-79.041777,3.99,328,24,13.66666667,0.073170732
NLA06608-1179,42.2838303,-88.1238299,15.76,2741,133,20.60902256,0.048522437
NLA06608-1181,35.8138789,-78.5287955,6,251,9,27.88888889,0.035856574
NLA06608-1183,40.6787777,-110.7617077,2.19,133,3,44.33333333,0.022556391
NLA06608-1185,27.8472898,-82.778673,15.41,2869,62,46.27419355,0.021610317
NLA06608-1189,41.7003467,-74.6761471,4.17,281,9,31.22222222,0.03202847
NLA06608-1190,44.0879407,-123.3000758,2.07,96,3,32,0.03125
NLA06608-1191,30.0078977,-97.8223278,8.24,984,152,6.473684211,0.154471545
NLA06608-1195,41.4150635,-86.4738836,7.28,753,26,28.96153846,0.034528552
NLA06608-1198,46.4191787,-95.840761,6.23,611,9,67.88888889,0.014729951
NLA06608-1199,39.606337,-84.9674551,4.08,836,44,19,0.052631579
NLA06608-1204,34.4459249,-93.1117432,3.35,230,10,23,0.043478261
NLA06608-1206,46.0407151,-86.8057196,15.82,834,17,49.05882353,0.020383693
NLA06608-1207,45.3157828,-92.5643955,3.07,240,11,21.81818182,0.045833333
NLA06608-1208,38.7594748,-97.162901,6.66,1288.5,165,7.860372736,0.12722043
NLA06608-1209,41.099211,-75.5218253,5.29,437,22,19.86363636,0.050343249
NLA06608-1210,47.8647022,-101.5137215,49.03,4184,75,55.78666667,0.01792543
NLA06608-1217,48.2737569,-117.3323799,5.6,547,64,8.546875,0.117001828
NLA06608-1219,47.0508466,-99.4530915,26.7,3794,99,38.32323232,0.026093832
NLA06608-1220,35.6738501,-88.3194801,2.87,478,31,15.41935484,0.064853556
NLA06608-1222,41.655485,-70.3351834,2.75,391,12,32.58333333,0.030690537
NLA06608-1223,43.3751621,-93.4682962,12.85,4053,422,9.604265403,0.104120405
NLA06608-1224,33.1605873,-96.1040191,5.63,616,23,26.7826087,0.037337662
NLA06608-1227,40.4902165,-86.0030555,4.39,487,8,60.875,0.016427105
NLA06608-1232,39.2972164,-91.0015215,5.87,483,12,40.25,0.02484472
NLA06608-1236,35.5599271,-105.1611962,5.32,504,52,9.692307692,0.103174603
NLA06608-1238,44.0428048,-70.5269771,2.6,131,1,131,0.007633588
NLA06608-1239,45.2385472,-94.9528958,16.85,3309,117,28.28205128,0.035358114
NLA06608-1240,34.524199,-96.5030821,8.57,771,141,5.468085106,0.182879377
NLA06608-1241,36.1183553,-79.319944,5.63,526,34,15.47058824,0.064638783
NLA06608-1242,43.8079485,-87.9782979,9.14,849,11,77.18181818,0.012956419
NLA06608-1243,41.4958479,-85.4335164,7.45,949,42,22.5952381,0.044257113
NLA06608-1244,42.5650997,-100.4927777,21.59,3772,253,14.90909091,0.067073171
NLA06608-1245,34.933281,-77.102743,15.19,596,25,23.84,0.041946309
NLA06608-1255,45.2900032,-98.7620474,37.6,13825,1326,10.42609351,0.095913201
NLA06608-1256,38.1254178,-96.3112396,3.41,346,20,17.3,0.057803468
NLA06608-1258,43.1503202,-85.4756389,10.44,712,16,44.5,0.02247191
NLA06608-1259,41.3719689,-106.250251,1.96,129,9,14.33333333,0.069767442
NLA06608-1261,38.383757,-115.1046656,9.71,1014,32,31.6875,0.031558185
NLA06608-1262,46.5671822,-94.3242656,12.96,788,33,23.87878788,0.041878173
NLA06608-1263,38.7922116,-84.6432059,3.42,453,33,13.72727273,0.072847682
NLA06608-1266,42.1199818,-119.9976109,10.4,2228,933,2.387995713,0.418761221
NLA06608-1268,41.4772075,-92.4601956,5.42,990,69,14.34782609,0.06969697
NLA06608-1269,38.5078507,-121.5362609,5.66,1911,646,2.958204334,0.33804291
NLA06608-1270,43.3553014,-109.3834683,0.65,223,15,14.86666667,0.067264574
NLA06608-1271,43.4613315,-95.172784,11.21,3534,604,5.850993377,0.170911149
NLA06608-1273,40.9354809,-74.2553869,6.11,2297,197,11.65989848,0.08576404
NLA06608-1274,47.9151514,-90.3423124,5.32,285,4,71.25,0.014035088
NLA06608-1278,48.0189045,-98.8929353,15.55,1965,303,6.485148515,0.154198473
NLA06608-1279,36.0399035,-106.8487839,9.69,496,40,12.4,0.080645161
NLA06608-1281,48.1350063,-116.1556177,5.06,400,4,100,0.01
NLA06608-1283,45.8881639,-93.2755908,14.24,1012,68,14.88235294,0.067193676
NLA06608-1284,36.8232336,-107.4638244,3.38,180,5,36,0.027777778
NLA06608-1288,33.7202532,-94.0042947,5.2,619,86,7.197674419,0.138933764
NLA06608-1292,39.0019373,-95.7860147,3.96,395,17,23.23529412,0.043037975
NLA06608-1295,33.1585715,-107.2214132,3.69,740,138,5.362318841,0.186486486
NLA06608-1297,46.6934672,-119.6483226,3.89,1235,17,72.64705882,0.013765182
NLA06608-1300,35.5035549,-104.225471,4.48,229,5,45.8,0.021834061
NLA06608-1303,44.2311524,-93.5289501,12.08,2338,817,2.861689106,0.349443969
NLA06608-1312,38.0990976,-91.0598394,3.76,287,5,57.4,0.017421603
NLA06608-1316,36.9215996,-87.4554296,10.5,2606,269,9.687732342,0.103223331
NLA06608-1319,45.117686,-97.5263965,24.17,4791,241,19.87966805,0.050302651
NLA06608-1321,39.2945875,-111.2808196,2.53,168,10,16.8,0.05952381
