SITE_ID,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,TPtoTN
NWCA16-3499,42.895694,-70.847891,7.87,0.928,78,0.117916137,8.480603465
NWCA16-3500,43.21037,-71.03356,7.83,0.667,28,0.085185185,11.73913046
NWCA16-3509,42.90417,-70.81633,17.5,1.03,55,0.058857143,16.99029122
NWCA16-3526,39.362837,-75.305289,28.5,0.799,146,0.028035088,35.66958663
NWCA16-3527,39.386884,-74.4759815,6.195,0.5595,140,0.086694253,11.53478997
NWCA16-3531,39.34935,-74.46652,17.4,1.08,50,0.062068966,16.11111099
NWCA16-3532,40.92202,-74.82581,1.2,3.6,58,3,0.333333333
NWCA16-3533,41.14964,-74.35828,1.47,0.561,65,0.381632653,2.620320856
NWCA16-3534,39.88612,-74.958617,4.13,0.794,166,0.192251816,5.201511334
NWCA16-3537,40.799879,-74.046716,9.64,4.26,1430,0.441908714,2.262910797
NWCA16-3538,39.184173,-74.835583,15,1.13,180,0.075333333,13.27433634
NWCA16-3541,39.79988,-74.68405,36.7,1.6,38,0.04359673,22.93750013
NWCA16-3542,39.3407,-74.7412,31.5,1.36,32,0.043174603,23.1617648
NWCA16-3543,39.85222,-74.14098,5.43,0.875,60,0.161141805,6.205714278
NWCA16-3601,36.97547,-104.47783,7.155,2.052,48,0.261360583,3.826131655
NWCA16-3605,36.97382,-104.47754,7.11,0.389,36,0.054711674,18.27763486
NWCA16-3606,35.89674,-105.15191,4.62,0.529,106,0.114502165,8.733459319
NWCA16-3610,35.90668,-105.15848,18,1.42,338,0.078888889,12.67605632
NWCA16-3613,35.89661,-105.15302,6.2,0.517,114,0.083387097,11.99226302
NWCA16-3617,35.89708,-105.15028,3.84,0.434,130,0.113020833,8.847926293
NWCA16-3620,33.5158,-108.95345,1.2,0.228,100,0.19,5.263157895
NWCA16-3625,35.8965,-105.14918,4.8,0.359,26,0.074791667,13.37047348
NWCA16-3682,39.494063,-119.747269,5.7,1.73,1230,0.303508772,3.294797687
NWCA16-3759,40.76585,-72.883825,10.31,1.39,103,0.137066026,7.295753972
NWCA16-3760,40.804055,-72.70002,5.315,0.528,69,0.101443664,9.857688106
NWCA16-3761,43.778854,-75.446345,9.81,0.757,39,0.077166157,12.95904887
NWCA16-3762,43.119169,-76.590427,16.6,30.9,17500,1.861445783,0.537216829
NWCA16-3766,43.17463,-77.01853,18.9,1.15,216,0.060846561,16.43478257
NWCA16-3768,40.75613,-72.83584,12.8,0.974,88,0.07609375,13.14168378
NWCA16-3771,44.335264,-75.828824,11.8,0.644,78,0.054576271,18.32298143
NWCA16-3775,40.84803,-72.57795,1.34,3.93,36,2.932835821,0.340966921
NWCA16-3776,40.77323,-73.03294,1.05,4.37,42,4.161904762,0.2402746
NWCA16-3828,39.834332,-82.729346,16.05,2.645,82,0.15935918,6.275132691
NWCA16-3829,40.6164115,-81.6067035,10.3,0.7825,181,0.075229885,13.29258977
NWCA16-3832,40.98051,-82.62792,20,1.57,370,0.0785,12.7388535
NWCA16-3834,41.12317,-81.35831,24.2,7.67,660,0.316942149,3.155149932
NWCA16-3857,36.941845,-96.18707,9.53,0.496,147,0.051891738,19.27089067
NWCA16-3859,36.78817,-97.78261,16.8,1.77,845,0.105357143,9.491525411
NWCA16-3860,36.52387,-99.78704,17.3,1.22,350,0.070520231,14.18032791
NWCA16-3868,34.89974,-95.46281,11.9,3.83,126,0.321848739,3.107049613
NWCA16-3875,33.96251,-94.57334,9.6,1.2,270,0.125,8
NWCA16-3878,34.43538,-96.20909,14.3,0.7,92,0.048951049,20.42857141
NWCA16-3884,34.88736,-95.43733,9.9,0.9,180,0.090909091,10.99999999
NWCA16-3897,36.94566,-96.21436,17.5,1.46,106,0.083428571,11.98630143
NWCA16-3909,36.62458,-99.76014,25.2,1.35,400,0.053571429,18.66666652
NWCA16-3917,35.61009,-96.33871,10.9,1.07,106,0.098165138,10.18691585
NWCA16-3940,44.93227,-124.00984,3.295,3.4915,246,1.167969654,0.856186628
NWCA16-3942,44.91774,-124.00764,19.7,1.41,248,0.071573604,13.97163122
NWCA16-3943,43.71651,-123.521,2.13,0.422,56,0.198122066,5.047393358
NWCA16-3946,44.59291,-123.12223,8.48,0.6,238,0.070754717,14.13333333
NWCA16-3949,43.85788,-118.53599,13.3,1.15,388,0.086466165,11.56521745
NWCA16-3953,45.70016,-118.39732,1.56,0.221,156,0.141666667,7.058823513
NWCA16-3955,43.70852,-124.08167,4.53,1.37,168,0.302428256,3.306569344
NWCA16-3963,42.85151,-121.07166,28.6,1.41,198,0.049300699,20.28368807
NWCA16-3966,45.94495,-123.01127,5.64,0.658,122,0.116666667,8.571428547
NWCA16-3967,42.71869,-122.38537,2.27,0.296,84,0.130396476,7.668918905
NWCA16-3971,43.7114,-124.11064,9.57,4.89,194,0.510971787,1.957055214
NWCA16-3981,45.73561,-117.70049,12.2,0.497,202,0.040737705,24.54728365
NWCA16-3984,44.89801,-118.38451,4.98,0.193,68,0.03875502,25.80310886
NWCA16-3989,44.4097,-123.30838,10.6,5.84,658,0.550943396,1.815068494
NWCA16-3994,45.62992,-123.80023,0.667,1.26,30,1.889055472,0.529365079
NWCA16-3995,42.8594,-121.0649,35,1.61,358,0.046,21.73913043
NWCA16-3999,43.70718,-124.0834,3.5,0.419,56,0.119714286,8.353221937
NWCA16-4001,46.10884,-123.48155,0.709,0.151,164,0.212976023,4.695364229
NWCA16-4003,43.69404,-124.08429,3.1,0.257,28,0.082903226,12.06225678
NWCA16-4017,43.70707,-124.08144,2.9,0.442,48,0.152413793,6.561085977
NWCA16-4094,43.86069,-118.52794,5.86,0.991,370,0.169112628,5.91321897
NWCA16-4100,43.64242,-119.08167,27,3,1100,0.111111111,9.000000009
NWCA16-4118,45.20027,-120.92533,5.06,0.281,162,0.055533597,18.00711739
NWCA16-4146,41.32885,-78.83813,4.23,2.67,22,0.631205674,1.584269662
NWCA16-4149,40.27252,-76.2065,9.73,2.16,240,0.221993834,4.50462962
NWCA16-4175,41.621665,-71.77728,13.3,2.13,205,0.160470376,6.231679816
NWCA16-4176,41.709375,-71.304405,10.15,0.978,243.5,0.096341487,10.37974429
NWCA16-4177,41.85745,-71.5657,13.1,0.854,79,0.06519084,15.33957838
NWCA16-4178,41.462059,-71.437158,21.5,2.31,294,0.10744186,9.307359348
NWCA16-4181,41.22396,-71.57298,7.7,0.857,20,0.111298701,8.984830829
NWCA16-4183,41.71342,-71.28829,21.9,1.54,76,0.070319635,14.22077916
NWCA16-4184,41.46078,-71.44628,6.75,1.88,77,0.278518519,3.590425526
NWCA16-4187,41.70647,-71.29011,20.6,1.56,1100,0.075728155,13.20512826
NWCA16-4188,41.55394,-71.44858,6.36,0.91,49,0.143081761,6.989010989
NWCA16-4189,41.22447,-71.57224,7.14,0.938,42,0.131372549,7.6119403
NWCA16-4191,41.70744,-71.28927,12.6,0.638,70,0.050634921,19.74921616
NWCA16-4192,41.2242,-71.56518,30.8,3.28,100,0.106493506,9.390243946
NWCA16-4227,32.267885,-81.12265,14,1.649,167,0.116900388,8.554291576
NWCA16-4228,33.944765,-82.318205,23.95,7.32,625,0.303561118,3.294229533
NWCA16-4229,32.53478,-80.45293,42.3,15.4,500,0.364066194,2.746753246
NWCA16-4230,32.39321,-80.66343,26.2,4.58,185,0.17480916,5.720524027
NWCA16-4231,32.81319,-79.73028,28.9,2.62,4900,0.090657439,11.03053441
NWCA16-4232,34.21311,-79.11545,33.4,4.34,166,0.12994012,7.69585252
NWCA16-4233,32.12631,-81.05109,18,1.1,13,0.061111111,16.36363639
NWCA16-4235,33.21453,-79.26778,6.92,0.517,50,0.074710983,13.3849129
NWCA16-4237,32.24639,-80.79398,4.49,0.733,110,0.16325167,6.12551161
NWCA16-4238,32.60799,-80.21423,6,2.87,650,0.478333333,2.090592336
NWCA16-4239,32.90785,-79.68305,8.46,0.938,200,0.110874704,9.019189805
NWCA16-4241,32.41106,-80.63055,38.4,1.87,780,0.048697917,20.53475922
NWCA16-4246,34.17136,-79.54705,13.4,2.04,148,0.152238806,6.56862745
NWCA16-4247,34.22886,-79.23859,31.9,2.49,206,0.078056426,12.81124503
NWCA16-4253,32.37745,-80.61649,6.35,0.908,270,0.142992126,6.99339207
NWCA16-4254,32.60076,-80.18691,6.05,3.95,730,0.652892562,1.53164557
NWCA16-4255,32.91965,-79.5778,28.4,8.26,390,0.29084507,3.438256664
NWCA16-4328,44.29758,-103.78348,3.71,0.353,24,0.095148248,10.50991501
NWCA16-4329,44.806945,-102.291292,27.1,1.93,100,0.071217712,14.04145081
NWCA16-4331,44.44558,-97.20994,28.8,2.53,370,0.087847222,11.38339924
NWCA16-4332,44.29113,-103.78654,2.25,0.245,26,0.108888889,9.18367346
NWCA16-4333,43.09317,-99.71713,13,1.2,120,0.092307692,10.83333337
NWCA16-4336,44.29376,-103.78607,4.11,0.25,22,0.060827251,16.43999989
NWCA16-4340,44.28791,-103.78862,2.65,0.584,24,0.220377358,4.537671243
NWCA16-4343,44.85245,-96.76145,28.6,1.73,118,0.06048951,16.53179204
NWCA16-4344,44.282724,-103.798971,2.51,0.295,33,0.11752988,8.508474611
NWCA16-4356,44.28242,-103.79962,2.65,0.25,20,0.094339623,10.59999996
NWCA16-4359,45.11926,-96.77975,19.7,3.11,148,0.15786802,6.334405157
NWCA16-4411,36.170445,-88.286195,2.08,1.5695,63,0.687937887,1.453619607
NWCA16-4419,36.49793,-89.39194,1.74,1.45,162,0.833333333,1.2
NWCA16-4439,28.849025,-95.47942,11.9,0.6835,199,0.053238994,18.78322494
NWCA16-4441,29.61555,-94.42703,16.5,1.4,88,0.084848485,11.78571426
NWCA16-4442,29.54421,-94.47464,18,1.61,950,0.089444444,11.18012428
NWCA16-4443,29.7501,-94.707656,6.44,0.563,108,0.08742236,11.43872117
NWCA16-4446,28.67138,-95.97657,4.53,0.655,60,0.144591611,6.916030557
NWCA16-4466,31.71577,-93.86654,10.7,0.485,184,0.045327103,22.06185557
NWCA16-4468,27.54743,-97.242,35.5,1.93,32,0.054366197,18.39378245
NWCA16-4482,30.68633,-93.78065,11.2,0.334,36,0.029821429,33.53293365
NWCA16-4484,27.44909,-97.30141,39.7,2.08,31,0.052392947,19.0865385
NWCA16-4502,29.30161,-94.9709,7.35,2.58,132,0.351020408,2.848837211
NWCA16-4511,31.71261,-98.99632,5.17,0.429,44,0.082978723,12.05128211
NWCA16-4632,38.49316,-112.01657,NA,0.3655,61.5,NA,NA
NWCA16-4633,41.5283,-111.79459,NA,0.1745,13,NA,NA
NWCA16-4634,40.90653,-109.95645,NA,0.62,85,NA,NA
NWCA16-4635,38.53471,-111.86868,NA,0.366,38,NA,NA
NWCA16-4637,40.79053,-110.96772,NA,0.226,15,NA,NA
NWCA16-4641,40.49588,-109.54185,NA,0.171,17,NA,NA
NWCA16-4646,41.13059,-112.14513,NA,3.73,1790,NA,NA
NWCA16-4649,41.2149,-111.36489,NA,0.195,11,NA,NA
NWCA16-4653,40.83034,-110.13352,NA,0.484,17,NA,NA
NWCA16-4665,41.22442,-111.35629,NA,0.248,9,NA,NA
NWCA16-4673,40.18592,-109.58685,NA,0.303,18,NA,NA
NWCA16-4701,40.16422,-109.58443,NA,1.82,92,NA,NA
NWCA16-4705,41.22734,-111.35493,NA,0.15,7.9,NA,NA
NWCA16-4707,40.83826,-110.13593,NA,0.134,10.1,NA,NA
NWCA16-4709,40.18472,-109.59385,NA,0.279,23,NA,NA
NWCA16-4763,37.91233027,-75.68093835,73.9,2.66,38,0.03625201,27.58467737
NWCA16-4764,37.39157518,-76.62066098,7.2,0.4695,120,0.105647322,9.465455307
NWCA16-4765,37.90681262,-75.66738376,17.6,1.24,78,0.070454545,14.19354848
NWCA16-4769,37.496734,-75.719022,2.65,0.464,96,0.17509434,5.711206884
NWCA16-4774,37.584143,-75.629742,2.05,0.332,38,0.16195122,6.174698777
NWCA16-4780,37.4651223,-77.14918105,8.2,0.877,134,0.10695122,9.35005697
NWCA16-4788,37.47651,-76.72738,46.7,2.04,36,0.043683084,22.89215661
NWCA16-4789,36.640169,-76.366695,92.3,2.26,48,0.024485374,40.8407076
NWCA16-4797,37.555855,-75.690966,3.16,0.461,90,0.145886076,6.854663772
NWCA16-4800,37.202869,-76.876155,6.79,0.326,70,0.048011782,20.82822087
NWCA16-4828,44.862775,-72.04657,8.52,0.671,26,0.081900906,12.20987722
NWCA16-4829,44.37391,-72.17082,3.68,0.341,32,0.092663043,10.79178891
NWCA16-4830,44.90072,-72.20991,17,1.27,122,0.074705882,13.38582683
NWCA16-4831,42.84941,-73.20479,1.38,1.71,56,1.239130435,0.807017544
NWCA16-4835,43.25262,-72.76678,9.17,0.71,40,0.07742639,12.91549303
NWCA16-4836,44.62452,-73.01287,3.31,0.772,24,0.233232628,4.287564774
NWCA16-4854,46.4244735,-123.883225,5.335,0.6005,75,0.112946523,8.853747578
NWCA16-4855,48.393355,-122.4844745,12.4,1.54,1477.5,0.122966793,8.132276817
NWCA16-4856,46.606423,-123.679449,6.13,0.485,78,0.079119086,12.63917533
NWCA16-4857,48.936174,-122.480851,9.68,1.02,152,0.105371901,9.490196063
NWCA16-4861,48.145991,-124.592694,16.6,0.817,102,0.049216867,20.31823765
NWCA16-4863,47.431807,-123.972642,3.78,0.289,52,0.076455026,13.07958485
NWCA16-4864,46.420486,-123.890858,2.28,0.62,105,0.271929825,3.677419349
NWCA16-4867,46.681484,-123.898615,6.72,0.586,100,0.087202381,11.46757679
NWCA16-4872,48.305988,-122.3865,2.07,1.24,34,0.599033816,1.66935484
NWCA16-4874,46.62547,-120.53497,3.74,0.289,66,0.077272727,12.94117652
NWCA16-4875,46.958764,-123.634874,3.36,0.537,94,0.159821429,6.256983223
NWCA16-4876,47.500578,-121.808888,14.6,0.599,30,0.041027397,24.37395675
NWCA16-4877,48.031638,-124.397117,8.4,1.52,188,0.180952381,5.526315788
NWCA16-4883,46.810529,-123.906547,6.42,1.019,68,0.158722741,6.300294423
NWCA16-4887,47.393,-123.28656,5.43,0.226,35,0.041620626,24.02654876
NWCA16-4888,48.293415,-122.382235,1.61,0.383,28,0.237888199,4.203655348
NWCA16-4891,47.12900767,-123.4480467,12,2.98,54,0.248333333,4.026845643
NWCA16-4894,48.181444,-117.324791,1.09,0.371,110,0.340366972,2.938005395
NWCA16-4897,48.385654,-122.482614,2.11,0.37,76,0.17535545,5.70270271
NWCA16-4898,48.738222,-119.930459,7.65,0.253,46,0.033071895,30.23715454
NWCA16-4901,47.00809,-119.75041,4.39,6.48,114,1.476082005,0.677469136
NWCA16-4903,46.957978,-123.660679,2.02,0.562,66,0.278217822,3.594306047
NWCA16-4904,48.279397,-122.388157,1.35,0.455,40,0.337037037,2.967032967
NWCA16-4905,48.185027,-117.295811,3.23,1.5,254,0.464396285,2.153333333
NWCA16-4917,47.51106,-117.47547,9.07,3.07,396,0.338478501,2.95439739
NWCA16-4971,46.99935,-119.7301,3.01,1.47,308,0.488372093,2.047619048
NWCA16-4988,46.9631,-122.76397,3.83,67.6,6400,17.65013055,0.056656805
NWCA16-4990,47.83149,-122.16565,4.03,6.68,330,1.657568238,0.603293413
NWCA16-4992,46.35458,-123.6912,6.51,0.323,46,0.049615975,20.15479893
NWCA16-4993,47.43784,-118.08043,3.16,3.54,192,1.120253165,0.892655367
NWCA16-4994,47.18525,-123.55605,10.3,1.4,172,0.13592233,7.357142862
NWCA16-4996,48.281119,-122.380394,6.25,0.281,264,0.04496,22.24199288
NWCA16-4997,47.43272,-123.96469,8.92,0.242,52,0.027130045,36.85950392
NWCA16-4999,46.10962,-89.62185,64.5,1.4,26.8,0.021705426,46.07142933
NWCA16-5000,46.43468,-92.10107,46.5,1.58,62.6,0.033978495,29.43037942
NWCA16-5001,46.23844,-92.13215,38.2,2.42,194,0.063350785,15.78512405
NWCA16-5004,44.04147,-87.83984,42,2.16,287,0.051428571,19.44444461
NWCA16-5005,46.24015,-92.09974,41.4,1.52,73.6,0.036714976,27.23684199
NWCA16-5008,45.08565,-91.55713,8.95,2.86,316,0.319553073,3.129370626
NWCA16-5009,43.44089,-88.77466,11.8,2.42,84.7,0.205084746,4.876033052
NWCA16-5011,43.93644,-89.1514,17.4,1.24,52.8,0.071264368,14.03225803
NWCA16-5012,45.11018,-90.02001,6.46,0.635,139,0.098297214,10.17322831
NWCA16-5013,42.81152,-88.36792,13.4,1.34,224,0.1,10
NWCA16-5016,44.87934,-92.43812,10.2,3.91,761,0.383333333,2.608695654
NWCA16-5020,44.07117,-90.19531,30.4,1.41,23.6,0.046381579,21.56028366
NWCA16-5024,45.21145,-91.44794,12.1,1.01,111,0.083471074,11.98019807
NWCA16-5083,38.687175,-79.76947,4.09,0.466,22.5,0.130698994,7.651168302
NWCA16-5084,39.107155,-81.41782,12.9,0.9845,18.5,0.0784661,12.7443572
NWCA16-5085,38.67633,-79.76685,7,31.4,560,4.485714286,0.222929936
NWCA16-5086,38.62036,-81.97824,15.5,1.23,174,0.079354839,12.60162597
NWCA16-5087,39.04197,-79.60657,2.56,0.164,20,0.0640625,15.6097561
NWCA16-5088,37.73276,-81.28158,10.4,0.856,82,0.082307692,12.14953276
NWCA16-5091,39.06996,-79.42509,5.28,0.964,58,0.182575758,5.477178411
NWCA16-5102,42.976835,-110.07671,4.205,0.3715,48,0.092737211,10.78315801
NWCA16-5106,42.98107,-110.11514,14.4,0.367,82,0.025486111,39.23705739
NWCA16-5114,44.6516,-110.81795,2.24,0.404,318,0.180357143,5.544554451
NWCA16-5117,42.7679,-110.28349,5.97,0.746,96,0.124958124,8.002680962
NWCA16-5118,42.58542,-108.78893,9.72,7.42,358,0.763374486,1.309973045
NWCA16-5125,43.29462,-109.95822,28.1,1.06,46,0.03772242,26.50943391
NWCA16-5130,44.71768,-110.61592,0.547,0.244,154,0.44606947,2.241803278
NWCA16-5131,44.6548,-106.99181,7.13,0.721,72,0.10112202,9.88904296
NWCA16-5134,43.0083,-109.72605,6.72,0.448,54,0.066666667,14.99999993
NWCA16-5136,41.38375,-106.34804,3.68,0.49,10,0.133152174,7.510204077
NWCA16-5137,41.157167,-110.424333,11.6,0.961,48,0.082844828,12.07075957
NWCA16-5142,44.94894,-110.78689,1.24,0.385,24,0.310483871,3.22077922
NWCA16-5149,42.58724,-109.94209,11.1,1.2,108,0.108108108,9.250000009
NWCA16-5153,43.37834,-110.8589,2.96,3.64,74,1.22972973,0.813186813
NWCA16-5155,44.90759,-110.11411,2.1,0.305,112,0.145238095,6.885245913
NWCA16-5162,43.67237,-109.55238,1.61,0.236,124,0.146583851,6.822033895
NWCA16-6001,36.817855,-89.09241,4.57,0.912,122.5,0.235574696,4.24493809
NWCA16-6002,36.697445,-88.05792,3.15,0.3615,35,0.114880419,8.704703665
NWCA16-6005,37.01373,-88.5443,6.58,1.11,170,0.168693009,5.927927932
NWCA16-6008,38.03339,-86.24199,18.7,4.27,308,0.228342246,4.3793911
NWCA16-6010,37.47908,-84.49692,17.5,0.907,60,0.051828571,19.29437723
NWCA16-6011,37.13571,-87.56219,2.29,0.715,30,0.312227074,3.202797205
NWCA16-6015,37.21584,-87.02897,4.06,3.08,156,0.75862069,1.318181818
NWCA16-6016,37.73527,-87.3652,8.66,3.82,160,0.441108545,2.267015707
NWCA16-6017,37.04123,-89.08762,14.6,2.41,1350,0.165068493,6.058091292
NWCA16-6018,36.71606,-88.13209,0.719,0.239,26,0.33240612,3.008368197
NWCA16-6021,36.83666,-89.11099,7.48,3.95,192,0.528074866,1.893670887
NWCA16-6022,38.768865,-84.462507,8.28,2.7,107,0.326086957,3.066666662
NWCA16-6023,37.06282,-88.56095,2.91,0.414,82,0.142268041,7.028985519
NWCA16-6024,37.53559,-86.54391,10.9,0.45,180,0.041284404,24.22222203
NWCA16-6026,38.07515,-83.11787,5.69,1.27,85,0.223198594,4.480314961
NWCA16-6029,36.618,-88.89336,12.4,1.94,620,0.156451613,6.391752573
NWCA16-6032,37.43108,-86.78474,5.22,0.613,35,0.11743295,8.515497567
NWCA16-6034,37.16935,-88.21655,5.67,0.184,46,0.032451499,30.8152175
NWCA16-6035,36.79066,-87.16957,4.44,2.49,80,0.560810811,1.78313253
NWCA16-6036,37.63251,-87.53156,23.4,1.07,76,0.045726496,21.86915875
NWCA16-6038,37.02819,-83.99054,6.15,0.562,65,0.091382114,10.94306048
NWCA16-6040,37.81045,-84.88526,9.46,3.2,248,0.338266385,2.956249998
NWCA16-6043,37.22815,-87.04592,3.93,1.39,105,0.353689567,2.827338133
NWCA16-6047,37.24852,-86.95876,10.9,1.24,70,0.113761468,8.790322572
NWCA16-6054,37.76011,-83.9985,7.54,0.353,36,0.046816976,21.35977343
NWCA16-6059,37.20834,-87.04833,7.34,1.66,70,0.226158038,4.42168675
NWCA16-6062,36.94799,-88.56242,15,1.14,176,0.076,13.15789474
NWCA16-6065,36.8292,-89.11594,7.68,1.7,228,0.221354167,4.517647052
NWCA16-6071,37.05433,-88.5602,3.78,0.947,118,0.250529101,3.991552263
NWCA16-6080,37.72691,-87.3774,19.3,8.71,4100,0.451295337,2.215843857
NWCA16-6082,36.79097,-87.95477,3.52,3.68,135,1.045454545,0.95652174
NWCA16-6085,36.8375,-89.1076,9.24,0.718,142,0.077705628,12.86908073
NWCA16-7001,47.199665,-98.787845,29.65,2.26,614,0.07720145,12.95312467
NWCA16-7002,47.60204,-100.408825,74.65,3.975,3175,0.054329794,18.40610697
NWCA16-7003,47.19719,-99.92454,40.2,4.14,248,0.102985075,9.710144892
NWCA16-7004,46.16893,-102.46536,35.5,3.2,600,0.090140845,11.09375001
NWCA16-7026,48.80941,-99.72538,41.8,3.18,164,0.076076555,13.14465409
NWCA16-7027,46.34662,-97.17668,55.9,3.9,224,0.069767442,14.3333333
NWCA16-7033,47.72691,-98.66379,10.2,0.955,112,0.093627451,10.68062827
NWCA16-7036,48.35215,-101.04277,26.7,2.4,92,0.08988764,11.12500006
NWCA16-7038,47.36588,-100.80577,45.9,4.97,590,0.108278867,9.235412484
NWCA16-7621,36.36824,-109.12379,23.8,1.43,330,0.060084034,16.64335654
NWCA16-7634,34.76521,-114.51241,11.9,0.841,64,0.070672269,14.14982162
NWCA16-7650,34.76907,-114.51061,10.6,0.45,110,0.04245283,23.55555566
NWCA16-7679,34.46672,-111.80073,9.33,1.39,232,0.148981779,6.712230225
NWCA16-7698,34.76702,-114.50935,10.8,0.56,122,0.051851852,19.28571423
NWCA16-7826,34.76704,-114.51361,11.8,0.815,52,0.069067797,14.47852753
NWCA16-R001,40.70921,-111.00916,4.41,0.427,22,0.096825397,10.32786883
NWCA16-R004,37.75982,-103.51166,28.3,3.45,318,0.121908127,8.202898565
NWCA16-R005,38.91545,-103.95541,10.3,4.45,725,0.432038835,2.314606741
NWCA16-R008,38.41496,-104.39353,7.37,1.18,180,0.160108548,6.245762718
NWCA16-R011,44.20344,-90.58256,45.8,1.32,24,0.028820961,34.69696933
NWCA16-R012,45.91847,-89.02602,91.4,1.26,90,0.013785558,72.53968247
NWCA16-R013,45.84216,-89.49048,88,3.39,120,0.038522727,25.95870225
NWCA16-R014,45.45669,-89.0011,27.8,0.652,66,0.023453237,42.63803756
NWCA16-R015,47.61835,-91.85747,12.9,1.74,220,0.134883721,7.4137931
NWCA16-R016,48.51253,-93.18879,109,16,348,0.146788991,6.812499992
NWCA16-R017,48.25377,-95.06053,35.7,3.79,125,0.106162465,9.419525065
NWCA16-R018,37.73849,-119.05184,1.39,0.181,126,0.130215827,7.679558031
NWCA16-R019,37.88316,-119.26007,35.8,3.44,82,0.096089385,10.4069768
NWCA16-R020,37.76663,-119.76199,14.9,3.21,72,0.215436242,4.64174454
NWCA16-R021,41.89246,-124.19827,28.8,2.32,120,0.080555556,12.41379303
NWCA16-R023,36.91419,-84.5492,19.1,25.1,2400,1.314136126,0.760956175
NWCA16-R025,36.56464,-84.72664,6.96,0.359,30,0.05158046,19.38718654
NWCA16-R026,39.19382,-78.66914,2.84,0.23,19,0.080985915,12.34782616
NWCA16-R028,39.00404,-79.67217,11.6,2.03,17,0.175,5.714285714
NWCA16-R030,42.51571,-100.64115,35.3,2.35,212,0.066572238,15.02127659
NWCA16-R032,41.95283,-110.66386,9.39,0.697,74,0.074227902,13.47202296
NWCA16-R034,44.73948,-74.06194,12.4,0.669,38,0.053951613,18.53512702
NWCA16-R035,36.81888,-96.05522,8.32,0.425,58,0.051081731,19.5764705
NWCA16-R037,47.11961,-93.88004,53.1,2.46,104,0.046327684,21.58536567
NWCA16-R038,47.75632,-91.60857,38.3,16,244,0.417754569,2.393750001
NWCA16-R039,46.38537,-88.7291,38.6,3.72,350,0.096373057,10.37634409
NWCA16-R042,40.40604,-121.36517,8.98,1.05,124,0.116926503,8.552380977
NWCA16-R043,48.95726,-99.82643,45.5,0.985,370,0.021648352,46.19289265
NWCA16-R044,43.52749,-74.55165,8.04,0.418,32,0.05199005,19.23444967
NWCA16-R045,44.56539,-73.42966,7.88,0.826,32,0.104822335,9.539951576
NWCA16-R046,40.31297,-105.81145,8.67,0.262,20,0.030219146,33.09160358
NWCA16-R047,40.10838,-122.01901,1.35,0.202,166,0.14962963,6.6831683
NWCA16-R048,46.81217,-89.60212,22,0.907,58,0.041227273,24.25578815
NWCA16-R049,46.48966,-86.10793,10.7,0.886,114,0.082803738,12.07674948
NWCA16-R050,47.27584,-93.78712,63.6,18.7,274,0.294025157,3.401069521
NWCA16-R051,46.45362,-110.35032,8.2,0.494,92,0.060243902,16.5991904
NWCA16-R052,47.83785,-112.57277,6.27,1.04,30,0.165869219,6.028846136
NWCA16-R053,40.308274,-105.813937,29,0.785,28,0.027068966,36.9426745
NWCA16-R055,38.1827,-107.38654,2.26,0.541,96,0.239380531,4.177449168
NWCA16-R057,46.66549,-88.17036,20.1,1.032,48,0.051343284,19.47674403
NWCA16-R201,42.4925,-88.28455,23.5,1.75,100,0.074468085,13.42857145
NWCA16-R202,40.56619,-83.61497,19.2,2.8,1100,0.145833333,6.857142873
NWCA16-R203,40.05904,-83.7939,6.61,2.89,42,0.437216339,2.287197231
NWCA16-R206,43.65722,-89.37182,6.17,5.54,214,0.897893031,1.113718411
NWCA16-R207,43.64034,-88.17103,42.1,4.27,1000,0.101425178,9.859484792
NWCA16-R208,43.66001,-89.36784,36.6,1.84,600,0.050273224,19.89130437
NWCA16-R209,46.03048,-89.98956,51.9,3.31,58,0.063776493,15.67975837
NWCA16-R210,46.03796,-89.77555,42.5,1.64,96,0.038588235,25.91463434
NWCA16-R211,45.87993,-90.68938,32.9,2.19,142,0.06656535,15.02283095
NWCA16-R212,47.22353,-94.67857,32.9,1.6,132,0.048632219,20.56249993
NWCA16-R213,47.70531,-94.22402,43.7,1.99,76,0.045537757,21.95979921
NWCA16-R216,39.16663,-79.34671,16.9,1.3,118,0.076923077,12.99999999
NWCA16-R218,40.997998,-74.800392,5,0.54,60,0.108,9.259259259
NWCA16-R220,44.52962,-71.81541,5.56,0.338,32,0.060791367,16.44970412
NWCA16-R221,44.00571,-73.01074,5.63,0.305,42,0.054174067,18.45901656
NWCA16-R222,43.36123,-71.77975,7.19,0.89,40,0.123783032,8.078651685
NWCA16-R223,43.9309,-72.0617,7.78,0.445,19,0.057197943,17.4831462
NWCA16-R301,44.319717,-68.37985,10,0.646,8,0.0646,15.47987616
NWCA16-R303,44.23622,-68.32068,40.5,2.28,34,0.056296296,17.76315799
NWCA16-R304,44.362967,-68.271767,10.6,0.712,17,0.067169811,14.88764052
NWCA16-R305,44.30421,-68.21351,11.6,0.398,29,0.034310345,29.1457285
NWCA16-R307,44.048933,-68.616,16.6,0.878,15,0.052891566,18.90660602
NWCA16-R308,44.2785,-68.369717,16.5,0.625,42,0.037878788,26.39999992
