"SITE_ID","DOC_Median","NO3_Median","TN_Median","TP_Median","TNtoTP_Median","NO3toTP_Median"
"FW08MN018",4.57,0.06052,627,39.2456,15.97631327,0.001542084
"FW08MN019",6.82,0.25595,869,26.4513,32.85282765,0.009676273
"FW08MN021",2.36,0.7662,1311,58.4988,22.41071612,0.013097705
"FW08MN022",10.76,0.08809,551,27.0525,20.36780335,0.003256261
"FW08MN023",21,0,1244,138.61,8.974821441,0
"FW08MN024",4.87,0,1145,128.9663,8.878288359,0
"FW08MN031",7.26,0.01132,607,23.4413,25.89446831,0.000482908
"FW08MN032",9.93,0.02499,479,23.3425,20.5205098,0.001070579
"FW08MN033",7.44,1.52809,3063,820.531,3.732948542,0.001862318
"FW08MN034",5.4,0.22533,814,30.1525,26.99610314,0.007473012
"FW08MN035",6.57,0.20992,916,32.8325,27.89918526,0.006393665
"FW08MN036",5.99,1.34915,2688,310.91,8.645588756,0.004339359
"FW08MN037",4.24,0,609,120.8431,5.039592662,0
"FW08MN039",7.54,0.00169,543,30.7956,17.63238904,5.4878e-05
"FW08MN040",1.52,15.10186,16025,114.9744,139.378853,0.131349761
"FW08MN041",9.33,0.00141,489,44.5638,10.97303192,3.164e-05
"FW08MN042",9.96,0.01308,371,35.9025,10.33354223,0.00036432
"FW08MN043",8.23,0.00094,593,57.7325,10.27151085,1.6282e-05
"FW08MN045",8.21,0.05967,1402,201.438,6.959957903,0.00029622
"FW08MN047",13.81,0.00249,8481,3331.556,2.545657344,7.47399e-07
"FW08MN049",4.5,0.41819,1575,85.8525,18.34541801,0.004871029
"FW08MN050",24.3,0.01687,634,48.425,13.09241094,0.000348374
"FW08MN051",4.45,0.03168,471,49.91,9.436986576,0.000634743
"FW08MN052",7.77,0.14,878,80.0663,10.965912,0.001748551
"FW08MN053",6.36,0.46168,1506,196.9713,7.645783929,0.002343895
"FW08MN056",2.64,4.24785,4733,90.1606,52.4952141,0.047114261
"FW08MN057",10.4,0.03211,559,33.7963,16.54027216,0.000950104
"FW08MN060",12.73,0.00058,6003,1084.131,5.53715372,5.34991e-07
"FW08MN061",7.04,0,1393,200.785,6.937769256,0
"FW08MN065",6.4,0,544,213.1556,2.55212624,0
"FW08MN068",23.28,0,26050,11020.1,2.363862397,0
"FW08MN070",21.91,0.0143,954,78.4306,12.16361981,0.000182327
"FW08MN076",31.2,0.00452,1048,67.3375,15.56339335,6.71246e-05
"FW08MN080",32.79,0.00289,918,70.755,12.9743481,4.08452e-05
"FW08MN093",3.44,1.5358,2064,111.91,18.44339201,0.013723528
"FW08MN119",6.95,0.01976,525,50.5956,10.37639637,0.000390548
"FW08MO001",6.23,1.375485,2106,123.3144,19.53412254,0.0133764745
"FW08MO004",1.265,0.02859,108,4.19505,25.74406165,0.0068147765
"FW08MO005",2.4,3.23088,3544,139.826,25.34578691,0.023106432
"FW08MO006",1.84,0,240,22.595,10.62181899,0
"FW08MO007",3.29,0.10085,420,27.4188,15.31795702,0.003678133
"FW08MO008",4.15,0.10763,586,62.7613,9.336964021,0.00171491
"FW08MO009",4,2.02719,1421.5,71.1197,14.088859219,0.0642474055
"FW08MO010",5.38,2.31773,3041,106.7119,28.49729037,0.021719508
"FW08MO011",1.005,0.09866,250.5,23.0369,13.6996604325,0.0058871395
"FW08MO012",4.54,0.80007,1349,104.4188,12.91912951,0.007662126
"FW08MO013",1.6,0.15712,339,35.9875,9.419937478,0.00436596
"FW08MO014",4.25,2.36955,2950,140.4438,21.00484322,0.016871873
"FW08MO015",0.64,2.09665,2178,26.9731,80.74711472,0.077731147
"FW08MO017",1.5,0.3745,658,45.9413,14.32262474,0.008151707
"FW08MO018",1.46,0.05881,281,26.4875,10.60877773,0.002220293
"FW08MO019",3.96,0.54806,1221,152.0513,8.03018455,0.003604441
"FW08MO021",1.58,0.08606,273,28.36,9.626234133,0.003034556
"FW08MO023",5.85,1.11403,1956,263.6263,7.419593569,0.004225792
"FW08MO024",4.92,0.03679,529,75.3406,7.021446604,0.000488316
"FW08MO025",3.1,0.96887,1563,274.1425,5.70141441,0.003534184
"FW08MO026",5.19,0.18625,803,111.441,7.205606554,0.001671288
"FW08MO027",2.48,0.19049,466,21.5575,21.61660675,0.008836368
"FW08MO029",5.13,0.14551,891,226.4513,3.934620821,0.000642566
"FW08MO031",1.33,2.08915,2226,95.3625,23.34250885,0.021907458
"FW08MO033",1.59,0.1654,308,17.385,17.7164222,0.009513949
"FW08MO035",7.73,0.03008,694,87.0788,7.969792877,0.000345434
"FW08MO036",1.63,1.92706,2146,108.6638,19.74898724,0.017734149
"FW08MO037",3.19,1.00356,1420,254.4125,5.581486759,0.003944618
"FW08MO038",3.4,1.53577,1984,222.2725,8.925980497,0.006909402
"FW08MO039",3.39,1.24975,1873,329.6863,5.681158119,0.003790725
"FW08MO041",1.57,0.2773,473,14.4338,32.77030304,0.01921185
"FW08MO044",2.68,2.2192,2913,210.653,13.82842874,0.010534861
"FW08MO058",13.48,0.00622,1468,708.584,2.071737437,8.77807e-06
"FW08MO068",2.01,2.51277,2794,138.3175,20.1999024,0.018166682
"FW08MO069",7.59,0.4425,1230,213.4125,5.763486206,0.002073449
"FW08MO076",4.79,1.5344,2282,324.045,7.042231789,0.004735145
"FW08MO080",2,0.34764,570,17.3888,32.77972028,0.019992179
"FW08MO086",3.839175791,NA,1044,177,5.898305085,0
"FW08MO102",3.560363949,NA,4127,223,18.50672646,0
"FW08MO150",3.583054107,NA,1009,187,5.395721925,0
"FW08MO214",4.824156069,NA,5211,270,19.3,0
"FW08MS002",1.95,0.00256,160,32.5863,4.910038881,7.85606e-05
"FW08MS004",2.76,0.01104,178,28.0788,6.339302249,0.000393179
"FW08MS006",4.389994173,NA,770.485,268,2.87494403,0
"FW08MS007",12.45,0.38245,1279,441.0313,2.900020928,0.000867172
"FW08MS008",3.32,0.01221,276,44.9375,6.1418637,0.000271711
"FW08MS009",5.57,0.00506,375,80.8619,4.637536343,6.25758e-05
"FW08MS010",1.93,0.25155,443,103.8813,4.264482635,0.002421514
"FW08MS013",7.39,0.00915,989,187.9125,5.263087873,4.86929e-05
"FW08MS014",3.245472412,NA,961.797,155,6.205141935,0
"FW08MS016",3.43,0.00424,391,90.5388,4.318590483,4.68308e-05
"FW08MS017",4.59,0.13354,788,140.5338,5.607192006,0.000950234
"FW08MS019",4.09389153,NA,3072,283,10.85512367,0
"FW08MS020",3.705,0.026105,174,15.3253,15.6323537155,0.0021310115
"FW08MS023",1.72,0.00077,681,171.428,3.972513242,4.49168e-06
"FW08MS025",4.76,0.017275,477,104.25875,4.5677289035,0.00015075831
"FW08MS026",1.03,0.172325,306,64.25285,4.8008848675,0.0027018155
"FW08MS033",2.2,0.01463,979,209.175,4.680291622,6.99414e-05
"FW08MS034",6.7,0.08978,553,336.8388,1.64173486,0.000266537
"FW08MS038",2.6,0.08434,315,50.16,6.279904306,0.001681419
"FW08MS042",9.51,0.07691,854,384.0394,2.223730169,0.000200266
"FW08MS045",6.73,0,791,236.415,3.345811391,0
"FW08MS048",0.77,0.2002,344,15.9794,21.52771694,0.012528631
"FW08MS050",5.59,0.3338,945,148.7206,6.354197065,0.002244477
"FW08MS052",11.29,0.06316,629,59.1794,10.6286985,0.001067263
"FW08MS053",6.015,1.052955,561.5,53.66905,11.036613664,0.0342474225
"FW08MS058",0.83,0.0034,1,17.09,0.058513751,0.000198947
"FW08MS062",7.64,0.41101,1635,525.655,3.110405114,0.000781901
"FW08MS064",3.41,0.23728,515,49.885,10.32374461,0.00475654
"FW08MS069",6.48,0.25543,723,96.2175,7.514225583,0.002654715
"FW08MS070",4.629347183,NA,805.145,246,3.272947154,0
"FW08MS083",3.76117858,NA,3454,365,9.463013699,0
"FW08MS084",1.41,0.30936,449,18.5619,24.18933407,0.016666397
"FW08MS086",21.67,0.00342,913,99.0319,9.219251574,3.45343e-05
"FW08MS094",3.350074398,NA,3624,204,17.76470588,0
"FW08MS100",5.36,0.08349,708,126.8825,5.579965716,0.00065801
"FW08MS101",5.78,0.00105,733,144.5838,5.069724271,7.26222e-06
"FW08MS127",3.188985148,NA,2577,175,14.72571429,0
"FW08MS139",2.946156115,NA,3290,155,21.22580645,0
"FW08MS147",3.556609497,NA,960.28,222,4.325585586,0
"FW08MS191",3.606673234,NA,885.991,252,3.515837302,0
"FW08MS203",2.911584254,NA,2307,209,11.03827751,0
"FW08MS211",3.70737441,NA,2887,204,14.15196078,0
"FW08MS238",3.484428634,NA,2950,132,22.34848485,0
"FW08MT001",1.31,0.00955,126.5,36.1763,3.7593909625,0.000247607
"FW08MT002",3.195,0.565295,1038,78.16595,22.7643453975,0.0136662155
"FW08MT004",3.04,0.16567,389,40.5438,9.594561931,0.004086198
"FW08MT005",0.84,0.00054,38,2.6138,14.53822022,0.000206596
"FW08MT006",6.8,0,878,184.9381,4.747534445,0
"FW08MT007",1.4,0.00469,39,10.401,3.749639458,0.000450918
"FW08MT008",2.25,0,280,45.5825,6.142708276,0
"FW08MT010",0.99,0.07473,115,7.3994,15.54180069,0.010099468
"FW08MT012",7.26,0,608,32.5863,18.65814775,0
"FW08MT013",5.08,0,483,66.5563,7.257013987,0
"FW08MT014",2.65,0.00256,114,23.105,4.93399697,0.000110799
"FW08MT015",0.84,0.01947,34,11.86,2.866779089,0.001641653
"FW08MT017",0.7,0.01362,196,9.165,21.38570649,0.001486088
"FW08MT019",4.09,0.07097,563,184.1706,3.056948286,0.000385349
"FW08MT020",0.31,0.00839,26,6.4806,4.0119742,0.001294633
"FW08MT022",1.685,0.000755,114.5,28.7928,4.017185562,3.12816e-05
"FW08MT023",1.07,0.00536,215,73.2013,2.937106308,7.32227e-05
"FW08MT024",1.13,0.00857,145,1.2344,117.4659754,0.006942644
"FW08MT025",2.735,0.00498,241.5,60.2994,4.0561965955,7.962165e-05
"FW08MT029",4.51,0.20337,575,49.5388,11.60706355,0.004105267
"FW08MT030",1.15,0.00388,49,1.79,27.37430168,0.002167598
"FW08MT031",2.91,0.02209,288,48.8438,5.896347131,0.000452258
"FW08MT032",3.39,0.00562,311,43.4263,7.161558779,0.000129415
"FW08MT033",4.14,0,430,70.2688,6.119358805,0
"FW08MT035",4.48,0,453,52.6831,8.598582847,0
"FW08MT036",6.1,0,617,141.2181,4.36912832,0
"FW08MT038",2.14,0.00691,122,43.7431,2.789011295,0.000157968
"FW08MT039",3.04,0,219,34.2188,6.399990648,0
"FW08MT041",2.38,0,312,80.385,3.881321142,0
"FW08MT042",0.62,0.0254,68,2.2488,30.23834934,0.011294913
"FW08MT043",2.92,0.02245,272,47.975,5.669619594,0.000467952
"FW08MT044",10.17,0.09238,723,57.2413,12.63074039,0.00161387
"FW08MT045",8.89,0.15922,738,48.7763,15.13029894,0.00326429
"FW08MT047",8.56,0,731,32.7925,22.29168255,0
"FW08MT048",6.85,0,978,210.1363,4.65412211,0
"FW08MT049",2.41,0.00805,184,19.29,9.538621047,0.000417315
"FW08MT050",1.17,0.04981,192,6.5088,29.49852507,0.007652716
"FW08MT051",0.51,0.03999,75,2.4956,30.05289309,0.016024203
"FW08MT052",7.54,0,551,31.9994,17.21907286,0
"FW08MT053",10.75,0,813,37.9225,21.43846002,0
"FW08MT054",0.89,0.02782,81,9.0288,8.971291866,0.003081251
"FW08MT055",0.74,0.0018,34,2.305,14.7505423,0.000780911
"FW08MT056",12.99,0,996,66.8506,14.89889395,0
"FW08MT058",1.93,0.02617,248,6.7938,36.50387118,0.003852042
"FW08MT059",17.54,0.01055,1399,37.9588,36.85574886,0.000277933
"FW08MT060",1.06,0.05581,138,5.1781,26.65070199,0.010778085
"FW08MT061",6.85,0,631,42.0944,14.99011745,0
"FW08MT062",2.47,0,266,14.4613,18.39392033,0
"FW08MT063",2.61,0,185,80.7188,2.291907214,0
"FW08MT066",1.13,0.11473,217,20.2531,10.71440915,0.005664812
"FW08MT071",1.53,0.11431,296,17.1944,17.21490718,0.006648095
"FW08MT080",10.83,0.00136,691,317.3813,2.177191914,4.28507e-06
"FW08MT087",0.93,0.00424,64,181.555,0.352510259,2.33538e-05
"FW08MT088",7.08,0.00225,515,88.0863,5.846539133,2.55431e-05
"FW08MT090",0.79,0,11,16.6375,0.661157025,0
"FW08MT091",3.03,0.28105,2222,659.975,3.366794197,0.000425849
"FW08MT093",3.24,0,231,38.6975,5.969377867,0
"FW08MT094",3.26,0.02529,288,83.1069,3.465416229,0.000304307
"FW08MT098",0.89,0.06492,139,11.8944,11.68617164,0.005458031
"FW08MT103",2.73,0.00782,153,48.6581,3.144389115,0.000160713
"FW08MT111",3.22,0.05136,548,133.4006,4.107927551,0.000385006
"FW08MT124",NA,NA,NA,NA,NA,NA
"FW08NC001",1.1,0.03268,136,54.8622,2.5916707435,0.000639144
"FW08NC002",0.895,0.31544,468.5,41.39845,12.149041044,0.008226854
"FW08NC003",1.51,0.64069,895,82.0775,10.90432823,0.007805915
"FW08NC008",0.51,0.01811,63,7.2713,8.664200349,0.002490614
"FW08NC010",10.73,0.006,1948,229.8713,8.474307145,2.61016e-05
"FW08NC011",1.59,1.91298,2059,101.3513,20.31547696,0.018874746
"FW08NC012",0.89,0.02097,63,9.4119,6.693653779,0.00222803
"FW08NC013",6.48,0.05917,473,50.6638,9.33605454,0.001167895
"FW08NC015",7.87,23.77323,24125,2791.088,8.643582718,0.008517549
"FW08NC017",3.52,0.07349,393,15.5388,25.2915283,0.004729451
"FW08NC021",7.54,0.56691,1333.5,146.7069,9.6639473125,0.004055154
"FW08NC023",16.83,1.80437,4275,772.163,5.536395813,0.002336773
"FW08NC024",1.94,0.45503,726,170.9806,4.246095756,0.002661296
"FW08NC025",2.18,0.25498,599,70.52,8.494044243,0.003615712
"FW08NC026",1.14,0.19064,321,23.2125,13.82875606,0.008212816
"FW08NC029",8.83,0.67567,1106,184.4363,5.996650334,0.003663433
"FW08NC032",2.01,0.60618,857,165.2331,5.186612126,0.003668635
"FW08NC034",10.62,0.05058,634,48.5863,13.0489459,0.001041034
"FW08NC035",10.35,0.84996,1528,190.0331,8.040704488,0.004472694
"FW08NC036",3,3.35099,3675,690.788,5.320011349,0.004850967
"FW08NC037",9.42,0.67771,1389,182.488,7.611459384,0.003713724
"FW08NC039",13.76,0.26136,848,117.64,7.208432506,0.002221693
"FW08NC040",1.83,0.92961,1082,25.8294,41.8902491,0.035990383
"FW08NC041",6.77,0.01574,661,27.7713,23.80155052,0.000566772
"FW08NC042",1.26,0.06063,174,23.7194,7.335767347,0.002556135
"FW08NC044",7.39,0.28446,744,94.27,7.892224462,0.003017503
"FW08NC046",28.96,0.01008,1112,31.205,35.63531485,0.000323025
"FW08NC049",6.43,0.3183,984,95.4113,10.31324382,0.003336083
"FW08NC050",12.485,0.13653,806.5,91.50095,8.837047431,0.001497593
"FW08NC055",1.22,0.54009,775,66.1075,11.72332943,0.008169875
"FW08NC061",6.25,0.94615,1281,59.3844,21.57132176,0.015932636
"FW08NC079",NA,NA,NA,NA,NA,NA
"FW08NC083",24.02,1.39,2310,408.5638,5.653951721,0.003402161
"FW08NC086",0.66,0.10065,244,13.7094,17.79800721,0.007341678
"FW08NC096",2.88,1.38283,1737,187.2375,9.276987783,0.007385433
"FW08NC102",2.7,0.39091,661,79.4006,8.324874119,0.004923263
"FW08NC116",2.57,0.16,393,84.2038,4.667247796,0.001900152
"FW08NC117",7.6,0.03256,413,132.4875,3.117275215,0.000245759
"FW08NC120",1.75,0.0812,143,86.9038,1.645497665,0.000934367
"FW08NC139",7.41,0.23,828,204.8463,4.042054946,0.001122793
"FW08NC145",3.28,0.14368,311,54.82,5.673112003,0.002620941
"FW08NC158",6.05,1.3954,1833,58.4588,31.35541612,0.023869802
"FW08ND001",9.23,0,1030,143.1119,7.197165295,0
"FW08ND002",14.22,0,803,25.115,31.97292455,0
"FW08ND003",12.4,0,1240,278.63,4.450346337,0
"FW08ND004",9.15,0.2338,1195,215.89,5.535226273,0.001082959
"FW08ND005",9.32,0.00058,778.5,32.4153,24.17754121,1.664125e-05
"FW08ND006",5.865,0,487.5,72.60495,6.710553021,0
"FW08ND007",7.63,0,828,221.0275,3.746140186,0
"FW08ND010",24.72,0.19006,1844,194.8663,9.462898408,0.000975335
"FW08ND011",6.46,0.91584,1722,223.8669,7.692070601,0.004091002
"FW08ND012",13.67,0,2100,165.6688,12.67589311,0
"FW08ND013",38.35,0.15242,3338,275.7719,12.10420641,0.000552703
"FW08ND015",11.84,0,1199,177.1763,6.767270792,0
"FW08ND016",12.99,0.01645,1024,378.1063,2.708233108,4.35063e-05
"FW08ND017",11.34,0,797,40.5675,19.64626856,0
"FW08ND018",8.78,0.00673,823,150.1,5.483011326,4.48368e-05
"FW08ND020",13.08,0,1544,502.325,3.073707261,0
"FW08ND021",10.29,0.3542,2988,976.256,3.06067261,0.000362815
"FW08ND022",16.37,0.27604,1774,193.2663,9.179044665,0.001428288
"FW08ND023",10.05,1.12647,1682,183.5594,9.163246339,0.006136815
"FW08ND024",13.33,0.18829,1173,67.3513,17.4161449,0.00279564
"FW08ND026",17.08,0,1071,30.7675,34.80945803,0
"FW08ND027",8.47,0,821,82.1438,9.994667887,0
"FW08ND028",15.37,NA,1631,116.62,13.98559424,0
"FW08ND029",2.51,0,296,79.8763,3.705729985,0
"FW08ND031",6.24,0.06269,949,320.4875,2.961113928,0.000195608
"FW08ND032",14,0.1829,2040,1097.75,1.858346618,0.000166614
"FW08ND033",14.74,0.37269,1174,33.9475,34.58281169,0.010978423
"FW08ND034",12.03,0.19703,1228,95.3725,12.87582899,0.002065899
"FW08ND035",7.32,0.00356,947,170.8013,5.544454287,2.08429e-05
"FW08ND036",14.18,0,1201,42.2469,28.42812135,0
"FW08ND038",7.21,0.19246,863,84.4075,10.22420993,0.002280129
"FW08ND039",10.79,0.08582,1974,326.4325,6.047191992,0.000262903
"FW08ND040",8.44,0.00421,768,53.2275,14.42863182,7.90945e-05
"FW08ND041",7.07,0,459,103.1056,4.451746559,0
"FW08ND042",4.28,0,238,36.98,6.435911303,0
"FW08ND043",10.155,0,1760.5,327.15035,5.478380477,0
"FW08ND044",12.83,0.24413,1326,261.5813,5.0691697,0.000933285
"FW08ND046",8.65,0,1205,227.0088,5.308164265,0
"FW08ND049",2.695,0.053855,291,5.8063,49.984404275,0.009258398
"FW08ND052",11.01,0,1016,139.7269,7.271327139,0
"FW08ND053",8.53,0,568,230.8769,2.460185493,0
"FW08ND054",7.97,0.11774,836,77.5775,10.77632045,0.001517708
"FW08ND055",6.55,0.37316,1387,796.644,1.74105372,0.000468415
"FW08ND056",17.81,0.36132,1455,269.0138,5.408644464,0.001343128
"FW08ND057",6.42,0,554,78.5931,7.048964858,0
"FW08ND058",4.78,0,338,69.6175,4.855101088,0
"FW08ND060",8.05,0,776,88.0456,8.813614763,0
"FW08ND061",2.56,0,334,43.2688,7.71918796,0
"FW08ND063",5.55,0,777,190.1125,4.087053718,0
"FW08ND064",14.58,0,994,42.5363,23.36827604,0
"FW08ND066",20.66,0.00482,1676,157.535,10.63890564,3.05964e-05
"FW08ND071",18.37,0,1684,547.8338,3.073924975,0
"FW08ND072",6.82,0.3209,995,43.8481,22.69197525,0.007318447
"FW08ND074",9.29,0,1031,114.73,8.986315698,0
"FW08ND079",6.17,0.36673,1431,234.0519,6.114028555,0.001566875
"FW08ND081",11.06,0,813,34.3788,23.64829488,0
"FW08ND086",11.67,0.00083,808,55.9825,14.43308177,1.48261e-05
"FW08ND118",15.81,0,1086,49.31,22.02393024,0
"FW08ND138",16.3,0.00355,1746,161.6125,10.80361977,2.19661e-05
"FW08ND142",11.01,0,740,20.2788,36.49131112,0
"FW08ND161",17.04,0,1398,190.0113,7.357457162,0
"FW08NE001",1.035,0.900465,1148.5,80.8697,18.383122545,0.0140796565
"FW08NE003",4.45,7.35241,8225,481.1013,17.09619159,0.015282457
"FW08NE005",6.95,5.12339,7394,473.3319,15.62117406,0.010824096
"FW08NE006",4.28,5.248465,6288,1368.825,4.686196538,0.0039230315
"FW08NE010",2.59,0.21207,643,21.895,29.36743549,0.009685773
"FW08NE012",1.06,0.6818,937,97.4081,9.619323239,0.006999418
"FW08NE013",1.31,0.38364,654,10.3575,63.14265025,0.037039826
"FW08NE014",3.84,0.9177,1500,380.1531,3.945778688,0.002414027
"FW08NE015",3.6,1.48412,2088,202.1913,10.32685383,0.007340177
"FW08NE016",5.78,4.68501,7444,1234.444,6.030245195,0.003795239
"FW08NE017",9.05,0,2700,4864.513,0.555040145,0
"FW08NE019",3.9,0,924,318.695,2.899323805,0
"FW08NE021",1.02,0.27012,664,242.1613,2.741974048,0.001115455
"FW08NE022",3.55,0.57302,846,288.8,2.929362881,0.001984141
"FW08NE024",5.22,0,975,170.181,5.729194211,0
"FW08NE025",4.85,1.3516,2728,532.9338,5.118834647,0.00253615
"FW08NE026",1.76,0.75102,1213,62.5588,19.38975812,0.012005026
"FW08NE027",1.34,3.05146,3525,227.8413,15.47129515,0.013392919
"FW08NE028",10.21,2.27886,5144,974.719,5.277418415,0.002337966
"FW08NE030",4.29,2.16911,3388,366.9819,9.232062944,0.005910673
"FW08NE031",9,34.1865,34450,5637.138,6.111257166,0.006064514
"FW08NE032",2.25,10.60547,10575,553.5813,19.10288516,0.019157927
"FW08NE035",2.5,8.27573,8838,298.8763,29.57076222,0.027689482
"FW08NE036",4.005,0.483225,1116.5,157.7369,7.787165493,0.0034327365
"FW08NE037",5.51,1.82226,5100,1572.669,3.242894722,0.001158705
"FW08NE040",4.06,0.48286,1244,175.7331,7.078916835,0.00274769
"FW08NE041",3.79,0.17836,2433,425.2975,5.720701391,0.000419377
"FW08NE043",3.37,3.83726,4450,121.4788,36.63190614,0.031587898
"FW08NE044",5.2,0.04279,1699,682.491,2.489410117,6.26968e-05
"FW08NE045",1.35,0.46154,833,119.7488,6.956228371,0.003854235
"FW08NE046",12.07,0,2633,241.2113,10.91574068,0
"FW08NE047",7.76,1.5944,2153,684.609,3.144860789,0.002328921
"FW08NE048",NA,NA,NA,NA,NA,NA
"FW08NE050",6.81,0.629,1139,571.338,1.99356598,0.001100924
"FW08NE052",2.19,0.57103,1312,357.4631,3.670308907,0.001597452
"FW08NE056",3.67,0.22687,784,188.9944,4.14827106,0.001200406
"FW08NE057",5.92,0.66304,1866,587.6988,3.175095814,0.001128197
"FW08NE060",58.79,6.31484,18737.5,3090.5815,7.153767614,0.003515896
"FW08NE066",3.58,1.96347,2356,469.71,5.01586085,0.004180175
"FW08NE067",6.73,0.62584,1279,197.0688,6.490119187,0.003175744
"FW08NE070",2.22,8.51855,9050,456.6156,19.81973459,0.018655845
"FW08NE081",5.28,0.00038,438,81.575,5.369292063,4.65829e-06
"FW08NE092",3.39,1.77741,2332,342.8581,6.801647679,0.005184098
"FW08NE102",3.24,0.00348,683,234.2494,2.915695835,1.4856e-05
"FW08NE114",8.28,0.13631,1444,1350.725,1.069055507,0.000100916
"FW08NE166",3.56,0.42638,871,103.5075,8.414849166,0.004119315
"FW08NE189",3.48,0.48283,1539,490.8375,3.135457254,0.000983686
"FW08NH001",4.26,0.001235,224.5,20.30755,11.522103068,5.761265e-05
"FW08NH002",5.155,0.018535,213,15.80005,17.0662070045,0.00153435
"FW08NH003",3.82,0.21835,478,54.7619,8.728696411,0.003987261
"FW08NH005",5.835,0.115365,419.5,9.94315,61.30404874,0.018597628
"FW08NH007",3.76,0.164455,409,6.42125,86.310958,0.034352022
"FW08NH009",5.65,0.09143,358,10.115,35.39298072,0.009039051
"FW08NH010",3.18,0.15172,469,16.37,28.64996946,0.009268173
"FW08NH011",3.47,0.18053,406,9.8288,41.3071789,0.018367451
"FW08NH014",2.5,0.02842,225,9.5538,23.55083841,0.002974733
"FW08NH016",4.08,0.15714,396,9.83,40.28484232,0.015985758
"FW08NH017",3.57,0.20065,422,10.135,41.63788851,0.019797731
"FW08NH018",6.2,0.09253,515,21.1919,24.30173793,0.004366291
"FW08NH020",6.39,0.08123,336,13.4519,24.97788417,0.006038552
"FW08NH057",2.54,0.06506,158,9.9688,15.84945028,0.006526362
"FW08NH099",6.55,0.00273,409,25.0863,16.30371956,0.000108824
"FW08NH104",2.45,0.032,153,17.1038,8.945380559,0.001870929
"FW08NJ001",3.92,1.78619,1924,59.46,35.37652873,0.033031316
"FW08NJ002",0.42,1.738055,1863.5,11.45005,172.11827545,0.1603597885
"FW08NJ003",2.29,1.46216,1648,46.7613,35.24281831,0.031268592
"FW08NJ004",3.03,0.140595,356,36.07905,10.111395277,0.003900639
"FW08NJ005",3.74,2.02815,2253.5,264.4619,8.5743049725,0.0077401345
"FW08NJ007",4.07,1.37642,1795,189.5625,9.469172437,0.007261035
"FW08NJ008",1.73,0.07175,323,12.2925,26.27618467,0.005836892
"FW08NJ009",1.85,1.08147,1305,69.4163,18.79961911,0.015579482
"FW08NJ011",4.72,1.22201,1816,215.7725,8.416271768,0.005663419
"FW08NJ013",2.51,0.61,905,34.32,26.36946387,0.017773893
"FW08NJ015",2.45,0.17413,423,22.7388,18.60256478,0.007657836
"FW08NJ016",2.26,0.89088,1026,48.0488,21.35329082,0.01854115
"FW08NJ019",3.54,0.64638,1256,85.885,14.62420679,0.00752611
"FW08NJ021",5,0.8937,1358,90.5788,14.99247064,0.009866547
"FW08NJ035",2.06,0.83736,1142,98.6538,11.57583388,0.008487864
"FW08NM001",1.25,0.004025,201.5,25.7472,7.8158693165,0.0001542625
"FW08NM002",3.765,0.03553,491,97.1838,5.06255255,0.000356827
"FW08NM003",3.73,0.00292,289,19.4063,14.89207113,0.000150467
"FW08NM005",2.86,0,308,19.2313,16.01555797,0
"FW08NM008",4.095,0.265935,729,265.3819,2.7423349185,0.000994224
"FW08NM010",1.6,0.23887,606,63.8969,9.484028177,0.003738366
"FW08NM012",3.3,0.04339,252,44.865,5.616850552,0.000967124
"FW08NM013",4.43,0.04929,636,200.9794,3.164503427,0.000245249
"FW08NM018",2.77,0.01927,554,29.7294,18.63475213,0.00064818
"FW08NM019",0.4,0.19469,364,27.8463,13.0717546,0.006991593
"FW08NM022",3.01,0.08253,338,98.3494,6.0045552985,0.0014511565
"FW08NM023",1.87,0.0732,348,17.5525,19.82623558,0.004170346
"FW08NM024",4.29,0.07559,439,116.8356,3.757416404,0.000646977
"FW08NM025",4.05,0.33592,627,102.6488,6.108205844,0.003272518
"FW08NM026",3.27,0.33642,1011,525.6919,1.923179718,0.000639957
"FW08NM027",2.48,2.98312,3734,71.15,52.48067463,0.041927196
"FW08NM031",1.11,0.00381,145,97.2238,1.491404368,3.91879e-05
"FW08NM034",4.03,0.30275,685,282.4919,2.424848288,0.001071712
"FW08NM035",1.38,0,94,48.3769,1.943076138,0
"FW08NM038",3.05,0.01055,247,19.5925,12.60686487,0.000538471
"FW08NM039",1.53,0.12841,345,9.9263,34.75615285,0.012936341
"FW08NM042",3.97,0.01675,590,23.1281,25.51009378,0.000724227
"FW08NM043",0.82,0.02529,109,58.8,1.853741497,0.000430102
"FW08NM045",4.28,0.02944,269,68.815,3.909031461,0.000427814
"FW08NM047",3.52,0.11168,399,84.6513,4.713453899,0.001319295
"FW08NM048",3.3,0.01781,340,43.5988,7.798379772,0.000408497
"FW08NM061",1.35,0.09749,164,115.7775,1.416510116,0.000842046
"FW08NM064",1.68,0,142,9.5119,14.9286683,0
"FW08NM069",3.27,0.01434,229,16.3563,14.00072143,0.000876726
"FW08NM070",1.65,0.12572,467,153.1075,3.050144506,0.000821122
"FW08NM105",3.53,0.0023,272,38.645,7.038426705,5.95161e-05
"FW08NV003",2.8,0.020575,410.5,389.80345,1.0459752825,5.25249e-05
"FW08NV004",0.935,0.016175,104.5,14.4797,7.190477815,0.0010271865
"FW08NV005",0.5,0.13709,168,18.155,9.253649132,0.007551088
"FW08NV006",1.52,0.0325,242,31.205,7.755167441,0.0010415
