SITE_ID,DOC_Median,NO3_Median,TP_Median,NO3toTP_Median
NLA17_MT_10006,24.53,0,2169.975,0
NLA17_MT_10007,1.95,0,9.9925,0
NLA17_MT_10008,1.33,0,11.8875,0
NLA17_MT_10009,24.375,0.00025,810.075,3.08613E-07
NLA17_MT_10011,0.8,0.0206,1.0775,0.019118329
NLA17_MT_10012,14.8,0.0015,15.66965,9.57265E-05
NLA17_MT_10013,8.7,0,59.3125,0
NLA17_MT_10014,1.36,0,6.36875,0
NLA17_MT_10015,0.68,0.0016,3.7325,0.000428667
NLA17_MT_10018,13.19,0,34.6275,0
NLA17_MT_10022,27.12,0,13.76875,0
NLA17_MT_10023,54.33,0.0257,115.8925,0.000221757
NLA17_MT_10029,13.61,0,336.46875,0
NLA17_MT_10030,17.73,0.0016,65.675,2.43624E-05
NLA17_MT_10036,6.42,0,25.74,0
NLA17_MT_10055,22.29,0,108.71,0
NLA17_MT_10059,13.42,0,266.48125,0
NLA17_MT_10065,15.62,0,373.69625,0
NLA17_MT_10072,0.86,0,7.82,0
NLA17_MT_10076,13.16,0,16.90625,0
NLA17_MT_10084,14.58,0.0014,21.0809,6.64108E-05
NLA17_MT_10101,1.4,0.0015,6.90625,0.000217195
NLA17_MT_10102,4.9,0.0069,56.015,0.000123181
NLA17_MT_10104,4.34,0.0025,11.5059,0.00021728
NLA17_MT_10120,7.58,0.0017,23.16715,7.33798E-05
NLA17_MT_10129,30.52,0,485.3325,0
NLA17_MT_HP001,33.35,0,94.655,0
NLA17_MT_HP002,3.27,0,13.43125,0
NLA17_NC_10001,1.89,0.00015,25.473125,5.88856E-06
NLA17_NC_10002,1.01,0,6.62375,0
NLA17_NC_10004,1.76,5.00E-05,11.6125,4.30571E-06
NLA17_NC_10005,13.83,0.0033,44.585,7.40159E-05
NLA17_NC_10007,2.4,0.1892,15.255,0.012402491
NLA17_NC_10009,5.41,0,246.19375,0
NLA17_NC_10010,18.04,0.0011,53.5025,2.05598E-05
NLA17_NC_10011,5.12,0,48.11875,0
NLA17_NC_10014,7.07,0.0028,43.5975,6.42239E-05
NLA17_NC_10015,11.11,0.0123,623.8925,1.97149E-05
NLA17_NC_10023,5.72,0.0034,15.49,0.000219496
NLA17_NC_10030,1.95,0,9.80125,0
NLA17_NC_10033,4.59,0,125.145,0
NLA17_ND_10001,17.465,0.0307,566.18125,5.42229E-05
NLA17_ND_10002,32.89,0,125.16625,0
NLA17_ND_10003,18.48,0,197.45,0
NLA17_ND_10004,25.2,0.1655,523.64125,0.000316056
NLA17_ND_10005,34.55,0,268.28125,0
NLA17_ND_10006,27.19,0.1731,118.25625,0.00146377
NLA17_ND_10007,17.51,0,167.28,0
NLA17_ND_10008,29.015,0.13025,227.6625,0.000572119
NLA17_ND_10009,38.37,0,62.92875,0
NLA17_ND_10010,24.24,0,347.93625,0
NLA17_ND_10011,27.17,0.0507,63.3475,0.000800347
NLA17_ND_10012,13.07,0.3774,30.2375,0.012481191
NLA17_ND_10013,27.09,0.001,580.465,1.72276E-06
NLA17_ND_10014,11.77,0,42.78875,0
NLA17_ND_10015,17.13,0,49.725,0
NLA17_ND_10016,31.51,0.0061,296.49875,2.05734E-05
NLA17_ND_10017,28.08,0,122.9575,0
NLA17_ND_10018,25.02,0,63.0075,0
NLA17_ND_10019,32,0,593.275,0
NLA17_ND_10020,33.5,0,51.51375,0
NLA17_ND_10021,11.53,0.0179,52.41,0.000341538
NLA17_ND_10023,18.85,0,105.3675,0
NLA17_ND_10024,15.12,0.0776,98.95375,0.000784205
NLA17_ND_10026,43.74,0,4143.575,0
NLA17_ND_10029,29.84,0,562.808,0
NLA17_ND_10032,29.06,0,291.06125,0
NLA17_ND_10033,47.79,0,298.71625,0
NLA17_ND_10034,17.3,0.0043,263.7525,1.63032E-05
NLA17_ND_10035,27.05,0.1826,266.94625,0.000684033
NLA17_ND_10037,30.33,0.0019,315.16375,6.02861E-06
NLA17_ND_10042,62.28,0,588.05875,0
NLA17_ND_10069,36.49,0,253.7775,0
NLA17_ND_10070,28.72,0.0054,534.238,1.01079E-05
NLA17_ND_10073,28.95,0,122.43375,0
NLA17_ND_10077,14.81,0,105.00625,0
NLA17_ND_10081,17.74,0,49.96375,0
NLA17_ND_10082,19.79,0,104.3175,0
NLA17_ND_10084,30.75,0.2835,90.04625,0.003148382
NLA17_ND_10089,30.96,0.0048,704.788,6.81056E-06
NLA17_ND_10090,13.64,0.0014,120.26125,1.16413E-05
NLA17_ND_10095,27.33,0.0253,221.83875,0.000114047
NLA17_ND_10100,32.03,0,1071.431,0
NLA17_ND_10102,27.89,0,703.263,0
NLA17_ND_10103,13.24,0.0894,592.95,0.000150772
NLA17_ND_10107,62.1,0,1962.584,0
NLA17_ND_10110,NA,NA,350,NA
NLA17_ND_10112,NA,NA,430,NA
NLA17_ND_10126,NA,NA,190,NA
NLA17_ND_10127,NA,NA,20,NA
NLA17_ND_10128,NA,NA,30,NA
NLA17_ND_10137,NA,NA,50,NA
NLA17_ND_10139,NA,NA,120,NA
NLA17_ND_10144,NA,NA,120,NA
NLA17_ND_10147,NA,NA,50,NA
NLA17_ND_10189,23.6,0.0015,47.45125,3.16114E-05
NLA17_ND_HP001,10.67,0,46.71625,0
NLA17_ND_HP002,14.61,0.0053,29.3825,0.000180379
NLA17_NE_10001,6.1,0.034,223.7775,0.000151937
NLA17_NE_10002,21.05,0,133.41875,0
NLA17_NE_10003,2.3,0.5026,295.09,0.001703209
NLA17_NE_10004,13.88,0.0046,709.265,6.48559E-06
NLA17_NE_10006,32.64,0,147.74125,0
NLA17_NE_10007,5.505,0.0026,30.744375,8.45683E-05
NLA17_NE_10008,41.96,0,428.63125,0
NLA17_NE_10011,46.71,9.00E-04,266.781,3.37355E-06
NLA17_NE_10012,3.34,0,47.36,0
NLA17_NE_10014,23.95,0,507.90125,0
NLA17_NE_10025,163.41,0,695.319,0
NLA17_NE_10028,8.22,3.00E-04,89.06375,3.36837E-06
NLA17_NE_10029,1.85,0.0019,42.47125,4.47361E-05
NLA17_NE_10032,17.3,0.0853,61.85125,0.001379115
NLA17_NE_10037,19.96,0.0106,103.4325,0.000102482
NLA17_NE_10038,4.1,0,186.713,0
NLA17_NE_10040,7.74,0,375.88875,0
NLA17_NE_10041,10.71,0,290.5725,0
NLA17_NE_10046,19.48,2.00E-04,358.63375,5.57672E-07
NLA17_NE_10047,6.63,1.2876,1035.738,0.001243172
NLA17_NE_10054,5.26,0,38.06,0
NLA17_NE_10059,9.34,4.00E-04,95.695,4.17995E-06
NLA17_NE_10060,7.95,0,279.9625,0
NLA17_NE_10061,3.55,6.00E-04,21.2175,2.82785E-05
NLA17_NE_10064,4.12,0,83.7175,0
NLA17_NE_10067,6.28,0.0073,120.05,6.0808E-05
NLA17_NE_10068,6.51,0.7811,1365.019,0.000572226
NLA17_NE_10070,5.79,0.0014,47.75,2.93194E-05
NLA17_NE_10072,12.51,0,1136.75,0
NLA17_NE_10073,40.01,0,71.29125,0
NLA17_NE_HP004,5.45,0.6164,35.115,0.017553752
NLA17_NE_HP005,19.44,0.0278,141.72375,0.000196156
NLA17_NH_10001,4.385,1.00E-04,20.28375,4.93005E-06
NLA17_NH_10002,6.35,0,15.53,0
NLA17_NH_10003,2.3,0.0022,6.16,0.000357143
NLA17_NH_10004,7.19,4.00E-04,39.2375,1.01943E-05
NLA17_NH_10006,2.95,1.00E-04,8.0075,1.24883E-05
NLA17_NH_10052,6.095,0,19.8975,0
NLA17_NH_10058,5.82,0,25.83,0
NLA17_NH_10059,6.26,5.00E-04,12.52375,3.99241E-05
NLA17_NH_10063,4.12,5.00E-04,20.32375,2.46018E-05
NLA17_NH_10066,4.69,0,15.77125,0
NLA17_NH_10067,5.39,0,6.0975,0
NLA17_NH_10530,4.03,0,13.395,0
NLA17_NH_10891,2.88,0,5.74125,0
NLA17_NH_10917,4.62,5.00E-04,15.7975,3.16506E-05
NLA17_NH_10999,3.67,1.00E-04,2.91625,3.42906E-05
NLA17_NJ_10001,4.675,0.00275,35.159375,7.82153E-05
NLA17_NJ_10002,6.47,0,36.11375,0
NLA17_NJ_10003,9.29,0.0291,60.2175,0.000483248
NLA17_NJ_10004,6.59,0.06875,9.168575,0.007498439
NLA17_NJ_10005,4.21,0.2624,13.79625,0.019019661
NLA17_NJ_10006,2.53,0,3.57875,0
NLA17_NJ_10008,10.56,0.0037,194.185,1.9054E-05
NLA17_NJ_10009,6.77,0,47.21,0
NLA17_NJ_10010,5.88,0,146.3525,0
NLA17_NJ_10023,3.36,0,1.00875,0
NLA17_NJ_10025,4.44,0,96.19125,0
NLA17_NM_10001,2.73,0,12.68875,0
NLA17_NM_10002,7.75,0,17.7475,0
NLA17_NM_10003,4.155,0.00015,18.755,7.99787E-06
NLA17_NM_10004,12.885,0.02135,137.5975,0.000155163
NLA17_NM_10005,7.88,0.0054,168.465,3.20541E-05
NLA17_NM_10006,2.17,0.0018,14.79,0.000121704
NLA17_NM_10022,6.19,0.012,23.65375,0.000507319
NLA17_NM_10024,2.72,0.0823,13.85625,0.005939558
NLA17_NM_10025,7.21,0,24.8375,0
NLA17_NM_10037,10.36,2.00E-04,36.915,5.41785E-06
NLA17_NM_10041,2.47,5.00E-04,34.03625,1.46902E-05
NLA17_NM_10044,4.78,0,91.17125,0
NLA17_NM_10049,2.72,0.0888,43.8075,0.00202705
NLA17_NV_10002,6.445,0,20.4925,0
NLA17_NV_10003,5.07,0.0313,123.25625,0.000253942
NLA17_NV_10005,11.46,0.0695,67.92875,0.001023131
NLA17_NV_10006,1.175,0,23.67,0
NLA17_NV_10016,6.46,0,36.98625,0
NLA17_NV_10017,9.12,0.0119,157.17125,7.57136E-05
NLA17_NV_10018,7.72,0.1623,92.325,0.00175792
NLA17_NV_10036,7.12,0.0196,234.695,8.35126E-05
NLA17_NV_10079,5.25,0.0032,70.35,4.54869E-05
NLA17_NV_10090,5.58,0.0413,112.57375,0.000366871
NLA17_NV_10124,2.21,0.1786,20.4375,0.008738838
NLA17_NV_10225,1.08,0.0104,3.18375,0.003266588
NLA17_NV_10239,2.5,0.3162,44.10625,0.007169052
NLA17_NV_10242,62.55,1.0637,700.47,0.001518552
NLA17_NV_10243,6.56,3.00E-04,14.055,2.13447E-05
NLA17_NV_HP001,1.1,0,17.2725,0
NLA17_NY_10001,2.855,0.00945,6.56125,0.001440274
NLA17_NY_10002,5.59,0.0151,8.825,0.001711048
NLA17_NY_10003,3.01,0.0014,6.5625,0.000213333
NLA17_NY_10004,3.97,0,9.8875,0
NLA17_NY_10005,4.61,0,9.05,0
NLA17_NY_10007,3.51,0,16.48125,0
NLA17_NY_10014,16.12,0,29.9525,0
NLA17_NY_10016,3,0,10.49625,0
NLA17_NY_10017,3.99,0,3.84715,0
NLA17_NY_10018,4.34,0.003,71.28875,4.20824E-05
NLA17_NY_10025,1.67,0.3071,6.15875,0.049864015
NLA17_NY_HP001,3.19,0.0014,5.03,0.00027833
NLA17_NY_HP003,4.6,0,9.9325,0
NLA17_OH_10001,5.285,2.65345,121.79045,0.021787012
NLA17_OH_10002,6.26,0.3832,85.02125,0.004507109
NLA17_OH_10003,2.57,0,8.098125,0
NLA17_OH_10005,3.27,0.0143,30.965,0.000461812
NLA17_OH_10007,5.34,1.8917,26.82625,0.070516751
NLA17_OH_10008,5.18,0.1663,71.33875,0.002331131
NLA17_OH_10009,10.65,0.2158,237.0775,0.000910251
NLA17_OH_10013,4.64,0.0159,176.175,9.02512E-05
NLA17_OH_10016,6.92,0.0995,170.41125,0.000583882
NLA17_OH_10023,5.88,0.142,157.94125,0.000899068
NLA17_OH_10024,12.71,0.0025,175.50375,1.42447E-05
NLA17_OH_10027,8.01,0,55.1575,0
NLA17_OH_10028,6.74,0,28.1525,0
NLA17_OH_10029,5.42,0,70.7675,0
NLA17_OH_10031,8.53,2.00E-04,145.78375,1.3719E-06
NLA17_OH_10038,3.4,0,27.845,0
NLA17_OH_HP001,5.63,0,13.75125,0
NLA17_OK_10001,6.36,0,49.79625,0
NLA17_OK_10002,4.87,0,154.89,0
NLA17_OK_10003,6.42,0,98.37875,0
NLA17_OK_10004,3.1,0.0068,34.5725,0.000196688
NLA17_OK_10005,7.6,3.00E-04,12.93125,2.31996E-05
NLA17_OK_10006,8.08,0.7334,561.47375,0.001306205
NLA17_OK_10007,6.85,0,47.00625,0
NLA17_OK_10008,5.36,2.00E-04,36.75875,5.44088E-06
NLA17_OK_10009,4.1,0,28.91,0
NLA17_OK_10010,6.25,0.0044,176.37125,2.49474E-05
NLA17_OK_10011,5.92,0.1601,250.3025,0.000639626
NLA17_OK_10012,9.37,0.0012,31.0275,3.86754E-05
NLA17_OK_10013,11.41,0,571.2225,0
NLA17_OK_10014,7.94,0,20.67375,0
NLA17_OK_10015,5.72,2.00E-04,242.355,8.25236E-07
NLA17_OK_10019,14.25,0,1072.803,0
NLA17_OK_10021,7.7,0,41.84,0
NLA17_OK_10022,7.72,0,85.8,0
NLA17_OK_10033,5.72,0,23.41875,0
NLA17_OK_10035,5.1,0,11.9575,0
NLA17_OK_10045,7.43,0,40.3925,0
NLA17_OK_10050,9.35,7.00E-04,49.24875,1.42136E-05
NLA17_OK_10055,6.98,0.0019,17.7675,0.000106937
NLA17_OK_10066,5.59,0.0011,132.68875,8.29008E-06
NLA17_OK_10082,6.66,0,29.76125,0
NLA17_OK_10083,10.1,0,103.97375,0
NLA17_OK_10085,4.14,4.00E-04,108.57875,3.68396E-06
NLA17_OK_10086,4.35,5.00E-04,30.65,1.63132E-05
NLA17_OK_10087,6.98,0.0021,204.995,1.02442E-05
NLA17_OK_10089,6.27,0,190.155,0
NLA17_OK_10095,7.75,0,79.5575,0
NLA17_OK_10097,11.23,0.003,145.1375,2.06701E-05
NLA17_OK_10098,19.5,0,207.93875,0
NLA17_OK_HP001,15.72,0,130.86,0
NLA17_OK_HP002,6.8,6.00E-04,26.42125,2.2709E-05
NLA17_OK_HP004,5.87,0.0308,27.2075,0.001132041
NLA17_OR_10001,29.76,0.0067,336.43125,1.99149E-05
NLA17_OR_10002,0.78,0,33.965,0
NLA17_OR_10003,3.85,3.00E-04,148.00375,2.02698E-06
NLA17_OR_10004,3.49,0,23.6375,0
NLA17_OR_10005,0.66,0.0015,0.2375,0.006315789
NLA17_OR_10006,3.41,0,50.1625,0
NLA17_OR_10007,1.86,0,10.7725,0
NLA17_OR_10008,13.975,1.00E-04,90.75625,1.10185E-06
NLA17_OR_10009,6.63,0.0787,310.705,0.000253295
NLA17_OR_10010,2.71,1.00E-04,49.85625,2.00577E-06
NLA17_OR_10011,3.1,0.0024,19.28375,0.000124457
NLA17_OR_10012,3.64,0.0011,22.5675,4.87427E-05
NLA17_OR_10013,1.14,0,9.26,0
NLA17_OR_10014,2.63,0.002,14.2475,0.000140376
NLA17_OR_10021,0.86,0,6.405,0
NLA17_OR_10024,0.67,0,1.35875,0
NLA17_OR_10029,0.43,0,2.2025,0
NLA17_OR_10037,1.22,0,3.33125,0
NLA17_OR_10051,5.34,0,299.3525,0
NLA17_OR_10052,1.1,0,57.2575,0
NLA17_OR_10060,4.89,0,40.66125,0
NLA17_OR_10063,0.51,0,45.49625,0
NLA17_OR_10076,0.75,0,10.05375,0
NLA17_OR_10078,17.54,0,172.99375,0
NLA17_OR_10079,0.89,0,12.54125,0
NLA17_OR_10086,1.74,0.0026,9.4025,0.000276522
NLA17_OR_10088,5.47,0,30.12,0
NLA17_OR_10093,7.13,0,183.195,0
NLA17_OR_10099,1.5,0,6.36125,0
NLA17_OR_10102,1.72,1.00E-04,12.85625,7.77832E-06
NLA17_OR_10106,1.84,0.0026,7.505,0.000346436
NLA17_OR_10108,2.79,NA,40,NA
NLA17_OR_10109,4.04,NA,10,NA
NLA17_OR_10111,6,NA,210,NA
NLA17_OR_10118,1.14,NA,0,NA
NLA17_OR_10123,3.8,NA,0,NA
NLA17_OR_10125,4.76,NA,0,NA
NLA17_OR_10127,1.34,NA,0,NA
NLA17_OR_10128,3.515,NA,25,NA
NLA17_OR_10132,1.41,NA,0,NA
NLA17_OR_10134,2.03,NA,10,NA
NLA17_OR_10143,3.14,NA,10,NA
NLA17_OR_10150,1.93,NA,0,NA
NLA17_OR_10151,3.41,NA,20,NA
NLA17_OR_10153,3.42,NA,10,NA
NLA17_OR_10154,5.4,NA,90,NA
NLA17_OR_10166,0,NA,0,NA
NLA17_OR_10167,1.32,NA,0,NA
NLA17_OR_10168,2.08,NA,0,NA
NLA17_OR_10173,3.66,NA,20,NA
NLA17_OR_10180,9.8,NA,130,NA
NLA17_OR_HP003,0.67,0.0026,0.5575,0.004663677
NLA17_OR_HP10200,1.6,NA,0,NA
NLA17_OR_HP10201,NA,NA,NA,NA
NLA17_PA_10001,2.925,0.867,9.5275,0.090999738
NLA17_PA_10002,4.14,0,28.7175,0
NLA17_PA_10003,1.4,0.6035,8.44375,0.071472983
NLA17_PA_10004,2.75,0.0257,22.70875,0.001131722
NLA17_PA_10005,5.12,0.0982,48.26,0.002034811
NLA17_PA_10006,3.03,9.00E-04,20.926875,4.30069E-05
NLA17_PA_10007,2.81,0.9846,6.79625,0.144874011
NLA17_PA_10008,3.57,0,6.41125,0
NLA17_PA_10010,4.81,0,39.29875,0
NLA17_PA_10011,7.71,0,43.61,0
NLA17_PA_10013,2.81,0,41.735,0
NLA17_PA_10015,5.81,0,45.18625,0
NLA17_PA_10025,8.49,0,71.04375,0
NLA17_PA_10030,16.74,0,50.275,0
NLA17_PA_10042,2.34,0,9.9175,0
NLA17_PA_10047,4.99,0,18.42,0
NLA17_PA_HP001,1.46,0.324,7.115,0.045537597
NLA17_PA_HP002,3.14,0,12.23125,0
NLA17_RI_10001,7.09,0.0042,16.1225,0.000260506
NLA17_RI_10002,5.98,0.1146,47.71125,0.002401949
NLA17_RI_10005,3.05,0,8.73625,0
NLA17_RI_10006,7.13,0.0023,23.7175,9.69748E-05
NLA17_RI_10008,3.56,0,6.03125,0
NLA17_RI_10010,7.2,0.123,29.258125,0.00420396
NLA17_RI_10011,2.49,0.0304,37.78375,0.000804579
NLA17_RI_10019,4.07,0,17.995,0
NLA17_SC_10002,3.76,0.0062,43.361875,0.000142983
NLA17_SC_10003,10.735,4.00E-04,67.92625,5.88874E-06
NLA17_SC_10004,4.42,0.0869,20.75125,0.0041877
NLA17_SC_10010,1.44,2.00E-04,10.28375,1.94482E-05
NLA17_SC_10011,2.19,0,26.47125,0
NLA17_SC_10012,2.1,0.1327,9.395,0.014124534
NLA17_SC_10015,4.6,0,37.8675,0
NLA17_SC_10016,4.08,0.0376,31.84,0.001180905
NLA17_SC_10023,2.59,8.00E-04,19.56875,4.08815E-05
NLA17_SC_10024,3.87,0,47.6825,0
NLA17_SC_10027,7.51,0.005,20.7975,0.000240414
NLA17_SC_HP002,1.03,0,6.89125,0
NLA17_SD_10001,3.54,1.00E-04,14.095625,7.0944E-06
NLA17_SD_10002,20.15,0,260.01625,0
NLA17_SD_10003,11.24,0,223.11,0
NLA17_SD_10004,8.29,2.00E-04,22.21375,9.00343E-06
NLA17_SD_10005,14.06,0,59.22,0
NLA17_SD_10006,9.91,0,71.45,0
NLA17_SD_10007,20.64,0,239.6025,0
NLA17_SD_10008,19.32,0,300.42625,0
NLA17_SD_10009,6.95,0,26.03,0
NLA17_SD_10010,39.49,0,211.401875,0
NLA17_SD_10011,29.65,0,181.4875,0
NLA17_SD_10012,20.01,0,339.24125,0
NLA17_SD_10013,49.74,0.2422,1174.063,0.000206292
NLA17_SD_10014,18.31,6.00E-04,49.22125,1.21899E-05
NLA17_SD_10015,16.07,0.0017,121.2875,1.40163E-05
NLA17_SD_10016,19.93,0,93.6675,0
NLA17_SD_10017,23.18,0,40.354,0
NLA17_SD_10019,31.44,0,366.39,0
NLA17_SD_10020,10.78,0,255.39,0
NLA17_SD_10022,4.68,0,68.31375,0
NLA17_SD_10023,15.96,0.0026,241.0625,1.07856E-05
NLA17_SD_10025,8.55,0.222,26.0625,0.008517986
NLA17_SD_10033,10.73,0,453.7275,0
NLA17_SD_10035,26.9,0,444.01125,0
NLA17_SD_10037,13.76,0,1250.925,0
NLA17_SD_10039,12.02,0,170.29125,0
NLA17_SD_10042,24.14,0.0553,32.64,0.00169424
NLA17_SD_10052,23.92,31.3069,40.45375,0.773893644
NLA17_SD_10053,3.75,0,19.8625,0
NLA17_SD_10057,11.94,0.0254,320.06875,7.9358E-05
NLA17_SD_10067,19.8,0.0697,757.213,9.20481E-05
NLA17_SD_10073,21.79,0,218.34875,0
NLA17_SD_10081,21.43,0,187.49375,0
NLA17_SD_10088,21.41,0,182.55125,0
NLA17_SD_10090,42.1,0,340.24875,0
NLA17_SD_10092,16.5,0.0023,66.5275,3.45722E-05
NLA17_SD_10093,12.84,0,134.55875,0
NLA17_SD_10097,26.72,0,473.0925,0
NLA17_SD_10098,24.19,0.0216,286.4425,7.54078E-05
NLA17_SD_10104,19.63,0,464.01375,0
NLA17_SD_10105,18.88,0,1231.155,0
NLA17_SD_10111,27.32,0.0676,509.00375,0.000132808
NLA17_SD_10112,13.78,0.037,1578.888,2.34342E-05
NLA17_SD_10114,6.61,0,23.8175,0
NLA17_SD_HP001,13.01,0.014,275.62375,5.07939E-05
NLA17_TN_10001,5.55,0.0356,499.411875,7.12838E-05
NLA17_TN_10002,2.25,1.0934,140.4875,0.007782899
NLA17_TN_10003,3.865,5.00E-05,527.420625,9.4801E-08
NLA17_TN_10004,3.89,0.0051,48.5825,0.000104976
NLA17_TN_10005,1.1,1.7724,59.2,0.029939189
NLA17_TN_10006,1.87,0.1609,41.27,0.003898716
NLA17_TN_10015,3.03,0,15.22375,0
NLA17_TN_10022,5.6,0.0018,107.77875,1.67009E-05
NLA17_TN_10023,5.11,0.0028,39.8275,7.03032E-05
NLA17_TX_10001,6.06,0.09985,193.0725,0.000517163
NLA17_TX_10002,7.84,0,25.395,0
NLA17_TX_10003,4.7,0.0022,16.3,0.000134969
NLA17_TX_10004,5.44,0.008,23.31875,0.000343072
NLA17_TX_10005,7.98,0,26.145,0
NLA17_TX_10006,3.18,0,86.135,0
NLA17_TX_10007,6.15,0.0046,44.845,0.000102576
NLA17_TX_10008,10.775,0,340.0925,0
NLA17_TX_10009,5.33,0,20.39,0
NLA17_TX_10010,2.53,0,19.43875,0
NLA17_TX_10011,5.59,0.0019,108.145,1.7569E-05
NLA17_TX_10013,10.28,0.0845,88.12,0.00095892
NLA17_TX_10014,7.58,0,87.7375,0
NLA17_TX_10015,5.33,0,120.34125,0
NLA17_TX_10016,6.38,0,32.4225,0
NLA17_TX_10017,10.77,0,175.3325,0
NLA17_TX_10019,7.78,7.00E-04,53.165,1.31666E-05
NLA17_TX_10020,3.83,0,18.5575,0
NLA17_TX_10021,7.98,0,13.58625,0
NLA17_TX_10022,5.88,9.00E-04,99.7275,9.02459E-06
NLA17_TX_10025,5.37,0.0086,71.385,0.000120473
NLA17_TX_10030,10.53,6.00E-04,95.145,6.30616E-06
NLA17_TX_10032,5.02,0.1829,275.4675,0.000663962
NLA17_TX_10040,8.97,0.0054,61.755,8.74423E-05
NLA17_TX_10047,15.26,0,464.23875,0
NLA17_TX_10048,6.71,0.0026,20.41,0.000127389
NLA17_TX_10049,4.7,0.0013,14.4525,8.99498E-05
NLA17_TX_10070,6.4,0,20.67625,0
NLA17_TX_10072,9.75,0.0056,27.11,0.000206566
NLA17_TX_10085,3.65,0.0018,14.435,0.000124697
NLA17_TX_10086,8.74,0,40.00125,0
NLA17_TX_10087,4.31,0.0021,58.8975,3.56552E-05
NLA17_TX_10088,11.66,0.024,414.22375,5.79397E-05
NLA17_TX_10089,9.51,0.002,33.37875,5.99184E-05
NLA17_TX_10092,3.61,0.002,33.43375,5.98198E-05
NLA17_TX_10096,6.82,0,26.8484,0
NLA17_TX_10099,5.22,9.00E-04,21.695,4.14842E-05
NLA17_TX_10110,6.92,0.0023,37.34125,6.15941E-05
NLA17_TX_10112,7.53,0.0018,39.20875,4.59081E-05
NLA17_TX_10121,6.95,0,188.493,0
NLA17_TX_10136,7.3,0.0024,79.10125,3.03409E-05
NLA17_TX_10144,5.16,0.0255,138.049,0.000184717
NLA17_TX_HP002,4.1,0.0019,15.2925,0.000124244
NLA17_TX_HP003,7.64,0,43.31875,0
NLA17_TX_HP004,9.66,0,49.57625,0
NLA17_TX_HP005,9.3,0,56.965,0
NLA17_UT_10001,2.46,0.0011,7.575625,0.000145203
NLA17_UT_10002,2.3,0.0605,8.45125,0.007158704
NLA17_UT_10003,13.45,0.0019,142.31125,1.3351E-05
NLA17_UT_10004,3.32,0.111,21.75125,0.005103155
NLA17_UT_10005,6.22,0,73.70625,0
NLA17_UT_10006,7.1,0.01445,48.395,0.000298585
NLA17_UT_10007,1.62,0,64.105,0
NLA17_UT_10008,3.44,0.0251,19.58375,0.001281675
NLA17_UT_10009,2.38,0,11.38875,0
NLA17_UT_10010,12.18,0,36.1825,0
NLA17_UT_10013,8.7,0.179,426.8175,0.000419383
NLA17_UT_10019,2,4.00E-04,9.66,4.14079E-05
NLA17_UT_10022,4.02,0,11.7925,0
NLA17_UT_10028,4.78,0.7121,219.365,0.003246188
NLA17_UT_10056,1.96,0.0735,7.235,0.01015895
NLA17_UT_10058,2.88,0,33.55875,0
NLA17_UT_10064,12.3,0,19.66625,0
NLA17_UT_10066,1.54,0.0044,30.70125,0.000143317
NLA17_UT_10082,3.64,0,10.30875,0
NLA17_UT_10094,2.47,0,18.015,0
NLA17_UT_10100,5.84,0,6.64375,0
NLA17_UT_10120,7.12,0,29.02625,0
NLA17_UT_10140,7.58,0.0017,36.9,4.60705E-05
NLA17_UT_HP002,3.74,0.0146,15.45875,0.000944449
NLA17_VA_10001,6.395,0.01915,83.971875,0.000228053
NLA17_VA_10002,7.07,0.002,104.6075,1.91191E-05
NLA17_VA_10003,4.36,0.0637,27.36,0.002328216
NLA17_VA_10004,8.32,0,35.00125,0
NLA17_VA_10005,3.17,7.00E-04,36.69625,1.90755E-05
NLA17_VA_10006,7.25,0,40.5275,0
NLA17_VA_10007,8.8,7.00E-04,33.06875,2.1168E-05
NLA17_VA_10008,2.48,0.1516,15.03625,0.010082301
NLA17_VA_10009,5.93,6.00E-04,95.83375,6.26084E-06
NLA17_VA_10010,5.89,0,16.07,0
NLA17_VA_10012,6.22,0,92.88,0
NLA17_VA_10013,11.44,0,213.50375,0
NLA17_VA_10014,7.33,1.00E-04,45,2.22222E-06
NLA17_VA_10015,5.81,0,21.985,0
NLA17_VA_10019,7.36,0,77.13125,0
NLA17_VA_10020,3.77,2.00E-04,25.365,7.88488E-06
NLA17_VA_10034,11.7,0.0808,73.72125,0.00109602
NLA17_VA_10035,10.76,0.0689,89.275,0.000771773
NLA17_VA_10036,2.14,0.0637,41.9225,0.00151947
NLA17_VA_10037,2.91,0,31.3925,0
NLA17_VA_10039,4.45,1.4731,111.22125,0.013244771
NLA17_VA_10049,1.67,0,7.59375,0
NLA17_VA_HP001,2.23,0.1547,5.21375,0.029671542
NLA17_VA_HP003,2.31,4.00E-04,13.58375,2.94469E-05
NLA17_VA_HP004,3.79,0,9.7875,0
NLA17_VA_HP005,2.79,0,11.17875,0
NLA17_VA_HP006,2.48,8.00E-04,11.705,6.83469E-05
NLA17_VA_HP007,2.96,5.00E-04,4.2,0.000119048
NLA17_VA_HP008,3.34,0,20.80625,0
NLA17_VT_10001,5.675,2.00E-04,8.0525,2.4837E-05
NLA17_VT_10002,4.34,0.001,9.83875,0.000101639
NLA17_VT_10003,3.205,0.01115,3.748125,0.002974821
NLA17_VT_10004,3.02,0,15.41625,0
NLA17_VT_10005,6.26,3.00E-04,12.1425,2.47066E-05
NLA17_VT_10007,1.91,1.00E-04,17.06875,5.85866E-06
