UniqueLakeName,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,pH,TPtoTN
L0001,-78.1,163.85,NA,NA,NA,NA,NA,NA
L0002,-77.73333,162.1667,NA,NA,NA,NA,NA,NA
L0003,-77.71667,161.6246,NA,NA,NA,NA,NA,NA
L0004,-77.62847,162.8818,NA,NA,NA,NA,NA,NA
L0005,-77.60976,163.1698,NA,NA,NA,NA,NA,NA
L0006,-77.52963,161.5755,NA,NA,NA,NA,NA,NA
L0007,-77.43333,162.7667,NA,NA,NA,NA,NA,NA
L0008,-68.619237,78.39965,NA,NA,NA,NA,NA,NA
L0009,-68.5833,78.4167,NA,NA,NA,NA,NA,NA
L0012,-46.01667,170.083,NA,NA,NA,NA,NA,NA
L0013,-41.4616063,-72.5691535,NA,NA,NA,43.33333333,NA,0.023076923
L0014,-41.35,-71.51666667,NA,NA,0.0099,NA,NA,NA
L0015,-41.25,-71.28333333,NA,NA,0.0096,NA,NA,NA
L0016,-41.1763314,-71.3230519,NA,NA,0.0275,NA,NA,NA
L0017,-41.0833333,-71.45,NA,NA,0.0516,NA,NA,NA
L0018,-41.0833333,-71.18333333,NA,NA,0.014,NA,NA,NA
L0019,-41.0666667,-71.05,NA,NA,0.5204,NA,NA,NA
L0020,-41.05,-71.5,NA,NA,0.014,NA,NA,NA
L0021,-41.0333333,-71.55,NA,NA,0.0068,NA,NA,NA
L0024,-38.3003,176.3939,NA,0.797,0.044,17.88313008,8,0.055918622
L0025,-38.2897,176.5006,NA,0.36,0.009,37.19886364,7.400000095,0.026882542
L0026,-38.266,176.4386,NA,0.194,0.047,4.204081633,7.300000191,0.237864078
L0027,-38.1997,176.4243,NA,0.1,0.016,5.5,7.800000191,0.181818182
L0028,-38.1971,176.3303,NA,0.177,0.0042,39.8,6.900000095,0.025125628
L0029,-38.1674,176.3581,NA,0.196,0.009,22.8,7.679999828,0.043859649
L0030,-38.1149,176.4236,NA,0.1,0.01,8.5,7.5,0.117647059
L0031,-38.0853,176.28285,NA,0.35,0.023,14.27272727,6.900000095,0.070063694
L0032,-38.0578,176.5911,NA,0.11,0.006,17.57142857,7.300000191,0.056910569
L0033,-38.04146775,176.387223,NA,0.1975,0.02,10.86190477,7.199999809,0.092064884
L0034,-38.02437944,176.5348884,NA,0.34,0.031,10.58210784,7.900000095,0.094499131
L0035,-37.83337186,-71.09999232,NA,NA,NA,NA,NA,NA
L0036,-36.8,-57.78333333,NA,NA,0.0291,NA,NA,NA
L0037,-35.85,-57.86666667,NA,NA,0.17565,NA,9.54,NA
L0038,-35.82777762,-57.86110539,0.0072,NA,0.0722,2.727272727,9.85,0.366666667
L0039,-35.7833333,-57.86666667,NA,NA,0.0622,NA,NA,NA
L0040,-35.7,-57.91666667,NA,NA,0.19375,NA,8.645,NA
L0041,-35.66831093,-57.80594886,NA,NA,0.099,NA,NA,NA
L0042,-35.6166667,-57.8,NA,NA,0.6467,NA,NA,NA
L0043,-35.5983634,-58.0315568,NA,2.68,0.1376,NA,8.95,NA
L0045,-35.58333333,-57.91666667,NA,NA,0.20625,NA,8.585,NA
L0046,-35.5833333,-57.9,NA,NA,0.126,NA,NA,NA
L0047,-35.5333333,-58.11666667,NA,NA,0.0802,NA,NA,NA
L0048,-35.445,139.082,NA,NA,NA,25,8.42,0.04
L0049,-35.42,-57.55,NA,NA,0.0468,NA,NA,NA
L0050,-35.37050433,150.4401827,NA,NA,NA,NA,NA,NA
L0051,-35.294302,149.107614,NA,NA,NA,7.266666667,NA,0.137614679
L0052,-34.51801367,150.8446883,NA,NA,NA,NA,NA,NA
L0053,-33.523,-53.13,0.009817,0.14,0.015,15.94022416,7.252,0.062734375
L0054,-33.2953854,151.5019256,NA,0.0505,0.0169,NA,NA,NA
L0055,-33.0857007,151.5720067,NA,0.022,0.02,2.98816568,NA,0.334653465
L0057,-32.07861111,-52.1675,NA,2.87,0.255,NA,8.25,NA
L0061,-28.1539822,153.2824011,0.00315,0.36,0.027,NA,7.68,NA
L0062,-27.7333333,-48.51666667,0.0049,0.6605,0.01255,45.89285714,7.025,0.021789883
L0064,-26.89472,28.14555,NA,NA,NA,NA,NA,NA
L0065,-25.89122884,28.71715933,NA,NA,NA,NA,NA,NA
L0066,-25.8666667,28.26666667,NA,NA,NA,NA,NA,NA
L0067,-25.7366067,27.86112708,NA,NA,NA,NA,NA,NA
L0068,-25.62604186,28.37304995,NA,NA,NA,NA,NA,NA
L0069,-25.43259755,29.31058309,NA,NA,NA,NA,NA,NA
L0070,-25.4101543,27.58835636,NA,NA,NA,NA,NA,NA
L0071,-25.23538001,28.51010664,NA,NA,NA,NA,NA,NA
L0073,-23.7692778,-46.53330556,NA,NA,0.0305,5.625,NA,0.177777778
L0074,-23.6786111,-46.71980556,NA,NA,0.051,NA,NA,NA
L0075,-23.63151493,-47.30575087,NA,0.8145,0.0495,23.21565283,6.58,0.043074386
L0076,-23.574277,-46.628766,NA,NA,NA,NA,7.56,NA
L0077,-23.3660833,-46.66866667,NA,NA,0.02,NA,NA,NA
L0079,-22.765,-53.25694,NA,0.8835,0.04605,15.57526882,5.795,0.064204349
L0080,-22.55463571,-48.42391808,NA,NA,NA,NA,7.9,NA
L0081,-21.65905556,-43.39233333,NA,1.46,0.028,NA,7.11,NA
L0082,-20.625902,31.608379,NA,1.09,0.15,NA,7.79,NA
L0083,-20.473,-40.9178,NA,NA,NA,NA,NA,NA
L0084,-20.08333333,-53.16666667,NA,NA,NA,NA,NA,NA
L0085,-19.95277778,-54.89277778,NA,NA,NA,NA,NA,NA
L0086,-19.02194444,-50.49194444,NA,NA,NA,NA,NA,NA
L0088,-18.50166667,-49.49083333,NA,NA,NA,NA,NA,NA
L0091,-18.09441,-67.0961,NA,NA,NA,NA,8.74,NA
L0092,-17.9892,-48.5317,NA,NA,NA,NA,NA,NA
L0095,-15.34833333,-49.81388889,NA,NA,NA,NA,NA,NA
L0096,-13.83416667,-48.30444444,NA,NA,NA,NA,NA,NA
L0097,-13.49722222,-48.12583333,NA,NA,NA,NA,NA,NA
L0106,-6.9125,107.366,NA,1.3055,0.265,4.010114504,NA,0.249369438
L0107,-5.75,-43.083,NA,NA,NA,NA,NA,NA
L0108,-5.4975148,-38.446833,NA,NA,0.03645,100.8,8.55,0.009920635
L0112,-2.93138889,-79.24611111,0.0014,0.526,0.035,NA,NA,NA
L0113,-2.91166667,-79.25527778,0.0056,0.333,0.011,NA,NA,NA
L0114,-2.89416667,-79.29138889,0.0016,0.349,0.006,NA,NA,NA
L0115,-2.88666667,-79.29305556,0.0029,0.397,0.009,NA,NA,NA
L0116,-2.87916667,-79.26611111,0.0025,0.303,0.01,NA,NA,NA
L0117,-2.86916667,-79.23444444,0.0123,0.18,0.008,NA,NA,NA
L0118,-2.86694444,-79.29972222,0.0023,0.758,0.022,NA,NA,NA
L0119,-2.86388889,-79.29805556,0.0024,0.393,0.024,NA,NA,NA
L0120,-2.85944444,-79.21583333,0.0057,0.298,0.009,NA,NA,NA
L0121,-2.8575,-79.22916667,0.0033,0.168,0.008,NA,NA,NA
L0122,-2.85277778,-79.3425,0.0032,0.195,0.012,NA,NA,NA
L0123,-2.84277778,-79.14666667,0.0041,0.344,0.011,16.25,NA,0.061538462
L0124,-2.83916667,-79.30472222,0.0024,0.243,0.009,31.27272727,NA,0.031976744
L0125,-2.83305556,-79.34444444,0.0021,0.412,0.018,27,NA,0.037037037
L0126,-2.82916667,-79.28944444,0.0029,0.497,0.025,22.88888889,NA,0.04368932
L0127,-2.82583333,-79.25555556,0.0027,0.295,0.013,19.88,NA,0.050301811
L0128,-2.81916667,-79.2575,0.005,0.217,0.005,22.69230769,NA,0.044067797
L0129,-2.81888889,-79.29777778,0.0025,0.162,0.006,43.4,NA,0.023041475
L0130,-2.80777778,-79.21333333,0.0021,0.301,0.01,27,NA,0.037037037
L0131,-2.80166667,-79.26722222,0.002,0.252,0.005,30.1,NA,0.033222591
L0132,-2.79916667,-79.25111111,0.0033,0.736,0.028,NA,NA,NA
L0133,-2.79333333,-79.245,0.0029,0.375,0.019,26.28571429,NA,0.038043478
L0134,-2.79333333,-79.20194444,0.0012,0.315,0.009,19.73684211,NA,0.050666667
L0135,-2.78194444,-79.20888889,0.0055,0.402,0.013,35,NA,0.028571429
L0136,-2.78055556,-79.22,0.006,0.373,0.009,30.92307692,NA,0.032338308
L0138,-2.77916667,-79.23111111,0.0061,0.164,0.004,41.44444444,NA,0.024128686
L0139,-2.77916667,-79.22472222,0.0057,0.407,0.01,41,NA,0.024390244
L0140,-2.77138889,-79.23388889,0.0044,0.445,0.013,40.7,NA,0.024570025
L0141,-2.77,-79.19916667,0.0066,0.52,0.014,34.23076923,NA,0.029213483
L0143,-2.76555556,-79.23111111,0.0041,0.736,0.021,37.14285714,NA,0.026923077
L0144,-2.75388889,-79.23194444,0.0069,0.72,0.025,NA,NA,NA
L0149,-0.7558,33.4384,NA,NA,NA,NA,NA,NA
L0152,-0.5746,30.9893,NA,NA,NA,NA,NA,NA
L0154,0.0161,30.182,NA,NA,NA,NA,NA,NA
L0155,0.517,30.3028,NA,NA,NA,NA,NA,NA
L0157,0.701,30.2167,NA,NA,NA,NA,NA,NA
L0158,1.25039,103.8137,NA,NA,0.02,NA,NA,NA
L0159,1.4139,110.1511,NA,NA,0.044,NA,NA,NA
L0161,1.668,30.95,NA,NA,NA,NA,NA,NA
L0165,3.113,101.5833,NA,NA,0.453,NA,NA,NA
L0166,3.2268,101.6491,NA,NA,0.0043,NA,NA,NA
L0167,3.45,101.6833,NA,NA,0.043,NA,NA,NA
L0169,3.5536,101.65,NA,NA,0.0305,NA,NA,NA
L0173,5.545,-72.928,NA,1.5,0.06,NA,NA,NA
L0175,6.2,81.05,NA,NA,0.4399,NA,NA,NA
L0176,6.2,81.12,NA,NA,0.419,NA,NA,NA
L0177,6.2333,81.1,NA,NA,0.5791,NA,NA,NA
L0178,6.2333,81.12,NA,NA,0.5238,NA,NA,NA
L0179,6.2667,81.03,NA,NA,0.4859,NA,NA,NA
L0180,6.3,81.02,NA,NA,0.4747,NA,NA,NA
L0181,6.3167,81.03,NA,NA,0.2199,NA,NA,NA
L0182,6.3167,81.12,NA,NA,0.2079,NA,NA,NA
L0183,6.3167,81.18,NA,NA,0.3002,NA,NA,NA
L0185,6.3333,81.02,NA,NA,0.3673,NA,NA,NA
L0186,6.3333,81.12,NA,NA,0.2482,NA,NA,NA
L0187,6.35,81.15,NA,NA,0.4724,NA,NA,NA
L0188,6.3667,80.8,NA,NA,0.1588,NA,NA,NA
L0189,6.4167,81.05,NA,NA,0.1956,NA,NA,NA
L0190,6.4167,81.08,NA,NA,0.2901,NA,NA,NA
L0191,6.4333,81.3,NA,NA,0.168,NA,NA,NA
L0192,6.4333,81.32,NA,NA,0.4023,NA,NA,NA
L0193,6.45,81.07,NA,NA,0.3194,NA,NA,NA
L0194,6.505,-1.4083,NA,NA,NA,1.78969697,NA,0.55875381
L0195,6.55,81.07,NA,NA,0.2171,NA,NA,NA
L0196,6.55,81.12,NA,NA,0.2629,NA,NA,NA
L0197,6.6833,81.1,NA,NA,0.1066,NA,NA,NA
L0199,6.7333,81.13,NA,NA,0.168,NA,NA,NA
L0200,6.77010478,79.90475505,NA,NA,NA,NA,NA,NA
L0206,7.6,80.05,NA,NA,0.1797,NA,NA,NA
L0207,7.6167,80.17,NA,NA,0.1861,NA,NA,NA
L0208,7.7,80.13,NA,NA,0.172,NA,NA,NA
L0209,7.8,80.27,NA,NA,0.2321,NA,NA,NA
L0210,7.8167,80.42,NA,NA,0.2072,NA,NA,NA
L0211,7.8333,80.4,NA,NA,0.1263,NA,NA,NA
L0212,7.85,80.4,NA,NA,0.138,NA,NA,NA
L0214,7.8833,80.52,NA,NA,0.4848,NA,NA,NA
L0215,7.9,80.6,NA,NA,0.4898,NA,NA,NA
L0216,7.9667,80.68,NA,NA,0.3273,NA,NA,NA
L0217,8.0333,80.3,NA,NA,0.3894,NA,NA,NA
L0218,8.0833,80.17,NA,NA,0.1647,NA,NA,NA
L0219,8.15,80.52,NA,NA,0.2038,NA,NA,NA
L0220,8.1667,80.52,NA,NA,0.1648,NA,NA,NA
L0221,8.1667,80.55,NA,NA,0.203,NA,NA,NA
L0222,8.1833,80.58,NA,NA,0.2799,NA,NA,NA
L0223,8.2333,80.38,NA,NA,0.27,NA,NA,NA
L0224,8.2833,80.35,NA,NA,0.3449,NA,NA,NA
L0225,8.35,80.37,NA,NA,0.2108,NA,NA,NA
L0226,8.5206,76.8857312,NA,NA,NA,22.31372549,6.4,0.044815466
L0227,8.694,39.003,NA,NA,NA,NA,9.385,NA
L0229,10.88333333,7.7,NA,NA,1.09,NA,7.84,NA
L0230,11.13333333,7.71666667,NA,NA,0.575,NA,7.81,NA
L0232,11.2,7.6,NA,NA,0.905,NA,7.22,NA
L0233,11.2,7.63333333,NA,NA,0.76,NA,7.75,NA
L0234,11.93800515,-85.90056075,NA,0.8647,0.068,11.70079124,NA,0.085464306
L0235,12.0266,37.3035,NA,2.1,0.11,NA,8,NA
L0241,14.69727143,-91.20871429,NA,0.2549,0.035,NA,NA,NA
L0245,18.086925,-66.578098,NA,NA,NA,NA,NA,NA
L0246,18.4,-95.13333333,NA,NA,0.37,NA,7.41,NA
L0248,18.51666667,-95.38333333,NA,NA,0.57,NA,9.14,NA
L0249,18.55,-95.35,NA,NA,0.72,NA,8.25,NA
L0250,18.6,-95.333,NA,NA,0.79,NA,8.87,NA
L0251,18.65,-95.3,NA,NA,0.35,NA,7.09,NA
L0252,18.65,-95.23333333,NA,NA,0.47,NA,7.44,NA
L0254,19.2846,-99.102,NA,1.92,1.8,NA,7.84,NA
L0255,19.318036,-99.172625,NA,NA,NA,0.056296631,7.9,17.76305229
L0257,19.622,-101.256,NA,NA,NA,NA,NA,NA
L0261,21.49090234,-158.0340457,NA,0.295,0.0452,9.774442541,NA,0.102307625
L0264,22.8135,108.3484,NA,8.259,0.346,NA,NA,NA
L0265,23.1317694,113.3443333,NA,3.3,0.1757,18.46428571,NA,0.054158607
L0266,23.1516,113.2793,NA,0.641,0.031,NA,NA,NA
L0267,23.5805,103.3037,NA,6.073,0.205,NA,NA,NA
L0268,23.674094,102.569463,NA,5.66,0.14,NA,8.7,NA
L0269,23.983333,117.55,NA,4.6571,0.011,NA,7.81,NA
L0270,24.016666,32.8833333,NA,NA,NA,NA,7.58,NA
L0271,24.0666666,117.2833333,NA,6.4936,0.0323,NA,9.26,NA
L0272,24.15,102.783333,NA,3.52,0.065,NA,9.45,NA
L0273,24.15,117.75,NA,4.7486,0.1595,NA,7.5,NA
L0274,24.2666666,117.8666666,NA,4.8112,0.0209,NA,8.27,NA
L0275,24.341853,102.787838,NA,2.265,0.4,54.15384615,9.27,0.018465909
L0277,24.5,118.1666667,NA,1.08,0.0139,NA,9.27,NA
L0278,24.602049,102.870873,NA,0.175,0.01,5.6625,8.56,0.176600442
L0279,24.66666666,118.0166666,NA,6.0665,0.0235,NA,9.09,NA
L0280,24.7837645,102.6610502,NA,0.1245,0.16,3.732222222,8.585,0.267936886
L0281,24.7,118,NA,5.5037,0.0243,NA,8.46,NA
L0282,24.76666666,118.35,NA,8.4018,0.2089,NA,9.01,NA
L0283,24.8,118.1333333,NA,5.5623,0.0182,NA,7.89,NA
L0284,24.85,118.4333333,NA,9.5917,0.1016,NA,7.68,NA
L0285,24.9,118.35,NA,5.0173,0.1697,NA,7.67,NA
L0286,24.909444,103.004444,NA,0.51,0.035,14.22222222,8.24,0.0703125
L0287,25.807311,100.192791,NA,0.565,0.02,14.57142857,8.68,0.068627451
L0290,26.4922222,106.4125,NA,1.4,0.029,NA,8.1,NA
L0291,26.53765458,106.4043305,NA,1.6,0.0255,53.79310345,8.1,0.018589744
L0292,26.53512274,106.6484712,NA,2.615,0.0475,70.85,8.05,0.014114326
L0293,26.5452778,106.4244444,NA,1.44,0.026,56,8.1,0.017857143
L0294,26.557095,100.675287,NA,0.58,0.025,28.25,9.39,0.03539823
L0296,26.6319444,106.4991667,NA,1.86,0.03,48.35897436,8.2,0.020678685
L0297,26.6522222,106.5338889,NA,1.94,0.026,NA,8,NA
L0298,26.6765278,106.5477778,NA,2.245,0.0255,75.1923077,8.2,0.013299233
L0299,26.8944687,-80.77732518,0.01326,NA,0.1,NA,8.5,NA
L0301,27.377646,-81.287628,NA,NA,NA,NA,NA,NA
L0302,27.3884,119.4984,NA,0.9,0.05,NA,NA,NA
L0303,27.4841,120.2848,NA,0.536,0.048,NA,NA,NA
L0304,27.725645,100.789125,NA,0.135,0.01,23.2,8.41,0.043103448
L0305,27.74199,-81.49933,0.00566,NA,NA,NA,8.4,NA
L0306,27.819759,-81.415883,NA,NA,NA,NA,NA,NA
L0308,27.84729,-82.77867,0.01541,NA,NA,NA,8.8,NA
L0309,27.919535,-81.276553,NA,NA,NA,NA,NA,NA
L0310,27.94019,-81.65127,0.01215,NA,NA,NA,6.4,NA
L0311,27.9839,-81.702495,NA,NA,0.19,NA,9.9,NA
L0312,28.02626,-81.90969,0.00963,NA,NA,NA,8.7,NA
L0314,28.04774,-97.85987,0.005935,NA,NA,NA,8.4,NA
L0315,28.06127,-82.27729,0.01415,NA,NA,NA,9.4,NA
L0316,28.0921,-81.70713,0.01423,NA,NA,NA,8.9,NA
L0317,28.10830094,-82.71863959,0.01072,NA,0.08,NA,6.7,NA
L0318,28.1121,112.4951,NA,3.9,0.14,NA,NA,NA
L0319,28.16664,-81.83272,0.00513,NA,NA,NA,6.9,NA
L0320,28.201245,-81.391054,NA,NA,NA,NA,NA,NA
L0321,28.219013,-81.203569,NA,NA,NA,NA,NA,NA
L0322,28.3232,-81.22725,0.00455,NA,NA,NA,6.7,NA
L0323,28.50312,-98.38997,0.00595,NA,NA,NA,NA,NA
L0324,28.5141,116.3646,NA,0.61,0.033,11.16666667,NA,0.089552239
L0325,28.5324253,76.5517132,NA,5.03,NA,15.27272727,NA,0.06547619
L0326,28.56369,-81.43795,0.01248,NA,NA,NA,8.4,NA
L0329,28.5734085,-81.76993,0.01964,NA,NA,NA,5.8,NA
L0330,28.62097,-81.62199,0.02511,NA,NA,NA,8.9,NA
L0331,28.57556,-100.1251,0.00813,NA,NA,NA,8.4,NA
L0333,28.63214,-81.35534,0.00816,NA,NA,NA,8.2,NA
L0334,28.63736,-81.1376,0.01534,NA,NA,NA,6.15,NA
L0335,28.784073,-81.800147,NA,NA,NA,NA,NA,NA
L0336,28.790415,-81.704013,NA,NA,NA,NA,NA,NA
L0337,28.8253,-81.83672,0.01781,NA,NA,NA,8.7,NA
L0338,28.83934,-81.27047,0.01172,NA,NA,NA,8.3,NA
L0339,28.859884,-81.949154,NA,NA,NA,NA,NA,NA
L0340,28.86654,-81.68246,0.01581,NA,NA,NA,7.5,NA
L0341,28.906153,-82.123482,NA,NA,NA,NA,NA,NA
L0342,28.91617,-81.73899,0.0148,NA,NA,NA,8.6,NA
L0344,29.10964748,116.2950805,0.00248,1.49,0.09,18.48484848,7.85,0.054098361
L0346,29.09294,-97.08741,0.00655,NA,NA,NA,7.5,NA
L0349,29.17488,-100.6327,0.00487,NA,NA,NA,7.9,NA
L0350,29.1979,112.7402,NA,1.091,0.1145,42.04166667,7.83,0.023785927
L0351,29.20566,-95.35918,0.00626,NA,NA,NA,8.7,NA
L0352,29.25917667,-98.37587333,0.01,NA,0.4685,NA,9.2,NA
L0354,29.4680125,-81.5003055,0.01131,NA,NA,NA,8.3,NA
L0355,29.459979,-82.173143,NA,NA,NA,NA,NA,NA
L0356,29.49147,-101.1563,0.00293,NA,NA,NA,8.4,NA
L0357,29.515674,-82.127354,NA,NA,NA,NA,NA,NA
L0358,29.5530941,118.9353968,NA,1.04,0.025,2.882787751,NA,0.346886447
L0360,29.739041,-82.076831,NA,NA,NA,NA,NA,NA
L0362,29.85467,-95.16668,NA,NA,0.1,NA,7.1,NA
L0364,29.927098,-82.187819,NA,NA,NA,NA,NA,NA
L0365,29.9725,116.1384,NA,0.615,0.042,8.275229358,NA,0.120842572
L0366,30.0079,-97.82233,0.00824,NA,NA,NA,7.9,NA
L0370,30.223,114.197,NA,1.28,0.0803,NA,8.24,NA
L0371,30.27316667,114.4925556,NA,0.25,0.02,17.94642857,8.555,0.055721393
L0372,30.24052,-96.81149,0.01364,NA,NA,NA,7,NA
L0374,30.29009,-96.59781,0.00849,NA,NA,NA,7.9,NA
L0375,30.42130345,-91.16577925,NA,NA,0.44,NA,8.6,NA
L0376,30.414833,-91.1731929,NA,NA,NA,NA,NA,NA
L0377,30.43252,-84.5445,0.00702,NA,NA,NA,8.8,NA
L0378,31.51366941,117.5622426,NA,2.517,0.436,NA,8.18,NA
L0379,30.4264,114.238,NA,2.514,0.293,24.36363636,NA,0.041044776
L0380,30.47159,-88.61259,0.00507,NA,NA,NA,7.31,NA
L0381,30.48766667,114.384,NA,8.17,0.73,12.5,8.21,0.08
L0382,30.55733333,114.4023333,NA,0.74,0.023,11.19178082,8.3,0.089351285
L0383,30.5078,114.1048,NA,2.038,0.059,8.580204778,NA,0.116547335
L0385,30.5328,114.2995,NA,1.032,0.048,34.54237288,NA,0.028949951
L0386,30.53714,-92.4431,0.00588,NA,NA,NA,7.1,NA
L0387,30.54233333,114.3503333,NA,1.36,0.23,32.17391304,8.49,0.031081081
L0388,30.5449,114.219,NA,6.848,1.05,21.5,NA,0.046511628
L0390,30.6409,114.6111,NA,0.633,0.046,NA,NA,NA
L0391,30.6483,114.6973,NA,0.717,0.049,13.76086957,NA,0.072669826
L0392,30.65,111.516,NA,NA,NA,NA,NA,NA
L0393,30.666261,90.635117,NA,NA,NA,NA,NA,NA
L0394,30.75107,-93.1114,0.00676,NA,NA,NA,6.52,NA
L0396,30.75593,-98.68391,0.00236,NA,NA,NA,8.4,NA
L0398,30.98563695,109.7580439,NA,NA,NA,NA,NA,NA
L0400,30.83484,-93.43655,0.00932,NA,NA,NA,NA,NA
L0401,30.85368,-95.34226,0.00677,NA,NA,NA,8.6,NA
L0402,31.2510423,120.0899889,0.00447,2.12,0.154,2.519298246,8.41,0.396935933
L0404,30.96113,-83.65566,0.0095,NA,NA,NA,7.23,NA
L0408,31.017,115.9533,NA,0.918,0.04,14.63265306,NA,0.068340307
L0409,31.018497,109.463989,NA,3.4049,0.1805,22.95,NA,0.043572985
L0410,31.05988,-81.41309,0.00478,NA,NA,NA,8.17,NA
L0412,31.10387,-92.47015,0.00477,NA,NA,NA,6.39,NA
L0413,31.11223335,120.9714834,0.00772,4.7565,0.351,18.86371191,8.54,0.053011836
L0416,31.14849,-97.74533,0.00429,NA,NA,NA,8.25,NA
L0417,31.16378,-83.5419,0.01056,NA,NA,NA,8.7,NA
L0418,31.18087431,108.4634846,NA,NA,NA,NA,NA,NA
L0419,31.1936,-94.30727,0.00514,NA,NA,NA,7.1,NA
L0420,31.19633,-89.30336,0.00421,NA,NA,NA,7.36,NA
L0421,31.20627,-91.5469,0.01418,NA,NA,NA,9.72,NA
L0422,31.26784,-86.94776,0.00593,NA,NA,NA,8.6,NA
L0424,31.29345,-92.74143,0.00575,NA,NA,NA,7.7,NA
L0425,31.30046,-89.43473,0.00314,NA,NA,NA,7.6,NA
L0427,31.37317,-92.74402,0.0065,NA,NA,NA,6.87,NA
L0428,31.40138,-111.087,0.01024,NA,NA,NA,8.6,NA
L0429,31.421938,120.355347,NA,1.2,0.0519,18.7820148,NA,0.053242424
L0430,31.4311,120.8132,NA,2.452,0.094,26.04741379,NA,0.038391527
L0431,31.44842,-86.43728,0.00449,NA,NA,NA,7.1,NA
L0433,31.4822,118.8815,NA,0.536,0.089,26.08510638,NA,0.038336052
L0439,31.5878,119.8113,NA,7.882,0.384,6.02247191,NA,0.166044776
L0440,31.5883,119.8114,NA,3.197,0.218,20.52604167,NA,0.048718599
L0442,31.66684,-91.50917,0.008045,NA,NA,NA,8.36,NA
L0443,31.70974,-91.37125,0.00348,NA,NA,NA,8.14,NA
L0445,31.77845,-99.4868,0.00657,NA,NA,NA,8.1,NA
L0447,31.82397,-96.04333,NA,NA,0.082,NA,8.8,NA
L0449,31.89214,-90.60094,0.00729,NA,NA,NA,6.77,NA
L0453,31.95537,-91.22047,0.00443,NA,NA,NA,7.77,NA
L0454,32.02986,-97.62567,0.00654,NA,NA,NA,8,NA
L0455,32.0373,-99.51439,0.00475,NA,NA,NA,8.4,NA
L0456,32.02071,-94.42549,NA,NA,0.062,NA,7.65,NA
L0459,32.07004,-84.297,0.00316,NA,NA,NA,6.55,NA
L0462,32.08989,-95.89426,0.01541,NA,NA,NA,6.8,NA
L0463,32.09046,-93.48976,0.00704,NA,NA,NA,7.4,NA
L0465,32.1166,-96.14918,0.00761,NA,NA,NA,7.7,NA
L0466,32.12205,-95.48843,0.009025,NA,NA,NA,8,NA
L0469,32.1911926,35.8191331,NA,NA,NA,NA,NA,NA
L0471,32.23706,-101.3182,0.00574,NA,NA,NA,8.4,NA
L0472,32.23766,-98.40515,0.00926,NA,NA,NA,9.9,NA
L0473,32.25404,-95.80077,0.01233,NA,NA,NA,6.2,NA
L0476,32.35269,-86.49043,0.00255,NA,NA,NA,7.9,NA
L0477,32.40169,-93.387,0.01345,NA,NA,NA,NA,NA
L0478,32.37834,-82.06485,0.01067,NA,NA,NA,6.45,NA
L0481,32.44658,-99.01292,NA,NA,NA,NA,8,NA
L0482,32.45275,-96.06121,0.00937,NA,NA,NA,7.6,NA
L0484,32.47737,-81.83069,0.01305,NA,NA,NA,7.03,NA
L0485,32.48419,-83.65078,0.00293,NA,NA,NA,5.68,NA
L0486,32.49,111.49,NA,NA,0.0257,NA,NA,NA
L0488,32.51233,-87.85257,0.00239,NA,NA,NA,7.4,NA
L0489,32.515661,-93.87497233,0.009335,NA,0.05,NA,7.2,NA
L0491,32.58957,-99.68353,0.00514,NA,0.095,NA,8.4,NA
L0493,32.585255,-101.16555,NA,NA,0.048,NA,8.4,NA
L0494,32.59301,-98.31569,0.01266,NA,NA,NA,7.7,NA
L0495,32.60301,-84.81808,0.004055,NA,NA,NA,7.275,NA
L0496,32.6274333,120.0954139,NA,1.3,0.0663,23.12138728,NA,0.04325
L0499,32.67018,-94.0772,0.01169,NA,NA,NA,8.2,NA
L0500,32.71216,-91.70158,0.00722,NA,NA,NA,7.1,NA
L0501,32.7146,-92.44502,0.01118,NA,NA,NA,6.86,NA
L0502,32.7163,35.56855,NA,NA,NA,NA,NA,NA
L0503,32.737583,-85.833231,NA,NA,NA,NA,NA,NA
L0505,32.75599,-86.38311,0.00312,NA,NA,NA,9,NA
L0506,32.7839675,-94.58974,0.00954,NA,0.01,NA,7.6,NA
L0509,32.83666,-96.71956,0.00343,NA,NA,NA,8.05,NA
L0510,32.83,119.33,NA,0.74,0.08,24.73553719,7.81,0.040427665
L0515,32.9458,-96.453615,0.00664,NA,0.011,NA,8.25,NA
L0516,33.00711,-107.2748,0.003645,NA,NA,NA,8.1,NA
L0518,33.03606,-79.98379,0.01391,NA,NA,NA,NA,NA
L0519,33.0448525,-96.4887,0.00511,NA,NA,NA,8.2,NA
L0520,33.06586,-96.98715,0.00533,NA,NA,NA,8.7,NA
L0522,33.07333,-115.5092,0.01272,NA,NA,NA,7.9,NA
L0525,33.10357333,-97.00848333,NA,NA,NA,NA,8.6,NA
L0526,33.0978,-86.48006,0.00404,NA,NA,NA,8,NA
L0527,33.14558,-90.35508,0.01074,NA,NA,NA,7.03,NA
L0528,33.15857,-107.2214,0.00369,NA,NA,NA,7.9,NA
L0531,33.24145,-116.7467,0.01557,NA,NA,NA,8.6,NA
L0535,33.28828,-87.14105,0.00232,NA,NA,NA,7.4,NA
L0536,33.29134108,118.7189368,NA,1.67,0.13,NA,9.005,NA
