UniqueLakeName,Lat,Lon,DOC_Median,TN_Median,TP_Median,TNtoTP_Median,pH,TPtoTN
L3905,44.26667,-65.93333,NA,0.215,0.0105,NA,NA,NA
L3906,44.26819,-70.59124,NA,NA,0.017,NA,NA,NA
L3907,44.269,-69.93,NA,NA,0.0224,NA,NA,NA
L3908,44.269,-72.26393,NA,NA,0.0121,NA,NA,NA
L3909,44.27221255,-69.98380718,0.00421,0.276,0.019,NA,NA,NA
L3910,44.27432,-93.35,NA,NA,0.196,NA,NA,NA
L3911,44.27448,-93.82618,NA,NA,0.106,NA,NA,NA
L3912,44.27448,-93.72733,NA,NA,0.0475,NA,NA,NA
L3913,44.27454,-70.70853,0.00357,0.188,0.007,NA,NA,NA
L3914,44.27549,-93.77627,NA,NA,0.3635,NA,NA,NA
L3915,44.27598,-95.93551,NA,NA,0.107,NA,NA,NA
L3916,44.28262696,-70.2682487,NA,NA,0.012,NA,NA,NA
L3917,44.28333,-64.6,NA,0.14,0.0175,NA,NA,NA
L3918,44.28482,-87.73349,NA,NA,0.0205,NA,NA,NA
L3919,44.2856,-93.57961,NA,NA,0.118,NA,NA,NA
L3920,44.28913,-93.81564,NA,NA,NA,NA,NA,NA
L3921,44.28946,-96.24095,NA,NA,0.2,NA,NA,NA
L3922,44.28978,-89.10336,NA,NA,0.0082,NA,NA,NA
L3923,44.29106667,-69.94975802,0.004005,0.2595,0.007,NA,NA,NA
L3924,44.29132,-69.39468,0.004,0.188,0.0075,NA,NA,NA
L3925,44.29087357,-69.37550071,0.003085,0.197,0.006,NA,NA,NA
L3926,44.2939,-72.13742,NA,NA,0.012,NA,NA,NA
L3927,44.294252,-84.169168,NA,NA,0.021,NA,NA,NA
L3928,44.295,-70.049,NA,NA,0.0238,NA,NA,NA
L3929,44.2951,-93.42956,NA,NA,0.103,NA,NA,NA
L3932,44.30039,-69.06983,0.00629,0.295,0.008,NA,NA,NA
L3933,44.30126054,-68.39710703,0.004465,0.2365,0.00595,NA,NA,NA
L3934,44.30175,-110.6285,0.00181,NA,NA,NA,7.2,NA
L3935,44.30206,-84.75843,NA,NA,NA,NA,6.04,NA
L3936,44.30263,-90.51309,NA,NA,0.069,NA,NA,NA
L3937,44.30439,-93.46971,NA,NA,NA,NA,NA,NA
L3938,44.30536,-93.63385,NA,NA,NA,NA,NA,NA
L3939,44.30545,-93.27827,NA,NA,NA,NA,NA,NA
L3940,44.30658,-118.685,0.00231,NA,NA,NA,8.5,NA
L3941,44.30707,-72.21242,NA,NA,0.011,NA,NA,NA
L3942,44.30736,-89.26662,NA,NA,0.0146,NA,NA,NA
L3943,44.30839,-83.4908925,NA,NA,0.009,NA,NA,NA
L3944,44.31,-71.883,NA,NA,0.0097,NA,NA,NA
L3945,44.31051,-94.266,NA,NA,0.108,NA,NA,NA
L3946,44.31108,-68.28941,0.0031,0.17,0.0042,NA,NA,NA
L3947,44.31137,-69.35344,NA,NA,0.0105,NA,NA,NA
L3948,44.31667,-65.93333,NA,1.3,0.375,NA,NA,NA
L3949,44.31669,-122.0464,0.00034,NA,NA,NA,7.8,NA
L3950,44.31697,-72.21137,NA,NA,0.02105,NA,NA,NA
L3951,44.31832,-75.77493,0.0045,0.5,0.016,NA,NA,NA
L3952,44.31868737,-70.22638316,NA,NA,0.009,NA,NA,NA
L3953,44.3265,-70.0275,NA,NA,0.01185,NA,NA,NA
L3954,44.31908,-93.57988,NA,NA,NA,NA,NA,NA
L3955,44.322,-97.111,NA,NA,NA,NA,NA,NA
L3957,44.32256,-68.39766,0.00771,0.256,0.00755,NA,NA,NA
L3958,44.323558,-89.191094,0.002825,NA,0.0084,NA,8.5,NA
L3959,44.32275595,-70.08889013,0.004285,0.2765,0.015,NA,NA,NA
L3960,44.32530706,-69.65963382,0.00374,0.439,0.017,NA,NA,NA
L3961,44.32456,-88.94818,NA,NA,0.048,NA,NA,NA
L3962,44.32525778,-85.23550222,0.005589261,0.8241125,0.0095,NA,NA,NA
L3963,44.32605966,-72.33156276,0.00726,NA,0.017,NA,6.9,NA
L3964,44.32856563,-68.36340625,0.003,0.152,0.0038,NA,NA,NA
L3965,44.32708,-70.39946,NA,NA,0.006,NA,NA,NA
L3966,44.32744975,-68.337532,0.002895,0.167,0.00415,NA,NA,NA
L3967,44.32794,-97.11672,0.01347,NA,NA,NA,9.05,NA
L3968,44.32772197,-69.88699296,0.00627,0.521,0.02,NA,NA,NA
L3969,44.32812,-93.34491,NA,NA,0.128,NA,NA,NA
L3970,44.32848,-72.21063,NA,NA,0.012,NA,NA,NA
L3972,44.32993,-93.48287,NA,NA,NA,NA,NA,NA
L3973,44.330266,-83.667992,NA,NA,0.0165,NA,NA,NA
L3974,44.341195,-89.150355,NA,NA,0.013,NA,7.7,NA
L3975,44.32994842,-68.69384421,0.002425,0.1305,0.007,NA,NA,NA
L3976,44.3324,-93.44614,NA,NA,NA,NA,NA,NA
L3977,44.33128757,-68.25527243,0.001925,0.1355,0.00255,NA,NA,NA
L3978,44.33333,-65.93333,NA,0.52,0.06,NA,NA,NA
L3979,44.33888667,-64.58889,NA,0.16,0.025,18.6,NA,0.053763441
L3980,44.3336,-69.03477,0.00383,0.146,0.008,NA,NA,NA
L3981,44.33563167,-85.28446,NA,NA,0.0145,NA,NA,NA
L3982,44.33818,-93.95245,NA,NA,NA,NA,NA,NA
L3983,44.33826,-84.65609,NA,NA,NA,NA,5.67,NA
L3984,44.3403328,-70.277657,0.00297,0.169,0.009,NA,NA,NA
L3985,44.3404375,-83.6583475,NA,NA,0.015,NA,NA,NA
L3986,44.33937,-93.39208,NA,NA,0.0775,NA,NA,NA
L3987,44.38070758,-69.968424,NA,NA,0.009,NA,NA,NA
L3988,44.34135,-93.66152,NA,NA,0.7475,NA,NA,NA
L3989,44.34266,-89.11263,NA,NA,0.032,NA,NA,NA
L3990,44.34484941,-68.23893412,0.0021,0.129,0.0043,NA,NA,NA
L3991,44.34503,-87.71301,NA,NA,0.02,NA,NA,NA
L3992,44.34517,-84.40524,NA,NA,NA,NA,6.18,NA
L3993,44.34581,-89.08699,NA,NA,0.033,NA,NA,NA
L3994,44.34889929,-69.90771341,0.00397,0.1865,0.01,NA,NA,NA
L3996,44.349,-71.671,NA,NA,0.0082,NA,NA,NA
L3997,44.35,-65.85,NA,0.405,0.011,5,NA,0.2
L3998,44.35168,-73.08581,NA,NA,0.0165,NA,NA,NA
L3999,44.35294,-68.37779,0.0045,0.291,0.0094,NA,NA,NA
L4000,44.35431,-93.36637,NA,NA,NA,NA,NA,NA
L4001,44.3544,-93.58234,NA,NA,NA,NA,NA,NA
L4003,44.35843,-70.68085,NA,NA,0.005,NA,NA,NA
L4004,44.3593,-70.79162,0.006755,0.307,0.01,NA,NA,NA
L4005,44.35934,-69.429,0.005325,0.236,0.006,NA,NA,NA
L4006,44.3598,-85.32174,1.00E-04,0.5896376,0.0204,NA,NA,NA
L4007,44.36012,-69.87577,0.00838,0.718,0.019,NA,NA,NA
L4008,44.36034,-93.61544,NA,NA,NA,NA,NA,NA
L4009,44.36114,-68.19525,NA,0.26,0.012,NA,NA,NA
L4010,44.3619,-96.09594,NA,NA,0.184,NA,NA,NA
L4013,44.36259,-86.22945,NA,NA,0.0065,NA,NA,NA
L4014,44.36348571,-68.25030476,0.0018,0.149,0.0033,NA,NA,NA
L4015,44.36456,-101.0545,0.06687,NA,NA,NA,8.505,NA
L4016,44.36562,-89.73911,NA,NA,0.0158,NA,NA,NA
L4017,44.36528843,-69.60530848,0.00491,0.58,0.021,NA,NA,NA
L4018,44.36808,-93.64121,NA,NA,0.0785,NA,NA,NA
L4019,44.36764,-84.46251143,0.01010243,0.6249702,0.01095,NA,NA,NA
L4020,44.36982,-69.30192,0.00338,0.251,0.006,NA,NA,NA
L4021,44.36992,-93.44179,NA,NA,0.109,NA,NA,NA
L4022,44.37014,-73.08418,NA,NA,0.027,NA,NA,NA
L4023,44.37017,-69.67375,0.00412,0.2565,0.006,NA,NA,NA
L4024,44.37031,-68.2748,0.0095,0.48,0.01,NA,NA,NA
L4025,44.37131,-85.25148,0.00509165,0.4249716,0.0095,NA,NA,NA
L4027,44.37178,-121.8732,7.00E-04,NA,NA,NA,6.3,NA
L4028,44.37294,-93.39544,NA,NA,0.0525,NA,NA,NA
L4029,44.37549625,-70.65159844,0.004,0.233,0.0075,NA,NA,NA
L4031,44.383,-96.04457,NA,NA,0.114,NA,NA,NA
L4032,44.3832,-72.49591,NA,NA,0.01715,NA,NA,NA
L4033,44.38333,-65.1,NA,0.17,0.005,36.81818182,NA,0.027160494
L4034,44.38792,-69.33497429,0.0026,0.136,0.005,NA,NA,NA
L4035,44.38934,-68.25715,0.0069,0.3,0.0092,NA,NA,NA
L4036,44.38955,-69.18117,0.00621,0.3565,0.012,NA,NA,NA
L4037,44.39024,-69.8302,0.00406,NA,0.015,NA,NA,NA
L4038,44.39084,-96.17005,NA,NA,0.068,NA,NA,NA
L4039,44.39202,-90.11849,NA,NA,0.3375,NA,NA,NA
L4040,44.39263,-93.32385,NA,NA,0.078,NA,NA,NA
L4041,44.39281,-70.02622,0.00398,0.225,0.008,NA,NA,NA
L4042,44.3959,-72.44352,NA,NA,0.011,NA,NA,NA
L4043,44.39803,-93.62717,NA,NA,0.201,NA,NA,NA
L4044,44.398986,-83.973154,NA,NA,0.02,NA,NA,NA
L4045,44.39981,-71.87128,NA,NA,0.0095,NA,NA,NA
L4046,44.40001,-68.24291,0.00531,0.3845,0.01,NA,NA,NA
L4048,44.40126,-70.06395,0.00767,0.389,0.009,NA,NA,NA
L4049,44.40212875,-84.02545,NA,NA,0.0135,3,NA,0.333333333
L4050,44.40467,-96.35818,0.0082,NA,0.123,NA,NA,NA
L4052,44.411,-69.656,NA,NA,0.0355,NA,NA,NA
L4054,44.41417,-88.94357,NA,NA,0.017,NA,NA,NA
L4055,44.41467,-93.34399,NA,NA,0.511,NA,NA,NA
L4057,44.4158025,-84.280455,NA,NA,0.009,NA,NA,NA
L4058,44.41667,-64.45,NA,0.37,0.01,34,NA,0.029411765
L4060,44.41792,-69.12892,0.00618,0.386,0.013,NA,NA,NA
L4061,44.42056,-84.12064,NA,NA,NA,NA,7.77,NA
L4062,44.42061,-69.4617,0.0069,NA,0.012,NA,NA,NA
L4063,44.4210592,-69.98568427,0.00433,0.31,0.009,NA,NA,NA
L4064,44.42532227,-70.32422909,0.004325,0.198,0.0091,NA,NA,NA
L4066,44.43181857,-83.92016,0.016124375,0.3372506,0.011,NA,8,NA
L4067,44.4373988,-69.55813809,0.004175,0.403,0.018,NA,NA,NA
L4068,44.43065,-96.2903,0.01185,NA,NA,NA,8,NA
L4070,44.43380115,-86.15429154,NA,NA,0.009,NA,NA,NA
L4072,44.4356375,-85.9991075,NA,NA,0.029,NA,NA,NA
L4073,44.43635,-94.80789,NA,NA,NA,NA,NA,NA
L4074,44.43748,-93.69739,NA,NA,0.454,NA,NA,NA
L4075,44.44,-96.97,NA,NA,NA,NA,NA,NA
L4076,44.43453333,-70.02336667,0.00363,0.238,0.006,NA,NA,NA
L4077,44.44032,-90.82723,NA,NA,0.11,NA,NA,NA
L4078,44.445,-97.002,NA,NA,NA,NA,NA,NA
L4079,44.4455,-72.24811,NA,NA,0.0144,NA,NA,NA
L4080,44.44688591,-71.81114204,0.00536,NA,0.0111,NA,7.6,NA
L4081,44.44956,-96.08419,NA,NA,NA,NA,NA,NA
L4082,44.44798,-83.486718,NA,NA,0.0085,NA,NA,NA
L4083,44.45437,-93.50199,NA,NA,NA,NA,NA,NA
L4084,44.45481,-93.47589,NA,NA,NA,NA,NA,NA
L4085,44.45688,-83.62309,0.007181426,0.1987758,0.0073,NA,NA,NA
L4086,44.45789,-72.34203,NA,NA,0.012,NA,NA,NA
L4087,44.45824,-107.0404,0.00398,NA,NA,NA,7.2,NA
L4088,44.45849,-93.31222,NA,NA,NA,NA,NA,NA
L4089,44.45855,-73.50037,NA,0.35,0.016,NA,NA,NA
L4090,44.46233576,-70.39788606,0.003,0.186,0.006,NA,NA,NA
L4091,44.45905,-72.42519,NA,NA,0.0152,NA,NA,NA
L4092,44.46167,-83.69819,0.008300347,0.2095609,0.0101,NA,NA,NA
L4093,44.46183,-93.496,NA,NA,NA,NA,NA,NA
L4094,44.46212,-83.74389,0.01014928,0.187922,0.0101,NA,NA,NA
L4095,44.46681,-106.7541,0.0034,NA,NA,NA,8.3,NA
L4096,44.46581,-68.67422,0.00954,0.568,0.0155,NA,NA,NA
L4097,44.4689,-84.68855,NA,NA,NA,NA,NA,NA
L4098,44.46967,-88.90796,NA,NA,0.057,NA,NA,NA
L4099,44.47023,-89.33774,NA,NA,0.015,NA,NA,NA
L4100,44.47238,-93.5448,NA,NA,NA,NA,NA,NA
L4101,44.47376,-93.59347,NA,NA,NA,NA,NA,NA
L4103,44.48281643,-69.78380929,0.004455,0.2325,0.009,NA,NA,NA
L4104,44.48222,-69.14714,0.00402,0.2165,0.005,NA,NA,NA
L4105,44.48272,-83.83066,0.006840315,0.5313236,0.0061,NA,NA,NA
L4106,44.485874,-86.239538,NA,NA,0.016,NA,NA,NA
L4107,44.49119,-93.50086,NA,NA,NA,NA,NA,NA
L4108,44.49211,-96.45996,NA,NA,0.208,NA,NA,NA
L4109,44.489203,-70.029713,0.00381,0.238,0.00715,NA,NA,NA
L4110,44.495475,-69.989105,0.0032,0.196,0.0085,NA,7.1,NA
L4111,44.50461,-89.54791,NA,NA,0.037,NA,NA,NA
L4112,44.50462,-75.58332,NA,0.59,0.039,NA,NA,NA
L4113,44.50671125,-70.7229125,0.00415,NA,0.007,NA,6.78,NA
L4114,44.506,-69.914,NA,NA,0.01,NA,NA,NA
L4115,44.50841,-93.48072,NA,NA,NA,NA,NA,NA
L4116,44.50852,-72.21591,NA,NA,0.0098,NA,NA,NA
L4117,44.51435,-96.29061,NA,NA,NA,NA,NA,NA
L4118,44.51568,-92.97443,NA,NA,0.205,NA,NA,NA
L4119,44.51667,-63.71667,NA,0.23,0.007,37,NA,0.027027027
L4120,44.51667,-63.55,NA,0.32,0.013,32.85714286,NA,0.030434783
L4121,44.517715,-84.13677,0.005904133,0.5176811,0.0051,NA,NA,NA
L4122,44.51803,-70.01016,NA,NA,0.01,NA,NA,NA
L4123,44.51886,-89.26874,NA,NA,0.011,NA,NA,NA
L4124,44.51901,-89.13191,NA,NA,0.022,NA,NA,NA
L4125,44.51999014,-69.47060671,0.00598,0.7285,0.054,NA,NA,NA
L4126,44.5207075,-69.99182025,0.00362,0.189,0.0099,NA,NA,NA
L4127,44.54049493,-69.77504884,0.00356,0.316,0.012,NA,NA,NA
L4128,44.52928,-72.16678,NA,NA,0.0103,NA,NA,NA
L4129,44.52974,-72.37289,NA,NA,0.022,NA,NA,NA
L4130,44.53095,-89.1146,NA,NA,0.014,NA,NA,NA
L4131,44.52714286,-69.86366714,0.0037,0.2685,0.009,NA,NA,NA
L4132,44.53333,-64.55,NA,0.09,0.004,24.61538462,NA,0.040625
L4133,44.5344,-72.09548,NA,NA,0.0098,NA,NA,NA
L4134,44.53467,-95.13731,NA,NA,NA,NA,NA,NA
L4135,44.53528,-73.09854,NA,NA,0.0139,NA,NA,NA
L4136,44.53678,-96.24194,NA,NA,NA,NA,NA,NA
L4137,44.53736,-97.15487,0.01899,NA,NA,NA,8.6,NA
L4138,44.53912,-96.329,NA,NA,NA,NA,NA,NA
L4139,44.54071,-87.50597,NA,NA,0.021,NA,NA,NA
L4140,44.544,-110.8356,0.01007,NA,NA,NA,8.9,NA
L4142,44.547075,-68.98624167,0.002795,0.186,0.0065,NA,NA,NA
L4143,44.54902,-88.92979,NA,NA,0.024,NA,NA,NA
L4144,44.55192,-95.61399,NA,NA,0.146,NA,NA,NA
L4145,44.55367,-73.11997,NA,NA,0.03445,NA,NA,NA
L4146,44.55726,-68.9371,0.00263,0.162,0.004,NA,NA,NA
L4147,44.560685,-86.18225833,NA,NA,0.011,NA,NA,NA
L4148,44.56185,-71.70215,NA,NA,0.024,NA,NA,NA
L4149,44.56314,-96.41732,NA,NA,NA,NA,NA,NA
L4150,44.56406167,-86.212775,NA,NA,0.014,NA,NA,NA
L4151,44.56481,-93.21795,NA,NA,NA,NA,NA,NA
L4152,44.56532,-69.66527,NA,NA,0.013,NA,NA,NA
L4153,44.56667,-63.81667,NA,0.22,0.037,22.5,NA,0.044444444
L4154,44.56688,-96.42282,NA,NA,NA,NA,NA,NA
L4155,44.56696,-85.34389,NA,NA,0.008,NA,NA,NA
L4156,44.56813,-68.66246,0.00241,0.159,0.004,NA,NA,NA
L4157,44.56839,-98.12948,0.01088,NA,NA,NA,8.4,NA
L4158,44.5689,-94.20767,NA,NA,NA,NA,NA,NA
L4159,44.5704705,-83.6999795,NA,NA,0.015,NA,NA,NA
L4160,44.57123,-95.62888,NA,NA,NA,NA,NA,NA
L4161,44.5763,-83.81695,0.008813888,0.1864102,0.011,NA,NA,NA
L4162,44.57937,-95.4788,NA,NA,0.2175,NA,NA,NA
L4163,44.58327,-87.48827,NA,NA,0.014,NA,NA,NA
L4164,44.58333,-63.81667,NA,0.19,0.04,NA,NA,NA
L4165,44.58524354,-72.31042456,0.00267,NA,0.0078,NA,8.4,NA
L4166,44.58811,-68.59849,0.00295,0.234,0.01,NA,NA,NA
L4167,44.602167,-68.560767,0.002795,0.1435,0.005,NA,6.4,NA
L4169,44.59894,-68.15262,0.00355,0.161,0.005,NA,NA,NA
L4170,44.6,-64.35,NA,0.16,0.006,4.75,NA,0.210526316
L4171,44.6,-63.71667,NA,0.19,0.005,26.66666667,NA,0.0375
L4172,44.60365,-68.09909,0.00301,0.225,0.006,NA,NA,NA
L4173,44.60509,-68.78117,0.004285,0.28,0.008,NA,NA,NA
L4174,44.60602,-93.5633,NA,NA,NA,NA,NA,NA
L4175,44.60625667,-85.80796167,NA,NA,0.011,NA,NA,NA
L4176,44.60958424,-69.78278202,0.003925,0.399,0.0182,NA,NA,NA
L4177,44.61065818,-85.78058,NA,NA,0.005,NA,NA,NA
L4178,44.61308,-68.2408,0.003495,0.305,0.013,NA,NA,NA
L4179,44.616024,-85.904802,NA,NA,0.01,NA,NA,NA
L4180,44.61667,-64.28333,NA,0.2,0.004,38,NA,0.026315789
L4181,44.61667,-63.86667,NA,0.19,0.014,50,NA,0.02
L4182,44.61705,-95.68046,NA,NA,NA,NA,NA,NA
L4183,44.61814,-89.24204,NA,NA,0.0175,NA,NA,NA
L4184,44.61857,-93.97407,NA,NA,0.13,NA,NA,NA
L4185,44.62576,-68.11113,0.004385,0.2255,0.006,NA,NA,NA
L4186,44.62739,-86.23250667,NA,NA,0.079,NA,NA,NA
L4187,44.62674,-85.743338,NA,NA,0.007,NA,NA,NA
L4188,44.62746,-88.77454,NA,NA,0.059,NA,NA,NA
L4189,44.62348935,-69.84335221,0.0036,0.2865,0.018,NA,NA,NA
L4190,44.633,-93.4145,NA,NA,NA,NA,NA,NA
L4191,44.63333,-64.31667,NA,0.18,0.009,13.57142857,NA,0.073684211
L4192,44.63333,-63.85,NA,0.21,0.016,20,NA,0.05
L4193,44.636992,-85.155518,NA,NA,0.017,NA,NA,NA
L4194,44.63932,-72.39444,NA,NA,0.084,NA,NA,NA
L4195,44.63943,-85.78652,0.00412,NA,NA,NA,7.9,NA
L4196,44.6421,-111.3964,0.00427,NA,NA,NA,8.6,NA
L4197,44.64231,-71.65179,0.00294,NA,NA,NA,7.3,NA
L4198,44.64597,-68.74469,0.00318,0.196,0.006,NA,NA,NA
L4199,44.64745258,-69.33017,0.00728,0.584,0.021,NA,NA,NA
L4200,44.647074,-85.501328,NA,NA,0.009,NA,NA,NA
L4201,44.64714333,-68.5023675,0.00315,NA,0.005,NA,6.4,NA
L4202,44.6515281,-93.46022097,0.00843,1.26,NA,NA,9.2,NA
L4203,44.65789,-68.68332,0.00369,0.213,0.011,NA,NA,NA
L4204,44.65906,-68.77254,0.00791,0.364,0.009,NA,NA,NA
L4205,44.6599,-70.67641,NA,NA,0.012,NA,NA,NA
L4206,44.662808,-84.15889,NA,NA,0.0135,NA,NA,NA
L4207,44.66616,-95.7686,NA,NA,NA,NA,NA,NA
L4208,44.66658574,-93.28455376,NA,NA,0.05,NA,8.85,NA
L4209,44.66667,-64.13333,NA,0.29,0.019,13.125,NA,0.076190476
L4210,44.66667,-63.55,NA,0.44,0.007,15.26315789,NA,0.065517241
L4211,44.66837,-94.2091,0.0133,NA,0.186,NA,NA,NA
L4212,44.6685,-72.22532,NA,NA,0.008,NA,NA,NA
L4213,44.6688,-70.3514,0.00397,0.18,0.0065,NA,NA,NA
L4214,44.67277,-89.27372,NA,NA,0.024,NA,NA,NA
L4215,44.6738,-88.90304,NA,NA,0.0465,NA,NA,NA
L4216,44.67642,-92.21487,NA,NA,0.0335,NA,NA,NA
L4218,44.6803,-118.0456,0.00334,NA,NA,NA,9.3,NA
L4219,44.68333,-64.16667,NA,0.16,0.008,62.85714286,NA,0.015909091
L4221,44.68491,-68.48271,0.005835,0.3335,0.006,NA,NA,NA
L4222,44.68543,-93.08778,NA,NA,NA,NA,NA,NA
L4223,44.685656,-85.789952,NA,NA,0.0165,NA,NA,NA
L4224,44.6861,-88.65815,NA,NA,0.013,NA,NA,NA
L4225,44.68924143,-85.71278857,NA,NA,0.009,NA,NA,NA
L4226,44.6894925,-83.408775,NA,NA,0.0115,NA,NA,NA
L4227,44.688893,-68.455383,0.003185,0.185,0.0056,NA,6.8,NA
L4228,44.69055,-83.53358,NA,NA,0.02,NA,NA,NA
L4229,44.69404,-72.36073,NA,NA,0.0218,NA,NA,NA
L4230,44.69469,-91.01221,NA,NA,0.055,NA,NA,NA
L4231,44.692455,-70.44945517,0.0032,0.21,0.0097,NA,6.75,NA
L4232,44.69703,-67.88946,0.00232,0.206,0.009,NA,NA,NA
L4233,44.7,-63.5,NA,NA,0.005,NA,NA,NA
L4234,44.70069167,-93.30943118,NA,NA,0.04,NA,9.2,NA
L4236,44.70631,-93.63826,NA,NA,NA,NA,NA,NA
L4237,44.70721,-93.17077,NA,NA,NA,NA,NA,NA
L4238,44.70839,-96.47789,0.01004,NA,NA,NA,8.4,NA
L4239,44.70847,-72.06624,NA,NA,0.008,NA,NA,NA
L4240,44.70855,-69.27034,0.0153,0.795,0.017,NA,NA,NA
L4241,44.70947,-93.39963,NA,NA,NA,NA,NA,NA
L4242,44.70999,-92.01487,NA,NA,0.0655,NA,NA,NA
L4243,44.71082235,-68.72733882,0.00358,0.218,0.009,NA,6.4,NA
L4244,44.711182,-85.327286,NA,NA,0.005,NA,NA,NA
L4245,44.71138613,-93.28829994,NA,NA,0.11,NA,8.4,NA
L4246,44.71499817,-85.84965717,NA,NA,0.005,NA,NA,NA
L4247,44.71518,-93.20901,0.0071,NA,NA,NA,NA,NA
L4248,44.71661,-71.98224,NA,NA,0.007,NA,NA,NA
L4249,44.71667,-63.81667,NA,0.2067,0.008,NA,NA,NA
L4250,44.71667,-63.55,NA,NA,0.005,25.8375,NA,0.038703435
L4251,44.71815033,-68.53657133,0.00286,NA,0.004,NA,NA,NA
L4252,44.71797964,-85.75071286,NA,NA,0.005,NA,NA,NA
L4253,44.71904895,-72.23397038,0.00376,NA,0.017,NA,8.5,NA
L4254,44.71891,-72.50538,NA,NA,0.01,NA,NA,NA
L4255,44.72126,-93.16601,NA,NA,NA,NA,NA,NA
L4256,44.72239,-93.76977,NA,NA,NA,NA,NA,NA
L4258,44.72937,-72.88361,NA,NA,0.015,NA,NA,NA
L4259,44.73137,-71.9819,NA,NA,0.0114,NA,NA,NA
L4260,44.73333,-63.7,NA,0.2,0.001,NA,NA,NA
L4261,44.73585857,-83.86819619,0.006324899,0.6117793,0.01,NA,NA,NA
L4263,44.73647,-100.7422,0.00331,NA,NA,NA,8.4,NA
L4264,44.73741,-83.92246,0.01280414,0.7958422,0.0135,NA,NA,NA
L4265,44.73907,-93.53301,NA,NA,NA,NA,NA,NA
L4266,44.73954,-93.29527,NA,NA,NA,NA,NA,NA
L4267,44.740688,-85.860874,NA,NA,0.011,NA,NA,NA
L4268,44.74119,-93.26589,NA,NA,NA,NA,NA,NA
L4269,44.74188,-93.51689,NA,NA,NA,NA,NA,NA
L4270,44.74224,-83.93299,0.008989129,0.8219833,0.0153,NA,NA,NA
L4271,44.7442386,-85.79761523,NA,NA,0.0037,NA,NA,NA
L4273,44.75,-64.28333,NA,0.215,0.0055,200,NA,0.005
L4274,44.75,-63.7,NA,0.2,0.007,39.09090909,NA,0.025581395
L4275,44.75003,-72.01744,NA,NA,0.0082,NA,NA,NA
L4276,44.75085,-89.86323,NA,NA,0.147,NA,NA,NA
L4277,44.75661,-68.48943,0.0044,0.23,0.006,NA,NA,NA
L4278,44.75716,-69.60244,0.00421,0.2665,0.008,NA,NA,NA
L4279,44.761032,-85.87068,NA,NA,0.008,NA,NA,NA
L4280,44.76232,-85.91741,NA,NA,0.0095,NA,NA,NA
L4281,44.76229833,-71.953695,0.00278,NA,0.0092,NA,8.3,NA
L4282,44.76297,-68.55561,0.00237,0.159,0.004,NA,NA,NA
L4283,44.76659,-67.6993,0.00357,NA,NA,NA,6.68,NA
L4284,44.76442,-67.92908,0.0039,0.326,0.01,NA,NA,NA
L4285,44.76667,-63.76667,NA,0.17,0.004,28.57142857,NA,0.035
L4286,44.76667,-63.65,NA,NA,0.005,42.5,NA,0.023529412
L4287,44.76667,-63.6,NA,NA,0.01,NA,NA,NA
L4288,44.76667,-63.58333,NA,NA,0.005,NA,NA,NA
L4290,44.77106,-93.7958,NA,NA,0.274,NA,NA,NA
L4291,44.77262167,-83.89237667,0.009823166,0.6213475,0.011,NA,NA,NA
L4292,44.7767,-83.43787,0.01832565,0.5103014,0.011,NA,NA,NA
L4293,44.77702,-69.58873,0.00364,0.201,0.007,NA,NA,NA
L4294,44.777276,-85.862708,NA,NA,0.0145,NA,NA,NA
L4296,44.77805846,-93.15918308,NA,NA,0.11,NA,8.9,NA
L4298,44.77899,-93.95828,NA,NA,NA,NA,NA,NA
L4300,44.78013,-83.48222,0.01322959,1.273883,0.0139,NA,NA,NA
L4301,44.7806,-93.14221,NA,NA,NA,NA,NA,NA
L4302,44.78256,-94.53834,NA,NA,0.164,NA,NA,NA
L4303,44.78333,-63.75,NA,0.19,0.007,NA,NA,NA
L4304,44.78333,-63.73333,NA,0.24,0.006,27.14285714,NA,0.036842105
L4305,44.78367,-94.38445,NA,NA,0.102,NA,NA,NA
L4306,44.783572,-84.592404,NA,NA,0.0085,NA,NA,NA
L4307,44.784,-93.1158,NA,NA,NA,NA,NA,NA
L4308,44.7852,-93.6742,NA,NA,NA,NA,NA,NA
L4309,44.78581,-93.74168,NA,NA,0.2995,NA,NA,NA
L4311,44.78748,-109.2608,0.00236,NA,NA,NA,8.8,NA
L4312,44.78799,-93.12851,NA,NA,NA,NA,NA,NA
L4313,44.78823,-83.49119,NA,NA,0.012,NA,NA,NA
L4314,44.78845302,-93.14254,0.0059,NA,0.02,NA,8,NA
L4315,44.78894,-93.11451,NA,NA,NA,NA,NA,NA
L4316,44.789565,-68.451995,0.003255,0.196,0.0085,NA,NA,NA
L4317,44.79022,-93.83274,NA,NA,0.69,NA,NA,NA
L4318,44.791176,-84.549059,0.004355075,0.5508366,0.0085,NA,NA,NA
L4319,44.79077,-93.60393,NA,NA,NA,NA,NA,NA
L4320,44.7908925,-90.756655,NA,NA,0.244,NA,8.95,NA
L4321,44.79258455,-93.202825,NA,NA,0.33,NA,8.9,NA
L4322,44.79342584,-93.1715891,NA,NA,0.1315,NA,9.1,NA
L4323,44.79355,-93.10636,NA,NA,NA,NA,NA,NA
L4324,44.79470342,-93.11411342,NA,NA,0.18,NA,9,NA
L4325,44.7955,-93.1656,NA,NA,NA,NA,NA,NA
