"SITE_ID","DOC_Median","NO3_Median","TN_Median","TP_Median","TNtoTP_Median","NO3toTP_Median"
"NRS18_ND_10031",12.15,0.0053,0.86,60.086,0.014312818,8.82069e-05
"NRS18_ND_10032",10.7,0.0404,0.954,53.555,0.017813463,0.000754365
"NRS18_ND_10033",8.68,0.3564,2.155,361.739,0.005957334,0.000985241
"NRS18_ND_10034",12.27,0,1.081,67.331,0.016055012,0
"NRS18_ND_10035",6.75,0.0934,0.674,199.199,0.003383551,0.000468878
"NRS18_ND_10036",12.24,0.1669,1.366,476.068,0.002869338,0.00035058
"NRS18_ND_10037",12.56,0.0072,1.105,513.889,0.00215027,1.40108e-05
"NRS18_ND_10038",3.11,0.0454,0.325,14.516,0.022389088,0.003127583
"NRS18_ND_10039",11.47,0.0052,1.213,23.229,0.052219209,0.000223858
"NRS18_ND_10040",12.24,0,1.026,71.594,0.01433081,0
"NRS18_ND_10042",3.21,0.0447,0.336,13.863,0.024237178,0.00322441
"NRS18_ND_10043",10.06,0.0053,0.954,59.82,0.015947844,8.85991e-05
"NRS18_ND_10044",12.22,0.0295,1.055,80.769,0.013061942,0.000365239
"NRS18_ND_10045",12.57,0.2486,1.776,962.569,0.001845063,0.000258267
"NRS18_ND_10049",15.61,0.1685,1.678,217.09,0.007729513,0.000776176
"NRS18_ND_10054",16.48,NA,0.978,112.591,0.008686307,0
"NRS18_ND_10071",14.45,0.0118,0.971,39.96,0.024299299,0.000295295
"NRS18_ND_10075",25.25,NA,1.653,86.018,0.019216908,0
"NRS18_ND_10225",11.41,0.0713,0.874,84.945,0.010289011,0.000839367
"NRS18_ND_10377",14.98,0,1.828,309.07,0.005914518,0
"NRS18_ND_10378",15.92,0.1223,1.519,117.536,0.0129237,0.001040532
"NRS18_ND_10525",13.98,0,1.629,319.229,0.00510292,0
"NRS18_ND_10528",29,0,2.105,309.14,0.006809213,0
"NRS18_ND_10676",7.03,0.0057,0.606,146.34,0.004141041,3.89504e-05
"NRS18_ND_10975",12.59,0.0079,1.401,134.375,0.010426047,5.87907e-05
"NRS18_NE_10003",4.19,0.4399,0.931,288.375,0.003228435,0.001525444
"NRS18_NE_10004",4.05,0.2773,0.876,411.093,0.002130905,0.000674543
"NRS18_NE_10005",1.63,10.2022,10.175,390.911,0.026028943,0.026098524
"NRS18_NE_10006",4.87,8.0126,9.275,329.731,0.02812899,0.024300415
"NRS18_NE_10007",2.8,0.4883,0.941,92.071,0.010220373,0.005303516
"NRS18_NE_10008",5.84,0.5393,2.388,1160.744,0.002057301,0.000464616
"NRS18_NE_10009",3.37,NA,2.018,432.855,0.004662069,0
"NRS18_NE_10010",3.14,2.2665,2.744,444.639,0.006171299,0.005097394
"NRS18_NE_10011",2.69,2.4681,2.869,529.081,0.00542261,0.004664881
"NRS18_NE_10012",1.59,2.3597,2.65,209.586,0.012643974,0.011258863
"NRS18_NE_10013",5.585,0.85815,1.538,423.798,0.003629386,0.0020242705
"NRS18_NE_10014",4.405,0.77845,1.488,312.2025,0.0047738085,0.0024991545
"NRS18_NE_10015",2.75,0.4366,1.175,113.038,0.010394735,0.003862418
"NRS18_NE_10016",3.29,9.0666,9.25,390.443,0.023691038,0.023221315
"NRS18_NE_10018",3.48,0.6476,1.686,270.695,0.006228412,0.00239236
"NRS18_NE_10020",1.13,6.3994,7.269,314.805,0.023090485,0.02032814
"NRS18_NE_10021",4.45,2.1804,2.897,319.216,0.00907536,0.006830485
"NRS18_NE_10024",3.52,0.5417,1.194,117.715,0.010143142,0.004601792
"NRS18_NE_10025",3.59,0.0241,0.316,63.949,0.004941438,0.000376863
"NRS18_NE_10026",4.3,1.8925,2.641,248.555,0.010625415,0.007614009
"NRS18_NE_10028",3.72,3.0724,3.463,255.728,0.013541732,0.012014328
"NRS18_NE_10029",6.96,0.2315,1.067,447.966,0.002381877,0.00051678
"NRS18_NE_10030",16.84,0.3832,1.835,243.625,0.007532068,0.001572909
"NRS18_NE_10033",7.17,1.4875,2.644,1587.681,0.001665322,0.000936901
"NRS18_NE_10034",2.05,2.9593,3.9,381.925,0.010211429,0.00774838
"NRS18_NE_10035",2.97,3.6793,4.476,680.513,0.006577391,0.005406656
"NRS18_NE_10037",1.58,3.3619,4.144,74.544,0.055591329,0.045099539
"NRS18_NE_10038",9.58,0.7091,1.92,966.081,0.001987411,0.000733996
"NRS18_NE_10041",6.68,0.4756,1.324,107.693,0.012294207,0.004416257
"NRS18_NE_10042",3.66,1.2698,1.735,647.95,0.002677676,0.001959719
"NRS18_NE_10043",4.38,0.964,2.07,479.803,0.004314271,0.002009158
"NRS18_NE_10044",4.61,2.1118,3.264,1058.013,0.003085028,0.001996006
"NRS18_NE_10045",3.75,6.069,6.363,291.134,0.021855915,0.020846071
"NRS18_NE_10046",5.53,0.0672,1.091,334.64,0.00326022,0.000200813
"NRS18_NE_10048",8.27,0.267,1.356,294.54,0.004603789,0.000906498
"NRS18_NE_10049",5.48,0.0822,1.211,428.928,0.002823318,0.000191641
"NRS18_NE_10050",5.42,0.5044,1.381,355.311,0.003886736,0.001419601
"NRS18_NE_10052",7.08,2.7302,4.356,1039.869,0.004188989,0.002625523
"NRS18_NE_10053",6.88,0.3515,0.98,108.095,0.009066099,0.003251769
"NRS18_NE_10054",4.97,0.5282,1.236,277.118,0.004460194,0.001906047
"NRS18_NE_10056",5.08,0.3336,2.123,449.21,0.004726075,0.000742637
"NRS18_NE_10057",3.89,0.0206,0.36,76.92,0.004680187,0.000267811
"NRS18_NE_10058",2.855,4.83185,5.144,467.6555,0.0109957905,0.0103124155
"NRS18_NE_10059",4.79,0.5509,1.2305,273.104,0.004640757,0.001993754
"NRS18_NE_10071",2.6,2.0169,2.375,71.835,0.033061878,0.028076843
"NRS18_NE_10073",5.53,2.2774,3.438,1066.875,0.003222496,0.002134646
"NRS18_NE_10075",5.99,0.4713,1.343,1091.425,0.001230501,0.000431821
"NRS18_NE_10079",7.18,6.785,10.025,406.399,0.024667876,0.016695415
"NRS18_NE_10544",1.18,14.9843,15.675,154.813,0.101251187,0.096789675
"NRS18_NE_10678",10.9,0.2001,1.153,464.588,0.002481769,0.000430704
"NRS18_NE_10683",6.94,0.3913,2.114,713.7,0.002962029,0.00054827
"NRS18_NE_10983",3.05,5.011,5.45,336.124,0.016214254,0.014908189
"NRS18_NE_11133",2.85,2.0805,2.706,300.133,0.009016003,0.006931927
"NRS18_NE_11149",7.86,1.4978,2.464,743.563,0.003313774,0.002014355
"NRS18_NE_11433",3.9,0.0669,0.411,30.261,0.013581838,0.002210766
"NRS18_NE_11578",6.75,0.012,0.565,34.57,0.016343651,0.000347122
"NRS18_NE_11590",4.72,0.0714,0.524,40.405,0.012968692,0.001767108
"NRS18_NE_RF001",1.06,0.2034,0.321,59.933,0.005355981,0.00339379
"NRS18_NE_RF002",2.6,0.5037,0.694,92.666,0.007489263,0.005435651
"NRS18_NH_10001",2.18,0.13445,0.251,11.2725,0.022353362,0.011986026
"NRS18_NH_10002",3.735,0.14825,0.382,10.6555,0.0365816365,0.014181659
"NRS18_NH_10003",3.17,0.0442,0.186,10.013,0.018575851,0.004414261
"NRS18_NH_10004",3.16,0.1703,0.381,9.194,0.04144007,0.01852295
"NRS18_NH_10005",2.07,0.1311,0.307,16.2,0.018950617,0.008092593
"NRS18_NH_10006",1.905,0.1532,0.2435,9.302,0.0262688815,0.016595536
"NRS18_NH_10007",4.29,0.14445,0.3645,9.567,0.0422515655,0.0171554075
"NRS18_NH_10008",0.92,0.0145,0.088,16.324,0.005390836,0.000888263
"NRS18_NH_10009",2.66,0.1121,0.236,12.605,0.018722729,0.008893296
"NRS18_NH_10010",4.06,0.0926,0.451,24.288,0.018568841,0.003812582
"NRS18_NH_10011",4.29,0.0134,0.201,7.576,0.026531151,0.001768743
"NRS18_NH_10012",3.52,0.0177,0.116,5.569,0.020829592,0.003178308
"NRS18_NH_10014",4.71,0.0291,0.32,58.9,0.005432937,0.000494058
"NRS18_NH_10016",2.65,0.0484,0.158,4.401,0.035900932,0.010997501
"NRS18_NH_10017",2.44,0.0077,0.081,11.501,0.007042866,0.000669507
"NRS18_NH_10018",2.22,0.0492,0.313,34.095,0.009180232,0.001443027
"NRS18_NH_10019",9.56,0.049,0.49,30.223,0.016212818,0.001621282
"NRS18_NH_10020",2.63,0.165,0.356,6.915,0.051482285,0.023861171
"NRS18_NH_10031",2.31,0.0316,0.11,6.685,0.016454749,0.004727001
"NRS18_NH_10035",2,0.1116,0.233,5.725,0.04069869,0.01949345
"NRS18_NH_RF001",2.6,0.0599,0.21,10.039,0.020918418,0.00596673
"NRS18_NH_RF002",0.94,0.0593,0.111,5.494,0.020203859,0.010793593
"NRS18_NJ_10001",4.765,1.06035,1.5345,53.653,0.028585832,0.0197106105
"NRS18_NJ_10002",3.14,0.1394,0.384,26.7255,0.018266666,0.006726745
"NRS18_NJ_10003",2.98,1.2724,1.593,112.1445,0.014439561,0.0115827255
"NRS18_NJ_10005",1.26,2.0834,2.287,40.913,0.055899103,0.05092269
"NRS18_NJ_10006",2.74,2.0818,2.47,107.536,0.022969052,0.019359098
"NRS18_NJ_10007",4.1,1.7799,2.394,179.586,0.013330661,0.009911129
"NRS18_NJ_10008",2.37,0.1777,0.393,22.361,0.017575243,0.007946872
"NRS18_NJ_10009",14.36,1.0845,1.955,95.108,0.020555579,0.011402826
"NRS18_NJ_10013",6.09,0.7038,1.478,62.799,0.023535407,0.011207185
"NRS18_NJ_10016",13.39,0.6133,1.113,236.373,0.00470866,0.002594628
"NRS18_NJ_10019",3.28,0.1342,0.41,27.164,0.015093506,0.004940362
"NRS18_NJ_10020",1.74,0.1417,0.328,26.784,0.012246117,0.005290472
"NRS18_NJ_10032",1.76,1.4138,1.72,115.047,0.0155917255,0.01271905
"NRS18_NJ_10034",2.11,0.7313,0.954,45.228,0.021093128,0.016169187
"NRS18_NJ_10183",1.7,1.5665,1.649,21.688,0.076032829,0.072228882
"NRS18_NJ_10334",6.23,3.8242,4.231,145.319,0.029115257,0.026315898
"NRS18_NJ_10633",1.89,1.2706,1.641,42.029,0.039044469,0.030231507
"NRS18_NJ_10783",1.59,3.5222,3.813,59.258,0.064345742,0.059438388
"NRS18_NJ_11083",4.3,1.9633,2.419,182.086,0.013284931,0.010782268
"NRS18_NJ_11233",2.42,1.4336,1.688,124.524,0.01355562,0.01151264
"NRS18_NM_10001",8.945,0.074,0.3825,56.0345,0.006701583,0.0013474095
"NRS18_NM_10002",4.4,0.188,0.554,261.303,0.002120144,0.000719471
"NRS18_NM_10003",5.91,0.0177,0.223,77.846,0.00286463,0.000227372
"NRS18_NM_10007",7.68,0.00495,0.492,131.9425,0.0036455595,3.73082e-05
"NRS18_NM_10008",4.14,0.1652,0.564,293.884,0.001919125,0.000562127
"NRS18_NM_10013",3.32,0.0635,0.296,66.801,0.004431071,0.000950585
"NRS18_NM_10014",1.98,0,0.103,50.464,0.002041059,0
"NRS18_NM_10019",5.97,0,0.273,73.526,0.003712972,0
"NRS18_NM_10031",2.67,0.367,0.609,209.21,0.002910951,0.001754218
"NRS18_NM_10035",0.52,0.2339,0.363,44.581,0.008142482,0.00524663
"NRS18_NM_10038",4.85,0.0953,0.8,197.773,0.004045042,0.000481866
"NRS18_NM_10042",2.52,0.2693,0.478,213.065,0.002243447,0.001263934
"NRS18_NM_10381",2.7,0.0912,0.264,26.395,0.010001894,0.0034552
"NRS18_NM_10397",2.97,0.0428,0.244,48.434,0.005037783,0.000883677
"NRS18_NM_10507",11.44,0.0077,0.863,28.871,0.029891587,0.000266704
"NRS18_NM_10511",1.71,0.5965,0.929,76.254,0.012182967,0.00782254
"NRS18_NM_10645",8.55,0.0038,0.521,113.109,0.004606176,3.35959e-05
"NRS18_NM_10805",12.34,0.0057,0.943,179.598,0.005250615,3.17375e-05
"NRS18_NM_10809",1.4,0.454,0.703,45.36,0.015498236,0.010008818
"NRS18_NM_10947",4.86,0.0336,0.563,160.92,0.003498633,0.000208799
"NRS18_NM_10951",9.94,0.0693,0.769,16.851,0.045635274,0.004112516
"NRS18_NM_10968",5.64,0.0081,0.506,51.346,0.009854711,0.000157753
"NRS18_NM_11002",5.24,0.0076,0.579,38.284,0.015123812,0.000198516
"NRS18_NM_11094",2.09,0.0063,0.133,152.871,0.000870015,4.12112e-05
"NRS18_NM_11246",3.87,0.1177,0.651,289.524,0.002248518,0.000406529
"NRS18_NM_11252",6.9,0.0031,0.484,381.525,0.001268593,8.12529e-06
"NRS18_NM_11401",7.325,0.09625,1.672,709.697,0.0026525535,0.0001813744
"NRS18_NM_11409",7.36,0.07575,1.5095,620.6295,0.002603207,0.0001372701
"NRS18_NM_11434",3.51,0.094,0.458,184.274,0.002485429,0.00051011
"NRS18_NM_11437",1.61,0.2597,0.491,28.859,0.017013757,0.008998926
"NRS18_NM_11545",1.54,0.0041,0.086,79.285,0.001084694,5.17122e-05
"NRS18_NM_11701",3.04,0.0351,0.258,82.958,0.003110007,0.000423106
"NRS18_NV_10001",0.915,0.2171,0.34,34.804,0.0100379165,0.006396839
"NRS18_NV_10002",4.86,0.0205,0.5505,221.1335,0.002553014,6.14505e-05
"NRS18_NV_10003",0.74,0.0206,0.174,50.413,0.003451491,0.000408625
"NRS18_NV_10004",2.45,0.3662,0.544,7.651,0.071101817,0.047863024
"NRS18_NV_10005",4.79,NA,0.464,62.788,0.007389947,0
"NRS18_NV_10006",3,0.0047,0.293,135.643,0.002160082,3.46498e-05
"NRS18_NV_10007",2.71,NA,0.144,73.195,0.001967347,0
"NRS18_NV_10008",2.28,NA,0.102,19.256,0.00529705,0
"NRS18_NV_10009",3.25,0.0027,0.409,176.055,0.002323138,1.53361e-05
"NRS18_NV_10010",1.295,0.0346,0.1405,107.9815,0.001303537,0.0003194085
"NRS18_NV_10011",1.04,0.0142,0.06,15.753,0.003808798,0.000901416
"NRS18_NV_10012",2.455,0.00285,0.2535,69.2585,0.0036964115,4.17316e-05
"NRS18_NV_10013",2.87,NA,0.27,25.669,0.010518524,0
"NRS18_NV_10014",2.21,NA,0.258,46.93,0.00549755,0
"NRS18_NV_10016",1.21,0.0041,0.084,28.301,0.002968093,0.000144871
"NRS18_NV_10022",1.34,0.0101,0.133,42.419,0.003135387,0.000238101
"NRS18_NV_10024",3.2,NA,0.323,36.195,0.008923885,0
"NRS18_NV_10025",1.19,0.0038,0.101,19.77,0.005108751,0.00019221
"NRS18_NV_10026",6.4,0.063,0.996,147.305,0.006761481,0.000427684
"NRS18_NV_10188",0.82,0.0095,0.066,29.255,0.002256025,0.000324731
"NRS18_NV_10192",0.74,0.0738,0.166,24.44,0.006792144,0.00301964
"NRS18_NV_10195",0.51,0.6662,0.754,26.805,0.02812908,0.024853572
"NRS18_NV_10405",1.37,0.0125,0.086,52.833,0.001627771,0.000236595
"NRS18_NV_10495",1.24,0.016,0.089,14.294,0.006226389,0.001119351
"NRS18_NV_10638",4.99,5e-04,0.868,89.966,0.009648089,5.55766e-06
"NRS18_NV_10936",3.12,0.0167,0.453,271.354,0.001669406,6.15432e-05
"NRS18_NY_10002",2.38,0.6425,0.923,65.661,0.014057051,0.009785108
"NRS18_NY_10004",4.12,0.071,0.276,18.764,0.014709017,0.003783841
"NRS18_NY_10007",3.93,0.5922,1.372,123.18,0.011138172,0.004807599
"NRS18_NY_10009",4.32,0.519,0.583,126.763,0.004599134,0.004094255
"NRS18_NY_10010",2.91,0.4351,0.656,85.041,0.007713926,0.005116356
"NRS18_NY_10012",3.415,0.523,0.797,44.908,0.025019321,0.0159734055
"NRS18_NY_10013",2.11,0.4828,0.788,22.939,0.034351977,0.021047125
"NRS18_NY_10014",3.16,0.0357,0.293,9.418,0.031110639,0.003790614
"NRS18_NY_10015",4.88,0.011,0.397,27.216,0.014587008,0.000404174
"NRS18_NY_10016",4.06,0.5453,1.144,82.455,0.013874234,0.006613304
"NRS18_NY_10017",1.83,0.6801,1.037,57.788,0.017944902,0.011768879
"NRS18_NY_10018",1.65,0.2669,0.404,26.471,0.015261985,0.010082732
"NRS18_NY_10019",3.93,0.0375,0.6,44.671,0.013431533,0.000839471
"NRS18_NY_10020",2.45,0.4641,0.801,37.719,0.021235982,0.012304144
"NRS18_NY_10021",6.75,0.4027,0.9595,110.0305,0.0087254545,0.003627967
"NRS18_NY_10022",2.58,0.1253,0.438,28.408,0.015418192,0.004410729
"NRS18_NY_10025",6.05,0.7896,1.193,37.676,0.03166472,0.020957639
"NRS18_NY_10026",2.86,0.1014,0.321,9.203,0.03487993,0.011018146
"NRS18_NY_10027",11.12,0.1903,0.879,38.466,0.022851349,0.004947226
"NRS18_NY_10028",4,0.0288,0.2,6.478,0.030873726,0.004445817
"NRS18_NY_10032",1.37,0.0022,0.116,4.83,0.024016563,0.000455487
"NRS18_NY_10033",6.52,0.0027,0.303,20.32,0.014911417,0.000132874
"NRS18_NY_10034",2.23,0.8368,1.191,24.219,0.049176267,0.034551385
"NRS18_NY_10035",3.49,0.132,0.381,23.716,0.016065104,0.005565863
"NRS18_NY_10036",5.03,0.1043,0.397,22.091,0.017971119,0.00472138
"NRS18_NY_10038",3.16,0.0909,0.894,18.563,0.048160319,0.004896838
"NRS18_NY_10039",2.485,0.27545,0.636,40.986,0.0155129115,0.006704894
"NRS18_NY_10040",3.96,0.5051,0.873,85.984,0.010153052,0.005874349
"NRS18_NY_10041",2.66,0.3765,0.733,41.684,0.017584685,0.009032243
"NRS18_NY_10042",4.39,0.0118,0.226,7.671,0.029461609,0.001538261
"NRS18_NY_10043",1.54,1.4241,1.709,23.039,0.074178567,0.061812579
"NRS18_NY_10051",7.44,0.0072,0.488,32.701,0.014923091,0.000220177
"NRS18_NY_10054",1.89,0.2075,0.376,17.371,0.021645271,0.011945196
"NRS18_NY_10055",3.76,0.0828,0.235,11.361,0.020684799,0.007288091
"NRS18_NY_10061",3.77,0.8338,1.27,53.08,0.023926149,0.015708365
"NRS18_NY_10063",3.95,0.9634,1.371,192.68,0.007115425,0.005
"NRS18_NY_10064",2.47,0.7175,1.019,66.711,0.015274842,0.010755348
"NRS18_NY_10065",9.2,0.4546,1.239,140.05,0.00884684,0.003245984
"NRS18_NY_10066",2.47,0.1029,0.424,30.126,0.014074222,0.003415654
"NRS18_NY_10068",6.65,0.5627,1.4415,75.8725,0.019012501,0.007435022
"NRS18_NY_10071",4.04,0.1234,0.304,14.093,0.021570993,0.00875612
"NRS18_NY_10072",2.05,0.2087,0.294,14.915,0.0197117,0.013992625
"NRS18_NY_10080",1.83,1.2904,1.514,20.096,0.075338376,0.064211783
"NRS18_NY_10081",2.89,0.0978,0.411,71.91,0.005715478,0.001360033
"NRS18_NY_10089",7.2,0.0612,0.365,20.22,0.018051434,0.003026706
"NRS18_NY_10090",2.56,0.6843,1.014,29.131,0.03480828,0.02349044
"NRS18_NY_10091",2.11,0.4273,0.706,24.635,0.028658413,0.017345241
"NRS18_NY_10250",1,0.1242,0.191,12.51,0.015267786,0.009928058
"NRS18_NY_10251",6.4,0.0434,0.239,10.076,0.02371973,0.004307265
"NRS18_NY_10255",5.93,0.0701,0.294,9.398,0.031283252,0.007459034
"NRS18_NY_10259",1.04,0.0882,0.265,25.148,0.010537617,0.003507237
"NRS18_NY_10260",17.95,0.0291,0.715,95.393,0.007495309,0.000305054
"NRS18_NY_10268",4.35,0.023,0.363,41.319,0.008785305,0.000556645
"NRS18_NY_10272",7.53,1.5636,2.355,163.46,0.014407194,0.009565643
"NRS18_NY_10279",3.63,0.0482,0.259,18.168,0.014255834,0.002653016
"NRS18_NY_10283",2.02,0.8502,1.028,50.889,0.020200829,0.01670695
"NRS18_NY_10284",8.57,0.0028,0.38,27.926,0.013607391,0.000100265
"NRS18_NY_10286",1.12,0.0829,0.169,10.173,0.016612602,0.008149022
"NRS18_NY_10290",3.12,0.1165,0.316,10.37,0.030472517,0.01123433
"NRS18_NY_10399",8.1,0.0878,0.7,69.401,0.01008631,0.001265111
"NRS18_NY_10402",14.35,0.0055,1.454,313.456,0.00463861,1.75463e-05
"NRS18_NY_10549",9.87,0.0906,0.5,52.836,0.009463245,0.00171474
"NRS18_NY_10700",3.54,3.8632,4.25,587.2,0.007237738,0.006579019
"NRS18_NY_10702",7.89,0.0313,0.26,14.178,0.018338271,0.002207646
"NRS18_NY_10704",2.95,0.3294,0.629,22.833,0.027547847,0.014426488
"NRS18_NY_10707",2.35,0.561,0.888,103.711,0.008562255,0.005409262
"NRS18_NY_11299",2.2,0.3032,0.409,34.078,0.012001878,0.008897236
"NRS18_OH_10001",2.095,0.29805,0.4115,36.4355,0.011244991,0.007946533
"NRS18_OH_10004",6.71,0.2037,0.751,54.109,0.013879392,0.003764623
"NRS18_OH_10005",3.59,0.3825,0.719,86.051,0.00835551,0.004445038
"NRS18_OH_10006",7.67,0.1718,0.854,40.551,0.0210599,0.00423664
"NRS18_OH_10007",4.21,1.3726,1.819,206.75,0.008798065,0.006638936
"NRS18_OH_10008",3.58,1.7185,2.144,303.194,0.00707138,0.005667988
"NRS18_OH_10009",2.92,0.0352,0.496,85.935,0.005771804,0.000409612
"NRS18_OH_10010",3.89,2.244,2.619,268.059,0.009770237,0.008371291
"NRS18_OH_10011",1.735,0.1638,0.377,15.4095,0.024792441,0.0108482385
"NRS18_OH_10012",7.54,4.67915,5.7905,242.115,0.0235931525,0.019022065
"NRS18_OH_10014",4.27,4.0682,4.588,29.639,0.154796046,0.137258342
"NRS18_OH_10015",4.86,0.6008,1.524,62.36,0.024438743,0.009634381
"NRS18_OH_10016",5.56,0.9456,1.628,82.161,0.019814754,0.01150911
"NRS18_OH_10019",2.61,0.8471,1.263,39.199,0.03222021,0.021610245
"NRS18_OH_10020",3.91,1.9074,2.788,478.238,0.005829733,0.003988391
"NRS18_OH_10021",5.33,5.5608,6.381,150.836,0.042304224,0.036866531
"NRS18_OH_10022",4.41,2.3549,2.813,81.461,0.034531862,0.028908312
"NRS18_OH_10023",3.76,0.7494,1.155,223.221,0.005174244,0.003357211
"NRS18_OH_10024",3.02,1.6256,2.119,54.336,0.038998086,0.02991755
"NRS18_OH_10025",4.62,0.4034,0.773,30.755,0.025134125,0.013116566
"NRS18_OH_10026",9.19,0.0108,0.934,211.683,0.004412258,5.10197e-05
"NRS18_OH_10028",2.51,0.429,0.771,36.586,0.021073635,0.011725797
"NRS18_OH_10029",5.98,4.2818,8.907,215.694,0.041294612,0.019851271
"NRS18_OH_10030",9.8,1.0143,1.75,117.603,0.014880573,0.00862478
"NRS18_OH_10031",1.95,0.1482,0.4,20.238,0.019764799,0.007322858
"NRS18_OH_10032",3.74,0.5866,1.051,55.814,0.018830401,0.010509908
"NRS18_OH_10033",5.46,3.2074,3.557,173.764,0.020470293,0.018458369
"NRS18_OH_10034",2.57,0.7787,1.119,40.88,0.027372798,0.019048434
"NRS18_OH_10035",4.02,3.533,4.238,1055.9,0.004013638,0.003345961
"NRS18_OH_10037",2.965,1.03405,1.58,105.09,0.015521398,0.0099499005
"NRS18_OH_10038",3.65,1.1256,1.569,49.469,0.031716833,0.022753644
"NRS18_OH_10043",8.54,13.9022,16.219,622.225,0.026066134,0.022342722
"NRS18_OH_10049",5.08,5.1461,6.08,139.163,0.043689774,0.036978938
"NRS18_OH_10050",3.28,5.7451,6.219,129.598,0.047986852,0.044330159
"NRS18_OH_10658",1.69,0.6271,0.793,18.273,0.043397362,0.034318393
"NRS18_OK_10001",6.925,0.077,0.7875,98.5,0.0090165115,0.0009476175
"NRS18_OK_10002",3.87,0.073,0.795,44,0.018068182,0.001659091
"NRS18_OK_10003",5.58,0.057,0.482,25,0.01928,0.00228
"NRS18_OK_10004",6.86,0.097,1.31,63,0.020793651,0.001539683
"NRS18_OK_10005",3.61,0.061,0.406,42,0.009666667,0.001452381
"NRS18_OK_10006",2.76,0.1,0.6,46,0.013043478,0.002173913
"NRS18_OK_10007",1.58,0.133,1.675,167,0.01002994,0.000796407
"NRS18_OK_10008",3.82,0.098,2.05,339,0.006047198,0.000289086
"NRS18_OK_10009",1.57,0.129,1.781,158,0.011272152,0.000816456
"NRS18_OK_10010",3.33,0.52,1.09,192,0.005677083,0.002708333
"NRS18_OK_10011",3.48,0.084,1.764,133,0.013263158,0.000631579
"NRS18_OK_10012",5.53,0.081,1.54,353,0.004362606,0.000229462
"NRS18_OK_10013",3.96,0.113,1.07,194,0.005515464,0.000582474
"NRS18_OK_10014",3.1,NA,0.48,41,0.011707317,0
"NRS18_OK_10016",3.32,0.131,0.72,64,0.01125,0.002046875
"NRS18_OK_10017",13.7,0.126,1.826,352,0.0051875,0.000357955
"NRS18_OK_10018",6.47,0.056,0.758,30,0.025266667,0.001866667
"NRS18_OK_10019",3.22,1.01,2.033,2770,0.000733935,0.000364621
"NRS18_OK_10022",3.795,0.0715,0.41,24.5,0.016792929,0.002942761
"NRS18_OK_10023",5.67,0.067,0.715,79,0.009050633,0.000848101
"NRS18_OK_10024",0.64,0.081,0.241,9,0.026777778,0.009
"NRS18_OK_10025",2.18,0.033,0.305,50,0.0061,0.00066
"NRS18_OK_10026",5.21,0.084,0.536,35,0.015314286,0.0024
"NRS18_OK_10028",3.95,0.2165,0.825,118.5,0.007997097,0.0022433475
"NRS18_OK_10029",1.87,0.072,0.744,71,0.010478873,0.001014085
"NRS18_OK_10030",3.98,0.119,0.78,142,0.005492958,0.000838028
"NRS18_OK_10031",4.58,0.097,1.12,187,0.005989305,0.000518717
"NRS18_OK_10032",6.05,0.39,0.91,90,0.010111111,0.004333333
"NRS18_OK_10033",4.83,0.21,0.84,90,0.009333333,0.002333333
"NRS18_OK_10034",5.17,0.052,0.534,58,0.009206897,0.000896552
"NRS18_OK_10035",6.13,0.181,0.8,92,0.008695652,0.001967391
"NRS18_OK_10036",4.36,0.065,0.387,23,0.016826087,0.002826087
"NRS18_OK_10038",0.83,1.03,1.221,34,0.035911765,0.030294118
"NRS18_OK_10040",1.2,2.16,2.48,56,0.044285714,0.038571429
"NRS18_OK_10043",4.88,0.33,1,93,0.010752688,0.003548387
"NRS18_OK_10045",6.88,0.046,0.488,20,0.0244,0.0023
"NRS18_OK_10046",1.83,2.87,3.79,194,0.019536082,0.014793814
"NRS18_OK_10049",7.22,0.21,1.15,163,0.007055215,0.001288344
"NRS18_OK_10050",1.285,0.086,0.388,9,0.053169231,0.011969231
"NRS18_OK_10051",3.28,0.016,0.798,57,0.014,0.000280702
"NRS18_OK_10052",5.17,0.66,1.33,279,0.004767025,0.002365591
"NRS18_OK_10053",0.8,0.0637,0.9557,84,0.011377381,0.000758333
"NRS18_OK_10054",1.91,0.077,1.06,118,0.008983051,0.000652542
"NRS18_OK_10055",4.22,0.083,1.6,156,0.01025641,0.000532051
"NRS18_OK_10056",5.7,0.23,1.225,150,0.008166667,0.001533333
"NRS18_OK_10057",0.88,0.21,1.02,43,0.02372093,0.004883721
"NRS18_OK_10058",7.9,0.25,1.341,314,0.004270701,0.000796178
"NRS18_OK_10062",5.49,1.57,3.24,223,0.014529148,0.007040359
"NRS18_OK_10340",3.98,0.22,0.75,73,0.010273973,0.003013699
"NRS18_OK_10431",4.45,0.133,0.257,55,0.004672727,0.002418182
"NRS18_OK_10432",5.33,0.24,0.94,59,0.015932203,0.004067797
"NRS18_OK_10585",5.47,0.21,0.7,55,0.012727273,0.003818182
"NRS18_OK_10830",1.72,0.07,0.232,15,0.015466667,0.004666667
"NRS18_OK_10920",2.36,0.056,0.398,28,0.014214286,0.002
"NRS18_OK_10921",6.27,17.6,18.7,4050,0.004617284,0.004345679
"NRS18_OK_10922",4.58,0.107,0.66,42,0.015714286,0.002547619
"NRS18_OK_10923",2.65,0.101,0.52,61,0.00852459,0.001655738
"NRS18_OK_11082",0.51,NA,1.5,-2,-0.75,0
"NRS18_OK_11085",3.54,0.144,1.175,249,0.004718876,0.000578313
