"SITE_ID","DOC_Median","NO3_Median","TN_Median","TP_Median","TNtoTP_Median","NO3toTP_Median"
"NRS18_UT_10432",3.92,0.1705,0.561,287.411,0.001951909,0.000593227
"NRS18_UT_10434",3.66,NA,0.213,9.34,0.022805139,0
"NRS18_UT_10435",3.78,0.0019,0.19,16.198,0.011729843,0.000117298
"NRS18_UT_10439",3.65,0.1886,0.541,275.75,0.001961922,0.000683953
"NRS18_VA_10001",4.24,1.4174,1.792,31.769,0.062746509,0.0512370985
"NRS18_VA_10002",2.865,0.1951,0.417,27.053,0.017262543,0.007377892
"NRS18_VA_10003",6.42,0.0353,0.325,48.666,0.006678174,0.000725352
"NRS18_VA_10004",1.56,0.5277,0.878,88.608,0.009908812,0.005955444
"NRS18_VA_10005",1.64,0.853,1.103,29.33,0.037606546,0.02908285
"NRS18_VA_10006",1.32,1.1245,1.365,33.75,0.040444444,0.033318519
"NRS18_VA_10007",1.51,0.2795,0.421,40.646,0.010357723,0.006876445
"NRS18_VA_10008",1.08,0.4095,0.56,11.319,0.049474335,0.036178108
"NRS18_VA_10009",2.24,0.2512,0.4655,29.779,0.0156103555,0.0084089005
"NRS18_VA_10010",5.025,0.2782,0.5265,59.0595,0.008925463,0.0047392095
"NRS18_VA_10011",6.25,0.394,0.838,55.921,0.014985426,0.007045654
"NRS18_VA_10013",2.04,0.5424,0.73,17.211,0.042414735,0.031514729
"NRS18_VA_10014",1.45,0.0648,0.133,10.22,0.013013699,0.006340509
"NRS18_VA_10015",5.29,0.1086,0.379,59.901,0.006327106,0.001812991
"NRS18_VA_10016",1.17,0.1679,0.29,55.464,0.005228617,0.003027189
"NRS18_VA_10017",1.12,0.2447,0.33,37.2,0.008870968,0.006577957
"NRS18_VA_10018",0.8,0.138,0.171,29.265,0.005843157,0.00471553
"NRS18_VA_10019",1.15,0.0187,0.155,8.758,0.017698105,0.002135191
"NRS18_VA_10020",5.11,0.0476,0.286,29.105,0.00982649,0.001635458
"NRS18_VA_10021",11.16,0.1509,0.639,68.033,0.009392501,0.002218041
"NRS18_VA_10022",1,0.0746,0.204,31.2,0.006538462,0.002391026
"NRS18_VA_RF001",1.67,0.3931,0.673,22.874,0.029422051,0.017185451
"NRS18_VA_RF002",1.83,0.4586,0.78,28.224,0.027636054,0.016248583
"NRS18_VA_RF003",1.12,0.2825,0.421,9.921,0.042435238,0.028474952
"NRS18_VA_RF004",6.46,0.1358,0.448,47.931,0.009346769,0.002833239
"NRS18_VA_RF005",1.79,0.1179,0.251,9.769,0.02569352,0.012068789
"NRS18_VA_RF006",3.44,0.5281,0.688,71.19,0.009664279,0.007418177
"NRS18_VA_RF008",11.13,0.1581,0.653,66.469,0.009824129,0.002378552
"NRS18_VA_RF011",0.95,0.4101,0.528,21.141,0.024975167,0.019398326
"NRS18_VA_RF013",1.81,0.6468,0.811,36.11,0.022459153,0.017911936
"NRS18_VA_RF014",5.12,0.2894,0.583,60.613,0.009618399,0.004774553
"NRS18_VA_RF015",0.86,0.0488,0.164,7.733,0.021207811,0.006310617
"NRS18_VT_10001",0.71,0.22785,0.3245,5.144,0.0652795585,0.046907172
"NRS18_VT_10002",2.59,0.17965,0.379,12.0645,0.0324974735,0.015591976
"NRS18_VT_10003",1.33,0.0292,0.1,5.263,0.01900057,0.005548166
"NRS18_VT_10004",2.5,0.0684,0.161,6.595,0.024412434,0.010371494
"NRS18_VT_10005",1.01,0.1403,0.239,NA,NA,NA
"NRS18_VT_10006",0.75,0.05555,0.1715,15.675,0.0118491655,0.004451878
"NRS18_VT_10008",1.17,0.0455,0.135,7.629,0.017695635,0.005964084
"NRS18_VT_10009",2.59,0.3982,0.573,6.789,0.084401237,0.058653705
"NRS18_VT_10011",3.81,0.042,0.39,14.389,0.027104038,0.002918896
"NRS18_VT_10012",4.66,0.3251,0.566,9.393,0.060257639,0.03461088
"NRS18_VT_10013",0.9,0.0486,0.14,3.48,0.040229885,0.013965517
"NRS18_VT_10014",2.29,0.0411,0.121,3.738,0.032370251,0.010995185
"NRS18_VT_10015",1.4,0.195,0.38,8.356,0.045476304,0.023336525
"NRS18_VT_10016",1.05,0.104,0.206,10.288,0.020023328,0.010108865
"NRS18_VT_10017",1.1,0.2945,0.413,4.008,0.103043912,0.073478044
"NRS18_VT_10018",2.37,0.2149,0.448,11.155,0.040161363,0.019264904
"NRS18_VT_10023",1.775,0.1264,0.2435,11.3325,0.022005399,0.0114931565
"NRS18_VT_10034",2.74,0.4071,0.554,32.514,0.017038814,0.01252076
"NRS18_VT_10184",1.14,0.199,0.36,5.243,0.068662979,0.037955369
"NRS18_VT_10335",1,0.3241,0.466,6.189,0.075294878,0.052367103
"NRS18_VT_RF001",5.22,0.0113,0.166,6.438,0.025784405,0.001755203
"NRS18_VT_RF002",1.97,0.0444,0.125,3.118,0.040089801,0.014239897
"NRS18_WA_10001",0.3,0.0105,0.0515,47.4395,0.001112897,0.000219728
"NRS18_WA_10002",2.005,0.008,0.125,14.859,0.008442236,0.000533623
"NRS18_WA_10005",2.02,0.0544,0.455,201.663,0.002256239,0.000269757
"NRS18_WA_10006",0.94,0.0841,0.259,28.091,0.009220035,0.002993841
"NRS18_WA_10007",0.39,0.0173,0.071,21.663,0.003277478,0.000798597
"NRS18_WA_10008",1.61,0.0468,0.188,13.976,0.013451631,0.003348598
"NRS18_WA_10010",0.67,0.0089,0.046,5.568,0.008261494,0.00159842
"NRS18_WA_10011",0.6,0.0168,0.065,6.963,0.009335057,0.002412753
"NRS18_WA_10012",1.99,0.7015,1.17,84.301,0.013878839,0.008321372
"NRS18_WA_10013",1.4,0.03035,0.1525,23.002,0.00652507,0.001304224
"NRS18_WA_10014",0.89,0.00375,0.0565,9.3335,0.0060745315,0.000395219
"NRS18_WA_10016",0.46,0.0072,0.036,71.466,0.000503736,0.000100747
"NRS18_WA_10017",0.5,0.0244,0.056,7.445,0.007521827,0.003277367
"NRS18_WA_10018",0.25,0.0035,0.023,6.141,0.003745318,0.00056994
"NRS18_WA_10021",2.67,0.0824,0.391,134.163,0.002914365,0.000614178
"NRS18_WA_10022",0.59,0.0242,0.077,20.54,0.003748783,0.001178189
"NRS18_WA_10023",2.1,0.0091,0.214,35.211,0.006077646,0.000258442
"NRS18_WA_10024",1.48,0.0429,0.148,8.33,0.017767107,0.00515006
"NRS18_WA_10025",1.43,0.0021,0.182,40.43,0.004501608,5.19416e-05
"NRS18_WA_10026",1.67,0.1072,0.316,23.199,0.013621277,0.004620889
"NRS18_WA_10029",1.09,0.0423,0.138,42.961,0.003212216,0.000984614
"NRS18_WA_10032",1.32,0.007,0.231,14.716,0.0156972,0.000475673
"NRS18_WA_10034",0.57,0.016,0.123,20.966,0.005866641,0.00076314
"NRS18_WA_10035",0.92,0.0047,0.071,46.57,0.001524587,0.000100923
"NRS18_WA_10037",1.15,0.1376,0.264,17.055,0.015479332,0.008068015
"NRS18_WA_10038",0.5,0.0293,0.068,8.368,0.008126195,0.003501434
"NRS18_WA_10039",1.53,0.0486,0.236,7.838,0.030109722,0.006200561
"NRS18_WA_10040",1.54,0.0413,0.203,8.833,0.022981999,0.004675648
"NRS18_WA_10043",0.61,0.0021,0.022,15.051,0.001461697,0.000139526
"NRS18_WA_10044",0.93,0.0072,0.042,16.07,0.002613566,0.00044804
"NRS18_WA_10047",0.84,0.0791,0.154,11.163,0.013795575,0.007085909
"NRS18_WA_10049",1.37,0.0387,0.144,46.788,0.003077712,0.000827135
"NRS18_WA_10060",1.46,0.2618,0.382,90.716,0.004210944,0.00288593
"NRS18_WA_10065",0.67,0.0116,0.044,4.983,0.008830022,0.002327915
"NRS18_WA_10211",1.07,0.1018,0.213,22.426,0.009497904,0.004539374
"NRS18_WA_10212",2.06,0.1365,0.278,226.716,0.001226204,0.000602075
"NRS18_WA_10360",1.49,0.0838,0.178,31.716,0.005612309,0.0026422
"NRS18_WA_10519",1.68,0.0037,0.158,53.716,0.002941395,6.88808e-05
"NRS18_WA_10522",2.3,0.0302,0.186,83.731,0.002221399,0.000360679
"NRS18_WA_10811",4.16,0.0025,0.26,23.913,0.010872747,0.000104546
"NRS18_WI_10001",23.55,NA,1.645,136.5,0.012956194,0
"NRS18_WI_10002",7.6,1.585,2.395,121.9,0.0197858385,0.012614895
"NRS18_WI_10003",0.986,7.49,7.78,106,0.073396226,0.070660377
"NRS18_WI_10004",NA,1.34,1.56,17.1,0.09122807,0.078362573
"NRS18_WI_10005",18.9,NA,1.01,55.3,0.018264014,0
"NRS18_WI_10006",4.88,NA,0.278,17.9,0.015530726,0
"NRS18_WI_10007",8.93,NA,0.831,282,0.002946809,0
"NRS18_WI_10008",1.72,3.12,3.42,62.2,0.054983923,0.050160772
"NRS18_WI_10009",7.73,1.02,1.66,101,0.016435644,0.01009901
"NRS18_WI_10010",8.81,0.518,1.26,83.8,0.0150358,0.006181384
"NRS18_WI_10011",8.31,0.906,1.75,154,0.011363636,0.005883117
"NRS18_WI_10013",5.25,0.095,0.306,29.029,0.010541183,0.003272589
"NRS18_WI_10014",2.01,7.06,8.4,266,0.031578947,0.026541353
"NRS18_WI_10015",5.52,0.564,0.8455,34.042,0.0269029565,0.0191377755
"NRS18_WI_10016",8.89,NA,0.514,32.95,0.015653851,0
"NRS18_WI_10017",1.92,7.34,7.76,77.4,0.100258398,0.094832041
"NRS18_WI_10018",12.31,0.0077,0.508,60.32,0.008421751,0.000127653
"NRS18_WI_10019",2.07,9.77,10.1,296,0.034121622,0.033006757
"NRS18_WI_10020",8,4.99,6.26,90.9,0.068866887,0.05489549
"NRS18_WI_10021",4.97,1.88,2.65,74.7,0.035475234,0.025167336
"NRS18_WI_10022",5.3,1.69,2.41,169,0.014260355,0.01
"NRS18_WI_10023",6.69,NA,0.313,12.7,0.024645669,0
"NRS18_WI_10024",9.76,0.501,1.69,108,0.015648148,0.004638889
"NRS18_WI_10025",4.41,1.18,1.67,77.2,0.021632124,0.015284974
"NRS18_WI_10026",9.59,0.715,1.29,95.8,0.013465553,0.007463466
"NRS18_WI_10027",10.7,0.435,1.16,68.6,0.016909621,0.006341108
"NRS18_WI_10028",9.42,0.354,1.08,69.5,0.015539568,0.005093525
"NRS18_WI_10029",4.17,3.05,3.66,74.4,0.049193548,0.040994624
"NRS18_WI_10030",3.66,6.6,7.5,167,0.04491018,0.039520958
"NRS18_WI_10032",2.37,8.81,9.72,29.1,0.334020619,0.302749141
"NRS18_WI_10035",11.7,NA,0.878,115,0.007634783,0
"NRS18_WI_10036",4.14,4.66,5.68,659,0.00861912,0.00707132
"NRS18_WI_10038",1.84,2.57,2.98,34,0.087647059,0.075588235
"NRS18_WI_10039",12.1,0.608,1.72,152,0.011315789,0.004
"NRS18_WI_10040",9.04,3.31,4.29,198,0.021666667,0.016717172
"NRS18_WI_10041",5.11,0.635,1.33,212,0.006273585,0.002995283
"NRS18_WI_10042",1.84,5.69,6.14,65,0.094461538,0.087538462
"NRS18_WI_10043",9.54,NA,0.599,40.5,0.014790123,0
"NRS18_WI_10046",NA,1.2,1.55,15,0.103333333,0.08
"NRS18_WI_10047",1.69,2.65,3.1,86,0.036046512,0.030813953
"NRS18_WI_10048",13.2,NA,0.588,32.9,0.01787234,0
"NRS18_WI_10049",3.13,2.67,3.16,139,0.022733813,0.019208633
"NRS18_WI_10050",6.18,NA,0.38,23,0.016521739,0
"NRS18_WI_10051",1.34,1.24,1.51,53,0.028490566,0.023396226
"NRS18_WI_10053",3.06,1.39,1.96,140,0.014,0.009928571
"NRS18_WI_10054",2.4,5.96,6.38,167,0.038203593,0.035688623
"NRS18_WI_10055",12.4,0.446,1.37,109,0.012568807,0.004091743
"NRS18_WI_10056",10.3,0.589,1.33,93.2,0.014270386,0.006319742
"NRS18_WI_10057",6.61,NA,0.309,15,0.0206,0
"NRS18_WI_10060",6.4,0.38,0.9,42.6,0.021126761,0.008920188
"NRS18_WI_10061",8.52,1.13,3.08,260,0.011846154,0.004346154
"NRS18_WI_10066",4.06,0.42,0.918,37.6,0.024414894,0.011170213
"NRS18_WI_10069",4.39,NA,0.576,87.7,0.006567845,0
"NRS18_WI_10071",9.83,NA,1.96,244,0.008032787,0
"NRS18_WI_10080",2.27,4.46,5.25,30.9,0.169902913,0.14433657
"NRS18_WI_10083",3.44,0.697,1.04,45.2,0.02300885,0.015420354
"NRS18_WI_10091",3.52,7.93,8.62,199,0.043316583,0.039849246
"NRS18_WI_10113",3.39,9.18,9.86,106,0.093018868,0.086603774
"NRS18_WI_10243",12.8,0.392,0.892,35.2,0.025340909,0.011136364
"NRS18_WI_10245",31.8,NA,1.41,49.8,0.028313253,0
"NRS18_WI_10248",1.98,9.38,9.9,152,0.065131579,0.061710526
"NRS18_WI_10263",5.84,NA,0.631,23.8,0.026512605,0
"NRS18_WI_10324",2.77,NA,NA,10.7,0,0
"NRS18_WI_10401",10.2,4.69,5.64,84.5,0.066745562,0.055502959
"NRS18_WI_10541",22.4,NA,1.52,48.9,0.031083845,0
"NRS18_WI_10542",2.96,1.95,2.32,84.4,0.027488152,0.023104265
"NRS18_WI_10543",NA,4.13,4.62,15.3,0.301960784,0.269934641
"NRS18_WI_10548",13.2,0.407,1.19,119,0.01,0.003420168
"NRS18_WI_10569",3.37,2.59,3.16,22.5,0.140444444,0.115111111
"NRS18_WI_10691",9.71,0.515,1.75,116,0.015086207,0.004439655
"NRS18_WI_10692",2.94,4.93,5.76,152,0.037894737,0.032434211
"NRS18_WI_10693",15.7,0.655,2.24,182,0.012307692,0.003598901
"NRS18_WI_10694",8.16,0.392,2.14,266,0.008045113,0.001473684
"NRS18_WI_10695",5.43,3.7,4.57,206,0.022184466,0.017961165
"NRS18_WI_10841",12.6,0.437,1.36,159,0.008553459,0.002748428
"NRS18_WI_10843",5.08,1.52,2.12,124,0.017096774,0.012258065
"NRS18_WI_10844",10.7,NA,0.753,42.9,0.017552448,0
"NRS18_WI_10846",14.1,0.624,1.36,138,0.009855072,0.004521739
"NRS18_WI_10850",14.1,NA,0.709,49.5,0.014323232,0
"NRS18_WI_10853",8.77,NA,0.416,19.5,0.021333333,0
"NRS18_WI_10861",4.56,NA,0.285,11.7,0.024358974,0
"NRS18_WI_10991",9.64,NA,1.36,80.6,0.016873449,0
"NRS18_WI_10992",12.5,NA,2.18,287,0.007595819,0
"NRS18_WI_11141",8.15,0.439,1.27,81.5,0.015582822,0.005386503
"NRS18_WI_11142",10.2,NA,1.16,57.4,0.020209059,0
"NRS18_WI_RF001",4.04,0.0506,0.4695,63.45,0.0073696375,0.0007975855
"NRS18_WI_RF002",10.97,0.0317,0.493,27.964,0.01762981,0.0011336
"NRS18_WI_RF003",4.34,0.0059,0.22,32.308,0.006809459,0.000182617
"NRS18_WV_10001",1.33,0.0707,0.1955,11.3325,0.017372418,0.0065357265
"NRS18_WV_10002",2.695,0.7804,1.0625,49.8125,0.0225579635,0.0164358645
"NRS18_WV_10003",2.98,0.0253,0.321,24.301,0.013209333,0.001041109
"NRS18_WV_10004",2.62,0.2444,0.508,64.87,0.007831047,0.003767535
"NRS18_WV_10005",1.26,0.1271,0.236,15.023,0.015709246,0.008460361
"NRS18_WV_10006",1.66,0.2955,0.553,61.361,0.009012239,0.004815762
"NRS18_WV_10008",1.83,1.05805,1.412,40.1955,0.037623766,0.028558124
"NRS18_WV_10009",1.32,0.1488,0.223,9.29,0.024004306,0.016017223
"NRS18_WV_10010",1.225,0.30435,0.4205,7.928,0.056525077,0.0407138475
"NRS18_WV_10011",1.84,0.6235,0.826,32.604,0.025334315,0.01912342
"NRS18_WV_10012",2.37,0.1431,0.274,12.176,0.022503285,0.011752628
"NRS18_WV_10013",4.4,0.1923,0.56,33.993,0.01647398,0.005657047
"NRS18_WV_10015",0.63,0.4631,0.369,10.751,0.034322389,0.043075063
"NRS18_WV_10016",1.69,0.646,0.874,54.926,0.015912318,0.011761279
"NRS18_WV_10018",1.83,0.0351,0.165,18.68,0.008832976,0.001879015
"NRS18_WV_10019",1.89,0.0222,0.208,30.909,0.006729432,0.000718237
"NRS18_WV_10020",1.56,0.6084,0.761,31.73,0.023983612,0.019174283
"NRS18_WV_10031",1.73,0.2713,0.358,13.639,0.026248259,0.019891488
"NRS18_WV_10180",1.41,0.167,0.276,3.79,0.072823219,0.044063325
"NRS18_WV_10181",1.1,0.3728,0.515,4.99,0.103206413,0.074709419
"NRS18_WV_RF001",1.62,0.2179,0.354,10.734,0.032979318,0.020299981
"NRS18_WV_RF002",2.33,0.0348,0.241,10.074,0.02392297,0.003454437
"NRS18_WV_RF003",2.82,0.0907,0.266,8.993,0.029578561,0.010085622
"NRS18_WV_RF004",1.33,0.1848,0.311,8.689,0.035792381,0.02126827
"NRS18_WY_10003",0.55,0.2021,0.263,57.714,0.004556953,0.00350175
"NRS18_WY_10004",6.11,0.002,0.285,92.308,0.00308749,2.16666e-05
"NRS18_WY_10005",0.97,0.0275,0.094,14.694,0.006397169,0.001871512
"NRS18_WY_10010",74.255,0.0035,4.563,164.174,0.030652379,1.54573e-05
"NRS18_WY_10011",7.33,0.0136,0.581,190.84,0.003044435,7.12639e-05
"NRS18_WY_10014",4.45,0.1694,0.566,19.391,0.029188799,0.008736012
"NRS18_WY_10015",4.45,0.0035,0.373,126.26,0.002954221,2.77206e-05
"NRS18_WY_10016",5.09,NA,0.384,29.831,0.012872515,0
"NRS18_WY_10021",0.49,0.0443,0.12,5.199,0.023081362,0.008520869
"NRS18_WY_10022",4.75,0.004,0.255,40.019,0.006371973,9.99525e-05
"NRS18_WY_10025",0.775,0.02605,0.096,66.3185,0.0033950715,0.001094835
"NRS18_WY_10026",1.73,0.0013,0.108,6.836,0.015798713,0.00019017
"NRS18_WY_10027",10.63,0.0059,1.099,129.59,0.008480593,4.55282e-05
"NRS18_WY_10029",11.95,2e-04,1.361,153.41,0.008871651,1.3037e-06
"NRS18_WY_10034",3.425,0.03675,0.334,50.0275,0.0066976435,0.000742386
"NRS18_WY_10035",4.95,NA,0.416,46.296,0.008985658,0
"NRS18_WY_10039",11.97,8e-04,0.62,30.958,0.020027134,2.58415e-05
"NRS18_WY_10052",7.53,0.0012,0.641,28.336,0.0226214,4.2349e-05
"NRS18_WY_10060",1.44,0.002,0.09,9.236,0.009744478,0.000216544
"NRS18_WY_10065",4.77,0.0399,0.508,41.729,0.012173788,0.00095617
"NRS18_WY_10068",3.34,5e-04,0.239,13.515,0.017684055,3.69959e-05
"NRS18_WY_10069",4.55,0.00335,0.166,51.476,0.003345392,6.26427e-05
"NRS18_WY_10071",2.4,2e-04,0.164,35.795,0.004581645,5.58737e-06
"NRS18_WY_10073",3.51,0.3878,0.839,5.319,0.157736417,0.072908441
"NRS18_WY_10076",3.45,9e-04,0.238,13.826,0.017213945,6.50947e-05
"NRS18_WY_10078",2.96,0.0605,0.78,33.961,0.022967522,0.001781455
"NRS18_WY_10084",5.82,0.0011,0.609,290.539,0.002096104,3.78607e-06
"NRS18_WY_10085",2.24,0.0017,0.216,14.301,0.015103839,0.000118873
"NRS18_WY_10089",2.47,0.0012,0.219,25.556,0.008569416,4.69557e-05
"NRS18_WY_10090",2.69,1.0161,1.388,132.313,0.010490277,0.007679518
"NRS18_WY_10251",7.14,8e-04,1.381,377.276,0.00366045,2.12046e-06
"NRS18_WY_10394",2.12,0.0235,0.164,11.673,0.014049516,0.002013193
"NRS18_WY_10396",0.79,0.0362,0.079,93.353,0.00084625,0.000387775
"NRS18_WY_10400",5.44,0.0037,0.164,15.216,0.010778128,0.000243165
"NRS18_WY_10406",0.87,0.3393,0.575,13.726,0.041891301,0.02471951
"NRS18_WY_10546",11.57,0.1889,4.075,1776.925,0.002293288,0.000106307
"NRS18_WY_10549",9.71,0,0.591,67.74,0.008724535,0
"NRS18_WY_10696",4.12,7e-04,0.405,49.221,0.008228195,1.42216e-05
"NRS18_WY_10697",4.2,0.0013,0.189,21.65,0.008729792,6.00462e-05
"NRS18_WY_10701",14.18,0.0016,3.888,573.3,0.00678179,2.79086e-06
"NRS18_WY_10845",2.18,1.1061,1.55,40.156,0.038599462,0.027545074
"NRS18_WY_10995",0.98,0.004,0.084,62.141,0.001351765,6.43697e-05
"NRS18_WY_10996",0.84,0.027,0.133,7.853,0.016936203,0.003438176
"NRS18_WY_11145",1.83,0.0345,0.325,39.603,0.008206449,0.000871146
"NRS18_WY_11151",2.34,0.0137,0.47,192.086,0.002446821,7.13222e-05
"NRS18_WY_11299",6.29,0.0043,0.446,18.398,0.024241765,0.000233721
"NRS18_WY_11301",5.16,0.0974,0.554,252.389,0.002195024,0.000385912
"NRS18_WY_11305",11.91,0,0.884,124.07,0.00712501,0
"NRS18_WY_11306",13.44,0.0472,1.524,182.219,0.008363563,0.000259029
"NRS18_WY_11308",8.71,0.0026,0.865,124.336,0.006956955,2.09111e-05
"NRS18_WY_11315",8.45,0,0.456,122.114,0.003734216,0
"NRS18_WY_11316",12.17,0,0.754,67.03,0.011248695,0
"NRS18_WY_11452",5.32,0,0.428,37.145,0.011522412,0
"NRS18_WY_11453",4.79,0.0393,0.465,22.014,0.021122922,0.001785228
"NRS18_WY_11594",1.2,0.0662,0.163,37.449,0.004352586,0.001767737
"NRS18_WY_11746",9.15,0.0041,1.178,207.086,0.005688458,1.97985e-05
"NRS18_WY_11747",2.57,0.0013,0.216,26.23,0.008234846,4.95616e-05
"NRS18_WY_11790",2.11,0.0338,0.126,82.635,0.001524778,0.000409028
"NRS18_WY_11896",5.06,0.0084,0.395,30.871,0.01279518,0.0002721
"NRS18_WY_11903",5.24,0.0239,0.38,77.215,0.004921324,0.000309525
"NRS18_WY_11906",8.46,0,0.558,63.78,0.008748824,0
"NRS18_WY_11908",5.07,0.0052,0.456,35.931,0.012690991,0.000144722
"NRS18_WY_11912",4.95,0.0013,0.355,33.959,0.010453783,3.82815e-05
"NRS18_WY_12046",4.78,NA,0.461,40.381,0.01141626,0
"NRS18_WY_12048",4.53,0.0035,0.405,37.009,0.010943284,9.45716e-05
"NRS18_WY_12197",2.87,0.0022,0.199,12.384,0.016069121,0.000177649
"NRS18_WY_12345",3.49,0.0718,0.409,67.689,0.006042341,0.001060734
"NRS18_WY_12347",1.96,7e-04,0.156,14.976,0.010416667,4.67415e-05
