SITE_ID,Lat,Lon,DOC_Median,NO3_Median,TP_Median,NO3toTP_Median
NLA12_AL_101,33.29204144,-87.3913824,2.335,0.0955,27.5,0.003472727
NLA12_AL_102,34.22781586,-86.84344912,3.38,0,12,0
NLA12_AL_103,33.7624784,-86.05315833,2.83,0,56,0
NLA12_AL_104,32.51586852,-87.86108477,2.68,0.08,37,0.002162162
NLA12_AL_105,31.62154629,-88.35373896,6.83,0.01,82,0.000121951
NLA12_AL_112,33.36486204,-88.16688028,3.82,0.003,33,9.09E-05
NLA12_AL_113,30.97184148,-88.0527428,3.41,0.095,27,0.003518519
NLA12_AL_114,33.88200988,-85.9316179,3.6,0.003,62,4.84E-05
NLA12_AL_R03,33.32192301,-85.81071637,1.49,0,31,0
NLA12_AL_R05,33.28949519,-87.68596227,2.5,0.004,24,0.000166667
NLA12_AR_101,34.53435079,-92.26882632,11.185,0.001,84,1.19E-05
NLA12_AR_102,35.58318947,-90.96294056,5.33,0,151,0
NLA12_AR_103,34.41755034,-93.07012469,2.92,0.002,15,0.000133333
NLA12_AR_104,35.5624593,-93.63756822,2.03,0.013,30,0.000433333
NLA12_AR_105,33.07556301,-92.66059625,8.82,0.003,36.5,8.22E-05
NLA12_AR_106,36.06720319,-91.14242843,5.02,0.002,107,1.87E-05
NLA12_AR_109,33.81796398,-94.05998348,7.48,0.002,39,5.13E-05
NLA12_AR_111,34.60033557,-92.50069818,5.26,0.002,121,1.65E-05
NLA12_AZ_101,33.5692971,-111.5241427,3.97,0.001,45.5,2.20E-05
NLA12_AZ_102,34.60431345,-112.4386225,16.53,0.002,631,3.17E-06
NLA12_AZ_103,35.02357175,-111.4006586,7.74,0.104,259,0.000401544
NLA12_AZ_106,33.40602291,-114.7138943,7.65,0,37,0
NLA12_AZ_107,34.3606808,-109.363087,6.1,0.042,234,0.000179487
NLA12_AZ_118,33.38131121,-111.883581,3.42,0.116,38,0.003052632
NLA12_AZ_123,33.0266436,-114.5090632,34.49,0.006,392,1.53E-05
NLA12_AZ_127,35.28501346,-112.1541634,6.03,0.019,147,0.000129252
NLA12_AZ_130,33.84530018,-111.6185016,2.585,0.002,62,3.23E-05
NLA12_AZ_140,32.8056793,-109.8626777,5.31,0.003,38,7.89E-05
NLA12_AZ_143,35.11670652,-112.0134231,11.76,0.002,75,2.67E-05
NLA12_AZ_145,33.8293043,-109.090421,14.02,0.002,244,8.20E-06
NLA12_AZ_157,34.03125525,-109.4431103,6.41,0.002,882,2.27E-06
NLA12_AZ_R01,34.42742317,-111.0867324,4.51,0.002,11,0.000181818
NLA12_AZ_R02,34.16108989,-109.9796571,5.29,0,79,0
NLA12_CA_101,38.07832575,-122.7433592,6.615,0.0171,30.65,0.000557912
NLA12_CA_102,33.23504244,-116.7444419,8.83,0.005,23.9,0.000209205
NLA12_CA_103,39.11326334,-120.4389061,1.62,0.0067,4.1,0.001634146
NLA12_CA_104,37.78873902,-119.0738863,6.82,0.005,4.9,0.001020408
NLA12_CA_105,38.50847142,-121.5353649,4.39,0.0071,688,1.03E-05
NLA12_CA_106,33.07900474,-115.512784,28.1,0.0104,591,1.76E-05
NLA12_CA_107,38.47629345,-119.9996916,3.07,0.005,10.2,0.000490196
NLA12_CA_108,37.14922318,-119.5111573,1.49,0.0139,4.8,0.002895833
NLA12_CA_111,39.013583,-121.0410833,1.64,0.005,5.65,0.000884956
NLA12_CA_112,39.37366934,-121.2786137,1.84,0.005,7.5,0.000666667
NLA12_CA_116,41.22806098,-122.3816476,1.59,0.0203,62.6,0.000324281
NLA12_CA_119,37.95383641,-120.4968436,1.92,0.005,4.1,0.001219512
NLA12_CA_121,36.08284307,-118.9092314,4.2,0.005,12.3,0.000406504
NLA12_CA_123,38.76397086,-119.9656214,2.84,0.0058,9.7,0.000597938
NLA12_CA_128,39.72615676,-122.8416693,4.32,0.005,29.5,0.000169492
NLA12_CA_132,40.50757762,-122.6943291,1.48,0.005,11.6,0.000431034
NLA12_CA_135,38.69849847,-120.0450767,1.53,0.005,5.6,0.000892857
NLA12_CA_138,40.51311798,-121.1651745,4.99,0.005,10.5,0.00047619
NLA12_CA_141,39.09599481,-122.9319835,8.08,0.005,33.7,0.000148368
NLA12_CA_143,37.56448938,-121.9971818,4.41,0.0573,26.8,0.00213806
NLA12_CA_145,37.24681552,-121.8722039,5.59,0.005,33.6,0.00014881
NLA12_CA_154,40.63158462,-120.00287,2.45,0.005,166,3.01E-05
NLA12_CA_156,34.49328953,-117.2618539,2.76,0.005,53,9.43E-05
NLA12_CA_157,37.3732653,-120.4335059,2,0.0198,4.1,0.004829268
NLA12_CA_166,39.76106147,-120.7127085,1.93,0.005,4.1,0.001219512
NLA12_CA_167,39.30959639,-120.578516,3.38,0.005,4.1,0.001219512
NLA12_CA_168,33.8011914,-117.8101552,7.67,0.152,434,0.00035023
NLA12_CA_172,33.15989079,-117.0432688,28.1,0.0407,14.8,0.00275
NLA12_CA_174,37.91390879,-121.6012966,4.13,0.521,77.7,0.006705277
NLA12_CA_180,38.72817607,-121.131213,1.69,0.0056,4.1,0.001365854
NLA12_CA_181,37.17995179,-121.6910013,4.57,0.005,39.7,0.000125945
NLA12_CA_188,37.77693239,-122.1186618,6.67,0.005,25.6,0.000195313
NLA12_CA_190,38.06047879,-121.0282226,12.7,0.005,123,4.07E-05
NLA12_CA_200,39.36848919,-120.322472,1.04,0.005,4.1,0.001219512
NLA12_CA_206,40.76439588,-122.2541896,0.75,0.005,5.6,0.000892857
NLA12_CA_208,41.99178315,-121.8782454,36.1,0.005,29.9,0.000167224
NLA12_CA_212,39.96955481,-121.2222947,4.09,0.005,8.3,0.00060241
NLA12_CA_223,37.60310878,-119.0030315,1.77,0.005,4.1,0.001219512
NLA12_CA_R01,37.94905065,-122.6274594,2.95,0.002,31,6.45E-05
NLA12_CA_R02,39.40604459,-120.0965946,1.77,0.002,40,0.00005
NLA12_CA_R03,37.66379232,-120.2158143,1.56,0,16,0
NLA12_CA_R05,40.45893329,-121.2909231,1.42,0,6,0
NLA12_CA_R06,40.39703508,-121.3623357,3.39,0.002,33,6.06E-05
NLA12_CA_R09,38.04703186,-119.2594305,1.4,0.005,14,0.000357143
NLA12_CA_R10,40.40351019,-121.3588354,3.68,0,59,0
NLA12_CA_R12,40.38862429,-121.299224,2.46,0,10,0
NLA12_CA_R13,38.04692295,-119.2654654,0.91,0.002,11,0.000181818
NLA12_CO_101,38.30009665,-102.7612671,32.81,0,100,0
NLA12_CO_102,38.99724122,-108.0511795,1.62,0.002,29,6.90E-05
NLA12_CO_103,40.43632395,-105.0336532,5.07,0.004,17,0.000235294
NLA12_CO_104,40.22358076,-104.9472807,15.09,0.023,435,5.29E-05
NLA12_CO_105,37.4167824,-108.4056506,9.66,0.002,114,1.75E-05
NLA12_CO_106,40.33707955,-105.1266943,3.34,0,15,0
NLA12_CO_107,37.8246388,-107.885134,0.73,0.026,16,0.001625
NLA12_CO_108,38.7911491,-105.1063606,1.41,0.005,25,0.0002
NLA12_CO_109,40.05558648,-105.7470802,4.57,0.002,16,0.000125
NLA12_CO_110,39.99496234,-105.112227,6.1,0.032,43,0.000744186
NLA12_CO_111,40.0798358,-105.2171741,2.89,0.003,26,0.000115385
NLA12_CO_114,39.03670301,-107.9111308,5.09,0,37,0
NLA12_CO_115,40.00305447,-107.3583306,2.67,0.002,14,0.000142857
NLA12_CO_117,37.31623199,-107.1129943,4.77,0,33,0
NLA12_CO_119,40.25822853,-105.604528,0.48,0.36,5,0.072
NLA12_CO_121,37.67328141,-107.1127777,2.13,0.003,84,3.57E-05
NLA12_CO_124,39.93104164,-104.9732957,15.37,0,110,0
NLA12_CO_125,39.22067903,-106.3916958,1.29,0.017,11,0.001545455
NLA12_CO_127,40.12169493,-104.9459108,8.09,0.01,712,1.40E-05
NLA12_CO_129,37.28488371,-104.3381595,5.87,0,45,0
NLA12_CO_130,39.64574357,-106.1674308,0.78,0.1,9,0.011111111
NLA12_CO_131,40.94491896,-106.0119684,5.375,0.001,47.5,2.11E-05
NLA12_CO_133,37.54114004,-107.5965489,1.7,0.002,14,0.000142857
NLA12_CO_R01,39.9856728,-107.231024,1.84,0.002,36,5.56E-05
NLA12_CO_R04,40.2166095,-105.3725581,2.09,0.002,20,0.0001
NLA12_CO_R07,40.14319362,-107.117692,1.58,0.002,120,1.67E-05
NLA12_CO_R10,40.17407647,-107.7039121,8.27,0.002,28,7.14E-05
NLA12_CT_101,41.92395129,-72.21958455,4.875,0.0025,28,8.93E-05
NLA12_CT_102,41.8811168,-73.03985488,2.11,0.002,7,0.000285714
NLA12_CT_103,41.67757315,-73.14469782,2.53,0,19,0
NLA12_CT_104,41.95084399,-71.9511164,4.33,0.073,48,0.001520833
NLA12_CT_105,41.89704559,-73.44712926,3.85,0.002,69,2.90E-05
NLA12_CT_107,41.3389906,-72.48613163,4.36,0,18,0
NLA12_CT_108,41.65348504,-73.20748141,3.5,0.002,28,7.14E-05
NLA12_CT_115,41.71185606,-72.32903222,2.665,0.0025,12,0.000208333
NLA12_CT_118,41.77454096,-71.88798099,2.6,0.002,5,0.0004
NLA12_CT_126,41.84051817,-72.10979305,3.06,0.003,15,0.0002
NLA12_DE_101,39.42401394,-75.68735124,3.56,0.002,132,1.52E-05
NLA12_DE_102,38.98857897,-75.52117937,5.5,0.002,227,8.81E-06
NLA12_DE_103,38.64269726,-75.55096879,2.95,0.55,81,0.006790123
NLA12_DE_104,38.55949766,-75.56233222,3.98,1.04,182,0.005714286
NLA12_DE_105,38.55992891,-75.62927498,2.15,6.31,22,0.286818182
NLA12_DE_107,38.86695206,-75.38016332,3.52,0.28,30,0.009333333
NLA12_DE_121,38.51997073,-75.51111717,2.58,0.66,191,0.003455497
NLA12_FL_101,26.96218896,-80.86112023,13.11,0.1075,127,0.000846457
NLA12_FL_102,28.09204922,-81.70722184,14.57,0.0105,43.5,0.000241379
NLA12_FL_103,28.62012601,-81.62390666,21.61,0.002,132,1.52E-05
NLA12_FL_104,28.63214149,-81.35520745,6.03,0.019,25,0.00076
NLA12_FL_105,28.89574438,-81.83982976,18.68,0.003,81,3.70E-05
NLA12_FL_106,28.63737421,-81.13770674,13.02,0.031,46,0.000673913
NLA12_FL_107,28.17018584,-81.83447199,5.86,0.019,9,0.002111111
NLA12_FL_108,30.43458497,-84.56553879,8.43,0.003,70,4.29E-05
NLA12_FL_109,28.8388165,-81.26992474,20.73,0.011,77,0.000142857
NLA12_FL_110,27.84218818,-81.50927927,3.98,0.0115,22,0.000522727
NLA12_FL_114,28.62073805,-81.38955715,7.87,0.019,20,0.00095
NLA12_FL_123,27.20734613,-81.35075299,5.205,0.002,7,0.000285714
NLA12_FL_126,28.02489816,-81.41000805,14.16,0,50,0
NLA12_FL_130,28.56416506,-81.77977349,11.55,0,58,0
NLA12_FL_132,26.42221393,-81.49292185,29.97,0,83,0
NLA12_FL_141,30.51614943,-85.70778846,1.58,0.002,27,7.41E-05
NLA12_FL_R04,29.23344674,-81.90578186,25.2,0.003,48,0.0000625
NLA12_FL_R06,30.22667337,-82.43711308,17.76,0.024,35,0.000685714
NLA12_GA_101,31.05990761,-81.41324075,16.94,0.3205,160.5,0.001996885
NLA12_GA_102,33.29924834,-81.8952677,5.67,0.007,157,4.46E-05
NLA12_GA_103,32.0700182,-84.29710667,3.24,0.002,37,5.41E-05
NLA12_GA_104,34.13780782,-84.64845153,2.14,0.003,15,0.0002
NLA12_GA_105,34.7978933,-84.25515016,0.94,0.003,19,0.000157895
NLA12_GA_107,32.63881298,-83.96692927,3.8,0,76,0
NLA12_GA_111,32.18276667,-83.17085941,5.48,0.002,46,4.35E-05
NLA12_GA_112,33.37323584,-84.28588958,3.33,0.0105,35.5,0.000295775
NLA12_GA_114,32.38244403,-81.92934836,8.18,0.003,39,7.69E-05
NLA12_GA_118,34.54604983,-84.36246964,1.02,0.002,14,0.000142857
NLA12_GA_127,32.09647199,-82.90033962,18.3,0.003,36,8.33E-05
NLA12_GA_R01,32.85947959,-84.39692999,2.75,0.003,28,0.000107143
NLA12_GA_R11,30.83352376,-82.356882,82.88,0.002,81,2.47E-05
NLA12_IA_101,43.15573772,-94.65034846,6.82,0.23,176,0.001306818
NLA12_IA_102,43.46131869,-95.17250624,8.38,0.002,684,2.92E-06
NLA12_IA_103,41.43874241,-93.54970598,3.4,0,18,0
NLA12_IA_104,41.47723398,-92.46027767,5.29,0.002,22,9.09E-05
NLA12_IA_105,42.49288038,-94.62256302,7.01,0,193,0
NLA12_IA_106,41.46944302,-93.9205438,4.67,0,241,0
NLA12_IA_107,43.38972512,-93.4978572,13.13,0,493,0
NLA12_IA_109,43.48048198,-95.19385604,8.58,0.017,59,0.000288136
NLA12_IA_113,40.85032616,-94.07030363,5.14,0.002,33,6.06E-05
NLA12_IA_120,42.62364617,-95.19096081,3.675,0.256,171,0.001497076
NLA12_IA_127,40.75439094,-92.44007539,5.41,0.002,50,0.00004
NLA12_IA_132,42.8383562,-93.69187566,10.42,0,240,0
NLA12_IA_134,42.12868906,-92.72458951,3.88,0.003,175,1.71E-05
NLA12_IA_150,42.43264577,-93.79604399,10.56,0.308,62,0.004967742
NLA12_IA_152,43.17179588,-94.90593006,7.04,0.026,240,0.000108333
NLA12_IA_R01,42.4792253,-92.38858001,4.12,0.002,46,4.35E-05
NLA12_IA_R02,42.52502148,-92.40625711,7.55,0.002,208,9.62E-06
NLA12_IA_R03,40.59743375,-93.77118762,6.33,0.006,16,0.000375
NLA12_ID_101,44.96411515,-116.4630194,1.94,0.002,59.5,3.36E-05
NLA12_ID_102,48.45840044,-116.8242397,2.69,0,29,0
NLA12_ID_103,47.46589015,-116.6151536,2.54,0,35,0
NLA12_ID_104,42.24331356,-111.8494043,5.58,0.002,147,1.36E-05
NLA12_ID_105,48.18768071,-116.5255832,6.02,0.002,29,6.90E-05
NLA12_ID_107,43.46019017,-116.1413012,7.99,0.107,383,0.000279373
NLA12_ID_108,47.51724168,-116.5654143,1.76,0.002,22,9.09E-05
NLA12_ID_109,42.67704536,-113.4072962,1.88,0.002,41,4.88E-05
NLA12_ID_110,43.33129134,-113.9282985,9.96,0.002,44,4.55E-05
NLA12_ID_111,42.20637168,-114.8788521,2.93,0.005,84,5.95E-05
NLA12_ID_112,48.7562708,-116.0903859,5.1,0.001,47.5,2.11E-05
NLA12_ID_113,44.83832985,-116.0344437,4.49,0.002,34,5.88E-05
NLA12_ID_121,48.00714106,-117.003822,2.71,0,65,0
NLA12_ID_122,42.89525373,-111.9638056,5.2,0.002,82,2.44E-05
NLA12_ID_141,44.32909632,-116.1841073,2.47,0.002,36,5.56E-05
NLA12_ID_142,43.99802567,-114.8891906,0.6,0.015,15,0.001
NLA12_ID_143,42.26425757,-116.3104956,6.98,0.003,68,4.41E-05
NLA12_ID_145,44.29971223,-115.2539785,1.11,0,23,0
NLA12_ID_148,46.20607125,-116.8343671,3.42,0.002,77,2.60E-05
NLA12_ID_149,46.68823022,-116.649551,7.09,0.003,85,3.53E-05
NLA12_ID_151,43.19840666,-114.5997261,15.04,0.011,705,1.56E-05
NLA12_ID_158,44.10981036,-114.9661056,0.7,0.009,9,0.001
NLA12_ID_165,48.01025724,-116.7078838,6.08,0.003,118,2.54E-05
NLA12_ID_166,43.07839868,-112.6936589,1.63,0.414,58,0.007137931
NLA12_ID_168,45.12898626,-116.0220887,1.85,0.002,17,0.000117647
NLA12_ID_175,43.1914128,-116.9598035,3.19,0.002,201,9.95E-06
NLA12_ID_180,47.51563208,-115.7316178,1,0,22,0
NLA12_ID_194,43.16587842,-115.6524756,3.83,0.004,93,4.30E-05
NLA12_ID_198,44.21474968,-111.6155136,4.23,0.002,79,2.53E-05
NLA12_ID_203,42.26037727,-111.4707171,7.47,0.096,175,0.000548571
NLA12_ID_205,44.97021316,-116.001262,2.98,0,75,0
NLA12_ID_207,48.27818524,-116.8311247,3.61,0.002,43,4.65E-05
NLA12_ID_209,44.79670477,-116.7326881,1.8,0.002,41,4.88E-05
NLA12_ID_210,43.94034156,-114.9417467,0.71,0.012,9,0.001333333
NLA12_ID_214,42.1873061,-113.92408,2.89,0.004,134,2.99E-05
NLA12_ID_215,43.97945187,-114.8776554,1.11,0.007,13,0.000538462
NLA12_ID_216,42.53147462,-116.3645133,8.95,0.002,275,7.27E-06
NLA12_ID_218,47.07386493,-115.9576667,1.3,0.002,37,5.41E-05
NLA12_ID_220,45.26811761,-116.2079681,0.98,0.002,53,3.77E-05
NLA12_ID_221,46.63155999,-114.3843753,8.64,0,47,0
NLA12_IL_103,40.98833771,-90.40342515,5.22,0.002,71.5,2.80E-05
NLA12_IL_104,42.19772807,-88.10331921,7.39,0,17,0
NLA12_IL_105,39.41011547,-87.80523888,4.94,0.002,28,7.14E-05
NLA12_IL_106,42.37464061,-88.13351269,10.06,0,62,0
NLA12_IL_109,39.44330979,-89.95992399,4.86,0.002,50,0.00004
NLA12_IL_110,40.48022364,-88.10299877,3.75,0.003,24,0.000125
NLA12_IL_111,38.75927501,-88.067551,4.77,0.005,89,5.62E-05
NLA12_IL_112,37.82087568,-88.90132266,7.62,0.003,69,4.35E-05
NLA12_IL_114,40.50804437,-90.16117672,3.23,0.002,13,0.000153846
NLA12_IL_116,37.69361669,-88.70869133,0.58,0.011,64,0.000171875
NLA12_IL_118,42.24358324,-87.96277577,6.33,0,91,0
NLA12_IL_120,38.75131255,-89.99244717,5.89,0,109,0
NLA12_IL_123,41.64802026,-87.89932476,13.18,0,384,0
NLA12_IL_R01,37.47735207,-88.32742822,3.34,0,21,0
NLA12_IL_R03,37.48284122,-88.32581739,4.77,0.001,24,4.17E-05
NLA12_IL_R04,37.51693276,-88.44687998,3.67,0,18,0
NLA12_IN_101,41.57991404,-84.92317079,6.15,0.0025,27.5,9.09E-05
NLA12_IN_102,41.28698824,-85.78290582,5.25,0,37,0
NLA12_IN_103,41.39844133,-85.36782919,9.85,0.006,65,9.23E-05
NLA12_IN_104,38.21375521,-87.11795032,4.24,0.003,40,0.000075
NLA12_IN_105,41.41470487,-86.47339356,7.11,0,40,0
NLA12_IN_106,41.22553211,-85.65005694,5.76,0,29,0
NLA12_IN_108,41.07631805,-86.46293011,8.68,0.002,58,3.45E-05
NLA12_IN_110,41.3210911,-85.75191291,6.64,0.003,21,0.000142857
NLA12_IN_111,39.60815568,-84.97150743,3.91,0.468,46,0.010173913
NLA12_IN_112,39.72076713,-86.72022287,4.08,0.003,59,5.08E-05
NLA12_IN_113,41.69099262,-85.02355495,5.63,0.002,16,0.000125
NLA12_IN_115,39.02600151,-86.47054783,3.38,0,27,0
NLA12_IN_116,39.27760527,-86.21213767,4.27,0.003,16,0.0001875
NLA12_IN_117,39.71553494,-86.21183124,3.52,0.637,9,0.070777778
NLA12_IN_120,41.35308847,-85.44887465,5.91,0,44,0
NLA12_IN_126,39.03667912,-85.68019805,5.01,0.002,84,2.38E-05
NLA12_IN_127,39.25666178,-86.37285788,4.73,0.003,53,5.66E-05
NLA12_IN_128,41.28458229,-85.69379508,6.205,0.0035,41,8.54E-05
NLA12_IN_130,38.12291459,-86.64595821,3.79,0.002,19,0.000105263
NLA12_IN_131,39.45359873,-87.19347607,2.91,0,8,0
NLA12_IN_134,41.4463142,-87.16882512,11.73,0.002,38,5.26E-05
NLA12_IN_135,38.30624409,-87.31604402,2.57,0.105,31,0.003387097
NLA12_IN_142,38.6607598,-85.75451022,8.72,0.003,125,0.000024
NLA12_IN_144,41.27216801,-85.53933209,9.29,0,31,0
NLA12_IN_145,41.71697825,-85.65916761,7.51,0.047,107,0.000439252
NLA12_IN_146,39.18592631,-86.34303669,3.81,0.002,24,8.33E-05
NLA12_IN_147,40.15369416,-85.64595131,5.62,0,411,0
NLA12_IN_149,41.48115412,-85.34084746,6.61,0.004,51,7.84E-05
NLA12_IN_155,39.05599546,-87.14618915,3.1,0.005,13,0.000384615
NLA12_IN_159,39.77712835,-86.53665008,6.83,0.005,148,3.38E-05
NLA12_IN_160,41.32176444,-85.76856768,8.05,0.003,17,0.000176471
NLA12_IN_162,39.08573146,-86.05904543,6.81,0.002,39,5.13E-05
NLA12_IN_163,39.83839159,-86.30451512,3.98,0.004,76,5.26E-05
NLA12_IN_164,41.13163711,-86.26617418,7.75,0.002,18,0.000111111
NLA12_IN_166,40.9751033,-87.51101929,12.69,0,112,0
NLA12_IN_171,39.26151083,-86.11289562,4.9,0,33,0
NLA12_IN_172,41.38935735,-85.83056287,4.39,0.564,11,0.051272727
NLA12_IN_174,38.00054365,-87.34409037,3.39,0,17,0
NLA12_IN_179,39.76766233,-85.75665952,4.82,4.75,962,0.00493763
NLA12_IN_180,37.9689899,-87.76969281,4.56,0,49,0
NLA12_IN_183,38.73981144,-86.99601089,10.07,0.003,416,7.21E-06
NLA12_IN_185,41.32762286,-85.45633739,5.33,0,64,0
NLA12_IN_186,41.72566548,-85.4639434,4.29,0.019,15,0.001266667
NLA12_IN_187,41.74894691,-84.84254259,6.44,0.003,11,0.000272727
NLA12_IN_191,38.93722484,-85.19511755,12.05,0.004,147,2.72E-05
NLA12_IN_193,39.89200512,-86.11552511,2.88,0.005,9,0.000555556
NLA12_IN_196,41.42672638,-85.73792608,5.66,0.002,17,0.000117647
NLA12_IN_199,41.63635595,-85.16723461,4.51,0.002,31,6.45E-05
NLA12_IN_201,39.17053772,-87.291179,6.68,1.53,63,0.024285714
NLA12_IN_202,38.4641338,-85.80769688,6.49,0.006,50,0.00012
NLA12_KS_101,39.33209745,-97.37485967,7.36,1.515,810.5,0.001869217
NLA12_KS_102,37.39088653,-99.78483802,7.62,0.002,53,3.77E-05
NLA12_KS_103,39.0001536,-95.77964833,4.22,0,28,0
NLA12_KS_105,37.65556473,-98.26098551,5.85,0.027,190,0.000142105
NLA12_KS_106,37.19334598,-95.98897607,7.34,0.002,95,2.11E-05
NLA12_KS_107,38.12596204,-96.30955756,4.06,0.002,28,7.14E-05
NLA12_KS_108,39.63835365,-95.45681141,8.9,0,261,0
NLA12_KS_109,39.34884684,-95.04339042,5.74,0,46,0
NLA12_KS_114,38.50796545,-94.67326537,4.65,0.024,46,0.000521739
NLA12_KS_121,38.46591903,-95.73481047,5.73,0.002,68,2.94E-05
NLA12_KS_122,39.499124,-98.3634546,6.14,0.002,60,3.33E-05
NLA12_KS_124,37.3942844,-96.84852194,4.32,0.01,103,9.71E-05
NLA12_KS_125,39.15644714,-94.78795224,3.42,0,16,0
NLA12_KS_126,37.49187855,-95.07715481,5.98,1.25,455,0.002747253
NLA12_KS_130,38.79840973,-94.76668793,6.61,0.104,45,0.002311111
NLA12_KS_138,37.63437988,-97.39649824,3.29,0,12,0
NLA12_KS_R02,38.12220448,-94.8915798,4.14,0,47,0
NLA12_KS_R07,37.10220721,-96.79578267,4.29,0.003,71,4.23E-05
NLA12_KS_R08,38.79133099,-95.97942873,4.78,0.002,37,5.41E-05
NLA12_KS_R11,37.23385644,-96.18525789,3.96,0.005,25,0.0002
NLA12_KY_101,36.67911865,-83.71182785,1.22,0.011,14.5,0.000758621
NLA12_KY_102,37.06736918,-87.66376146,3.85,0.027,25,0.00108
NLA12_KY_103,38.48626189,-82.87261725,2.25,0.02,22,0.000909091
NLA12_KY_104,36.50433221,-89.33692644,17.83,0,483,0
NLA12_KY_107,37.69858857,-84.22950013,3.655,0,47,0
NLA12_KY_114,37.33610144,-86.15640465,2.25,0.951,25,0.03804
NLA12_KY_116,37.35169484,-87.52614577,3.29,0.004,26,0.000153846
NLA12_KY_117,38.2111868,-85.40376582,4.39,0,75,0
NLA12_KY_120,36.87545566,-88.49023699,5.29,0.019,158,0.000120253
NLA12_KY_122,38.20711945,-85.14063673,2.99,0.158,95,0.001663158
NLA12_LA_101,31.66739711,-91.50773471,5.97,0,381,0
NLA12_LA_102,31.3826592,-92.72750943,7.48,0,112,0
NLA12_LA_103,30.53687948,-92.44030014,5.17,0.122,215,0.000567442
NLA12_LA_104,32.33548183,-93.42201588,16.11,0.003,66,4.55E-05
NLA12_LA_105,31.31650271,-92.73712184,5.85,0.002,68,2.94E-05
NLA12_LA_106,32.71181859,-91.70543665,10.58,0.002,109,1.83E-05
NLA12_LA_109,31.91895699,-91.22708935,5.18,0,397,0
NLA12_LA_134,29.87714604,-92.79850122,7.585,0.122,153,0.000797386
NLA12_LA_141,31.27688512,-91.63026546,15.46,0.003,3085,9.72E-07
NLA12_LA_152,30.8320389,-92.48221774,8.56,0.002,45,4.44E-05
NLA12_LA_154,32.35170266,-93.76873875,14.75,0.002,1054,1.90E-06
NLA12_LA_155,32.58069163,-93.2587742,5.42,0,23,0
NLA12_LA_161,31.49306187,-92.68523484,5.78,0,55,0
NLA12_LA_172,30.42278073,-91.16499276,5.75,0.002,427,4.68E-06
NLA12_MA_101,41.75998432,-70.65598838,2.355,0.003,34,8.82E-05
NLA12_MA_102,41.98955896,-71.20506636,3.98,0.003,14,0.000214286
NLA12_MA_103,42.31302099,-73.13713927,5.25,0.003,15,0.0002
NLA12_MA_104,42.69394175,-71.37031557,4.29,0.003,25,0.00012
NLA12_MA_105,42.64690672,-72.21849668,5.28,0.004,22.5,0.000177778
NLA12_MA_106,42.25891476,-71.93931,2.91,0.002,13,0.000153846
NLA12_MA_108,42.02607407,-70.88609036,3.93,0.002,48,4.17E-05
NLA12_MA_109,42.14480404,-72.5129138,2.63,0.003,7,0.000428571
NLA12_MA_110,42.30567112,-72.83293844,2.5,0,13,0
NLA12_MA_111,41.81248656,-70.63822658,1.5,0.003,29,0.000103448
NLA12_MD_101,39.70336556,-78.6529137,3.31,0.0025,5,0.0005
NLA12_MD_102,39.2161943,-76.85372655,4.25,0.02,81,0.000246914
NLA12_MD_103,39.68564758,-79.23041764,1.9,0.11,5,0.022
NLA12_MD_104,38.37558017,-75.60016513,3.46,0.682,165,0.004133333
NLA12_MD_105,38.42355954,-75.56048462,5.38,0.001,84,1.19E-05
NLA12_MD_108,39.13192095,-77.1313764,3.78,0.002,42,4.76E-05
NLA12_MD_115,38.32546039,-76.43280178,8.04,0,87,0
NLA12_MD_118,39.24393515,-75.8567384,2.03,5.6,50,0.112
NLA12_ME_101,44.87942422,-68.22634141,3.65,0.05,5,0.01
NLA12_ME_102,45.63439161,-70.36642133,6.2,0.05,8,0.00625
NLA12_ME_103,45.33651721,-70.66750065,4.9,0.05,6,0.008333333
NLA12_ME_104,46.37254151,-69.22930798,8.8,0.05,12,0.004166667
NLA12_ME_105,46.16781234,-69.00231021,6.7,0.05,13,0.003846154
NLA12_ME_106,44.5061147,-70.72230229,4,0.05,6,0.008333333
NLA12_ME_107,44.76671955,-67.69865499,3.1,0.05,4,0.0125
NLA12_ME_108,47.17249324,-68.24525882,3.7,0.05,9,0.005555556
NLA12_ME_109,44.85554819,-69.23749986,4.9,0.05,15,0.003333333
NLA12_ME_110,44.0417217,-70.52594229,2.4,0.05,6,0.008333333
NLA12_ME_113,45.28593111,-68.89350155,9.3,0.05,22,0.002272727
NLA12_ME_114,44.52528541,-69.98649383,3.8,0.05,6,0.008333333
NLA12_ME_115,45.77842979,-69.12446592,6.2,0.05,9,0.005555556
NLA12_ME_116,45.50588593,-69.95373547,4.8,0.05,13,0.003846154
NLA12_ME_118,44.21313172,-69.52650339,3.7,0.05,11,0.004545455
NLA12_ME_120,45.33344114,-69.26658734,6.7,0.05,10,0.005
NLA12_ME_121,43.84598141,-70.89131484,2.7,0.05,11,0.004545455
NLA12_ME_122,44.78163002,-67.20470823,6.4,0.05,11,0.004545455
NLA12_ME_126,44.87076276,-67.58003846,3.85,0.05,4.5,0.011111111
NLA12_ME_129,45.44708588,-68.1886754,6.8,0.05,13,0.003846154
NLA12_ME_130,44.4160406,-70.26430126,4.6,0.05,7,0.007142857
NLA12_ME_134,44.43398548,-69.38994854,4.1,0.05,10,0.005
