SITE_ID,DOC,PTL,NITRATE_N
NLA17_NE_10059,9.34,NA,NA
NLA17_NE_10060,7.95,NA,NA
NLA17_NE_10061,3.55,NA,NA
NLA17_NE_10064,4.12,NA,NA
NLA17_NE_10067,6.28,NA,NA
NLA17_NE_10068,6.51,NA,NA
NLA17_NE_10070,5.79,NA,NA
NLA17_NE_10072,12.51,NA,NA
NLA17_NE_10073,40.01,NA,NA
NLA17_NE_HP004,5.45,NA,NA
NLA17_NE_HP005,19.44,NA,NA
NLA17_NH_10001,3.23,NA,NA
NLA17_NH_10001,5.54,NA,NA
NLA17_NH_10002,6.35,NA,NA
NLA17_NH_10003,2.3,NA,NA
NLA17_NH_10004,7.19,NA,NA
NLA17_NH_10006,2.95,NA,NA
NLA17_NH_10052,5.97,NA,NA
NLA17_NH_10052,6.22,NA,NA
NLA17_NH_10058,5.82,NA,NA
NLA17_NH_10059,6.26,NA,NA
NLA17_NH_10063,4.12,NA,NA
NLA17_NH_10066,4.69,NA,NA
NLA17_NH_10067,5.39,NA,NA
NLA17_NH_10530,4.03,NA,NA
NLA17_NH_10891,2.88,NA,NA
NLA17_NH_10917,4.62,NA,NA
NLA17_NH_10999,3.67,NA,NA
NLA17_NJ_10001,5.14,NA,NA
NLA17_NJ_10001,4.21,NA,NA
NLA17_NJ_10002,6.47,NA,NA
NLA17_NJ_10003,9.29,NA,NA
NLA17_NJ_10004,7.01,NA,NA
NLA17_NJ_10004,6.17,NA,NA
NLA17_NJ_10005,4.21,NA,NA
NLA17_NJ_10006,2.53,NA,NA
NLA17_NJ_10008,10.56,NA,NA
NLA17_NJ_10009,6.77,NA,NA
NLA17_NJ_10010,5.88,NA,NA
NLA17_NJ_10023,3.36,NA,NA
NLA17_NJ_10025,4.44,NA,NA
NLA17_NM_10001,2.73,NA,NA
NLA17_NM_10002,7.75,NA,NA
NLA17_NM_10003,4.1,NA,NA
NLA17_NM_10003,4.21,NA,NA
NLA17_NM_10004,13.08,NA,NA
NLA17_NM_10004,12.69,NA,NA
NLA17_NM_10005,7.88,NA,NA
NLA17_NM_10006,2.17,NA,NA
NLA17_NM_10022,6.19,NA,NA
NLA17_NM_10024,2.72,NA,NA
NLA17_NM_10025,7.21,NA,NA
NLA17_NM_10037,10.36,NA,NA
NLA17_NM_10041,2.47,NA,NA
NLA17_NM_10044,4.78,NA,NA
NLA17_NM_10049,2.72,NA,NA
NLA17_NV_10002,6.64,NA,NA
NLA17_NV_10002,6.25,NA,NA
NLA17_NV_10003,5.07,NA,NA
NLA17_NV_10005,11.46,NA,NA
NLA17_NV_10006,1.32,NA,NA
NLA17_NV_10006,1.03,NA,NA
NLA17_NV_10016,6.46,NA,NA
NLA17_NV_10017,9.12,NA,NA
NLA17_NV_10018,7.72,NA,NA
NLA17_NV_10036,7.12,NA,NA
NLA17_NV_10079,5.25,NA,NA
NLA17_NV_10090,5.58,NA,NA
NLA17_NV_10124,2.21,NA,NA
NLA17_NV_10225,1.08,NA,NA
NLA17_NV_10239,2.5,NA,NA
NLA17_NV_10242,62.55,NA,NA
NLA17_NV_10243,6.56,NA,NA
NLA17_NV_HP001,1.1,NA,NA
NLA17_NY_10001,2.97,NA,NA
NLA17_NY_10001,2.74,NA,NA
NLA17_NY_10002,5.59,NA,NA
NLA17_NY_10003,2.99,NA,NA
NLA17_NY_10003,3.03,NA,NA
NLA17_NY_10004,3.97,NA,NA
NLA17_NY_10005,4.61,NA,NA
NLA17_NY_10007,3.51,NA,NA
NLA17_NY_10014,16.12,NA,NA
NLA17_NY_10016,3,NA,NA
NLA17_NY_10017,3.99,NA,NA
NLA17_NY_10018,4.34,NA,NA
NLA17_NY_10025,1.67,NA,NA
NLA17_NY_HP001,3.19,NA,NA
NLA17_NY_HP003,4.6,NA,NA
NLA17_OH_10001,5.18,NA,NA
NLA17_OH_10001,5.39,NA,NA
NLA17_OH_10002,6.26,NA,NA
NLA17_OH_10003,2.59,NA,NA
NLA17_OH_10003,2.55,NA,NA
NLA17_OH_10005,3.27,NA,NA
NLA17_OH_10007,5.34,NA,NA
NLA17_OH_10008,5.18,NA,NA
NLA17_OH_10009,10.65,NA,NA
NLA17_OH_10013,4.64,NA,NA
NLA17_OH_10016,6.92,NA,NA
NLA17_OH_10023,5.88,NA,NA
NLA17_OH_10024,12.71,NA,NA
NLA17_OH_10027,8.01,NA,NA
NLA17_OH_10028,6.74,NA,NA
NLA17_OH_10029,5.42,NA,NA
NLA17_OH_10031,8.53,NA,NA
NLA17_OH_10038,3.4,NA,NA
NLA17_OH_HP001,5.63,NA,NA
NLA17_OK_10001,6.78,NA,NA
NLA17_OK_10001,5.94,NA,NA
NLA17_OK_10002,4.87,NA,NA
NLA17_OK_10003,6.42,NA,NA
NLA17_OK_10004,3.1,NA,NA
NLA17_OK_10005,7.6,NA,NA
NLA17_OK_10006,8.08,NA,NA
NLA17_OK_10007,6.85,NA,NA
NLA17_OK_10008,5.36,NA,NA
NLA17_OK_10009,4.1,NA,NA
NLA17_OK_10010,6.25,NA,NA
NLA17_OK_10011,5.92,NA,NA
NLA17_OK_10012,10.1,NA,NA
NLA17_OK_10012,8.64,NA,NA
NLA17_OK_10013,11.41,NA,NA
NLA17_OK_10014,7.94,NA,NA
NLA17_OK_10015,5.72,NA,NA
NLA17_OK_10019,14.25,NA,NA
NLA17_OK_10021,7.7,NA,NA
NLA17_OK_10022,7.72,NA,NA
NLA17_OK_10033,5.72,NA,NA
NLA17_OK_10035,5.1,NA,NA
NLA17_OK_10045,7.43,NA,NA
NLA17_OK_10050,9.35,NA,NA
NLA17_OK_10055,6.98,NA,NA
NLA17_OK_10066,5.59,NA,NA
NLA17_OK_10082,6.66,NA,NA
NLA17_OK_10083,10.1,NA,NA
NLA17_OK_10085,4.14,NA,NA
NLA17_OK_10086,4.35,NA,NA
NLA17_OK_10087,6.98,NA,NA
NLA17_OK_10089,6.27,NA,NA
NLA17_OK_10095,7.75,NA,NA
NLA17_OK_10097,11.23,NA,NA
NLA17_OK_10098,19.5,NA,NA
NLA17_OK_HP001,15.72,NA,NA
NLA17_OK_HP002,6.8,NA,NA
NLA17_OK_HP004,5.87,NA,NA
NLA17_OR_10001,29.76,NA,NA
NLA17_OR_10002,0.7,NA,NA
NLA17_OR_10002,0.86,NA,NA
NLA17_OR_10003,3.85,NA,NA
NLA17_OR_10004,3.49,NA,NA
NLA17_OR_10005,0.66,NA,NA
NLA17_OR_10006,3.41,NA,NA
NLA17_OR_10007,1.86,NA,NA
NLA17_OR_10008,11.76,NA,NA
NLA17_OR_10008,16.19,NA,NA
NLA17_OR_10009,6.63,NA,NA
NLA17_OR_10010,2.71,NA,NA
NLA17_OR_10011,3.1,NA,NA
NLA17_OR_10012,3.64,NA,NA
NLA17_OR_10013,1.14,NA,NA
NLA17_OR_10014,2.63,NA,NA
NLA17_OR_10021,0.86,NA,NA
NLA17_OR_10024,0.67,NA,NA
NLA17_OR_10029,0.43,NA,NA
NLA17_OR_10037,1.22,NA,NA
NLA17_OR_10051,5.34,NA,NA
NLA17_OR_10052,1.1,NA,NA
NLA17_OR_10060,4.89,NA,NA
NLA17_OR_10063,0.51,NA,NA
NLA17_OR_10076,0.75,NA,NA
NLA17_OR_10078,17.54,NA,NA
NLA17_OR_10079,0.89,NA,NA
NLA17_OR_10086,1.74,NA,NA
NLA17_OR_10088,5.47,NA,NA
NLA17_OR_10093,7.13,NA,NA
NLA17_OR_10099,1.5,NA,NA
NLA17_OR_10102,1.72,NA,NA
NLA17_OR_10106,1.84,NA,NA
NLA17_OR_10108,2.79,NA,NA
NLA17_OR_10109,4.04,NA,NA
NLA17_OR_10111,6,NA,NA
NLA17_OR_10118,1.14,NA,NA
NLA17_OR_10123,3.8,NA,NA
NLA17_OR_10125,4.76,NA,NA
NLA17_OR_10127,1.34,NA,NA
NLA17_OR_10128,3.82,NA,NA
NLA17_OR_10128,3.21,NA,NA
NLA17_OR_10132,1.41,NA,NA
NLA17_OR_10134,2.03,NA,NA
NLA17_OR_10143,3.14,NA,NA
NLA17_OR_10150,1.93,NA,NA
NLA17_OR_10151,3.41,NA,NA
NLA17_OR_10153,3.42,NA,NA
NLA17_OR_10154,5.4,NA,NA
NLA17_OR_10166,0,NA,NA
NLA17_OR_10167,1.32,NA,NA
NLA17_OR_10168,2.08,NA,NA
NLA17_OR_10173,3.66,NA,NA
NLA17_OR_10180,9.8,NA,NA
NLA17_OR_HP003,0.67,NA,NA
NLA17_OR_HP10200,1.6,NA,NA
NLA17_PA_10001,2.69,NA,NA
NLA17_PA_10001,3.16,NA,NA
NLA17_PA_10002,4.14,NA,NA
NLA17_PA_10003,1.4,NA,NA
NLA17_PA_10004,2.75,NA,NA
NLA17_PA_10005,5.12,NA,NA
NLA17_PA_10006,3.09,NA,NA
NLA17_PA_10006,2.97,NA,NA
NLA17_PA_10007,2.81,NA,NA
NLA17_PA_10008,3.57,NA,NA
NLA17_PA_10010,4.81,NA,NA
NLA17_PA_10011,7.71,NA,NA
NLA17_PA_10013,2.81,NA,NA
NLA17_PA_10015,5.81,NA,NA
NLA17_PA_10025,8.49,NA,NA
NLA17_PA_10030,16.74,NA,NA
NLA17_PA_10042,2.34,NA,NA
NLA17_PA_10047,4.99,NA,NA
NLA17_PA_HP001,1.46,NA,NA
NLA17_PA_HP002,3.14,NA,NA
NLA17_RI_10001,7.15,NA,NA
NLA17_RI_10001,7.03,NA,NA
NLA17_RI_10002,5.98,NA,NA
NLA17_RI_10005,3.05,NA,NA
NLA17_RI_10006,7.13,NA,NA
NLA17_RI_10008,3.56,NA,NA
NLA17_RI_10010,7.35,NA,NA
NLA17_RI_10010,7.05,NA,NA
NLA17_RI_10011,2.49,NA,NA
NLA17_RI_10019,4.07,NA,NA
NLA17_SC_10002,3.87,NA,NA
NLA17_SC_10002,3.65,NA,NA
NLA17_SC_10003,11.21,NA,NA
NLA17_SC_10003,10.26,NA,NA
NLA17_SC_10004,4.42,NA,NA
NLA17_SC_10010,1.44,NA,NA
NLA17_SC_10011,2.19,NA,NA
NLA17_SC_10012,2.1,NA,NA
NLA17_SC_10015,4.6,NA,NA
NLA17_SC_10016,4.08,NA,NA
NLA17_SC_10023,2.59,NA,NA
NLA17_SC_10024,3.87,NA,NA
NLA17_SC_10027,7.51,NA,NA
NLA17_SC_HP002,1.03,NA,NA
NLA17_SD_10001,3.55,NA,NA
NLA17_SD_10001,3.53,NA,NA
NLA17_SD_10002,20.15,NA,NA
NLA17_SD_10003,11.24,NA,NA
NLA17_SD_10004,8.29,NA,NA
NLA17_SD_10005,14.06,NA,NA
NLA17_SD_10006,9.91,NA,NA
NLA17_SD_10007,20.64,NA,NA
NLA17_SD_10008,19.32,NA,NA
NLA17_SD_10009,6.95,NA,NA
NLA17_SD_10010,38.09,NA,NA
NLA17_SD_10010,40.89,NA,NA
NLA17_SD_10011,29.65,NA,NA
NLA17_SD_10012,20.01,NA,NA
NLA17_SD_10013,49.74,NA,NA
NLA17_SD_10014,18.31,NA,NA
NLA17_SD_10015,16.07,NA,NA
NLA17_SD_10016,19.93,NA,NA
NLA17_SD_10017,23.18,NA,NA
NLA17_SD_10019,31.44,NA,NA
NLA17_SD_10020,10.78,NA,NA
NLA17_SD_10022,4.68,NA,NA
NLA17_SD_10023,15.96,NA,NA
NLA17_SD_10025,8.55,NA,NA
NLA17_SD_10033,10.73,NA,NA
NLA17_SD_10035,26.9,NA,NA
NLA17_SD_10037,13.76,NA,NA
NLA17_SD_10039,12.02,NA,NA
NLA17_SD_10042,24.14,NA,NA
NLA17_SD_10052,23.92,NA,NA
NLA17_SD_10053,3.75,NA,NA
NLA17_SD_10057,11.94,NA,NA
NLA17_SD_10067,19.8,NA,NA
NLA17_SD_10073,21.79,NA,NA
NLA17_SD_10081,21.43,NA,NA
NLA17_SD_10088,21.41,NA,NA
NLA17_SD_10090,42.1,NA,NA
NLA17_SD_10092,16.5,NA,NA
NLA17_SD_10093,12.84,NA,NA
NLA17_SD_10097,26.72,NA,NA
NLA17_SD_10098,24.19,NA,NA
NLA17_SD_10104,19.63,NA,NA
NLA17_SD_10105,18.88,NA,NA
NLA17_SD_10111,27.32,NA,NA
NLA17_SD_10112,13.78,NA,NA
NLA17_SD_10114,6.61,NA,NA
NLA17_SD_HP001,13.01,NA,NA
NLA17_TN_10001,2.97,NA,NA
NLA17_TN_10001,8.13,NA,NA
NLA17_TN_10002,2.25,NA,NA
NLA17_TN_10003,3.9,NA,NA
NLA17_TN_10003,3.83,NA,NA
NLA17_TN_10004,3.89,NA,NA
NLA17_TN_10005,1.1,NA,NA
NLA17_TN_10006,1.87,NA,NA
NLA17_TN_10015,3.03,NA,NA
NLA17_TN_10022,5.6,NA,NA
NLA17_TN_10023,5.11,NA,NA
NLA17_TX_10001,5.76,NA,NA
NLA17_TX_10001,6.36,NA,NA
NLA17_TX_10002,7.84,NA,NA
NLA17_TX_10003,4.7,NA,NA
NLA17_TX_10004,5.44,NA,NA
NLA17_TX_10005,7.98,NA,NA
NLA17_TX_10006,3.18,NA,NA
NLA17_TX_10007,6.15,NA,NA
NLA17_TX_10008,10.53,NA,NA
NLA17_TX_10008,11.02,NA,NA
NLA17_TX_10009,5.33,NA,NA
NLA17_TX_10010,2.53,NA,NA
NLA17_TX_10011,5.59,NA,NA
NLA17_TX_10013,10.28,NA,NA
NLA17_TX_10014,7.58,NA,NA
NLA17_TX_10015,5.33,NA,NA
NLA17_TX_10016,6.38,NA,NA
NLA17_TX_10017,10.77,NA,NA
NLA17_TX_10019,7.78,NA,NA
NLA17_TX_10020,3.83,NA,NA
NLA17_TX_10021,7.98,NA,NA
NLA17_TX_10022,5.88,NA,NA
NLA17_TX_10025,5.37,NA,NA
NLA17_TX_10030,10.53,NA,NA
NLA17_TX_10032,5.02,NA,NA
NLA17_TX_10040,8.97,NA,NA
NLA17_TX_10047,15.26,NA,NA
NLA17_TX_10048,6.71,NA,NA
NLA17_TX_10049,4.7,NA,NA
NLA17_TX_10070,6.4,NA,NA
NLA17_TX_10072,9.75,NA,NA
NLA17_TX_10085,3.65,NA,NA
NLA17_TX_10086,8.74,NA,NA
NLA17_TX_10087,4.31,NA,NA
NLA17_TX_10088,11.66,NA,NA
NLA17_TX_10089,9.51,NA,NA
NLA17_TX_10092,3.61,NA,NA
NLA17_TX_10096,6.82,NA,NA
NLA17_TX_10099,5.22,NA,NA
NLA17_TX_10110,6.92,NA,NA
NLA17_TX_10112,7.53,NA,NA
NLA17_TX_10121,6.95,NA,NA
NLA17_TX_10136,7.3,NA,NA
NLA17_TX_10144,5.16,NA,NA
NLA17_TX_HP002,4.1,NA,NA
NLA17_TX_HP003,7.64,NA,NA
NLA17_TX_HP004,9.66,NA,NA
NLA17_TX_HP005,9.3,NA,NA
NLA17_UT_10001,2.68,NA,NA
NLA17_UT_10001,2.24,NA,NA
NLA17_UT_10002,2.3,NA,NA
NLA17_UT_10003,13.45,NA,NA
NLA17_UT_10004,3.32,NA,NA
NLA17_UT_10005,6.22,NA,NA
NLA17_UT_10006,7.24,NA,NA
NLA17_UT_10006,6.96,NA,NA
NLA17_UT_10007,1.62,NA,NA
NLA17_UT_10008,3.44,NA,NA
NLA17_UT_10009,2.38,NA,NA
NLA17_UT_10010,12.18,NA,NA
NLA17_UT_10013,8.7,NA,NA
NLA17_UT_10019,2,NA,NA
NLA17_UT_10022,4.02,NA,NA
NLA17_UT_10028,4.78,NA,NA
NLA17_UT_10056,1.96,NA,NA
NLA17_UT_10058,2.88,NA,NA
NLA17_UT_10064,12.3,NA,NA
NLA17_UT_10066,1.54,NA,NA
NLA17_UT_10082,3.64,NA,NA
NLA17_UT_10094,2.47,NA,NA
NLA17_UT_10100,5.84,NA,NA
NLA17_UT_10120,7.12,NA,NA
NLA17_UT_10140,7.58,NA,NA
NLA17_UT_HP002,3.74,NA,NA
NLA17_VA_10001,6.25,NA,NA
NLA17_VA_10001,6.54,NA,NA
NLA17_VA_10002,7.07,NA,NA
NLA17_VA_10003,4.36,NA,NA
NLA17_VA_10004,8.32,NA,NA
NLA17_VA_10005,3.17,NA,NA
NLA17_VA_10006,7.49,NA,NA
NLA17_VA_10006,7.01,NA,NA
NLA17_VA_10007,8.8,NA,NA
NLA17_VA_10008,2.48,NA,NA
NLA17_VA_10009,5.93,NA,NA
NLA17_VA_10010,5.89,NA,NA
NLA17_VA_10012,6.22,NA,NA
NLA17_VA_10013,11.44,NA,NA
NLA17_VA_10014,7.33,NA,NA
NLA17_VA_10015,5.81,NA,NA
NLA17_VA_10019,7.36,NA,NA
NLA17_VA_10020,3.77,NA,NA
NLA17_VA_10034,11.7,NA,NA
NLA17_VA_10035,10.76,NA,NA
NLA17_VA_10036,2.14,NA,NA
NLA17_VA_10037,2.91,NA,NA
NLA17_VA_10039,4.45,NA,NA
NLA17_VA_10049,1.67,NA,NA
NLA17_VA_HP001,2.23,NA,NA
NLA17_VA_HP003,2.31,NA,NA
NLA17_VA_HP004,3.79,NA,NA
NLA17_VA_HP005,2.79,NA,NA
NLA17_VA_HP006,2.48,NA,NA
NLA17_VA_HP007,2.96,NA,NA
NLA17_VA_HP008,3.34,NA,NA
NLA17_VT_10001,5.72,NA,NA
NLA17_VT_10001,5.63,NA,NA
NLA17_VT_10002,4.34,NA,NA
NLA17_VT_10003,3.52,NA,NA
NLA17_VT_10003,2.89,NA,NA
NLA17_VT_10004,3.02,NA,NA
NLA17_VT_10005,6.26,NA,NA
NLA17_VT_10007,1.91,NA,NA
NLA17_VT_10009,1.59,NA,NA
NLA17_VT_10016,3.17,NA,NA
NLA17_VT_10018,3.15,NA,NA
NLA17_VT_10019,2.23,NA,NA
NLA17_WA_10001,9.67,NA,NA
NLA17_WA_10001,9.26,NA,NA
NLA17_WA_10002,7.07,NA,NA
NLA17_WA_10003,7.36,NA,NA
NLA17_WA_10004,1.87,NA,NA
NLA17_WA_10005,4.95,NA,NA
NLA17_WA_10006,3.17,NA,NA
NLA17_WA_10007,4.55,NA,NA
NLA17_WA_10007,4.39,NA,NA
NLA17_WA_10008,2.37,NA,NA
NLA17_WA_10009,0.39,NA,NA
NLA17_WA_10010,10.8,NA,NA
NLA17_WA_10011,3.49,NA,NA
NLA17_WA_10012,3.96,NA,NA
NLA17_WA_10013,6.71,NA,NA
NLA17_WA_10014,6.33,NA,NA
NLA17_WA_10015,2.87,NA,NA
NLA17_WA_10017,4.3,NA,NA
NLA17_WA_10018,13.8,NA,NA
NLA17_WA_10021,4.09,NA,NA
NLA17_WA_10022,21.69,NA,NA
NLA17_WA_10023,10.82,NA,NA
NLA17_WA_10025,3.92,NA,NA
NLA17_WA_10026,14.03,NA,NA
NLA17_WA_10027,4.7,NA,NA
NLA17_WA_10038,0.31,NA,NA
NLA17_WA_10048,6.75,NA,NA
NLA17_WA_10049,8.96,NA,NA
NLA17_WA_10050,5.11,NA,NA
NLA17_WA_10052,3.88,NA,NA
NLA17_WA_10056,1.09,NA,NA
NLA17_WA_10057,7.62,NA,NA
NLA17_WA_10060,0.45,NA,NA
NLA17_WA_10064,7.17,NA,NA
NLA17_WA_HP001,0.61,NA,NA
NLA17_WA_HP002,0.38,NA,NA
NLA17_WA_HP003,1.96,NA,NA
NLA17_WI_10001,8.53,NA,NA
NLA17_WI_10001,7.53,NA,NA
NLA17_WI_10002,3.09,NA,NA
NLA17_WI_10003,6.97,NA,NA
NLA17_WI_10004,4.16,NA,NA
NLA17_WI_10005,9.07,NA,NA
NLA17_WI_10006,8.34,NA,NA
NLA17_WI_10007,17,NA,NA
NLA17_WI_10008,7.14,NA,NA
NLA17_WI_10008,6.61,NA,NA
NLA17_WI_10009,11.6,NA,NA
NLA17_WI_10010,4.16,NA,NA
NLA17_WI_10011,10.1,NA,NA
NLA17_WI_10012,8.35,NA,NA
NLA17_WI_10013,2.78,NA,NA
NLA17_WI_10014,5.7,NA,NA
NLA17_WI_10016,8.78,NA,NA
NLA17_WI_10017,8.69,NA,NA
NLA17_WI_10020,5.55,NA,NA
NLA17_WI_10021,6.27,NA,NA
NLA17_WI_10022,5.48,NA,NA
NLA17_WI_10024,6.25,NA,NA
NLA17_WI_10025,16.5,NA,NA
NLA17_WI_10027,12.6,NA,NA
NLA17_WI_10028,5.14,NA,NA
NLA17_WI_10066,6.29,NA,NA
NLA17_WI_10069,10.3,NA,NA
NLA17_WI_10070,11.5,NA,NA
NLA17_WI_10072,11.9,NA,NA
NLA17_WI_10073,20.8,NA,NA
NLA17_WI_10076,10.7,NA,NA
NLA17_WI_10077,9.2,NA,NA
NLA17_WI_10078,11.6,NA,NA
NLA17_WI_10079,4.41,NA,NA
NLA17_WI_10080,4.48,NA,NA
NLA17_WI_10085,2.99,NA,NA
NLA17_WI_10086,4.52,NA,NA
NLA17_WI_10089,5.48,NA,NA
NLA17_WI_10092,7.58,NA,NA
NLA17_WI_10102,10.2,NA,NA
NLA17_WI_10108,9.9,NA,NA
NLA17_WI_10109,16,NA,NA
NLA17_WI_10110,13.2,NA,NA
NLA17_WI_10111,7.08,NA,NA
NLA17_WI_10112,6.46,NA,NA
NLA17_WI_10118,17.5,NA,NA
NLA17_WI_10124,16.1,NA,NA
NLA17_WI_10125,5.45,NA,NA
NLA17_WI_10126,16.6,NA,NA
NLA17_WI_10127,25.5,NA,NA
NLA17_WI_10129,5.43,NA,NA
NLA17_WI_10130,10.9,NA,NA
NLA17_WI_10133,7.97,NA,NA
NLA17_WI_10134,7.51,NA,NA
NLA17_WI_HP001,17.14,NA,NA
NLA17_WI_HP003,6.43,NA,NA
NLA17_WI_HP004,4.83,NA,NA
NLA17_WV_10001,2.02,NA,NA
NLA17_WV_10001,2.1,NA,NA
NLA17_WV_10002,1.83,NA,NA
NLA17_WV_10003,4.08,NA,NA
NLA17_WV_10003,3.99,NA,NA
NLA17_WV_10004,4.17,NA,NA
NLA17_WV_10014,3.45,NA,NA
NLA17_WV_10015,4.19,NA,NA
NLA17_WV_10017,4.34,NA,NA
NLA17_WV_10019,3.46,NA,NA
NLA17_WY_10001,1.97,NA,NA
NLA17_WY_10001,1.68,NA,NA
NLA17_WY_10002,2.96,NA,NA
NLA17_WY_10004,4.64,NA,NA
NLA17_WY_10004,4.84,NA,NA
NLA17_WY_10005,3.05,NA,NA
NLA17_WY_10006,6.01,NA,NA
NLA17_WY_10007,1.76,NA,NA
NLA17_WY_10008,7.23,NA,NA
NLA17_WY_10009,0.5,NA,NA
NLA17_WY_10012,1.21,NA,NA
NLA17_WY_10013,6.6,NA,NA
NLA17_WY_10017,37.94,NA,NA
NLA17_WY_10018,6.72,NA,NA
NLA17_WY_10019,1.17,NA,NA
NLA17_WY_10020,3.73,NA,NA
NLA17_WY_10021,1.3,NA,NA
NLA17_WY_10031,0.56,NA,NA
NLA17_WY_10032,0.27,NA,NA
NLA17_WY_10038,13.77,NA,NA
NLA17_WY_10039,10.16,NA,NA
NLA17_WY_10050,6.37,NA,NA
NLA17_WY_HP001,5.07,NA,NA
NLA17_AL_10001,NA,NA,0.5034
NLA17_AL_10001,NA,NA,0.1576
NLA17_AL_10002,NA,NA,0
NLA17_AL_10003,NA,NA,0.1692
NLA17_AL_10004,NA,NA,0
NLA17_AL_10004,NA,NA,0
NLA17_AL_10005,NA,NA,0.0031
NLA17_AL_10008,NA,NA,0
NLA17_AL_10018,NA,NA,0.0027
NLA17_AL_10020,NA,NA,0.3535
NLA17_AL_HP001,NA,NA,0.0016
NLA17_AR_10001,NA,NA,0.0009
NLA17_AR_10001,NA,NA,0
NLA17_AR_10002,NA,NA,0
NLA17_AR_10003,NA,NA,0.0002
NLA17_AR_10003,NA,NA,0.0014
NLA17_AR_10004,NA,NA,0.0015
NLA17_AR_10014,NA,NA,0.0023
NLA17_AR_10016,NA,NA,0
NLA17_AR_10021,NA,NA,0
NLA17_AR_10022,NA,NA,0
NLA17_AR_HP001,NA,NA,0
NLA17_AZ_10001,NA,NA,0.3168
NLA17_AZ_10001,NA,NA,0
NLA17_AZ_10002,NA,NA,0.0018
NLA17_AZ_10003,NA,NA,0.2115
NLA17_AZ_10004,NA,NA,0
NLA17_AZ_10005,NA,NA,0.0429
NLA17_AZ_10006,NA,NA,0.0087
NLA17_AZ_10006,NA,NA,0.0013
NLA17_AZ_10007,NA,NA,0.0024
NLA17_AZ_10012,NA,NA,0.0015
NLA17_AZ_10021,NA,NA,0
NLA17_AZ_10035,NA,NA,0.0036
NLA17_AZ_10041,NA,NA,0
NLA17_AZ_10090,NA,NA,0.0015
NLA17_AZ_10100,NA,NA,0
NLA17_CA_10001,NA,NA,0.0045
NLA17_CA_10001,NA,NA,0.083
NLA17_CA_10002,NA,NA,0.0008
NLA17_CA_10003,NA,NA,0
NLA17_CA_10004,NA,NA,0
NLA17_CA_10005,NA,NA,0
NLA17_CA_10005,NA,NA,0.0018
NLA17_CA_10006,NA,NA,0
NLA17_CA_10007,NA,NA,0
NLA17_CA_10008,NA,NA,0.0001
NLA17_CA_10009,NA,NA,0
NLA17_CA_10010,NA,NA,0.0039
NLA17_CA_10011,NA,NA,0.1259
NLA17_CA_10012,NA,NA,0.0003
NLA17_CA_10020,NA,NA,0.0033
NLA17_CA_10021,NA,NA,0.274
NLA17_CA_10033,NA,NA,0
NLA17_CA_10035,NA,NA,0.0015
NLA17_CA_10052,NA,NA,0.0279
NLA17_CA_10054,NA,NA,0
NLA17_CA_10055,NA,NA,0
NLA17_CA_10062,NA,NA,0
NLA17_CA_10064,NA,NA,2.1821
NLA17_CA_10068,NA,NA,0.002
NLA17_CA_10069,NA,NA,0.0018
NLA17_CA_10081,NA,NA,0.0201
NLA17_CA_10082,NA,NA,0
NLA17_CA_10089,NA,NA,0.0023
NLA17_CA_HP001,NA,NA,0
NLA17_CA_HP002,NA,NA,0.0008
NLA17_CO_10002,NA,NA,0
NLA17_CO_10003,NA,NA,0.0119
NLA17_CO_10004,NA,NA,0
NLA17_CO_10005,NA,NA,0
NLA17_CO_10006,NA,NA,0.0003
NLA17_CO_10007,NA,NA,0
NLA17_CO_10008,NA,NA,0
NLA17_CO_10009,NA,NA,0.0014
NLA17_CO_10009,NA,NA,0.0001
NLA17_CO_10010,NA,NA,0.0014
NLA17_CO_10011,NA,NA,0.0465
NLA17_CO_10019,NA,NA,0.0003
NLA17_CO_10020,NA,NA,0
NLA17_CO_10022,NA,NA,0
NLA17_CO_10024,NA,NA,0.001
NLA17_CO_10024,NA,NA,0
NLA17_CO_10037,NA,NA,0.0061
NLA17_CO_10038,NA,NA,0
NLA17_CO_10043,NA,NA,0
NLA17_CO_10050,NA,NA,0
NLA17_CO_10051,NA,NA,0.0082
NLA17_CO_10053,NA,NA,0
NLA17_CO_10055,NA,NA,0
NLA17_CO_10057,NA,NA,0
NLA17_CO_10058,NA,NA,0.1712
NLA17_CO_HP002,NA,NA,0
NLA17_CO_HP003,NA,NA,0.046
NLA17_CT_10001,NA,NA,0.0012
NLA17_CT_10001,NA,NA,0.0016
NLA17_CT_10002,NA,NA,0
NLA17_CT_10003,NA,NA,0
NLA17_CT_10004,NA,NA,0
NLA17_CT_10005,NA,NA,0
NLA17_CT_10005,NA,NA,0.0019
NLA17_CT_10006,NA,NA,0
NLA17_CT_10010,NA,NA,0.0017
NLA17_CT_10019,NA,NA,0
NLA17_CT_10021,NA,NA,0.0985
NLA17_CT_10023,NA,NA,0.0008
NLA17_CT_HP001,NA,NA,0.0008
NLA17_DE_10001,NA,NA,0.0128
NLA17_DE_10001,NA,NA,0
NLA17_DE_10002,NA,NA,1.0752
NLA17_DE_10003,NA,NA,2.068
NLA17_DE_10004,NA,NA,1.1543
NLA17_DE_10004,NA,NA,3.3264
NLA17_DE_10005,NA,NA,2.5635
NLA17_DE_10006,NA,NA,0.3949
NLA17_DE_10011,NA,NA,0.2533
