SITE_ID,DOC,PTL,NITRATE_N
NLA17_FL_10001,NA,NA,0
NLA17_FL_10001,NA,NA,0.0193
NLA17_FL_10002,NA,NA,0
NLA17_FL_10003,NA,NA,0.0024
NLA17_FL_10004,NA,NA,0.0009
NLA17_FL_10005,NA,NA,0.0013
NLA17_FL_10006,NA,NA,0.0074
NLA17_FL_10007,NA,NA,0.0009
NLA17_FL_10007,NA,NA,0
NLA17_FL_10008,NA,NA,0.0044
NLA17_FL_10011,NA,NA,0.2265
NLA17_FL_10015,NA,NA,0
NLA17_FL_10020,NA,NA,0.0007
NLA17_FL_10029,NA,NA,0.0002
NLA17_FL_10030,NA,NA,0.0016
NLA17_FL_10034,NA,NA,0.0005
NLA17_FL_10035,NA,NA,0
NLA17_FL_10038,NA,NA,0
NLA17_FL_10042,NA,NA,0
NLA17_FL_HP002,NA,NA,0.0041
NLA17_GA_10001,NA,NA,0
NLA17_GA_10001,NA,NA,0.1029
NLA17_GA_10002,NA,NA,0.0008
NLA17_GA_10003,NA,NA,0.0351
NLA17_GA_10004,NA,NA,0
NLA17_GA_10005,NA,NA,0
NLA17_GA_10005,NA,NA,0
NLA17_GA_10008,NA,NA,0.0003
NLA17_GA_10020,NA,NA,0.0011
NLA17_GA_10022,NA,NA,0
NLA17_GA_10023,NA,NA,0
NLA17_GA_10026,NA,NA,0.1041
NLA17_GA_10039,NA,NA,0
NLA17_GA_HP001,NA,NA,0.0004
NLA17_GA_HP002,NA,NA,0
NLA17_IA_10001,NA,NA,0.776
NLA17_IA_10001,NA,NA,0
NLA17_IA_10002,NA,NA,0.0467
NLA17_IA_10003,NA,NA,0
NLA17_IA_10004,NA,NA,0.0003
NLA17_IA_10005,NA,NA,0
NLA17_IA_10005,NA,NA,0
NLA17_IA_10006,NA,NA,0
NLA17_IA_10007,NA,NA,0.0001
NLA17_IA_10028,NA,NA,0.0018
NLA17_IA_10029,NA,NA,0
NLA17_IA_10030,NA,NA,0
NLA17_IA_10031,NA,NA,0
NLA17_IA_10034,NA,NA,2.8831
NLA17_IA_10038,NA,NA,0.1041
NLA17_IA_10039,NA,NA,0.0017
NLA17_IA_10041,NA,NA,0
NLA17_IA_HP001,NA,NA,0
NLA17_IA_HP002,NA,NA,0
NLA17_ID_10001,NA,NA,0.0025
NLA17_ID_10001,NA,NA,0
NLA17_ID_10002,NA,NA,0
NLA17_ID_10003,NA,NA,0
NLA17_ID_10004,NA,NA,0
NLA17_ID_10005,NA,NA,0.005
NLA17_ID_10006,NA,NA,0
NLA17_ID_10006,NA,NA,0
NLA17_ID_10007,NA,NA,0.7199
NLA17_ID_10010,NA,NA,0.0089
NLA17_ID_10011,NA,NA,0.0005
NLA17_ID_10012,NA,NA,0
NLA17_ID_10017,NA,NA,0
NLA17_ID_10030,NA,NA,0
NLA17_ID_10032,NA,NA,0
NLA17_ID_10054,NA,NA,0.0086
NLA17_ID_10059,NA,NA,0
NLA17_ID_10062,NA,NA,0
NLA17_ID_10071,NA,NA,0
NLA17_ID_10075,NA,NA,0.0024
NLA17_ID_10084,NA,NA,0
NLA17_ID_10086,NA,NA,0
NLA17_ID_10088,NA,NA,0
NLA17_ID_10147,NA,NA,0.7992
NLA17_ID_10168,NA,NA,0
NLA17_ID_10172,NA,NA,0.0014
NLA17_ID_10173,NA,NA,0.0034
NLA17_ID_10175,NA,NA,0.0021
NLA17_ID_HP001,NA,NA,0.0024
NLA17_ID_HP002,NA,NA,0
NLA17_IL_10001,NA,NA,0
NLA17_IL_10002,NA,NA,1.0597
NLA17_IL_10003,NA,NA,0
NLA17_IL_10003,NA,NA,0.0018
NLA17_IL_10004,NA,NA,0
NLA17_IL_10004,NA,NA,0
NLA17_IL_10005,NA,NA,0
NLA17_IL_10006,NA,NA,0
NLA17_IL_10007,NA,NA,0
NLA17_IL_10009,NA,NA,0.0137
NLA17_IL_10010,NA,NA,0
NLA17_IL_10011,NA,NA,0.0179
NLA17_IL_10012,NA,NA,0
NLA17_IL_10013,NA,NA,0
NLA17_IL_10021,NA,NA,0
NLA17_IL_HP001,NA,NA,0.0806
NLA17_IN_10002,NA,NA,0.0048
NLA17_IN_10003,NA,NA,0.1438
NLA17_IN_10004,NA,NA,0
NLA17_IN_10005,NA,NA,1.5228
NLA17_IN_10006,NA,NA,0.0026
NLA17_IN_10008,NA,NA,0
NLA17_IN_10009,NA,NA,0
NLA17_IN_10010,NA,NA,0.0004
NLA17_IN_10010,NA,NA,0.001
NLA17_IN_10011,NA,NA,0.0076
NLA17_IN_10012,NA,NA,0.3267
NLA17_IN_10013,NA,NA,0
NLA17_IN_10026,NA,NA,0.083
NLA17_IN_10028,NA,NA,0.0012
NLA17_IN_10028,NA,NA,0
NLA17_IN_10029,NA,NA,2.9022
NLA17_IN_10031,NA,NA,0.7841
NLA17_IN_10032,NA,NA,0
NLA17_IN_10037,NA,NA,0
NLA17_IN_10039,NA,NA,0
NLA17_IN_10047,NA,NA,0
NLA17_IN_10051,NA,NA,0.1392
NLA17_IN_10053,NA,NA,0.6043
NLA17_IN_10055,NA,NA,0.9504
NLA17_IN_10067,NA,NA,0
NLA17_IN_10068,NA,NA,0
NLA17_IN_10070,NA,NA,0
NLA17_IN_10072,NA,NA,0.0081
NLA17_IN_10076,NA,NA,0
NLA17_IN_10077,NA,NA,0.0008
NLA17_IN_10082,NA,NA,0.0035
NLA17_IN_10085,NA,NA,0.0037
NLA17_IN_10089,NA,NA,0
NLA17_IN_10094,NA,NA,0
NLA17_IN_10096,NA,NA,0
NLA17_IN_10099,NA,NA,0
NLA17_IN_10100,NA,NA,0.1221
NLA17_IN_10102,NA,NA,0.0016
NLA17_IN_10105,NA,NA,0
NLA17_IN_10108,NA,NA,0
NLA17_IN_10109,NA,NA,0
NLA17_IN_10120,NA,NA,0
NLA17_IN_10122,NA,NA,0
NLA17_IN_10123,NA,NA,0
NLA17_IN_10125,NA,NA,0
NLA17_IN_10126,NA,NA,0
NLA17_IN_10129,NA,NA,1.3734
NLA17_IN_10132,NA,NA,0
NLA17_IN_10133,NA,NA,0
NLA17_IN_10134,NA,NA,2.9109
NLA17_IN_10136,NA,NA,0
NLA17_IN_10138,NA,NA,0
NLA17_IN_10139,NA,NA,0
NLA17_IN_10140,NA,NA,0
NLA17_IN_10141,NA,NA,0.0033
NLA17_IN_10142,NA,NA,0.0105
NLA17_IN_10161,NA,NA,0
NLA17_IN_10171,NA,NA,0
NLA17_IN_10173,NA,NA,0.0021
NLA17_IN_10175,NA,NA,0.2236
NLA17_KS_10001,NA,NA,1.3966
NLA17_KS_10001,NA,NA,1.0946
NLA17_KS_10002,NA,NA,0
NLA17_KS_10003,NA,NA,0.0021
NLA17_KS_10004,NA,NA,0
NLA17_KS_10005,NA,NA,0
NLA17_KS_10005,NA,NA,0
NLA17_KS_10006,NA,NA,0.1394
NLA17_KS_10007,NA,NA,0.0016
NLA17_KS_10010,NA,NA,0
NLA17_KS_10011,NA,NA,0
NLA17_KS_10025,NA,NA,0.3052
NLA17_KS_10028,NA,NA,3.302
NLA17_KS_10033,NA,NA,0.205
NLA17_KS_10034,NA,NA,0
NLA17_KS_10035,NA,NA,0.0005
NLA17_KS_10041,NA,NA,0.0001
NLA17_KS_HP001,NA,NA,0
NLA17_KS_HP002,NA,NA,0
NLA17_KS_HP003,NA,NA,0.0074
NLA17_KY_10001,NA,NA,0.0008
NLA17_KY_10001,NA,NA,0
NLA17_KY_10002,NA,NA,0
NLA17_KY_10003,NA,NA,0.0058
NLA17_KY_10003,NA,NA,0
NLA17_KY_10004,NA,NA,0.0006
NLA17_KY_10006,NA,NA,0.0022
NLA17_KY_10017,NA,NA,0
NLA17_KY_10023,NA,NA,0
NLA17_KY_10024,NA,NA,0.003
NLA17_KY_10027,NA,NA,0
NLA17_LA_10001,NA,NA,0
NLA17_LA_10001,NA,NA,0
NLA17_LA_10002,NA,NA,0.0005
NLA17_LA_10004,NA,NA,0.0884
NLA17_LA_10004,NA,NA,0.2384
NLA17_LA_10006,NA,NA,0.0298
NLA17_LA_10007,NA,NA,0
NLA17_LA_10015,NA,NA,0.0022
NLA17_LA_10018,NA,NA,0
NLA17_LA_10024,NA,NA,0.0011
NLA17_LA_10046,NA,NA,0
NLA17_LA_10075,NA,NA,0.0004
NLA17_LA_10108,NA,NA,0
NLA17_LA_10155,NA,NA,0.0022
NLA17_LA_10231,NA,NA,0.0018
NLA17_LA_10303,NA,NA,0
NLA17_MA_10001,NA,NA,0
NLA17_MA_10001,NA,NA,0
NLA17_MA_10002,NA,NA,0.0175
NLA17_MA_10003,NA,NA,0.0001
NLA17_MA_10004,NA,NA,0.0002
NLA17_MA_10004,NA,NA,0
NLA17_MA_10005,NA,NA,0
NLA17_MA_10007,NA,NA,0.0276
NLA17_MA_10017,NA,NA,0.0001
NLA17_MA_10018,NA,NA,0.0003
NLA17_MA_10019,NA,NA,0
NLA17_MA_10022,NA,NA,0.0001
NLA17_MA_HP001,NA,NA,0.0004
NLA17_MD_10001,NA,NA,0
NLA17_MD_10001,NA,NA,0.0021
NLA17_MD_10002,NA,NA,0.2894
NLA17_MD_10003,NA,NA,1.0302
NLA17_MD_10003,NA,NA,0.4369
NLA17_MD_10004,NA,NA,0.1642
NLA17_MD_10015,NA,NA,0.0006
NLA17_MD_10026,NA,NA,0.38
NLA17_MD_10034,NA,NA,0.0646
NLA17_MD_10038,NA,NA,0.0008
NLA17_ME_10001,NA,NA,0.0003
NLA17_ME_10001,NA,NA,0
NLA17_ME_10002,NA,NA,0
NLA17_ME_10003,NA,NA,0
NLA17_ME_10004,NA,NA,0
NLA17_ME_10006,NA,NA,0.0009
NLA17_ME_10007,NA,NA,0.0006
NLA17_ME_10007,NA,NA,0
NLA17_ME_10009,NA,NA,0
NLA17_ME_10010,NA,NA,0.0004
NLA17_ME_10011,NA,NA,0.0008
NLA17_ME_10014,NA,NA,0
NLA17_ME_10016,NA,NA,0.0003
NLA17_ME_10018,NA,NA,0.0323
NLA17_ME_10019,NA,NA,0.0011
NLA17_ME_10020,NA,NA,0.0002
NLA17_ME_10021,NA,NA,0.0002
NLA17_ME_10023,NA,NA,0
NLA17_ME_10025,NA,NA,0.0019
NLA17_ME_10029,NA,NA,0
NLA17_ME_10030,NA,NA,0
NLA17_ME_10038,NA,NA,0
NLA17_ME_10039,NA,NA,0.002
NLA17_ME_10040,NA,NA,0
NLA17_ME_10042,NA,NA,0.0006
NLA17_ME_10043,NA,NA,0.0002
NLA17_ME_HP001,NA,NA,0
NLA17_ME_HP002,NA,NA,0.0003
NLA17_ME_HP003,NA,NA,0.0002
NLA17_MI_10001,NA,NA,0
NLA17_MI_10001,NA,NA,0
NLA17_MI_10002,NA,NA,0.1921
NLA17_MI_10003,NA,NA,0
NLA17_MI_10004,NA,NA,0.0748
NLA17_MI_10005,NA,NA,0.0369
NLA17_MI_10006,NA,NA,0.0326
NLA17_MI_10007,NA,NA,0.7851
NLA17_MI_10008,NA,NA,0.0001
NLA17_MI_10009,NA,NA,0.0787
NLA17_MI_10010,NA,NA,0.0006
NLA17_MI_10011,NA,NA,0.0011
NLA17_MI_10011,NA,NA,0
NLA17_MI_10012,NA,NA,0.0004
NLA17_MI_10013,NA,NA,0
NLA17_MI_10014,NA,NA,0.0007
NLA17_MI_10015,NA,NA,0
NLA17_MI_10016,NA,NA,0
NLA17_MI_10017,NA,NA,4.1976
NLA17_MI_10018,NA,NA,0.0003
NLA17_MI_10019,NA,NA,0
NLA17_MI_10023,NA,NA,0
NLA17_MI_10025,NA,NA,0.0002
NLA17_MI_10027,NA,NA,0.0001
NLA17_MI_10028,NA,NA,0
NLA17_MI_10029,NA,NA,0.0016
NLA17_MI_10030,NA,NA,0.0004
NLA17_MI_10035,NA,NA,0.0026
NLA17_MI_10036,NA,NA,0
NLA17_MI_10073,NA,NA,0
NLA17_MI_10078,NA,NA,0
NLA17_MI_10083,NA,NA,0.0014
NLA17_MI_10084,NA,NA,0.0137
NLA17_MI_10087,NA,NA,0.0006
NLA17_MI_10089,NA,NA,0.005
NLA17_MI_10091,NA,NA,0.0009
NLA17_MI_10092,NA,NA,0.0016
NLA17_MI_10094,NA,NA,0.0004
NLA17_MI_10095,NA,NA,0.0004
NLA17_MI_10097,NA,NA,0.0022
NLA17_MI_10099,NA,NA,0.0032
NLA17_MI_10110,NA,NA,0
NLA17_MI_10115,NA,NA,0.0001
NLA17_MI_10117,NA,NA,0
NLA17_MI_10118,NA,NA,0
NLA17_MI_10121,NA,NA,0.0002
NLA17_MI_10122,NA,NA,0
NLA17_MI_10123,NA,NA,0
NLA17_MI_10127,NA,NA,0
NLA17_MI_10133,NA,NA,0
NLA17_MI_10134,NA,NA,0
NLA17_MI_10141,NA,NA,0.0042
NLA17_MI_HP001,NA,NA,0
NLA17_MN_10001,NA,NA,0
NLA17_MN_10001,NA,NA,0
NLA17_MN_10002,NA,NA,0
NLA17_MN_10003,NA,NA,0
NLA17_MN_10004,NA,NA,0
NLA17_MN_10005,NA,NA,0
NLA17_MN_10006,NA,NA,0
NLA17_MN_10007,NA,NA,0
NLA17_MN_10008,NA,NA,0.0023
NLA17_MN_10009,NA,NA,0
NLA17_MN_10010,NA,NA,0
NLA17_MN_10011,NA,NA,0
NLA17_MN_10012,NA,NA,0.0017
NLA17_MN_10014,NA,NA,0
NLA17_MN_10016,NA,NA,0
NLA17_MN_10017,NA,NA,0
NLA17_MN_10018,NA,NA,0
NLA17_MN_10019,NA,NA,0
NLA17_MN_10020,NA,NA,0
NLA17_MN_10021,NA,NA,0
NLA17_MN_10022,NA,NA,0
NLA17_MN_10023,NA,NA,0.0017
NLA17_MN_10025,NA,NA,0
NLA17_MN_10026,NA,NA,0
NLA17_MN_10027,NA,NA,0
NLA17_MN_10028,NA,NA,0
NLA17_MN_10030,NA,NA,0
NLA17_MN_10032,NA,NA,0.0065
NLA17_MN_10033,NA,NA,0
NLA17_MN_10034,NA,NA,0.0016
NLA17_MN_10037,NA,NA,0.0118
NLA17_MN_10038,NA,NA,0.0003
NLA17_MN_10042,NA,NA,0
NLA17_MN_10044,NA,NA,0
NLA17_MN_10045,NA,NA,0
NLA17_MN_10046,NA,NA,0
NLA17_MN_10047,NA,NA,0
NLA17_MN_10048,NA,NA,0
NLA17_MN_10049,NA,NA,0
NLA17_MN_10159,NA,NA,0
NLA17_MN_10159,NA,NA,0.0022
NLA17_MN_10161,NA,NA,0.015
NLA17_MN_10179,NA,NA,0
NLA17_MN_10180,NA,NA,0.0015
NLA17_MN_10183,NA,NA,0.0346
NLA17_MN_10187,NA,NA,0
NLA17_MN_10188,NA,NA,0.0015
NLA17_MN_10189,NA,NA,0
NLA17_MN_10191,NA,NA,0.0018
NLA17_MN_10192,NA,NA,0.4767
NLA17_MN_10193,NA,NA,0
NLA17_MN_10194,NA,NA,0
NLA17_MN_10842,NA,NA,0
NLA17_MN_HP002,NA,NA,0
NLA17_MN_HP003,NA,NA,0
NLA17_MN_HP004,NA,NA,0
NLA17_MO_10001,NA,NA,0.0684
NLA17_MO_10001,NA,NA,0
NLA17_MO_10002,NA,NA,0
NLA17_MO_10003,NA,NA,0
NLA17_MO_10004,NA,NA,0
NLA17_MO_10005,NA,NA,0
NLA17_MO_10006,NA,NA,0
NLA17_MO_10006,NA,NA,0
NLA17_MO_10007,NA,NA,0.0006
NLA17_MO_10008,NA,NA,0
NLA17_MO_10009,NA,NA,0
NLA17_MO_10010,NA,NA,0.0004
NLA17_MO_10015,NA,NA,0
NLA17_MO_10027,NA,NA,0.0009
NLA17_MO_10028,NA,NA,0.0052
NLA17_MO_10036,NA,NA,0.0022
NLA17_MO_10038,NA,NA,0.0024
NLA17_MO_10039,NA,NA,0.0019
NLA17_MO_10043,NA,NA,0.0017
NLA17_MO_HP001,NA,NA,0
NLA17_MO_HP002,NA,NA,0.0012
NLA17_MO_HP003,NA,NA,0
NLA17_MO_HP004,NA,NA,0
NLA17_MO_HP005,NA,NA,0
NLA17_MO_HP006,NA,NA,0
NLA17_MO_HP007,NA,NA,0
NLA17_MO_HP008,NA,NA,0
NLA17_MO_HP009,NA,NA,0
NLA17_MO_HP010,NA,NA,0
NLA17_MS_10001,NA,NA,0
NLA17_MS_10001,NA,NA,0
NLA17_MS_10002,NA,NA,0
NLA17_MS_10003,NA,NA,0.0017
NLA17_MS_10004,NA,NA,0.0222
NLA17_MS_10005,NA,NA,0
NLA17_MS_10006,NA,NA,0
NLA17_MS_10007,NA,NA,0
NLA17_MS_10007,NA,NA,0.0023
NLA17_MS_10008,NA,NA,0
NLA17_MS_10013,NA,NA,0
NLA17_MS_10015,NA,NA,0.0015
NLA17_MS_10017,NA,NA,0
NLA17_MS_10019,NA,NA,0
NLA17_MS_10021,NA,NA,0
NLA17_MS_10037,NA,NA,0
NLA17_MT_10001,NA,NA,0
NLA17_MT_10002,NA,NA,0
NLA17_MT_10003,NA,NA,0.0044
NLA17_MT_10004,NA,NA,0
NLA17_MT_10005,NA,NA,0
NLA17_MT_10006,NA,NA,0
NLA17_MT_10007,NA,NA,0
NLA17_MT_10008,NA,NA,0
NLA17_MT_10009,NA,NA,0.0005
NLA17_MT_10009,NA,NA,0
NLA17_MT_10011,NA,NA,0.0206
NLA17_MT_10012,NA,NA,0.0015
NLA17_MT_10013,NA,NA,0
NLA17_MT_10014,NA,NA,0
NLA17_MT_10015,NA,NA,0.0016
NLA17_MT_10018,NA,NA,0
NLA17_MT_10022,NA,NA,0
NLA17_MT_10023,NA,NA,0.0257
NLA17_MT_10029,NA,NA,0
NLA17_MT_10030,NA,NA,0.0016
NLA17_MT_10036,NA,NA,0
NLA17_MT_10036,NA,NA,0
NLA17_MT_10055,NA,NA,0
NLA17_MT_10059,NA,NA,0
NLA17_MT_10065,NA,NA,0
NLA17_MT_10072,NA,NA,0
NLA17_MT_10076,NA,NA,0
NLA17_MT_10084,NA,NA,0.0014
NLA17_MT_10101,NA,NA,0.0015
NLA17_MT_10102,NA,NA,0.0069
NLA17_MT_10104,NA,NA,0.0025
NLA17_MT_10120,NA,NA,0.0017
NLA17_MT_10129,NA,NA,0
NLA17_MT_HP001,NA,NA,0
NLA17_MT_HP002,NA,NA,0
NLA17_NC_10001,NA,NA,0.0003
NLA17_NC_10001,NA,NA,0
NLA17_NC_10002,NA,NA,0
NLA17_NC_10004,NA,NA,0.0001
NLA17_NC_10004,NA,NA,0
NLA17_NC_10005,NA,NA,0.0033
NLA17_NC_10007,NA,NA,0.1892
NLA17_NC_10009,NA,NA,0
NLA17_NC_10010,NA,NA,0.0011
NLA17_NC_10011,NA,NA,0
NLA17_NC_10014,NA,NA,0.0028
NLA17_NC_10015,NA,NA,0.0123
NLA17_NC_10023,NA,NA,0.0034
NLA17_NC_10030,NA,NA,0
NLA17_NC_10033,NA,NA,0
NLA17_ND_10001,NA,NA,0.0571
NLA17_ND_10001,NA,NA,0.0043
NLA17_ND_10002,NA,NA,0
NLA17_ND_10003,NA,NA,0
NLA17_ND_10004,NA,NA,0.1655
NLA17_ND_10005,NA,NA,0
NLA17_ND_10006,NA,NA,0.1731
NLA17_ND_10007,NA,NA,0
NLA17_ND_10008,NA,NA,0.1936
NLA17_ND_10008,NA,NA,0.0669
NLA17_ND_10009,NA,NA,0
NLA17_ND_10010,NA,NA,0
NLA17_ND_10011,NA,NA,0.0507
NLA17_ND_10012,NA,NA,0.3774
NLA17_ND_10013,NA,NA,0.001
NLA17_ND_10014,NA,NA,0
NLA17_ND_10015,NA,NA,0
NLA17_ND_10016,NA,NA,0.0061
NLA17_ND_10017,NA,NA,0
NLA17_ND_10018,NA,NA,0
NLA17_ND_10019,NA,NA,0
NLA17_ND_10020,NA,NA,0
NLA17_ND_10021,NA,NA,0.0179
NLA17_ND_10023,NA,NA,0
NLA17_ND_10024,NA,NA,0.0776
NLA17_ND_10026,NA,NA,0
NLA17_ND_10029,NA,NA,0
NLA17_ND_10032,NA,NA,0
NLA17_ND_10033,NA,NA,0
NLA17_ND_10034,NA,NA,0.0043
NLA17_ND_10035,NA,NA,0.1826
NLA17_ND_10037,NA,NA,0.0019
NLA17_ND_10042,NA,NA,0
NLA17_ND_10069,NA,NA,0
NLA17_ND_10070,NA,NA,0.0054
NLA17_ND_10073,NA,NA,0
NLA17_ND_10077,NA,NA,0
NLA17_ND_10081,NA,NA,0
NLA17_ND_10082,NA,NA,0
NLA17_ND_10084,NA,NA,0.2835
NLA17_ND_10089,NA,NA,0.0048
NLA17_ND_10090,NA,NA,0.0014
NLA17_ND_10095,NA,NA,0.0253
NLA17_ND_10100,NA,NA,0
NLA17_ND_10102,NA,NA,0
NLA17_ND_10103,NA,NA,0.0894
NLA17_ND_10107,NA,NA,0
NLA17_ND_10189,NA,NA,0.0015
NLA17_ND_HP001,NA,NA,0
NLA17_ND_HP002,NA,NA,0.0053
NLA17_NE_10001,NA,NA,0.0001
NLA17_NE_10001,NA,NA,0.0679
NLA17_NE_10002,NA,NA,0
NLA17_NE_10003,NA,NA,0.5026
NLA17_NE_10004,NA,NA,0.0046
NLA17_NE_10006,NA,NA,0
NLA17_NE_10007,NA,NA,0.0016
NLA17_NE_10007,NA,NA,0.0036
NLA17_NE_10008,NA,NA,0
NLA17_NE_10011,NA,NA,0.0009
NLA17_NE_10012,NA,NA,0
NLA17_NE_10014,NA,NA,0
NLA17_NE_10025,NA,NA,0
NLA17_NE_10028,NA,NA,0.0003
NLA17_NE_10029,NA,NA,0.0019
NLA17_NE_10032,NA,NA,0.0853
NLA17_NE_10037,NA,NA,0.0106
NLA17_NE_10038,NA,NA,0
NLA17_NE_10040,NA,NA,0
NLA17_NE_10041,NA,NA,0
NLA17_NE_10046,NA,NA,0.0002
NLA17_NE_10047,NA,NA,1.2876
NLA17_NE_10054,NA,NA,0
NLA17_NE_10059,NA,NA,0.0004
NLA17_NE_10060,NA,NA,0
NLA17_NE_10061,NA,NA,0.0006
NLA17_NE_10064,NA,NA,0
NLA17_NE_10067,NA,NA,0.0073
NLA17_NE_10068,NA,NA,0.7811
NLA17_NE_10070,NA,NA,0.0014
NLA17_NE_10072,NA,NA,0
NLA17_NE_10073,NA,NA,0
NLA17_NE_HP004,NA,NA,0.6164
NLA17_NE_HP005,NA,NA,0.0278
NLA17_NH_10001,NA,NA,0.0002
NLA17_NH_10001,NA,NA,0
NLA17_NH_10002,NA,NA,0
NLA17_NH_10003,NA,NA,0.0022
NLA17_NH_10004,NA,NA,0.0004
NLA17_NH_10006,NA,NA,0.0001
NLA17_NH_10052,NA,NA,0
NLA17_NH_10052,NA,NA,0
NLA17_NH_10058,NA,NA,0
NLA17_NH_10059,NA,NA,0.0005
NLA17_NH_10063,NA,NA,0.0005
NLA17_NH_10066,NA,NA,0
NLA17_NH_10067,NA,NA,0
NLA17_NH_10530,NA,NA,0
NLA17_NH_10891,NA,NA,0
NLA17_NH_10917,NA,NA,0.0005
NLA17_NH_10999,NA,NA,0.0001
NLA17_NJ_10001,NA,NA,0.0026
NLA17_NJ_10001,NA,NA,0.0029
NLA17_NJ_10002,NA,NA,0
NLA17_NJ_10003,NA,NA,0.0291
NLA17_NJ_10004,NA,NA,0.1318
NLA17_NJ_10004,NA,NA,0.0057
NLA17_NJ_10005,NA,NA,0.2624
NLA17_NJ_10006,NA,NA,0
NLA17_NJ_10008,NA,NA,0.0037
NLA17_NJ_10009,NA,NA,0
NLA17_NJ_10010,NA,NA,0
NLA17_NJ_10023,NA,NA,0
NLA17_NJ_10025,NA,NA,0
NLA17_NM_10001,NA,NA,0
NLA17_NM_10002,NA,NA,0
NLA17_NM_10003,NA,NA,0
NLA17_NM_10003,NA,NA,0.0003
NLA17_NM_10004,NA,NA,0.0388
NLA17_NM_10004,NA,NA,0.0039
NLA17_NM_10005,NA,NA,0.0054
NLA17_NM_10006,NA,NA,0.0018
NLA17_NM_10022,NA,NA,0.012
NLA17_NM_10024,NA,NA,0.0823
NLA17_NM_10025,NA,NA,0
NLA17_NM_10037,NA,NA,0.0002
NLA17_NM_10041,NA,NA,0.0005
NLA17_NM_10044,NA,NA,0
NLA17_NM_10049,NA,NA,0.0888
NLA17_NV_10002,NA,NA,0
NLA17_NV_10002,NA,NA,0
NLA17_NV_10003,NA,NA,0.0313
NLA17_NV_10005,NA,NA,0.0695
NLA17_NV_10006,NA,NA,0
NLA17_NV_10006,NA,NA,0
NLA17_NV_10016,NA,NA,0
NLA17_NV_10017,NA,NA,0.0119
NLA17_NV_10018,NA,NA,0.1623
NLA17_NV_10036,NA,NA,0.0196
NLA17_NV_10079,NA,NA,0.0032
NLA17_NV_10090,NA,NA,0.0413
NLA17_NV_10124,NA,NA,0.1786
NLA17_NV_10225,NA,NA,0.0104
NLA17_NV_10239,NA,NA,0.3162
NLA17_NV_10242,NA,NA,1.0637
NLA17_NV_10243,NA,NA,0.0003
NLA17_NV_HP001,NA,NA,0
NLA17_NY_10001,NA,NA,0
NLA17_NY_10001,NA,NA,0.0189
NLA17_NY_10002,NA,NA,0.0151
NLA17_NY_10003,NA,NA,0
NLA17_NY_10003,NA,NA,0.0028
NLA17_NY_10004,NA,NA,0
NLA17_NY_10005,NA,NA,0
NLA17_NY_10007,NA,NA,0
NLA17_NY_10014,NA,NA,0
NLA17_NY_10016,NA,NA,0
NLA17_NY_10017,NA,NA,0
NLA17_NY_10018,NA,NA,0.003
NLA17_NY_10025,NA,NA,0.3071
NLA17_NY_HP001,NA,NA,0.0014
NLA17_NY_HP003,NA,NA,0
NLA17_OH_10001,NA,NA,5.3069
NLA17_OH_10001,NA,NA,0
NLA17_OH_10002,NA,NA,0.3832
NLA17_OH_10003,NA,NA,0
NLA17_OH_10003,NA,NA,0
NLA17_OH_10005,NA,NA,0.0143
NLA17_OH_10007,NA,NA,1.8917
NLA17_OH_10008,NA,NA,0.1663
NLA17_OH_10009,NA,NA,0.2158
NLA17_OH_10013,NA,NA,0.0159
NLA17_OH_10016,NA,NA,0.0995
NLA17_OH_10023,NA,NA,0.142
NLA17_OH_10024,NA,NA,0.0025
NLA17_OH_10027,NA,NA,0
NLA17_OH_10028,NA,NA,0
NLA17_OH_10029,NA,NA,0
NLA17_OH_10031,NA,NA,0.0002
NLA17_OH_10038,NA,NA,0
NLA17_OH_HP001,NA,NA,0
NLA17_OK_10001,NA,NA,0
NLA17_OK_10001,NA,NA,0
NLA17_OK_10002,NA,NA,0
NLA17_OK_10003,NA,NA,0
NLA17_OK_10004,NA,NA,0.0068
NLA17_OK_10005,NA,NA,0.0003
NLA17_OK_10006,NA,NA,0.7334
NLA17_OK_10007,NA,NA,0
NLA17_OK_10008,NA,NA,0.0002
NLA17_OK_10009,NA,NA,0
NLA17_OK_10010,NA,NA,0.0044
NLA17_OK_10011,NA,NA,0.1601
NLA17_OK_10012,NA,NA,0
NLA17_OK_10012,NA,NA,0.0024
NLA17_OK_10013,NA,NA,0
NLA17_OK_10014,NA,NA,0
NLA17_OK_10015,NA,NA,0.0002
NLA17_OK_10019,NA,NA,0
NLA17_OK_10021,NA,NA,0
NLA17_OK_10022,NA,NA,0
NLA17_OK_10033,NA,NA,0
NLA17_OK_10035,NA,NA,0
NLA17_OK_10045,NA,NA,0
NLA17_OK_10050,NA,NA,0.0007
NLA17_OK_10055,NA,NA,0.0019
NLA17_OK_10066,NA,NA,0.0011
NLA17_OK_10082,NA,NA,0
NLA17_OK_10083,NA,NA,0
NLA17_OK_10085,NA,NA,0.0004
NLA17_OK_10086,NA,NA,0.0005
NLA17_OK_10087,NA,NA,0.0021
NLA17_OK_10089,NA,NA,0
NLA17_OK_10095,NA,NA,0
NLA17_OK_10097,NA,NA,0.003
NLA17_OK_10098,NA,NA,0
NLA17_OK_HP001,NA,NA,0
NLA17_OK_HP002,NA,NA,0.0006
NLA17_OK_HP004,NA,NA,0.0308
