PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,STUDY,STATE,LAB,SAMPLE_TYPE,MATRIX,BATCH_ID,ANALYTE,SAM_CODE,RESULT,RESULT_UNITS,MDL,RL,NARS_FLAG,DATE_RECEIVED,DATE_ANALYZED,HOLDING_TIME,LAB_SAMPLE_ID,LAB_COMMENT
4/9/2021,2010398,NLA17_NM-10037,29-Jun-17,1,NLA,NM,WRS,CHEM,WATER,170714.1,DOC,REGULAR,10.36,MG/L,0.008,0.2,,01-Jul-17,14-Jul-17,15,,
4/9/2021,2010339,NLA17_NM-10041,23-Jun-17,1,NLA,NM,WRS,CHEM,WATER,170705.1,DOC,REGULAR,2.47,MG/L,0.008,0.2,,24-Jun-17,05-Jul-17,12,,
4/9/2021,2010348,NLA17_NM-10044,25-Jun-17,1,NLA,NM,WRS,CHEM,WATER,170705.1,DOC,REGULAR,4.78,MG/L,0.008,0.2,,27-Jun-17,05-Jul-17,10,,
4/9/2021,2011114,NLA17_NM-10049,13-Jul-17,1,NLA,NM,WRS,CHEM,WATER,170802.1,DOC,REGULAR,2.72,MG/L,0.008,0.2,,15-Jul-17,02-Aug-17,20,,
4/9/2021,2010191,NLA17_NV-10002,06-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170614.1,DOC,REGULAR,6.64,MG/L,0.008,0.2,,07-Jun-17,14-Jun-17,8,,
4/9/2021,2010378,NLA17_NV-10002,28-Jun-17,2,NLA,NV,WRS,CHEM,WATER,170710.1,DOC,REGULAR,6.25,MG/L,0.008,0.2,,30-Jun-17,10-Jul-17,12,,
4/9/2021,2010281,NLA17_NV-10003,19-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170630.1,DOC,REGULAR,5.07,MG/L,0.008,0.2,,21-Jun-17,30-Jun-17,11,,
4/9/2021,2010813,NLA17_NV-10005,24-Aug-17,1,NLA,NV,WRS,CHEM,WATER,170908.1,DOC,REGULAR,11.46,MG/L,0.008,0.2,,25-Aug-17,08-Sep-17,15,,
4/9/2021,2010192,NLA17_NV-10006,05-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170608.1,DOC,REGULAR,1.32,MG/L,0.008,0.2,,07-Jun-17,08-Jun-17,3,,
4/9/2021,2010351,NLA17_NV-10006,26-Jun-17,2,NLA,NV,WRS,CHEM,WATER,170705.1,DOC,REGULAR,1.03,MG/L,0.008,0.2,,28-Jun-17,05-Jul-17,9,,
4/9/2021,2010204,NLA17_NV-10016,07-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,DOC,REGULAR,6.46,MG/L,0.008,0.2,,09-Jun-17,21-Jun-17,14,,
4/9/2021,2010250,NLA17_NV-10017,14-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170626.1,DOC,REGULAR,9.12,MG/L,0.008,0.2,,15-Jun-17,26-Jun-17,12,,
4/9/2021,2010177,NLA17_NV-10018,30-May-17,1,NLA,NV,WRS,CHEM,WATER,170608.1,DOC,REGULAR,7.72,MG/L,0.008,0.2,,31-May-17,08-Jun-17,9,,
4/9/2021,2010178,NLA17_NV-10036,31-May-17,1,NLA,NV,WRS,CHEM,WATER,170608.1,DOC,REGULAR,7.12,MG/L,0.008,0.2,,01-Jun-17,08-Jun-17,8,,
4/9/2021,2010251,NLA17_NV-10079,13-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170626.1,DOC,REGULAR,5.25,MG/L,0.008,0.2,,15-Jun-17,26-Jun-17,13,,
4/9/2021,2010303,NLA17_NV-10090,20-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170703.1,DOC,REGULAR,5.58,MG/L,0.008,0.2,,22-Jun-17,03-Jul-17,13,,
4/9/2021,2010215,NLA17_NV-10124,09-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,DOC,REGULAR,2.21,MG/L,0.008,0.2,,10-Jun-17,21-Jun-17,12,,
4/9/2021,2010334,NLA17_NV-10225,21-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170703.1,DOC,REGULAR,1.08,MG/L,0.008,0.2,,23-Jun-17,03-Jul-17,12,,~50 ml air in cubitainer
4/9/2021,2010205,NLA17_NV-10239,08-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,DOC,REGULAR,2.5,MG/L,0.008,0.2,,09-Jun-17,21-Jun-17,13,,
4/9/2021,2010180,NLA17_NV-10242,01-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170621.1,DOC,REGULAR,62.55,MG/L,0.008,0.2,,03-Jun-17,21-Jun-17,20,,
4/9/2021,2010358,NLA17_NV-10243,27-Jun-17,1,NLA,NV,WRS,CHEM,WATER,170710.1,DOC,REGULAR,6.56,MG/L,0.008,0.2,,29-Jun-17,10-Jul-17,13,,
4/9/2021,2010944,NLA17_NV-HP001,20-Sep-17,1,NLA,NV,WRS,CHEM,WATER,171005.1,DOC,REGULAR,1.1,MG/L,0.008,0.2,,22-Sep-17,05-Oct-17,15,,
4/9/2021,2010816,NLA17_NY-10001,23-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170908.1,DOC,REGULAR,2.97,MG/L,0.008,0.2,,25-Aug-17,08-Sep-17,16,,
4/9/2021,2010890,NLA17_NY-10001,10-Sep-17,2,NLA,NY,WRS,CHEM,WATER,170920.1,DOC,REGULAR,2.74,MG/L,0.008,0.2,,12-Sep-17,20-Sep-17,10,,
4/9/2021,2010882,NLA17_NY-10002,08-Sep-17,1,NLA,NY,WRS,CHEM,WATER,170920.1,DOC,REGULAR,5.59,MG/L,0.008,0.2,,09-Sep-17,20-Sep-17,12,,
4/9/2021,2010725,NLA17_NY-10003,13-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170830.1,DOC,REGULAR,2.99,MG/L,0.008,0.2,,15-Aug-17,30-Aug-17,17,,
4/9/2021,2011435,NLA17_NY-10003,06-Sep-17,2,NLA,NY,WRS,CHEM,WATER,170918.1,DOC,REGULAR,3.03,MG/L,0.008,0.2,,08-Sep-17,18-Sep-17,12,,
4/9/2021,2010883,NLA17_NY-10004,07-Sep-17,1,NLA,NY,WRS,CHEM,WATER,170920.1,DOC,REGULAR,3.97,MG/L,0.008,0.2,,09-Sep-17,20-Sep-17,13,,
4/9/2021,2010838,NLA17_NY-10005,29-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170913.1,DOC,REGULAR,4.61,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,15,,
4/9/2021,2010817,NLA17_NY-10007,24-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170908.1,DOC,REGULAR,3.51,MG/L,0.008,0.2,,25-Aug-17,08-Sep-17,15,,
4/9/2021,2010839,NLA17_NY-10014,30-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170913.1,DOC,REGULAR,16.12,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,14,,
4/9/2021,2011418,NLA17_NY-10016,31-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170913.1,DOC,REGULAR,3,MG/L,0.008,0.2,,02-Sep-17,13-Sep-17,13,,
4/9/2021,2010852,NLA17_NY-10017,04-Sep-17,1,NLA,NY,WRS,CHEM,WATER,170918.1,DOC,REGULAR,3.99,MG/L,0.008,0.2,,06-Sep-17,18-Sep-17,14,,
4/9/2021,2010819,NLA17_NY-10018,25-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170908.1,DOC,REGULAR,4.34,MG/L,0.008,0.2,,26-Aug-17,08-Sep-17,14,,
4/9/2021,2010889,NLA17_NY-10025,10-Sep-17,1,NLA,NY,WRS,CHEM,WATER,170925.1,DOC,REGULAR,1.67,MG/L,0.008,0.2,,12-Sep-17,25-Sep-17,15,,
4/9/2021,2010821,NLA17_NY-HP001,27-Aug-17,1,NLA,NY,WRS,CHEM,WATER,170908.1,DOC,REGULAR,3.19,MG/L,0.008,0.2,,29-Aug-17,08-Sep-17,12,,
4/9/2021,2011419,NLA17_NY-HP003,01-Sep-17,1,NLA,NY,WRS,CHEM,WATER,170913.1,DOC,REGULAR,4.6,MG/L,0.008,0.2,,02-Sep-17,13-Sep-17,12,,
4/9/2021,2010256,NLA17_OH-10001,14-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170623.1,DOC,REGULAR,5.18,MG/L,0.008,0.2,,15-Jun-17,23-Jun-17,9,,
4/9/2021,2011421,NLA17_OH-10001,05-Sep-17,2,NLA,OH,WRS,CHEM,WATER,170918.1,DOC,REGULAR,5.39,MG/L,0.008,0.2,,06-Sep-17,18-Sep-17,13,,
4/9/2021,2010448,NLA17_OH-10002,12-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170731.1,DOC,REGULAR,6.26,MG/L,0.008,0.2,,13-Jul-17,31-Jul-17,19,,
4/9/2021,2010600,NLA17_OH-10003,27-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170814.1,DOC,REGULAR,2.59,MG/L,0.008,0.2,,28-Jul-17,14-Aug-17,18,,
4/9/2021,2010914,NLA17_OH-10003,13-Sep-17,2,NLA,OH,WRS,CHEM,WATER,170925.1,DOC,REGULAR,2.55,MG/L,0.008,0.2,,15-Sep-17,25-Sep-17,12,,
4/9/2021,2010563,NLA17_OH-10005,24-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170809.1,DOC,REGULAR,3.27,MG/L,0.008,0.2,,25-Jul-17,09-Aug-17,16,,
4/9/2021,2010478,NLA17_OH-10007,13-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170802.1,DOC,REGULAR,5.34,MG/L,0.008,0.2,,14-Jul-17,02-Aug-17,20,,
4/9/2021,2010664,NLA17_OH-10008,02-Aug-17,1,NLA,OH,WRS,CHEM,WATER,170822.1,DOC,REGULAR,5.18,MG/L,0.008,0.2,,03-Aug-17,22-Aug-17,20,,
4/9/2021,2010668,NLA17_OH-10009,03-Aug-17,1,NLA,OH,WRS,CHEM,WATER,170825.1,DOC,REGULAR,10.65,MG/L,0.008,0.2,,04-Aug-17,25-Aug-17,22,,
4/9/2021,2010915,NLA17_OH-10013,14-Sep-17,1,NLA,OH,WRS,CHEM,WATER,170925.1,DOC,REGULAR,4.64,MG/L,0.008,0.2,,15-Sep-17,25-Sep-17,11,,
4/9/2021,2010181,NLA17_OH-10016,01-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170608.1,DOC,REGULAR,6.92,MG/L,0.008,0.2,,03-Jun-17,08-Jun-17,7,,
4/9/2021,2010633,NLA17_OH-10023,31-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170822.1,DOC,REGULAR,5.88,MG/L,0.008,0.2,,01-Aug-17,22-Aug-17,22,,"Cooler ice melted, 11.4C"
4/9/2021,2010534,NLA17_OH-10024,20-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170807.1,DOC,REGULAR,12.71,MG/L,0.008,0.2,,21-Jul-17,07-Aug-17,18,,
4/9/2021,2010375,NLA17_OH-10027,29-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170710.1,DOC,REGULAR,8.01,MG/L,0.008,0.2,,30-Jun-17,10-Jul-17,11,,
4/9/2021,2010926,NLA17_OH-10028,15-Sep-17,1,NLA,OH,WRS,CHEM,WATER,170925.1,DOC,REGULAR,6.74,MG/L,0.008,0.2,,16-Sep-17,25-Sep-17,10,,"Cooler ice melted, 8.3C"
4/9/2021,2010640,NLA17_OH-10029,01-Aug-17,1,NLA,OH,WRS,CHEM,WATER,170822.1,DOC,REGULAR,5.42,MG/L,0.008,0.2,,03-Aug-17,22-Aug-17,21,,
4/9/2021,2010420,NLA17_OH-10031,10-Jul-17,1,NLA,OH,WRS,CHEM,WATER,170728.1,DOC,REGULAR,8.53,MG/L,0.008,0.2,,11-Jul-17,28-Jul-17,18,,
4/9/2021,2010354,NLA17_OH-10038,27-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170705.1,DOC,REGULAR,3.4,MG/L,0.008,0.2,,28-Jun-17,05-Jul-17,8,,
4/9/2021,2010308,NLA17_OH-HP001,21-Jun-17,1,NLA,OH,WRS,CHEM,WATER,170703.1,DOC,REGULAR,5.63,MG/L,0.008,0.2,,22-Jun-17,03-Jul-17,12,,
4/9/2021,2010219,NLA17_OK-10001,07-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170621.1,DOC,REGULAR,6.78,MG/L,0.008,0.2,,09-Jun-17,21-Jun-17,14,,
4/9/2021,2010870,NLA17_OK-10001,06-Sep-17,2,NLA,OK,WRS,CHEM,WATER,170918.1,DOC,REGULAR,5.94,MG/L,0.008,0.2,,08-Sep-17,18-Sep-17,12,,
4/9/2021,2011248,NLA17_OK-10002,01-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170825.1,DOC,REGULAR,4.87,MG/L,0.008,0.2,,03-Aug-17,25-Aug-17,24,,
4/9/2021,2011294,NLA17_OK-10003,09-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170828.1,DOC,REGULAR,6.42,MG/L,0.008,0.2,,10-Aug-17,28-Aug-17,19,,
4/9/2021,2010528,NLA17_OK-10004,19-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170807.1,DOC,REGULAR,3.1,MG/L,0.008,0.2,,21-Jul-17,07-Aug-17,19,,
4/9/2021,2010359,NLA17_OK-10005,27-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170710.1,DOC,REGULAR,7.6,MG/L,0.008,0.2,,29-Jun-17,10-Jul-17,13,,
4/9/2021,2011326,NLA17_OK-10006,15-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170901.1,DOC,REGULAR,8.08,MG/L,0.008,0.2,,16-Aug-17,01-Sep-17,17,,
4/9/2021,2010300,NLA17_OK-10007,19-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170630.1,DOC,REGULAR,6.85,MG/L,0.008,0.2,,21-Jun-17,30-Jun-17,11,,
4/9/2021,2010503,NLA17_OK-10008,17-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170804.1,DOC,REGULAR,5.36,MG/L,0.008,0.2,,19-Jul-17,04-Aug-17,18,,
4/9/2021,2010361,NLA17_OK-10009,26-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170705.1,DOC,REGULAR,4.1,MG/L,0.008,0.2,,27-Jun-17,05-Jul-17,9,,
4/9/2021,2010516,NLA17_OK-10010,18-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170804.1,DOC,REGULAR,6.25,MG/L,0.008,0.2,,20-Jul-17,04-Aug-17,17,,
4/9/2021,2010242,NLA17_OK-10011,13-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170623.1,DOC,REGULAR,5.92,MG/L,0.008,0.2,,15-Jun-17,23-Jun-17,10,,
4/9/2021,2011241,NLA17_OK-10012,31-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170814.1,DOC,REGULAR,10.1,MG/L,0.008,0.2,,01-Aug-17,14-Aug-17,14,,
4/9/2021,2011469,NLA17_OK-10012,13-Sep-17,2,NLA,OK,WRS,CHEM,WATER,170925.1,DOC,REGULAR,8.64,MG/L,0.008,0.2,,14-Sep-17,25-Sep-17,12,,
4/9/2021,2010301,NLA17_OK-10013,20-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170703.1,DOC,REGULAR,11.41,MG/L,0.008,0.2,,22-Jun-17,03-Jul-17,13,,
4/9/2021,2011402,NLA17_OK-10014,29-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170913.1,DOC,REGULAR,7.94,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,15,,
4/9/2021,2010456,NLA17_OK-10015,11-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170728.1,DOC,REGULAR,5.72,MG/L,0.008,0.2,,12-Jul-17,28-Jul-17,17,,
4/9/2021,2010911,NLA17_OK-10019,11-Sep-17,1,NLA,OK,WRS,CHEM,WATER,170920.1,DOC,REGULAR,14.25,MG/L,0.008,0.2,,13-Sep-17,20-Sep-17,9,,
4/9/2021,2010360,NLA17_OK-10021,27-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170710.1,DOC,REGULAR,7.7,MG/L,0.008,0.2,,29-Jun-17,10-Jul-17,13,,
4/9/2021,2010689,NLA17_OK-10022,07-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170825.1,DOC,REGULAR,7.72,MG/L,0.008,0.2,,08-Aug-17,25-Aug-17,18,,
4/9/2021,2010399,NLA17_OK-10033,29-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170724.1,DOC,REGULAR,5.72,MG/L,0.008,0.2,,01-Jul-17,24-Jul-17,25,,
4/9/2021,2010391,NLA17_OK-10035,28-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170710.1,DOC,REGULAR,5.1,MG/L,0.008,0.2,,30-Jun-17,10-Jul-17,12,,
4/9/2021,2010877,NLA17_OK-10045,07-Sep-17,1,NLA,OK,WRS,CHEM,WATER,170920.1,DOC,REGULAR,7.43,MG/L,0.008,0.2,,09-Sep-17,20-Sep-17,13,,Ice in cubitainer
4/9/2021,2010514,NLA17_OK-10050,18-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170804.1,DOC,REGULAR,9.35,MG/L,0.008,0.2,,19-Jul-17,04-Aug-17,17,,
4/9/2021,2011426,NLA17_OK-10055,06-Sep-17,1,NLA,OK,WRS,CHEM,WATER,170918.1,DOC,REGULAR,6.98,MG/L,0.008,0.2,,07-Sep-17,18-Sep-17,12,,
4/9/2021,2010502,NLA17_OK-10066,17-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170802.1,DOC,REGULAR,5.59,MG/L,0.008,0.2,,18-Jul-17,02-Aug-17,16,,
4/9/2021,2010688,NLA17_OK-10082,08-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170828.1,DOC,REGULAR,6.66,MG/L,0.008,0.2,,09-Aug-17,28-Aug-17,20,,
4/9/2021,2011338,NLA17_OK-10083,16-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170901.1,DOC,REGULAR,10.1,MG/L,0.008,0.2,,17-Aug-17,01-Sep-17,16,,
4/9/2021,2010425,NLA17_OK-10085,10-Jul-17,1,NLA,OK,WRS,CHEM,WATER,170728.1,DOC,REGULAR,4.14,MG/L,0.008,0.2,,12-Jul-17,28-Jul-17,18,,
4/9/2021,2010327,NLA17_OK-10086,21-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170703.1,DOC,REGULAR,4.35,MG/L,0.008,0.2,,23-Jun-17,03-Jul-17,12,,
4/9/2021,2011403,NLA17_OK-10087,29-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170913.1,DOC,REGULAR,6.98,MG/L,0.008,0.2,,30-Aug-17,13-Sep-17,15,,
4/9/2021,2011401,NLA17_OK-10089,28-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170913.1,DOC,REGULAR,6.27,MG/L,0.008,0.2,,30-Aug-17,13-Sep-17,16,,
4/9/2021,2010797,NLA17_OK-10095,22-Aug-17,1,NLA,OK,WRS,CHEM,WATER,170906.1,DOC,REGULAR,7.75,MG/L,0.008,0.2,,23-Aug-17,06-Sep-17,15,,
4/9/2021,2010960,NLA17_OK-10097,25-Sep-17,1,NLA,OK,WRS,CHEM,WATER,171019.1,DOC,REGULAR,11.23,MG/L,0.008,0.2,,27-Sep-17,19-Oct-17,24,,
4/9/2021,2010912,NLA17_OK-10098,11-Sep-17,1,NLA,OK,WRS,CHEM,WATER,170920.1,DOC,REGULAR,19.5,MG/L,0.008,0.2,,13-Sep-17,20-Sep-17,9,,
4/9/2021,2010326,NLA17_OK-HP001,21-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170703.1,DOC,REGULAR,15.72,MG/L,0.008,0.2,,23-Jun-17,03-Jul-17,12,,
4/9/2021,2010226,NLA17_OK-HP002,11-Jun-17,1,NLA,OK,WRS,CHEM,WATER,170623.1,DOC,REGULAR,6.8,MG/L,0.008,0.2,,13-Jun-17,23-Jun-17,12,,
4/9/2021,2010967,NLA17_OK-HP004,29-Sep-17,1,NLA,OK,WRS,CHEM,WATER,171019.1,DOC,REGULAR,5.87,MG/L,0.008,0.2,,30-Sep-17,19-Oct-17,20,,
4/9/2021,2010923,NLA17_OR-10001,14-Sep-17,1,NLA,OR,WRS,CHEM,WATER,170925.1,DOC,REGULAR,29.76,MG/L,0.008,0.2,,16-Sep-17,25-Sep-17,11,,
4/9/2021,2010445,NLA17_OR-10002,11-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170728.1,DOC,REGULAR,0.7,MG/L,0.008,0.2,,13-Jul-17,28-Jul-17,17,,
4/9/2021,2010665,NLA17_OR-10002,02-Aug-17,2,NLA,OR,WRS,CHEM,WATER,170825.1,DOC,REGULAR,0.86,MG/L,0.008,0.2,,04-Aug-17,25-Aug-17,23,,"Cooler ice melted, 21.8C"
4/9/2021,2010441,NLA17_OR-10003,11-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170731.1,DOC,REGULAR,3.85,MG/L,0.008,0.2,,13-Jul-17,31-Jul-17,20,,
4/9/2021,2010662,NLA17_OR-10004,02-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170825.1,DOC,REGULAR,3.49,MG/L,0.008,0.2,,04-Aug-17,25-Aug-17,23,,
4/9/2021,2010959,NLA17_OR-10005,25-Sep-17,1,NLA,OR,WRS,CHEM,WATER,171019.1,DOC,REGULAR,0.66,MG/L,0.008,0.2,,27-Sep-17,19-Oct-17,24,,
4/9/2021,2010831,NLA17_OR-10006,29-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170913.1,DOC,REGULAR,3.41,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,15,,
4/9/2021,2011162,NLA17_OR-10007,20-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170809.1,DOC,REGULAR,1.86,MG/L,0.008,0.2,,22-Jul-17,09-Aug-17,20,,
4/9/2021,2010367,NLA17_OR-10008,28-Jun-17,1,NLA,OR,WRS,CHEM,WATER,170710.1,DOC,REGULAR,11.76,MG/L,0.008,0.2,,29-Jun-17,10-Jul-17,12,,
4/9/2021,2010792,NLA17_OR-10008,22-Aug-17,2,NLA,OR,WRS,CHEM,WATER,170906.1,DOC,REGULAR,16.19,MG/L,0.008,0.2,,24-Aug-17,06-Sep-17,15,,
4/9/2021,2010487,NLA17_OR-10009,13-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170802.1,DOC,REGULAR,6.63,MG/L,0.008,0.2,,15-Jul-17,02-Aug-17,20,,
4/9/2021,2010663,NLA17_OR-10010,02-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170825.1,DOC,REGULAR,2.71,MG/L,0.008,0.2,,04-Aug-17,25-Aug-17,23,,
4/9/2021,2011109,NLA17_OR-10011,10-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170728.1,DOC,REGULAR,3.1,MG/L,0.008,0.2,,12-Jul-17,28-Jul-17,18,,
4/9/2021,2010506,NLA17_OR-10012,18-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170807.1,DOC,REGULAR,3.64,MG/L,0.008,0.2,,20-Jul-17,07-Aug-17,20,,
4/9/2021,2010402,NLA17_OR-10013,29-Jun-17,1,NLA,OR,WRS,CHEM,WATER,170724.1,DOC,REGULAR,1.14,MG/L,0.008,0.2,,01-Jul-17,24-Jul-17,25,,
4/9/2021,2010931,NLA17_OR-10014,18-Sep-17,1,NLA,OR,WRS,CHEM,WATER,170925.1,DOC,REGULAR,2.63,MG/L,0.008,0.2,,20-Sep-17,25-Sep-17,7,,
4/9/2021,2010639,NLA17_OR-10021,31-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170822.1,DOC,REGULAR,0.86,MG/L,0.008,0.2,,02-Aug-17,22-Aug-17,22,,
4/9/2021,2010614,NLA17_OR-10024,27-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170814.1,DOC,REGULAR,0.67,MG/L,0.008,0.2,,29-Jul-17,14-Aug-17,18,,
4/9/2021,2010835,NLA17_OR-10029,29-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170913.1,DOC,REGULAR,0.43,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,15,,
4/9/2021,2011291,NLA17_OR-10037,08-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170828.1,DOC,REGULAR,1.22,MG/L,0.008,0.2,,10-Aug-17,28-Aug-17,20,,
4/9/2021,2010737,NLA17_OR-10051,14-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170901.1,DOC,REGULAR,5.34,MG/L,0.008,0.2,,16-Aug-17,01-Sep-17,18,,
4/9/2021,2010352,NLA17_OR-10052,26-Jun-17,1,NLA,OR,WRS,CHEM,WATER,170710.1,DOC,REGULAR,1.1,MG/L,0.008,0.2,,28-Jun-17,10-Jul-17,14,,
4/9/2021,2010475,NLA17_OR-10060,12-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170731.1,DOC,REGULAR,4.89,MG/L,0.008,0.2,,14-Jul-17,31-Jul-17,19,,
4/9/2021,2010531,NLA17_OR-10063,18-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170807.1,DOC,REGULAR,0.51,MG/L,0.008,0.2,S,21-Jul-17,07-Aug-17,20,,
4/9/2021,2010899,NLA17_OR-10076,12-Sep-17,1,NLA,OR,WRS,CHEM,WATER,170925.1,DOC,REGULAR,0.75,MG/L,0.008,0.2,,14-Sep-17,25-Sep-17,13,,
4/9/2021,2011310,NLA17_OR-10078,10-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170830.1,DOC,REGULAR,17.54,MG/L,0.008,0.2,,12-Aug-17,30-Aug-17,20,,
4/9/2021,2010544,NLA17_OR-10079,20-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170809.1,DOC,REGULAR,0.89,MG/L,0.008,0.2,,22-Jul-17,09-Aug-17,20,,
4/9/2021,2010961,NLA17_OR-10086,26-Sep-17,1,NLA,OR,WRS,CHEM,WATER,171019.1,DOC,REGULAR,1.74,MG/L,0.008,0.2,,28-Sep-17,19-Oct-17,23,,
4/9/2021,2010832,NLA17_OR-10088,29-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170913.1,DOC,REGULAR,5.47,MG/L,0.008,0.2,,31-Aug-17,13-Sep-17,15,,
4/9/2021,2010699,NLA17_OR-10093,08-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170828.1,DOC,REGULAR,7.13,MG/L,0.008,0.2,,10-Aug-17,28-Aug-17,20,,
4/9/2021,2010654,NLA17_OR-10099,01-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170822.1,DOC,REGULAR,1.5,MG/L,0.008,0.2,,03-Aug-17,22-Aug-17,21,,
4/9/2021,2010584,NLA17_OR-10102,25-Jul-17,1,NLA,OR,WRS,CHEM,WATER,170811.1,DOC,REGULAR,1.72,MG/L,0.008,0.2,,27-Jul-17,11-Aug-17,17,,
4/9/2021,2011299,NLA17_OR-10106,09-Aug-17,1,NLA,OR,WRS,CHEM,WATER,170828.1,DOC,REGULAR,1.84,MG/L,0.008,0.2,,11-Aug-17,28-Aug-17,19,,
4/9/2021,2011381,NLA17_OR-10108,15-Aug-17,1,NLA,OR,ODEQ,CHEM,WATER,NONE,DOC,REGULAR,2.79,MG/L,1,,,,,,,
4/9/2021,2011322,NLA17_OR-10109,09-Aug-17,1,NLA,OR,ODEQ,CHEM,WATER,NONE,DOC,REGULAR,4.04,MG/L,1,,,,,,,
4/9/2021,2011175,NLA17_OR-10111,28-Jun-17,1,NLA,OR,ODEQ,CHEM,WATER,NONE,DOC,REGULAR,6,MG/L,1,,,,,,,
4/9/2021,2011495,NLA17_OR-10118,19-Sep-17,1,NLA,OR,ODEQ,CHEM,WATER,NONE,DOC,REGULAR,1.14,MG/L,1,,,,,,,
